"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"94",50,5,0.01,5,0.851319141062609,"0.8428016974815, 0.855039115201868, 0.848560427408503, 0.855611907504586, 0.854582557716584"
"95",100,4,0.005,5,0.849525539535667,"0.839676230993965, 0.854685825205441, 0.8470642311843, 0.856043879858356, 0.850157530436271"
"96",250,3,0.005,10,0.849440535857297,"0.838996492013733, 0.852398105832351, 0.84659125731111, 0.855643905456717, 0.853572918672572"
"97",1000,6,0.01,20,0.85649701922802,"0.848228946751114, 0.859102616745679, 0.854658459570726, 0.865491275225052, 0.85500379784753"
"98",1000,4,0.01,15,0.857728027879573,"0.850612031646514, 0.860553105485727, 0.85615332347416, 0.866320555484449, 0.855001123307016"
"99",250,4,0.005,15,0.852483792033116,"0.842397852557951, 0.85735083163132, 0.849413112701014, 0.858155744699006, 0.855101418576289"
"100",50,5,0.005,20,0.849608956494131,"0.839189751135564, 0.85306469073127, 0.848287301650745, 0.855446584751909, 0.852056454201168"
"101",1000,3,0.005,20,0.855734599748496,"0.847613183204316, 0.859075953349722, 0.853027698948799, 0.863179423183583, 0.855776740056058"
"102",1000,4,0.01,10,0.857842676055697,"0.851262448553089, 0.861902273321139, 0.855404559201673, 0.865739259354068, 0.854904839848514"
"103",500,6,0.01,5,0.858621676828512,"0.850817286162114, 0.86155031649451, 0.857741449831461, 0.866083237339477, 0.856916094314997"
"104",750,5,0.005,5,0.857503252968796,"0.848348900688802, 0.860862400878825, 0.855609736600184, 0.86493397755877, 0.857761249117402"
"105",100,5,0.005,10,0.851919503578694,"0.842889663702472, 0.856180308548818, 0.847427954754387, 0.857194472887069, 0.855905118000727"
"106",500,6,0.01,15,0.858680196838084,"0.85115049154458, 0.861265018157773, 0.856622300385041, 0.867027176927343, 0.857335997175685"
"107",1000,3,0.005,10,0.855705323720659,"0.848330241187384, 0.858801320371368, 0.853472694085828, 0.86276611630189, 0.855156246656824"
"108",500,6,0.005,20,0.858001758118807,"0.848554155204401, 0.861382337099982, 0.855865542187937, 0.865683262937839, 0.858523493163874"
"109",750,3,0.005,15,0.854196277926003,"0.845600622694219, 0.857089530350944, 0.852737253021037, 0.860574256580912, 0.854979726982904"
"110",1000,6,0.005,5,0.858942385493465,"0.851563666218839, 0.861651637399146, 0.857728126623766, 0.866448547292973, 0.857319949932602"
"111",750,5,0.005,20,0.857728164372853,"0.849324526048664, 0.860641094692384, 0.855838895772546, 0.866043239899313, 0.856793065451355"
"112",100,3,0.005,20,0.846261137117846,"0.836829324206172, 0.851536878142948, 0.844135790132832, 0.850704221596485, 0.848099471510794"
"113",1000,3,0.005,15,0.856069615002254,"0.848324909901265, 0.858907973955195, 0.853208894573457, 0.863843380690303, 0.85606291589105"
"114",50,4,0.01,20,0.848747795576818,"0.840602541957222, 0.852314116135087, 0.846455360592616, 0.855506580912155, 0.84886037828701"
"115",50,3,0.01,15,0.844787352615825,"0.835960324568699, 0.84782933293516, 0.842895399496383, 0.84873768078843, 0.848514025290455"
"116",500,4,0.01,10,0.857785425912304,"0.850873264666368, 0.861720962228633, 0.855175400029311, 0.864888647126584, 0.856268855510623"
"117",250,3,0.01,5,0.852662803662387,"0.842496481351161, 0.856070988625395, 0.851202419494517, 0.860110286275012, 0.853433842565847"
"118",1000,5,0.01,5,0.856906295175252,"0.848852707227091, 0.859689211456728, 0.856843465632786, 0.864054033875165, 0.85509205768449"
"119",750,3,0.005,5,0.854111849884872,"0.845136800801825, 0.857196183934771, 0.852556057396379, 0.861056892358889, 0.854613314932495"
"120",500,6,0.005,10,0.857919199643155,"0.847346618898343, 0.860422454845539, 0.856744873895839, 0.866331221468493, 0.858750829107559"
