"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"1",250,5,0.005,20,0.810707488117704,"0.787232601466702, 0.766384057337645, 0.766168180394613, 0.908983861357659, 0.824768740031898"
"2",750,4,0.01,20,0.815101341164885,"0.785509634512039, 0.791380124115025, 0.762079646883808, 0.912417560404339, 0.824119739909214"
"3",100,5,0.005,5,0.807058918708499,"0.781103403996318, 0.76857267721353, 0.754191297369245, 0.908587072649573, 0.822840142313827"
"4",100,3,0.01,20,0.807858612636157,"0.785756435378997, 0.761578533344987, 0.759654909176323, 0.908064441568047, 0.824238743712428"
"5",100,3,0.005,10,0.808848037686701,"0.779934347258098, 0.765438335809807, 0.768864508299405, 0.907517412475345, 0.822485584590848"
"6",500,6,0.005,15,0.81231532290763,"0.785880763635284, 0.785454068700288, 0.755502759943627, 0.909782575197239, 0.82495644706171"
"7",50,6,0.01,5,0.809438289993419,"0.777431081321813, 0.779959793724325, 0.760799992170373, 0.90625, 0.822750582750583"
"8",500,6,0.01,20,0.816570536322153,"0.786326118583177, 0.790411677300935, 0.766552321484497, 0.912304559089415, 0.827258005152742"
"9",50,6,0.01,20,0.80678260760963,"0.779564145957662, 0.765912070623197, 0.756552419354839, 0.907504571416831, 0.82437983069562"
"10",250,4,0.005,20,0.808873560149897,"0.783660483655473, 0.765274014509221, 0.762307195427498, 0.910781609549638, 0.822344497607655"
"11",1000,5,0.01,10,0.81315774721679,"0.782661218491137, 0.790313783760161, 0.762162836673974, 0.911261865138067, 0.819389032020611"
"12",50,6,0.01,10,0.806704798994131,"0.781563604109142, 0.763136089502666, 0.756557312871907, 0.908490764710717, 0.823776223776224"
"13",50,5,0.01,20,0.810710370984361,"0.784238517264927, 0.765072983130845, 0.77286740526151, 0.909873746712689, 0.821499202551834"
"14",100,6,0.01,10,0.810231790637574,"0.782988739942401, 0.771233283803863, 0.761338279047917, 0.911314513477975, 0.824284136915716"
"15",750,5,0.01,15,0.81494557260155,"0.786912502597904, 0.792002447338519, 0.763577063106796, 0.911534095578567, 0.820701754385965"
"16",250,3,0.005,15,0.807990600977396,"0.78357883524836, 0.764669172275151, 0.759703844347009, 0.909159783859303, 0.822841369157159"
"17",1000,6,0.005,10,0.814816800415969,"0.784414803598468, 0.795988112927192, 0.75902609223301, 0.912135057117028, 0.822519936204147"
"18",100,3,0.01,5,0.808155194693381,"0.784584595172352, 0.76044401713137, 0.764815122925149, 0.906098475509533, 0.8248337627285"
"19",50,4,0.005,5,0.807607664051527,"0.781295463317597, 0.770775281880954, 0.755052556373317, 0.908931213017751, 0.821983805668016"
"20",250,6,0.01,20,0.814566134098201,"0.787466412814346, 0.78429682720042, 0.762715804102725, 0.909827518902038, 0.828524107471476"
"21",500,4,0.01,20,0.813735177362729,"0.785064279564146, 0.789355825539725, 0.760533295490135, 0.911087226742275, 0.822635259477365"
"22",100,6,0.005,20,0.80854442881401,"0.784905621863959, 0.763768901319815, 0.763887801440651, 0.906329614562788, 0.823830204882836"
"23",1000,3,0.01,10,0.815663995616943,"0.781082064071732, 0.793771523468228, 0.770584579549013, 0.911988669049967, 0.820893141945774"
"24",250,4,0.01,10,0.8113622988943,"0.784294186633414, 0.781188707280832, 0.759148430159724, 0.908689801117686, 0.823490369279843"
"25",1000,5,0.01,20,0.814274425099864,"0.785279534455628, 0.792159776243335, 0.759809054963984, 0.910786745973044, 0.82333701386333"
"26",50,4,0.005,15,0.806166958492735,"0.781073713666459, 0.767621711388865, 0.756251468055121, 0.905998315253123, 0.81988958410011"
"27",250,6,0.005,15,0.81068002938417,"0.787110128856032, 0.768773708591906, 0.761771355308487, 0.912201830621302, 0.823543123543124"
"28",500,3,0.01,10,0.815779640933569,"0.784732118998842, 0.791415086093873, 0.765739997651112, 0.911485299556213, 0.825525702367808"
"29",750,6,0.01,15,0.814119317036585,"0.783479558207892, 0.791701774320427, 0.761135198089571, 0.912255763067061, 0.822024291497976"
"30",100,4,0.01,5,0.808534730801366,"0.785670147857843, 0.771117909273665, 0.755020748512371, 0.908851598454964, 0.822013249907987"
"31",50,5,0.005,15,0.806463217151801,"0.781247216531576, 0.762921073332751, 0.758685992796743, 0.9074313773833, 0.822030425714636"
"32",1000,3,0.01,20,0.816558152627962,"0.7836521332502, 0.793163185036273, 0.769919061227686, 0.913188023915187, 0.822868359710465"
"33",500,3,0.01,20,0.815056724113959,"0.784674593984739, 0.788282492789092, 0.767775700751644, 0.910899747287968, 0.823651085756349"
"34",100,3,0.01,10,0.807498928296224,"0.782115658679968, 0.759938816537016, 0.76531181490761, 0.907989963428665, 0.822138387927862"
"35",750,6,0.005,5,0.814750441889844,"0.788834951456311, 0.791873088016782, 0.757024643751957, 0.9106557671762, 0.82536375904797"
"36",750,4,0.005,20,0.813999826257722,"0.784921394851697, 0.788432829298138, 0.762901757751331, 0.911495572403024, 0.822247576984419"
"37",750,3,0.005,10,0.815813963016911,"0.781867002167394, 0.791663316143694, 0.76785889054181, 0.910599266518738, 0.827081339712919"
"38",250,5,0.01,15,0.812661220183213,"0.785098609008046, 0.782440346123591, 0.761805609927967, 0.910450310239974, 0.823511225616489"
"39",1000,4,0.005,20,0.815335011213697,"0.785064279564146, 0.794226029193252, 0.762358577356718, 0.912040033284024, 0.822986136670347"
"40",500,4,0.01,5,0.814273745833173,"0.783381208990232, 0.791320688750983, 0.760415851080489, 0.911444208168968, 0.824806772175193"
"41",250,6,0.005,10,0.808862163691633,"0.78628065526558, 0.765048509745652, 0.759767460068901, 0.90956556130835, 0.823648632069685"
