"","n.trees","interaction.depth","shrinkage","n.minobsinnode","ROC_AUC_valid"
"1",500,3,0.005,5,0.725465023599287
"2",750,3,0.005,5,0.735529831612002
"3",1000,3,0.005,5,0.741353129846497
"4",50,4,0.005,5,0.709020145420906
"5",100,4,0.005,5,0.703384805227854
"6",1000,4,0.005,5,0.746207828977588
"7",50,5,0.005,5,0.713438109688272
"8",100,5,0.005,5,0.716337505021551
"9",500,5,0.005,5,0.739633998978885
"10",750,5,0.005,5,0.746509322078658
"11",250,6,0.005,5,0.728753138969314
"12",500,6,0.005,5,0.741524782852945
"13",750,6,0.005,5,0.753344832884395
"14",1000,6,0.005,5,0.753052542625163
"15",50,3,0.01,5,0.700953654488506
"16",100,3,0.01,5,0.706876483458092
"17",250,3,0.01,5,0.722737781426905
"18",1000,3,0.01,5,0.749511249073714
"19",50,4,0.01,5,0.710277333640628
"20",100,4,0.01,5,0.710330049919415
"21",500,4,0.01,5,0.744859612648386
"22",750,4,0.01,5,0.752026225698496
"23",50,5,0.01,5,0.714955878375242
"24",100,5,0.01,5,0.724303865033522
"25",250,5,0.01,5,0.733865317610078
"26",500,5,0.01,5,0.751631603839266
"27",750,5,0.01,5,0.7534738727319
"28",1000,5,0.01,5,0.755146189143207
"29",50,6,0.01,5,0.718687930833041
"30",500,6,0.01,5,0.752344323927229
"31",100,3,0.005,10,0.705702020784018
"32",250,3,0.005,10,0.714863249771529
"33",500,3,0.005,10,0.725184236892352
"34",750,3,0.005,10,0.734656461915439
"35",1000,3,0.005,10,0.74133932558374
"36",1000,4,0.005,10,0.749596475391601
"37",100,5,0.005,10,0.718897095423067
"38",250,5,0.005,10,0.721866312317244
"39",500,5,0.005,10,0.735399191270264
"40",50,6,0.005,10,0.723180118020445
"41",250,6,0.005,10,0.728520167027578
"42",500,6,0.005,10,0.742187587527028
"43",750,6,0.005,10,0.749767528212712
"44",1000,6,0.005,10,0.752398940792917
"45",100,3,0.01,10,0.709638736441813
"46",500,3,0.01,10,0.740452351686201
"47",1000,3,0.01,10,0.746303858631545
"48",50,4,0.01,10,0.700154607742871
"49",250,4,0.01,10,0.729353424337435
"50",500,4,0.01,10,0.744065367385449
"51",1000,4,0.01,10,0.750210665053368
"52",50,5,0.01,10,0.711107289931131
"53",100,5,0.01,10,0.715551762384224
"54",250,5,0.01,10,0.739911384635575
"55",750,5,0.01,10,0.756096282532046
"56",1000,5,0.01,10,0.75437375061419
"57",50,6,0.01,10,0.7184779659959
"58",100,6,0.01,10,0.728854970414864
"59",250,6,0.01,10,0.744064467107443
"60",500,6,0.01,10,0.752466161550687
"61",1000,6,0.01,10,0.755785186465581
"62",50,3,0.005,15,0.70515945323916
"63",250,3,0.005,15,0.713541041473607
"64",750,3,0.005,15,0.734010362399909
"65",1000,3,0.005,15,0.742990435446466
"66",50,4,0.005,15,0.699078075309656
"67",250,4,0.005,15,0.718541285548978
"68",50,5,0.005,15,0.710225917763405
"69",100,5,0.005,15,0.717693023605689
"70",500,5,0.005,15,0.736641374856556
"71",1000,5,0.005,15,0.751599093800166
"72",50,6,0.005,15,0.728419135829144
"73",100,6,0.005,15,0.716795046310301
"74",250,6,0.005,15,0.728024013815466
"75",500,6,0.005,15,0.741246296856469
"76",1000,6,0.005,15,0.754807484551229
"77",50,3,0.01,15,0.708479178370281
"78",750,3,0.01,15,0.750523361614066
"79",1000,4,0.01,15,0.754509392500404
"80",50,5,0.01,15,0.714645582555893
"81",250,5,0.01,15,0.735296259484929
"82",500,5,0.01,15,0.752363929981578
"83",750,5,0.01,15,0.755073366655623
"84",250,6,0.01,15,0.739082228592189
"85",500,6,0.01,15,0.750795645695391
"86",750,6,0.01,15,0.755716565275357
"87",100,3,0.005,20,0.706160262288995
"88",1000,3,0.005,20,0.740952606164784
"89",100,4,0.005,20,0.70762931593276
"90",250,4,0.005,20,0.716719122865141
"91",750,4,0.005,20,0.744138389934812
"92",1000,4,0.005,20,0.749257570737844
"93",50,5,0.005,20,0.710373963479923
"94",100,5,0.005,20,0.719983230821678
"95",250,5,0.005,20,0.725526242503685
"96",750,5,0.005,20,0.745294346894321
"97",50,6,0.005,20,0.72928510323988
"98",100,6,0.005,20,0.718826773707721
"99",250,6,0.005,20,0.729401339133524
"100",500,6,0.005,20,0.741483170002897
"101",100,3,0.01,20,0.711175210905127
"102",500,3,0.01,20,0.741923806071315
"103",1000,3,0.01,20,0.747762509062799
"104",50,4,0.01,20,0.703135528251124
"105",100,4,0.01,20,0.712467409936188
"106",250,4,0.01,20,0.73420542263451
"107",500,4,0.01,20,0.747632668968177
"108",750,4,0.01,20,0.750631194912989
"109",1000,4,0.01,20,0.753568902076961
"110",50,5,0.01,20,0.71220692949983
"111",100,5,0.01,20,0.715695506772491
"112",250,5,0.01,20,0.736504932723225
"113",500,5,0.01,20,0.749616881693067
"114",750,5,0.01,20,0.753300619231219
"115",1000,5,0.01,20,0.756723676271233
"116",50,6,0.01,20,0.726306083318529
"117",100,6,0.01,20,0.725171232876712
"118",250,6,0.01,20,0.736149522972694
"119",500,6,0.01,20,0.750121637561679
"120",1000,6,0.01,20,0.760515447170086
