"","n.trees","max_depth","min_samples_split","mean_ROC_AUC","fold_ROC_AUC"
"1",1000,4,5,0.726896766298057,"0.763301540719002, 0.531699070160609, 0.857304826692582, 0.609181168712218, 0.872997225205872"
"2",50,6,10,0.735566034875491,"0.784424064563463, 0.535223898389579, 0.860734890701308, 0.615521524088661, 0.881925796634443"
"3",900,3,20,0.730828410506577,"0.77017608217168, 0.534766022931703, 0.859847646110886, 0.61241106429749, 0.876941237021124"
"4",50,5,10,0.73699299888158,"0.731269258987528, 0.582672258707762, 0.861376105595945, 0.621623740611834, 0.888023630504833"
"5",1000,6,20,0.729842719789628,"0.769420396184886, 0.528626698745042, 0.858266392753605, 0.61171276790621, 0.881187343358396"
"6",750,6,20,0.726937920396292,"0.755891415994131, 0.532081084595878, 0.858516010382453, 0.610829089576846, 0.877372001432152"
"7",900,3,17,0.730032120320192,"0.764240645634629, 0.534335240696187, 0.858758452145174, 0.617250045795933, 0.875576217329037"
"8",1000,3,17,0.726775680303192,"0.757454145267792, 0.533205453323797, 0.858314061007164, 0.608349514563107, 0.8765552273541"
"9",1000,5,20,0.732651289300897,"0.776889214966985, 0.537198994299586, 0.858595970033583, 0.613093973255175, 0.877478293949159"
"10",50,4,17,0.723975095834102,"0.739009537784299, 0.533164813490257, 0.864398170359162, 0.606272211027661, 0.87703074650913"
"11",50,5,17,0.730236125813591,"0.748371239911959, 0.522847714415762, 0.863592423105469, 0.628877083714966, 0.887492167919799"
"12",100,5,15,0.73021646403183,"0.750645634629494, 0.547930619676182, 0.86063699138486, 0.606849606154973, 0.885019468313641"
"13",750,6,5,0.718071318709371,"0.772993396918562, 0.468563734096278, 0.857931177293099, 0.61643890822495, 0.874429377013963"
"14",1000,3,5,0.717787280391705,"0.774908290535583, 0.468216940850077, 0.858206935577124, 0.611893753434695, 0.875710481561045"
"15",1000,4,10,0.728454100327159,"0.768371239911959, 0.529531612371849, 0.858373518183645, 0.609159186664224, 0.876834944504117"
"16",100,4,5,0.731948166154614,"0.762237710931768, 0.534197065262154, 0.860218740902027, 0.619785308664591, 0.883302005012531"
"17",900,6,15,0.729279546144398,"0.768767424798239, 0.533237965190628, 0.859012170268951, 0.610967576479209, 0.874412593984962"
"18",50,4,10,0.731919409183221,"0.754798239178283, 0.527477946116999, 0.861789743021983, 0.638567503205715, 0.876963614393126"
"19",50,6,15,0.723480116871958,"0.754130594277329, 0.526112447710081, 0.8581208251836, 0.595197655248214, 0.883839061940566"
"20",500,6,15,0.731525242493473,"0.778444607483492, 0.530493421765611, 0.860583172388907, 0.610945594431215, 0.877159416398138"
"21",500,6,20,0.732009628161466,"0.76982391782832, 0.531907687972777, 0.858367880003116, 0.622017219270929, 0.877931435732188"
"22",750,5,17,0.72905503853891,"0.769068231841526, 0.533010382122808, 0.859135185116844, 0.60868657263235, 0.875374820981024"
"23",750,3,20,0.718877293507554,"0.766104181951577, 0.474456509959469, 0.858846100224297, 0.618911155889357, 0.876068519513068"
"24",900,5,15,0.719149210538372,"0.780983125458547, 0.470286863038342, 0.858098785023352, 0.611226231910606, 0.87515104726101"
"25",50,5,5,0.726636712690848,"0.759251650770359, 0.523888094154366, 0.85858418111066, 0.606244367100201, 0.885215270318654"
"26",500,3,10,0.734542289973518,"0.787373440939105, 0.53228699308581, 0.858099810147085, 0.614977834768273, 0.879973370927318"
"27",50,6,17,0.720521770846121,"0.695876742479824, 0.569762338253463, 0.860223353958823, 0.599240153874336, 0.87750626566416"
"28",500,6,17,0.72897880719674,"0.770807043286867, 0.529201075059063, 0.858465266757698, 0.609250045795933, 0.877170605084139"
"29",50,5,20,0.726929268874826,"0.750117388114453, 0.537339879055855, 0.85809775989962, 0.607366917017769, 0.88172440028643"
"30",900,4,20,0.730594767361786,"0.767234042553191, 0.537903418080933, 0.858849688157361, 0.613869206814435, 0.875117481203007"
"31",900,4,10,0.731707985268762,"0.778312545854732, 0.535643843336151, 0.859558561218339, 0.609834768272577, 0.875190207662012"
"32",500,5,15,0.727283940957077,"0.76015407190022, 0.532403493941956, 0.858535487733369, 0.609733650851804, 0.875593000358038"
"33",100,6,5,0.717192635531205,"0.766903888481291, 0.466827058543035, 0.860574458837182, 0.611734749954204, 0.879923021840315"
"34",900,6,5,0.730924849314771,"0.768943506969919, 0.539780978390446, 0.859837907435427, 0.610826891372046, 0.875234962406015"
"35",500,3,15,0.727783556885444,"0.758407923697726, 0.531501289637384, 0.857947066710952, 0.614114673017036, 0.876946831364125"
"36",500,6,10,0.726817152769595,"0.755480557593544, 0.529355506426512, 0.858581105739463, 0.609106429749038, 0.88156216433942"
"37",1000,6,17,0.728581246274001,"0.766559060895084, 0.530189977675185, 0.858109036260677, 0.612427184466019, 0.87562097207304"
"38",1000,5,17,0.729187111403337,"0.768994864269993, 0.530669527710948, 0.858339176538608, 0.61438651767723, 0.873545470819907"
"39",100,6,17,0.728925790146901,"0.767615553925165, 0.535473156035286, 0.86235509876042, 0.598495695182268, 0.880689446831364"
"40",750,4,17,0.728903959147346,"0.768349229640499, 0.53170448880508, 0.859218732701037, 0.608087928191977, 0.877159416398138"
"41",250,4,10,0.730239191755197,"0.768980190755686, 0.535486702646466, 0.85862621118369, 0.612185381938084, 0.875917472252059"
"42",750,3,17,0.731696663222677,"0.776815847395451, 0.536776340030778, 0.859616993271088, 0.61126433412713, 0.874009801288937"
"43",900,3,10,0.730055003468839,"0.767784299339692, 0.537621648568394, 0.857722564613549, 0.612957684557611, 0.874188820264948"
"44",100,4,17,0.72254240935295,"0.736030814380044, 0.536562303574138, 0.857515489619597, 0.598943396226415, 0.883660042964554"
"45",900,4,15,0.73035293875918,"0.76483492296405, 0.536058369638251, 0.858485769232346, 0.616512914453197, 0.875872717508056"
"46",250,5,20,0.732306496147997,"0.772208363903155, 0.539867676701996, 0.859245898479947, 0.612967210111742, 0.877243331543143"
"47",100,6,20,0.72655061550577,"0.759750550256787, 0.530138500552702, 0.85856521632161, 0.606579959699579, 0.877718850698174"
"48",1000,3,15,0.731001873076535,"0.772281731474688, 0.538989856297549, 0.857929639607501, 0.609941014837882, 0.875867123165055"
"49",900,4,5,0.731084149333891,"0.777190022010271, 0.52884886316839, 0.85839043272523, 0.616103315625572, 0.874888113139993"
"50",750,6,15,0.718172945974994,"0.775509904622157, 0.472340529293192, 0.85784301665211, 0.610098552848507, 0.875072726459005"
"51",500,6,5,0.731010150874898,"0.773771093176816, 0.535505667902118, 0.857782534351896, 0.610602674482506, 0.877388784461153"
"52",100,5,17,0.726696992518214,"0.756001467351431, 0.524711728114095, 0.860397112431471, 0.610404103315626, 0.881970551378446"
"53",1000,5,5,0.716577004545522,"0.77457079970653, 0.46664282463099, 0.858309960512234, 0.608702692800879, 0.874658745076978"
"54",100,6,15,0.730698164870441,"0.744732208363903, 0.535771181481241, 0.860620589405141, 0.627229895585272, 0.885136949516649"
"55",750,6,17,0.729078422109771,"0.768606016140866, 0.529637275939051, 0.856848134069782, 0.611770653965928, 0.878530030433226"
"56",750,5,10,0.730526636403761,"0.776228906823184, 0.533668747426144, 0.857639017029356, 0.608843377908042, 0.87625313283208"
"57",100,3,20,0.731361558712042,"0.760095377842993, 0.546142467000455, 0.860558569419329, 0.606642242168895, 0.883369137128536"
"58",100,5,5,0.715909536819368,"0.749816581071167, 0.476938249127598, 0.861768215423602, 0.612556145814252, 0.878468492660222"
"59",900,3,5,0.730142961890859,"0.770755685986794, 0.529588508138804, 0.859507305031717, 0.614828356841912, 0.876034953455066"
