"","n.trees","max_depth","min_samples_split","mean_ROC_AUC","fold_ROC_AUC"
"60",500,4,17,0.730783068978388,"0.77006603081438, 0.536334720506318, 0.857623640173369, 0.612737131342737, 0.877153822055138"
"61",500,4,10,0.730712480930139,"0.766874541452678, 0.530723714155667, 0.860247444366535, 0.613639860780363, 0.882076843895453"
"62",250,3,10,0.728107518159726,"0.766008804108584, 0.530672237033184, 0.857873257802217, 0.609243451181535, 0.876739840673111"
"63",900,6,20,0.732340637086443,"0.775641966250917, 0.538019918937079, 0.859341234987063, 0.612262319106063, 0.876437746151092"
"64",1000,4,17,0.730206166475135,"0.770469552457814, 0.531485033703969, 0.860770770031943, 0.613008976002931, 0.875296500179019"
"65",500,3,5,0.730283638457677,"0.770777696258254, 0.529157725903288, 0.859536521058092, 0.614316907858582, 0.877629341210168"
"66",750,5,20,0.728205114355659,"0.766544387380778, 0.528052322431021, 0.858034714790075, 0.612806741161385, 0.875587406015038"
"67",250,5,17,0.727319429963189,"0.749464416727806, 0.53430001950712, 0.859797927609863, 0.614510349880931, 0.878524436090226"
"68",50,6,20,0.728344668067052,"0.765487894350697, 0.533213581290504, 0.858090584033493, 0.592751053306466, 0.8921802273541"
"69",250,6,10,0.732355642486086,"0.764644167278063, 0.539637384311941, 0.858928622684758, 0.61543945777615, 0.88312858037952"
"70",50,6,5,0.726226472288138,"0.782450476889215, 0.526830418102607, 0.854230480619011, 0.585902179886426, 0.88171880594343"
"71",250,3,20,0.731003206516992,"0.776449009537784, 0.528773002145783, 0.859528832630098, 0.609721194357941, 0.880543993913355"
"72",250,5,15,0.729690755730358,"0.763646368305209, 0.53036066497605, 0.860857392987334, 0.615506869389998, 0.878082482993197"
"73",1000,3,10,0.72969964091175,"0.766118855465884, 0.534378589851963, 0.857323791481632, 0.61552592049826, 0.87515104726101"
"74",750,4,10,0.729893908344947,"0.76962582538518, 0.534917744976917, 0.858106473451346, 0.610879648287232, 0.87593984962406"
"75",100,3,10,0.729186808342567,"0.759060895084373, 0.533248802479572, 0.863616000951315, 0.604384685839897, 0.88562365735768"
"76",750,4,5,0.730296764420003,"0.768253851797505, 0.534012831350109, 0.860005515165681, 0.613680161201685, 0.875531462585034"
"77",250,3,17,0.731591524671526,"0.755216434336023, 0.543514424431584, 0.860281273449705, 0.620415460707089, 0.878530030433226"
"78",50,3,15,0.729533403903545,"0.744695524578136, 0.549748574896504, 0.862951720772697, 0.60501117420773, 0.885260025062657"
"79",500,5,10,0.730720988874546,"0.76534115920763, 0.534866267854434, 0.858256654078147, 0.618658362337424, 0.876482500895095"
"80",250,4,15,0.729530812904905,"0.76997798972854, 0.531308927758632, 0.857788172532425, 0.611509067594798, 0.877069906910132"
"81",750,4,15,0.727624366303797,"0.767901687454145, 0.528491232633244, 0.858513960134988, 0.606810771203517, 0.87640418009309"
"82",250,6,20,0.727395596822674,"0.755531914893617, 0.532858660077595, 0.859532933125028, 0.610390181351896, 0.878664294665234"
"83",50,3,10,0.734388314777039,"0.797204695524578, 0.536979539198474, 0.857137218962329, 0.594190877450082, 0.886429242749731"
"84",1000,4,15,0.728148202059624,"0.764328686720469, 0.536529791707307, 0.857226917288917, 0.607655614581425, 0.875"
"85",900,5,17,0.728947433870759,"0.763734409391049, 0.532192166807551, 0.85756110762569, 0.615337607620443, 0.875911877909058"
"86",250,3,5,0.729820930912728,"0.751892883345561, 0.538905867308234, 0.860061896970964, 0.617364352445503, 0.880879654493376"
"87",250,6,17,0.728522701253743,"0.771335289801908, 0.534573661052951, 0.855580056012761, 0.601503572082799, 0.879620927318296"
"88",500,3,20,0.731068605220187,"0.765825385179751, 0.534492381385873, 0.859243335670616, 0.621274226048727, 0.874507697815968"
"89",500,3,17,0.727481428669554,"0.75498899486427, 0.534411101718794, 0.859503717098654, 0.609514563106796, 0.878988766559255"
"90",100,4,10,0.738632625732275,"0.761056493030081, 0.553379066692676, 0.862072677172135, 0.631596263051841, 0.885058628714644"
"91",50,4,5,0.72848598680303,"0.751856199559795, 0.552959121746104, 0.857092113518102, 0.606255358124199, 0.874267141066953"
"92",250,4,5,0.730352827108397,"0.766566397652238, 0.535405422979387, 0.860637503946726, 0.609891921597362, 0.879262889366273"
"93",1000,4,20,0.728455432499555,"0.768363903154806, 0.523324555129289, 0.85811262419374, 0.615859314892838, 0.876616765127103"
"94",100,5,10,0.729631924542744,"0.74454878943507, 0.550748314801569, 0.856922455540384, 0.614243634365268, 0.881696428571428"
"95",1000,5,15,0.729117124499996,"0.769119589141599, 0.533676875392852, 0.858272030934134, 0.608314343286316, 0.876202783745077"
"96",1000,5,10,0.730195209607919,"0.768371239911959, 0.538588876606628, 0.858717447195877, 0.608043964095988, 0.877254520229144"
"97",50,5,15,0.717982435795046,"0.729060895084373, 0.528553547044671, 0.859939907246805, 0.597727056237406, 0.874630773361976"
"98",100,4,15,0.725125583352768,"0.761467351430668, 0.519098012441208, 0.861910195060544, 0.605148195640227, 0.878004162191192"
"99",900,5,5,0.729897522919483,"0.772457813646368, 0.528954526735592, 0.859039848609727, 0.614829822311779, 0.874205603293949"
"100",250,5,5,0.732919731954242,"0.768341892883346, 0.537329041766912, 0.859544722047951, 0.61641106429749, 0.88297193877551"
"101",1000,6,15,0.731379686900911,"0.771504035216434, 0.537204412944058, 0.858271005810401, 0.614393112291629, 0.875525868242034"
"102",750,3,15,0.729727086141889,"0.770095377842993, 0.528694431800941, 0.862234646721859, 0.608532698296391, 0.879078276047261"
"103",1000,3,20,0.734138336592407,"0.778510638297872, 0.538420898627999, 0.85850832195446, 0.617320388349515, 0.877931435732188"
"104",250,6,5,0.728691719253242,"0.77437270726339, 0.529501809827254, 0.859018321011346, 0.600614764608903, 0.879950993555317"
"105",750,6,10,0.730244316077902,"0.768378576669112, 0.534302728829356, 0.859930168571347, 0.613033888990658, 0.875576217329037"
"106",1000,6,10,0.731113295094798,"0.776294937637564, 0.53325693044628, 0.858504734021396, 0.613656713683825, 0.873853159684927"
"107",100,3,15,0.716119501419456,"0.693257520176082, 0.528111927520212, 0.863543729728178, 0.616684374427551, 0.878999955245256"
"108",500,5,20,0.731306135612849,"0.774321349963316, 0.53644038407352, 0.85876306520197, 0.608666056054222, 0.878339822771214"
"109",500,4,20,0.730520107044648,"0.75936170212766, 0.544533129592301, 0.859598541043904, 0.612479208646272, 0.876627953813104"
"110",100,5,20,0.726503684972663,"0.75490095377843, 0.526147668899148, 0.855892718751153, 0.614518409965195, 0.881058673469388"
"111",900,5,20,0.731232584586736,"0.771063829787234, 0.530152047163882, 0.859054200341981, 0.616993588569335, 0.878899257071249"
"112",250,3,15,0.726684803247223,"0.742112986060161, 0.541810260745172, 0.857661057189603, 0.60997545337974, 0.881864258861439"
"113",500,4,15,0.729429530970561,"0.772758620689655, 0.529599345427748, 0.858795869161408, 0.609612016852903, 0.876381802721088"
"114",500,5,17,0.733174358004104,"0.772751283932502, 0.536543338318486, 0.858524211372313, 0.618510349880931, 0.879542606516291"
"115",250,5,10,0.715098274108694,"0.756588407923698, 0.470368142705421, 0.859473988510413, 0.609165781278622, 0.879895050125313"
"116",750,3,5,0.732827353287092,"0.773741746148202, 0.539553395322626, 0.861022950470122, 0.611613115955303, 0.878205558539205"
"117",250,6,15,0.729393145676815,"0.760007336757153, 0.534931291588096, 0.858042403218068, 0.612478475911339, 0.881506220909416"
"118",750,4,20,0.730335605210862,"0.769038884812913, 0.530024709018792, 0.858808683208063, 0.614900897600293, 0.87890485141425"
"119",100,4,20,0.731655171941244,"0.780535583272194, 0.531382079459003, 0.861540637955001, 0.606270745557794, 0.878546813462227"
"120",500,4,5,0.731268579177759,"0.769053558327219, 0.5407346598175, 0.857804061950277, 0.612956219087745, 0.875794396706051"
