"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","ROC_AUC_valid"
"1",500,5,0.05,0.6,5,1,0.6,0.73812793390599
"2",500,5,0.05,0.8,5,1,0.6,0.757932449540418
"3",500,3,0.1,0.8,1,0.1,0.6,0.77539864310099
"4",100,5,0.1,0.6,5,1,0.6,0.74954906074996
"5",500,3,0.1,0.7,10,0.1,0.6,0.776322128273211
"6",100,3,0.05,0.7,10,0.1,0.7,0.750240474258451
"7",100,3,0.1,0.7,5,1,0.8,0.750276485378685
"8",100,5,0.05,0.8,1,1,0.7,0.748305076607656
"9",500,3,0.05,0.8,5,0,0.8,0.76246825019566
"10",50,5,0.1,0.6,10,0,0.8,0.752043431011496
"11",1000,3,0.05,0.7,10,0,0.8,0.758974371285853
"12",100,5,0.1,0.6,10,1,0.7,0.751913790978654
"13",100,5,0.05,0.8,10,0,0.8,0.72229424446269
"14",50,3,0.05,0.6,1,0.1,0.7,0.725922564888037
"15",100,3,0.01,0.8,1,0.1,0.7,0.704999703908567
"16",500,3,0.1,0.7,5,0.1,0.8,0.761555968483068
"17",50,5,0.1,0.6,10,0,0.7,0.760711307651803
"18",500,3,0.1,0.8,5,1,0.7,0.736361788520295
"19",500,3,0.01,0.7,1,0,0.8,0.75711019562841
"20",50,3,0.1,0.6,5,0.1,0.7,0.726075412087253
"21",1000,3,0.01,0.8,5,1,0.6,0.739122641071563
"22",50,3,0.05,0.6,10,0.1,0.7,0.743001438844315
"23",50,5,0.1,0.8,1,0,0.6,0.759787422356023
"24",500,3,0.01,0.6,5,0.1,0.8,0.748220250413328
"25",1000,5,0.01,0.6,5,0.1,0.7,0.744026555400308
"26",100,3,0.01,0.8,5,0.1,0.6,0.709819592290099
"27",500,5,0.1,0.7,10,1,0.6,0.75591102532462
"28",100,3,0.05,0.6,10,0,0.8,0.749449029860421
"29",50,3,0.05,0.6,10,1,0.8,0.735930055201046
"30",100,5,0.05,0.8,1,1,0.8,0.742478877477365
"31",500,3,0.05,0.8,10,0.1,0.6,0.761947289322943
"32",1000,3,0.01,0.7,10,0.1,0.7,0.751154356465277
"33",100,5,0.01,0.7,5,0.1,0.8,0.728242881401777
"34",50,3,0.1,0.7,1,0.1,0.7,0.746622957169174
"35",500,3,0.01,0.8,5,1,0.6,0.732943532962979
"36",500,5,0.05,0.6,10,0,0.6,0.745133297162164
"37",50,5,0.01,0.6,10,1,0.6,0.72299686143081
"38",1000,3,0.01,0.6,5,1,0.7,0.743588820227686
"39",500,5,0.05,0.6,5,1,0.7,0.753978428538733
"40",1000,5,0.1,0.8,10,1,0.6,0.768460500602586
"41",100,3,0.1,0.6,10,1,0.6,0.762840765228302
"42",500,5,0.1,0.8,1,1,0.8,0.764217590391913
"43",50,3,0.1,0.7,1,0.1,0.7,0.756886126435843
"44",50,3,0.01,0.7,10,1,0.7,0.704131435787371
"45",100,3,0.05,0.8,5,0,0.6,0.723280549033542
"46",500,5,0.05,0.7,10,0.1,0.7,0.750820653417775
"47",500,3,0.05,0.6,10,1,0.7,0.758765506788496
"48",1000,3,0.01,0.8,10,0.1,0.7,0.748087809515578
"49",50,5,0.05,0.6,5,1,0.6,0.716608088577753
"50",500,5,0.05,0.7,10,1,0.7,0.759955474250449
"51",500,3,0.05,0.7,5,0,0.6,0.753639924008534
"52",1000,5,0.05,0.6,10,0,0.8,0.762795551266231
"53",100,5,0.1,0.6,10,0,0.6,0.760217155057482
"54",50,3,0.01,0.6,1,0.1,0.6,0.714058101141632
"55",100,3,0.1,0.6,1,0,0.8,0.773838561347744
"56",50,5,0.05,0.7,1,0,0.7,0.739505559316717
"57",1000,5,0.1,0.6,10,0.1,0.6,0.727146942975991
"58",1000,3,0.05,0.6,10,1,0.6,0.75111674485081
"59",500,5,0.05,0.6,5,0.1,0.8,0.74785973908743
"60",50,5,0.05,0.8,5,0.1,0.6,0.733418479626509
"61",100,3,0.1,0.8,1,0.1,0.7,0.732860707386441
"62",50,3,0.01,0.8,1,0,0.6,0.708958126269392
"63",50,3,0.05,0.8,10,0,0.6,0.724494123785425
"64",500,3,0.01,0.7,5,0.1,0.7,0.740802759892255
"65",50,3,0.01,0.6,10,0.1,0.6,0.70601601774628
"66",100,5,0.01,0.6,5,0.1,0.6,0.722198614932291
"67",50,5,0.05,0.8,1,0.1,0.6,0.725442016494694
"68",500,5,0.05,0.7,10,0.1,0.8,0.758766307035613
"69",50,3,0.1,0.7,1,0,0.6,0.73919266269424
"70",500,5,0.1,0.6,5,0,0.7,0.738762529869224
"71",100,3,0.1,0.7,10,0.1,0.6,0.754315732698257
"72",1000,3,0.01,0.7,5,0.1,0.6,0.743228709025347
"73",500,5,0.1,0.7,1,0.1,0.8,0.770313872923959
"74",1000,5,0.1,0.7,10,0,0.7,0.743250315697487
"75",1000,3,0.05,0.6,10,0,0.8,0.76033239064223
"76",100,5,0.05,0.6,1,0.1,0.7,0.73690275557092
"77",500,3,0.05,0.8,10,0,0.7,0.755125182656404
"78",1000,5,0.01,0.8,5,1,0.6,0.745744685959024
"79",100,5,0.1,0.7,1,0.1,0.7,0.745522617384248
"80",100,5,0.05,0.7,1,0,0.6,0.723681072715255
"81",500,5,0.01,0.6,5,0,0.8,0.755346050860506
"82",500,5,0.01,0.7,5,1,0.7,0.739112237859051
"83",1000,5,0.01,0.7,5,0,0.7,0.748248659185957
"84",50,3,0.1,0.7,1,0,0.8,0.74028339951377
"85",100,5,0.05,0.6,10,0.1,0.6,0.733264031933061
"86",100,3,0.1,0.8,10,1,0.8,0.738408020396699
"87",50,3,0.05,0.6,5,0.1,0.6,0.736080501658912
"88",100,3,0.1,0.8,5,0,0.6,0.751494861613266
"89",1000,3,0.01,0.6,5,0,0.7,0.752325918243554
"90",50,5,0.01,0.6,1,0.1,0.6,0.724316869049162
"91",50,5,0.01,0.7,10,0,0.6,0.718191377497371
"92",100,5,0.05,0.6,5,0.1,0.6,0.743894514626117
"93",500,5,0.05,0.7,10,0,0.6,0.759801026557001
"94",500,3,0.05,0.7,5,0,0.7,0.753030935953022
"95",50,3,0.01,0.6,5,0,0.7,0.718362230256703
"96",1000,3,0.01,0.7,1,0.1,0.8,0.746800211905436
"97",100,5,0.01,0.7,5,0.1,0.8,0.73176596933133
"98",50,3,0.01,0.7,1,0,0.8,0.720007138204277
"99",1000,5,0.05,0.6,10,1,0.7,0.762750737427718
"100",100,5,0.1,0.8,5,0.1,0.7,0.740230183080535
"101",50,3,0.1,0.8,10,1,0.6,0.740174565905952
"102",500,5,0.1,0.8,10,1,0.7,0.764945015020638
"103",500,3,0.05,0.7,10,0.1,0.6,0.768109992365642
"104",1000,5,0.01,0.6,10,0,0.8,0.756774491963118
"105",1000,5,0.05,0.8,1,0,0.6,0.768560531492125
"106",100,5,0.1,0.7,5,0,0.8,0.735016573117779
"107",1000,3,0.1,0.6,5,0,0.6,0.765001832565896
"108",500,5,0.05,0.6,1,0.1,0.7,0.776761463940065
"109",50,3,0.01,0.6,1,1,0.6,0.701329770633172
"110",100,5,0.01,0.8,1,1,0.7,0.727193757432295
"111",100,5,0.05,0.8,10,1,0.7,0.734498813233527
"112",1000,5,0.1,0.8,10,1,0.7,0.743582418250756
"113",500,3,0.05,0.8,10,0.1,0.8,0.74946663529698
"114",100,5,0.05,0.8,10,1,0.8,0.750312096375361
"115",50,5,0.05,0.8,10,0,0.8,0.745885929575053
"116",1000,5,0.05,0.7,1,0,0.7,0.769502422348021
"117",500,5,0.05,0.7,5,1,0.8,0.766411867984834
"118",500,3,0.1,0.6,10,0.1,0.6,0.767244925232912
"119",100,5,0.01,0.7,1,0,0.8,0.732691455121341
"120",100,3,0.1,0.7,10,1,0.8,0.730846085271132
