"","n.trees","max_depth","min_samples_split","mean_ROC_AUC","fold_ROC_AUC"
"83",50,3,10,0.827073955607475,"0.819325379054443, 0.828209073020376, 0.827784217328164, 0.832030750031998, 0.828020358602392"
"84",1000,4,15,0.828021961567161,"0.81955462435758, 0.82799709902252, 0.827409835191921, 0.8344239302018, 0.830724319061985"
"85",900,5,17,0.828493549489084,"0.818916202844774, 0.829187619651989, 0.827717601289687, 0.834757242203166, 0.831889081455806"
"86",250,3,5,0.828641473499893,"0.819070810142239, 0.828617022978515, 0.82962548463168, 0.834998560092154, 0.830895489654877"
"87",250,6,17,0.828630288331911,"0.818551009745591, 0.82705988065464, 0.829825332747112, 0.835949165920048, 0.831766052592165"
"88",500,3,20,0.828526370766785,"0.819269400550189, 0.828362387547128, 0.827997388651292, 0.834545255770297, 0.832457421315018"
"89",500,3,17,0.828766500419448,"0.820301004414305, 0.829007641729281, 0.829341700307766, 0.834266606937156, 0.830915548708732"
"90",100,4,10,0.828454553331356,"0.820427622459642, 0.826701257979021, 0.830811250116578, 0.83083749306711, 0.833495143034427"
"91",50,4,5,0.82923177378631,"0.820327660844902, 0.828442377734998, 0.830111781712565, 0.834911898971799, 0.832365149667287"
"92",250,4,5,0.829034926858034,"0.82034765316785, 0.828991643691707, 0.830286315733376, 0.835889169759802, 0.829659851937437"
"93",1000,4,20,0.828403369116921,"0.81965725161538, 0.827989100003733, 0.828394420240617, 0.834849236315543, 0.831126837409333"
"94",100,5,10,0.828838421369435,"0.820362314204679, 0.826722588695787, 0.828782125584556, 0.835041224028329, 0.833283854333825"
"95",1000,5,15,0.827872951999771,"0.818235131043013, 0.827841118156173, 0.828774131659938, 0.834425263449806, 0.830089115689924"
"96",1000,5,10,0.827895449112698,"0.818444384023202, 0.828641020034876, 0.826946187564118, 0.835134551388711, 0.830311102552581"
"97",50,5,15,0.827205395636007,"0.819774539910008, 0.825778704478917, 0.83124825132899, 0.830433518921456, 0.828791963540664"
"98",100,4,15,0.828711229517357,"0.820711513445504, 0.827095876239181, 0.831007101269702, 0.834887900507701, 0.829853756124698"
"99",900,5,5,0.827893602588317,"0.819797197876016, 0.826718589186393, 0.828197236766724, 0.834901232987755, 0.829853756124698"
"100",250,5,5,0.829090048527881,"0.820387637813746, 0.82878633554284, 0.829139187550795, 0.834763908443193, 0.832373173288829"
"101",1000,6,15,0.827834964872234,"0.818236463864543, 0.827155868880084, 0.828691527772226, 0.834351934809506, 0.830739029034812"
"102",750,3,15,0.828180385430974,"0.818053867314951, 0.828649019053663, 0.828257191201354, 0.835111886172618, 0.830829963412286"
"103",1000,3,20,0.82779064274135,"0.818193813575587, 0.827625144648923, 0.827717601289687, 0.835438531933956, 0.829978122258596"
"104",250,6,5,0.828536540789916,"0.819586612074297, 0.828006431211105, 0.82906590990847, 0.835446531421989, 0.830577219333719"
"105",750,6,10,0.828199682531258,"0.819903823598405, 0.828701012675778, 0.828171922672102, 0.83437993301762, 0.829841720692385"
"106",1000,6,10,0.828151576551098,"0.818929531060073, 0.828322392453192, 0.827609683307353, 0.834703912282947, 0.831192363651925"
"107",100,3,15,0.828558739233862,"0.822149627876229, 0.826767916468913, 0.829645469443223, 0.835819840863518, 0.828410841517427"
"108",500,5,20,0.828384591184425,"0.820627545689122, 0.829036971464834, 0.828222550861345, 0.833898630487649, 0.830137257419175"
"109",500,4,20,0.828593342427351,"0.819846512272621, 0.829410259008228, 0.82835711525907, 0.83398929135202, 0.831363534244817"
"110",100,5,20,0.829070346526222,"0.819262736442539, 0.82791044298566, 0.829384334572392, 0.836007828832288, 0.832786389798233"
"111",900,5,20,0.827585104709609,"0.817975230844689, 0.827499826687926, 0.827319237379592, 0.834746576219122, 0.830384652416715"
"112",250,3,15,0.828900327139536,"0.821885729213315, 0.828439711395402, 0.829281745873136, 0.83521721276505, 0.829677236450778"
"113",500,4,15,0.828697068287834,"0.818477704561448, 0.830052846850786, 0.827904126197423, 0.835039890780323, 0.83201077304919"
"114",500,5,17,0.82822746441292,"0.818645640074211, 0.827362510198749, 0.828811436641486, 0.835074555228465, 0.83124317992169"
"115",250,5,10,0.829336532876866,"0.821380589853496, 0.828166411586845, 0.830832567248891, 0.834607918426554, 0.831695177268545"
"116",750,3,5,0.828523375377917,"0.819818523020494, 0.82850903622489, 0.82820789533288, 0.83539053500576, 0.830690887305561"
"117",250,6,15,0.829342070837442,"0.820019779071503, 0.827733131402548, 0.829955900182528, 0.836878439779854, 0.832123103750776"
"118",750,4,20,0.828433521805376,"0.818669630861749, 0.827963769777574, 0.828752814527626, 0.835198547292973, 0.83158284656696"
"119",100,4,20,0.828165240915735,"0.819130787111083, 0.828315726604203, 0.828764805414552, 0.834798572891335, 0.829816312557503"
"120",500,4,5,0.828414737342622,"0.818493698419807, 0.82847170747055, 0.829368346723157, 0.83422127650497, 0.831518657594625"
