"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","mean_ROC_AUC","fold_ROC_AUC"
"1",500,40,0.05,0.8,0.8,0.729144893931378,"0.629295774647887, 0.868709662244088, 0.572022128060264, 0.824290418990691, 0.751406485713962"
"2",500,10,0.1,0.6,0.7,0.728974627620595,"0.640281690140845, 0.865733792435737, 0.58879472693032, 0.820627819763568, 0.729435108832503"
"3",100,40,0.01,0.6,0.6,0.741016860109589,"0.654084507042254, 0.86394918106673, 0.601933262711864, 0.829833812415526, 0.755283537311571"
"4",500,10,0.01,0.7,0.7,0.735533651139533,"0.628450704225352, 0.871274282323698, 0.616713747645951, 0.81681292950829, 0.744416591994374"
"5",100,30,0.1,0.8,0.8,0.72387417095274,"0.626197183098592, 0.865548654181469, 0.588600517890772, 0.813550094230074, 0.725474405362794"
"6",100,10,0.05,0.6,0.8,0.735304411771012,"0.656619718309859, 0.871276558613709, 0.60447563559322, 0.818417696217472, 0.725732450120799"
"7",100,20,0.05,0.8,0.6,0.731720195433693,"0.626478873239437, 0.864742847517402, 0.611631944444444, 0.818747025565856, 0.737000286401325"
"8",500,30,0.01,0.6,0.8,0.730893651098754,"0.623098591549296, 0.869697572109074, 0.607871351224106, 0.81775713388285, 0.736043606728446"
"9",50,20,0.1,0.7,0.7,0.72707889096568,"0.621408450704225, 0.864711738220579, 0.586431850282486, 0.822264948316232, 0.740577467304879"
"10",1000,10,0.01,0.8,0.7,0.733427825105818,"0.628450704225352, 0.870847857328212, 0.61228225047081, 0.820985703679732, 0.734572609824983"
"11",100,40,0.1,0.8,0.8,0.72535362564374,"0.621408450704225, 0.870711279927523, 0.59590395480226, 0.802196798081133, 0.73654764470356"
"12",100,20,0.1,0.7,0.8,0.732318864197884,"0.652676056338028, 0.868553356996633, 0.586028719397363, 0.829750052350041, 0.724586135907353"
"13",50,30,0.01,0.6,0.7,0.737252566836587,"0.689577464788732, 0.862460487399217, 0.555720338983051, 0.821084692848033, 0.757419850163901"
"14",100,30,0.1,0.7,0.6,0.732717512531297,"0.62056338028169, 0.867032795268959, 0.597498822975518, 0.829597761321886, 0.748894802808434"
"15",500,30,0.1,0.7,0.6,0.729001249699442,"0.622253521126761, 0.865800563609407, 0.578048493408663, 0.828600255087472, 0.750303415264907"
"16",1000,40,0.01,0.8,0.7,0.729595303094133,"0.62056338028169, 0.871500393798172, 0.596669020715631, 0.820951438198397, 0.738292282476776"
"17",50,20,0.01,0.7,0.7,0.747634832089529,"0.723380281690141, 0.860009681820182, 0.571645480225989, 0.820437455978375, 0.762701260732961"
"18",100,10,0.1,0.8,0.8,0.727900932203129,"0.621971830985915, 0.867838601933026, 0.608442208097928, 0.821370238525823, 0.719881781472953"
"19",1000,30,0.01,0.7,0.8,0.724641460824945,"0.61830985915493, 0.869086008859321, 0.595562617702448, 0.809327825474482, 0.730920992933544"
"20",50,30,0.1,0.8,0.6,0.734595974058781,"0.623661971830986, 0.864141906954369, 0.607633003766478, 0.832053454150882, 0.745489533591189"
"21",500,10,0.05,0.7,0.8,0.729150713354749,"0.629859154929577, 0.864665453657012, 0.593002589453861, 0.827690316194247, 0.730536052539047"
"22",1000,20,0.1,0.6,0.8,0.719069191230618,"0.620281690140845, 0.867673191525524, 0.541548964218456, 0.836226228322324, 0.729615881945941"
"23",100,30,0.05,0.6,0.6,0.730157194252525,"0.623661971830986, 0.866128349371061, 0.608100870998117, 0.817182235251566, 0.735712543810896"
"24",500,20,0.01,0.6,0.6,0.733142003426072,"0.62112676056338, 0.871627866038815, 0.611034604519774, 0.823605109363995, 0.738315676644397"
"25",50,40,0.05,0.8,0.8,0.732886775822843,"0.627042253521127, 0.863506063277827, 0.608662900188324, 0.82057071062801, 0.744651951498928"
"26",100,40,0.01,0.8,0.7,0.742860868564954,"0.660845070422535, 0.8650858085458, 0.60651777306968, 0.82643391521197, 0.755421775574788"
"27",500,10,0.05,0.7,0.7,0.731615820168558,"0.635774647887324, 0.868261991875162, 0.589677495291902, 0.824332299023434, 0.740032666764969"
"28",100,40,0.05,0.7,0.6,0.734511586851603,"0.626760563380282, 0.865181412726282, 0.604931732580038, 0.832685461917725, 0.742998763653687"
"29",50,10,0.1,0.7,0.6,0.734894006996159,"0.651267605633803, 0.872254604555312, 0.602359934086629, 0.809242161771145, 0.739345728933906"
"30",500,30,0.1,0.6,0.6,0.729001249699442,"0.622253521126761, 0.865800563609407, 0.578048493408663, 0.828600255087472, 0.750303415264907"
"31",500,20,0.05,0.7,0.8,0.727755761158916,"0.626760563380282, 0.865603285141745, 0.591984463276836, 0.825424987150445, 0.729005506845275"
"32",50,20,0.1,0.7,0.8,0.732248549752688,"0.649014084507042, 0.870418397279378, 0.593747057438795, 0.821924197140736, 0.726139012397491"
"33",1000,30,0.1,0.6,0.8,0.721217646470814,"0.631267605633803, 0.868591295163491, 0.557909604519774, 0.81694999143363, 0.731369735603371"
"34",500,40,0.1,0.8,0.6,0.725501428687575,"0.623661971830986, 0.864128249214301, 0.560251883239171, 0.826883173745027, 0.752581865408391"
"35",1000,40,0.05,0.6,0.6,0.729566141450342,"0.634366197183099, 0.869606520508614, 0.570562617702448, 0.823749785840742, 0.74954558601681"
"36",50,40,0.01,0.8,0.6,0.747416823961749,"0.683098591549296, 0.863481782851038, 0.606338276836158, 0.827237250385487, 0.756928218186768"
"37",500,20,0.05,0.8,0.7,0.727555220894291,"0.620281690140845, 0.865563829448212, 0.58975988700565, 0.828634520568807, 0.733536177307941"
"38",50,30,0.01,0.8,0.8,0.740508839292347,"0.713521126760563, 0.858099874500544, 0.55145656779661, 0.817161295235194, 0.762305332168824"
"39",100,30,0.1,0.6,0.8,0.72387417095274,"0.626197183098592, 0.865548654181469, 0.588600517890772, 0.813550094230074, 0.725474405362794"
"40",500,20,0.05,0.6,0.6,0.727041775194553,"0.620281690140845, 0.863495440591107, 0.600147128060264, 0.819059222173574, 0.732225395006976"
"41",50,20,0.05,0.6,0.8,0.732657305867051,"0.67887323943662, 0.8660964813109, 0.57403483992467, 0.81851478174792, 0.725767186915146"
"42",500,20,0.1,0.8,0.6,0.732120462125193,"0.630704225352113, 0.865182930252957, 0.590572033898305, 0.823563229331252, 0.750579891791341"
"43",1000,20,0.01,0.8,0.8,0.73069810971244,"0.627887323943662, 0.86989636810341, 0.607362288135593, 0.818419599855324, 0.729924968524211"
"44",1000,40,0.05,0.7,0.7,0.729589038335467,"0.623661971830986, 0.869143674872945, 0.575264830508475, 0.827621785231578, 0.752252929233352"
"45",100,20,0.05,0.6,0.7,0.736819867452838,"0.649295774647887, 0.866600300166776, 0.606814971751412, 0.822329672003198, 0.739058618694917"
"46",50,30,0.05,0.7,0.7,0.733197120029405,"0.621971830985916, 0.862162293407712, 0.613862405838041, 0.82303972892197, 0.744949340993387"
"47",100,10,0.01,0.6,0.8,0.746322447896677,"0.705915492957746, 0.856157440357408, 0.596410075329567, 0.807985760788868, 0.765143470049794"
"48",50,20,0.05,0.7,0.6,0.74007948831002,"0.653521126760563, 0.867708853402371, 0.606229402071563, 0.825655327330529, 0.747282731985073"
"49",1000,20,0.05,0.7,0.6,0.726988661237361,"0.621971830985916, 0.866357495898884, 0.587246939736347, 0.82357084388266, 0.735796195682996"
"50",1000,30,0.05,0.7,0.6,0.727647641789906,"0.619154929577465, 0.870148277531348, 0.576100517890772, 0.827518988787573, 0.74531549516237"
"51",500,40,0.01,0.7,0.6,0.734200256912044,"0.621408450704225, 0.868621645696977, 0.609469161958569, 0.825756220136681, 0.745745806063768"
"52",50,40,0.1,0.8,0.6,0.737026009882196,"0.619154929577465, 0.864110038894209, 0.604534486817326, 0.835875958957568, 0.761454635164411"
"53",100,10,0.05,0.7,0.7,0.732052175320226,"0.621408450704225, 0.86926811206024, 0.604761064030132, 0.82425996078506, 0.740563289021472"
"54",50,10,0.05,0.7,0.8,0.733636643189809,"0.650422535211268, 0.86762083685526, 0.593950094161959, 0.818655650948964, 0.737534098771593"
"55",500,30,0.01,0.7,0.8,0.730893651098754,"0.623098591549296, 0.869697572109074, 0.607871351224106, 0.81775713388285, 0.736043606728446"
"56",1000,10,0.1,0.8,0.8,0.727774396385316,"0.64, 0.872661301704031, 0.587370527306968, 0.82111134377796, 0.71772880913762"
"57",100,20,0.01,0.6,0.8,0.743025812132864,"0.678591549295775, 0.861574251821411, 0.592552377589454, 0.81619234356856, 0.76621853838912"
"58",50,20,0.1,0.8,0.7,0.72707889096568,"0.621408450704225, 0.864711738220579, 0.586431850282486, 0.822264948316232, 0.740577467304879"
"59",50,30,0.1,0.6,0.6,0.734595974058781,"0.623661971830986, 0.864141906954369, 0.607633003766478, 0.832053454150882, 0.745489533591189"
"60",500,10,0.1,0.8,0.8,0.731089319049742,"0.650985915492958, 0.869809869082974, 0.596433615819209, 0.820250899468885, 0.717966295384685"
"61",1000,30,0.05,0.6,0.8,0.728762056163905,"0.627323943661972, 0.868632268383698, 0.577630649717514, 0.824671146561078, 0.745552272495264"
"62",500,40,0.05,0.7,0.7,0.732175918283668,"0.621971830985916, 0.869811386609648, 0.584504472693032, 0.828824884354, 0.755767016775745"
"63",1000,40,0.01,0.6,0.6,0.729535148228045,"0.618591549295775, 0.870614158220366, 0.597875470809793, 0.818686109154594, 0.741908453659698"
"64",1000,10,0.05,0.8,0.6,0.733011519994198,"0.63887323943662, 0.867600350245156, 0.599158427495292, 0.819200091374617, 0.740225491419303"
"65",100,40,0.1,0.7,0.6,0.73524481758318,"0.627323943661972, 0.862812553587661, 0.59579802259887, 0.829319830195504, 0.760969737871896"
"66",100,20,0.05,0.8,0.7,0.736819867452838,"0.649295774647887, 0.866600300166776, 0.606814971751412, 0.822329672003198, 0.739058618694917"
"67",500,30,0.1,0.7,0.7,0.727656479111024,"0.625070422535211, 0.87322582162688, 0.571109934086629, 0.816283718185452, 0.752592499120946"
"68",100,20,0.1,0.7,0.6,0.736243088081141,"0.63887323943662, 0.864736777410705, 0.601847928436911, 0.818510974472216, 0.757246520649252"
"69",100,20,0.01,0.7,0.8,0.743025812132864,"0.678591549295775, 0.861574251821411, 0.592552377589454, 0.81619234356856, 0.76621853838912"
"70",500,20,0.1,0.6,0.6,0.732120462125193,"0.630704225352113, 0.865182930252957, 0.590572033898305, 0.823563229331252, 0.750579891791341"
"71",500,40,0.01,0.6,0.7,0.732744462878695,"0.622816901408451, 0.869923683583548, 0.608150894538606, 0.823951571453047, 0.73887926340982"
"72",1000,40,0.1,0.7,0.7,0.724976368844049,"0.623098591549296, 0.863536413811314, 0.570497881355932, 0.818861243836972, 0.748887713666731"
"73",50,10,0.05,0.7,0.7,0.737272279709155,"0.648169014084507, 0.867315055230383, 0.603466337099812, 0.819978679256058, 0.747432312875016"
