"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","mean_ROC_AUC","fold_ROC_AUC"
"41",100,3,0.1,0.6,10,1,0.6,0.746476052302451,"0.871106520966596, 0.771564054726368, 0.723602412046908, 0.814328306410904, 0.685551804644119, 0.58827296819788, 0.737582619211443, 0.736898938721044, 0.612478472091908, 0.781156462585034, 0.771700680272109, 0.863469387755102"
"42",500,5,0.1,0.8,1,1,0.8,0.747648934941643,"0.917686122956645, 0.772582400497512, 0.633371090973703, 0.88300574204947, 0.667036850075719, 0.544546630489652, 0.733605220908655, 0.73220241446175, 0.61560788974375, 0.798979591836735, 0.802108843537415, 0.871054421768708"
"43",50,3,0.1,0.7,1,0.1,0.7,0.702399824809902,"0.858049595771144, 0.770632884683724, 0.477703002842928, 0.792480912417971, 0.67395807041898, 0.558060165320545, 0.740014386689185, 0.74112132774546, 0.544260545026167, 0.712380952380952, 0.684149659863946, 0.875986394557823"
"44",50,3,0.01,0.7,10,1,0.7,0.694350888805949,"0.820138148542999, 0.758757551528074, 0.607373845060412, 0.738971794548208, 0.678924785461888, 0.552464822059566, 0.737120368632847, 0.742133400054211, 0.594047038218553, 0.605136054421769, 0.649353741496599, 0.847789115646259"
"45",100,3,0.05,0.8,5,0,0.6,0.747554775324325,"0.855348258706468, 0.775270411336176, 0.685288401741294, 0.785292308177688, 0.678896390711762, 0.591193683745583, 0.73300139696837, 0.74696065553262, 0.606548654114802, 0.800612244897959, 0.837619047619048, 0.874625850340136"
"46",500,5,0.05,0.7,10,0.1,0.7,0.749708363035584,"0.910709843638948, 0.77101434790334, 0.691930414889837, 0.873622854618879, 0.681494510348309, 0.555710499747602, 0.73895581826901, 0.736602656324931, 0.608772335856216, 0.809863945578231, 0.778231292517007, 0.839591836734694"
"47",500,3,0.05,0.6,10,1,0.7,0.752292444288355,"0.896518523454158, 0.763940342928216, 0.695787246801706, 0.851547513881878, 0.684846668349319, 0.561419422009086, 0.733413398386189, 0.743449469360522, 0.611280623840203, 0.830068027210884, 0.836122448979592, 0.819115646258503"
"48",1000,3,0.01,0.8,10,0.1,0.7,0.750478716766417,"0.87316986496091, 0.774596881663113, 0.688569984896944, 0.81704473750631, 0.685993500757193, 0.561278237001514, 0.738105544087905, 0.739076749859261, 0.616412501824399, 0.82265306122449, 0.822925170068027, 0.865918367346939"
"49",50,5,0.05,0.6,5,1,0.6,0.728907249904297,"0.861697094882729, 0.769376332622601, 0.578066142501777, 0.800263440181726, 0.677015238515901, 0.511521169863705, 0.739731656971289, 0.747106607451888, 0.60659911177832, 0.739115646258503, 0.847823129251701, 0.868571428571429"
"50",500,5,0.05,0.7,10,1,0.7,0.749313003139999,"0.910553260483298, 0.777904006751954, 0.694735030206112, 0.871755111055023, 0.685655918727915, 0.567682041898031, 0.73569650340902, 0.739512937595129, 0.611934696941265, 0.830204081632653, 0.750544217687075, 0.815578231292517"
"51",500,3,0.05,0.7,5,0,0.6,0.750935192130096,"0.900856210021322, 0.775851767945984, 0.676893989872068, 0.859398662291772, 0.678102915194346, 0.573947028016153, 0.739220199745627, 0.728009007318446, 0.611187423114614, 0.813741496598639, 0.810204081632653, 0.843809523809524"
"52",1000,5,0.05,0.6,10,0,0.8,0.74187774805952,"0.915881529850746, 0.769382995735608, 0.683175639658849, 0.880205704189803, 0.671895507319536, 0.565438856638062, 0.736030941806885, 0.736301995371239, 0.594832051041471, 0.808027210884354, 0.722312925170068, 0.819047619047619"
"53",100,5,0.1,0.6,10,0,0.6,0.753460493296256,"0.887973081023454, 0.776417022032694, 0.704829091151386, 0.841786029782938, 0.68253565118627, 0.576904025744573, 0.7324544942766, 0.744838931631951, 0.6307943954463, 0.81952380952381, 0.81530612244898, 0.828163265306122"
"54",50,3,0.01,0.6,1,0.1,0.6,0.703918011910127,"0.821517412935323, 0.773820628997868, 0.505123933901919, 0.747061143361938, 0.6790825340737, 0.559550100959112, 0.732826463167991, 0.744239069243761, 0.619305060361544, 0.709319727891156, 0.701462585034014, 0.853707482993197"
"55",100,3,0.1,0.6,1,0,0.8,0.742760176077244,"0.880634772565743, 0.781150053304904, 0.631549284825871, 0.826252523977789, 0.676338496971227, 0.559325309187279, 0.721452013093972, 0.731445549508976, 0.617967306770084, 0.843809523809524, 0.783401360544218, 0.859795918367347"
"56",50,5,0.05,0.7,1,0,0.7,0.731677843759637,"0.869053726901208, 0.781279984008529, 0.578237162402274, 0.810490282685512, 0.684878218071681, 0.497203117112569, 0.747281958257751, 0.739406392694064, 0.617745459852797, 0.785034013605442, 0.794557823129252, 0.874965986394558"
"57",1000,5,0.1,0.6,10,0.1,0.6,0.734055388314694,"0.916954291044776, 0.758758662046908, 0.699424751243781, 0.882120772337203, 0.677446680969207, 0.574779151943463, 0.709374700277309, 0.698922040824837, 0.518094493442589, 0.733333333333333, 0.797006802721088, 0.842448979591837"
"58",1000,3,0.05,0.6,10,1,0.6,0.748906723376405,"0.908188965884861, 0.767119758351102, 0.692189165778252, 0.869275302877335, 0.673050227158001, 0.584414437152953, 0.735299931194095, 0.740709743333125, 0.585544713412981, 0.780952380952381, 0.810136054421769, 0.84"
"59",500,5,0.05,0.6,5,0.1,0.8,0.747588030909309,"0.913589418976546, 0.770195895522388, 0.696029339907605, 0.87825119888945, 0.675186143361938, 0.592803508329127, 0.737354934217385, 0.730648652029774, 0.639650340901983, 0.760204081632653, 0.716530612244898, 0.860612244897959"
"60",50,5,0.05,0.8,5,0.1,0.6,0.725261701967284,"0.862750977256574, 0.771846681769723, 0.53670875533049, 0.802255016405856, 0.679592850832913, 0.494517446996466, 0.747750046913117, 0.739101353182794, 0.559025458184775, 0.789183673469388, 0.810680272108844, 0.909727891156463"
"61",100,3,0.1,0.8,1,0.1,0.7,0.724724332690637,"0.882585954157783, 0.773856165600569, 0.62004486496091, 0.825863673649672, 0.667915509843513, 0.5746474318526, 0.735390421384041, 0.7397237338671, 0.610677842413628, 0.601224489795918, 0.777959183673469, 0.886802721088435"
"62",50,3,0.01,0.8,1,0,0.6,0.687037757306038,"0.819262504442075, 0.768496801705757, 0.487977523098792, 0.742959679454821, 0.673710405098435, 0.513270601968703, 0.731536456704406, 0.738752945101228, 0.594506578261504, 0.683537414965986, 0.653639455782313, 0.836802721088435"
"63",50,3,0.05,0.8,10,0,0.6,0.713598168958446,"0.832441586709311, 0.765806014570007, 0.591326292643923, 0.758470311711257, 0.675097804139324, 0.551225706713781, 0.738112633181126, 0.738794437146848, 0.605202560413669, 0.643095238095238, 0.792823129251701, 0.87078231292517"
"64",500,3,0.01,0.7,5,0.1,0.7,0.754223971181697,"0.85557591506752, 0.776543621179815, 0.683568763326226, 0.789008076728925, 0.682187026754165, 0.592333417465926, 0.736828673297054, 0.74173953837493, 0.616167928108255, 0.856598639455782, 0.831292517006803, 0.888843537414966"
"65",50,3,0.01,0.6,10,0.1,0.6,0.692361897607937,"0.818450159914712, 0.760196783937456, 0.614512815387349, 0.741840453054013, 0.685071460121151, 0.543006215295305, 0.72820979545881, 0.7279668897646, 0.611163028293822, 0.588945578231293, 0.649115646258503, 0.839863945578231"
"66",100,5,0.01,0.6,5,0.1,0.6,0.716115205458531,"0.846757285003554, 0.779202203269367, 0.61726690209666, 0.778129732458354, 0.681843134780414, 0.543167907622413, 0.737375367486082, 0.748356581389045, 0.588698317382874, 0.671428571428571, 0.740408163265306, 0.860748299319728"
"67",50,5,0.05,0.8,1,0.1,0.6,0.739870084450538,"0.872008262260128, 0.775949493603411, 0.629029517590618, 0.812307546693589, 0.682601116860172, 0.564384307168097, 0.742132357540502, 0.747435624778466, 0.619191426367257, 0.839591836734694, 0.725510204081633, 0.868299319727891"
"68",500,5,0.05,0.7,10,0.1,0.8,0.754630918111126,"0.911609363894812, 0.77762526652452, 0.69468394633973, 0.873588149924281, 0.680513313982837, 0.56008881246845, 0.74449114905861, 0.738557161026667, 0.618699568399324, 0.840068027210884, 0.794285714285714, 0.821360544217687"
"69",50,3,0.1,0.7,1,0,0.6,0.718492742989266,"0.857108986318408, 0.774199315920398, 0.545321939410092, 0.793828085562847, 0.679312847046946, 0.556613610550227, 0.734416505077042, 0.740713496382477, 0.59053418402452, 0.778367346938776, 0.699115646258503, 0.872380952380952"
"70",500,5,0.1,0.6,5,0,0.7,0.743656526187458,"0.916491204690832, 0.768175861762616, 0.679827980632552, 0.88166172387683, 0.660739525492176, 0.566635379858657, 0.729976022184692, 0.722314380434103, 0.623566439398678, 0.801156462585034, 0.717823129251701, 0.855510204081633"
"71",100,3,0.1,0.7,10,0.1,0.6,0.745427189765008,"0.872043798862829, 0.765845993248045, 0.70043421286425, 0.813850328117113, 0.676998674911661, 0.566057231196366, 0.73829840912408, 0.729736452534351, 0.584582264756782, 0.78421768707483, 0.885238095238095, 0.827823129251701"
"72",1000,3,0.01,0.7,5,0.1,0.6,0.753772655844728,"0.878018390191898, 0.77412157960199, 0.673023276474769, 0.823736433619384, 0.679623611812216, 0.58313194093892, 0.735962969913054, 0.739049644502825, 0.636359125122495, 0.829931972789116, 0.824081632653061, 0.868231292517007"
"73",500,5,0.1,0.7,1,0.1,0.8,0.738034145697868,"0.917749422530206, 0.77560079068941, 0.589600546375266, 0.883048334174659, 0.680371340232206, 0.537383266027259, 0.728348449782115, 0.732923416942933, 0.585057651008111, 0.773469387755102, 0.786462585034014, 0.866394557823129"
"74",1000,5,0.1,0.7,10,0,0.7,0.74121322521668,"0.917708333333333, 0.761956956289979, 0.679028407071784, 0.883516847551742, 0.671226653205452, 0.573416992680464, 0.694816204833094, 0.730825879360314, 0.629341339838619, 0.833605442176871, 0.689387755102041, 0.829727891156463"
"75",1000,3,0.05,0.6,10,0,0.8,0.747404875867216,"0.909571561833689, 0.767580623667377, 0.68769434079602, 0.871493248359414, 0.687086698637052, 0.578006688541141, 0.736041783949459, 0.738868664122933, 0.618229186213799, 0.795238095238095, 0.75, 0.829047619047619"
"76",100,5,0.05,0.6,1,0.1,0.7,0.744315742876677,"0.892838264036958, 0.78140658315565, 0.620035425550817, 0.840378912165573, 0.682354240282686, 0.510788427561838, 0.73977440003336, 0.738058422468255, 0.656834511373825, 0.840680272108844, 0.769047619047619, 0.859591836734694"
"77",500,3,0.05,0.8,10,0,0.7,0.750946445506085,"0.898817297441365, 0.772403606965174, 0.704213863717129, 0.854894939424533, 0.679043096920747, 0.576944251640586, 0.737235253643585, 0.73767102437397, 0.616868705823482, 0.793537414965986, 0.798163265306122, 0.84156462585034"
"78",1000,5,0.01,0.8,5,1,0.6,0.75827705598138,"0.902328757995736, 0.774848969438522, 0.651468661158493, 0.860058051489147, 0.683589411913175, 0.581354902826855, 0.733595629782532, 0.739701007068243, 0.635644586226309, 0.827619047619048, 0.832176870748299, 0.876938775510204"
"79",100,5,0.1,0.7,1,0.1,0.7,0.729580378772792,"0.908134550461976, 0.762223480810234, 0.623283137882019, 0.868686900555275, 0.679068336698637, 0.567110991923271, 0.739663893580201, 0.745852671962636, 0.613729697045516, 0.719455782312925, 0.741292517006803, 0.786462585034014"
"80",100,5,0.05,0.7,1,0,0.6,0.756551606385884,"0.891165822672353, 0.781509861407249, 0.658870269189765, 0.840850580514891, 0.683150870772337, 0.557930811458859, 0.754775129792957, 0.749307979399929, 0.599765434415463, 0.868299319727891, 0.818027210884354, 0.874965986394558"
"81",500,5,0.01,0.6,5,0,0.8,0.76074785856955,"0.884192874911158, 0.778851279317697, 0.701952292110874, 0.833340169106512, 0.682204379101464, 0.600877871024735, 0.736362044160881, 0.741840662204708, 0.627652050624466, 0.820068027210884, 0.842244897959184, 0.879387755102041"
"82",500,5,0.01,0.7,5,1,0.7,0.759341494965511,"0.883887482231699, 0.779580890191898, 0.685881418798863, 0.831625441696113, 0.684998107016658, 0.584109982332155, 0.737121411146557, 0.738673505556598, 0.634859156397907, 0.842176870748299, 0.825918367346939, 0.883265306122449"
"83",1000,5,0.01,0.7,5,0,0.7,0.758795036585125,"0.902941764392324, 0.780591462331201, 0.643163646055437, 0.861564550731954, 0.682246971226653, 0.583592566885411, 0.736465461520819, 0.743810179103855, 0.59504138779425, 0.853673469387755, 0.842176870748299, 0.880272108843537"
"84",50,3,0.1,0.7,1,0,0.8,0.747864288128977,"0.859544354122246, 0.771120957711443, 0.61160381130064, 0.793293317768804, 0.686481732710752, 0.613610550227158, 0.744128979796084, 0.746376222347324, 0.587871395508851, 0.848979591836735, 0.827755102040816, 0.883605442176871"
"85",100,5,0.05,0.6,10,0.1,0.6,0.743321023076726,"0.871712864250178, 0.779125577469794, 0.699419198649609, 0.813525365976779, 0.681470848056537, 0.561579536850076, 0.738158920789808, 0.747069493963846, 0.585001355267822, 0.768095238095238, 0.845374149659864, 0.829319727891156"
"86",100,3,0.1,0.8,10,1,0.8,0.744255825483759,"0.871515191897655, 0.778686922530206, 0.7, 0.813104177183241, 0.678164437152953, 0.584192011610298, 0.740295448385146, 0.746145618314881, 0.604272221179708, 0.827755102040816, 0.771360544217687, 0.815578231292517"
"87",50,3,0.05,0.6,5,0.1,0.6,0.702730927284709,"0.835084066275764, 0.772268678926795, 0.473957778073916, 0.760689834679455, 0.683538143614336, 0.590905003785967, 0.736978795271158, 0.73760305248014, 0.597153937574279, 0.660136054421769, 0.749557823129252, 0.834897959183673"
"88",100,3,0.1,0.8,5,0,0.6,0.749533468888746,"0.875224324804549, 0.775059968017058, 0.706514858742004, 0.822233089348814, 0.677549217566885, 0.588680748359414, 0.72759617188966, 0.731380079648047, 0.608734596859949, 0.839591836734694, 0.815646258503401, 0.826190476190476"
"89",1000,3,0.01,0.6,5,0,0.7,0.751094597930597,"0.87911447228145, 0.778320451314854, 0.69104533137882, 0.825514260474508, 0.688282433114589, 0.554278931095406, 0.734418381601718, 0.736442109213736, 0.633677988365547, 0.819795918367347, 0.795986394557823, 0.876258503401361"
"90",50,5,0.01,0.6,1,0.1,0.6,0.730934022515072,"0.845452425373134, 0.781571495202559, 0.642983742004264, 0.776459174659263, 0.67773851590106, 0.532927656486623, 0.735747586580764, 0.745954838306124, 0.590229978524218, 0.784353741496599, 0.825272108843537, 0.832517006802721"
"91",50,5,0.01,0.7,10,0,0.6,0.704123260743222,"0.836985829779673, 0.77116315742715, 0.586124622423596, 0.766155824078748, 0.68060323069157, 0.53114904088844, 0.735715477158525, 0.736626217134755, 0.593629198723963, 0.655544217687075, 0.695918367346939, 0.859863945578231"
"92",100,5,0.05,0.6,5,0.1,0.6,0.749029853801439,"0.880892412935323, 0.777655250533049, 0.693866604477612, 0.825452738515901, 0.672969775365977, 0.598734856133266, 0.738854902941974, 0.740978294864577, 0.618069056108088, 0.788163265306122, 0.782517006802721, 0.870204081632653"
"93",500,5,0.05,0.7,10,0,0.6,0.752056693622282,"0.91102078891258, 0.777197716773276, 0.68563210732054, 0.872318273599192, 0.683270759717315, 0.570837014134276, 0.730320885719647, 0.742306457329914, 0.602184483225954, 0.772448979591837, 0.835986394557823, 0.841156462585034"
"94",500,3,0.05,0.7,5,0,0.7,0.752601438726954,"0.901599147121535, 0.769792777185501, 0.683425506396589, 0.860679581019687, 0.676247791519435, 0.582437847046946, 0.736324096661871, 0.736065553262025, 0.613692583557474, 0.781020408163265, 0.822244897959184, 0.867687074829932"
"95",50,3,0.01,0.6,5,0,0.7,0.69292480061525,"0.820623445273632, 0.765486740405117, 0.61475046641791, 0.743361938414942, 0.678701571176174, 0.497921662039374, 0.731935113946748, 0.733121286044911, 0.591508308834261, 0.629285714285714, 0.660102040816327, 0.848299319727891"
"96",1000,3,0.01,0.7,1,0.1,0.8,0.741777874185556,"0.885305614783227, 0.779151119402985, 0.622512437810945, 0.833830767289248, 0.683720343260979, 0.563174375315497, 0.73720356122683, 0.742660494985509, 0.60710910948479, 0.781292517006803, 0.792108843537415, 0.873265306122449"
"97",100,5,0.01,0.7,5,0.1,0.8,0.72633498450249,"0.849446961620469, 0.773949449182658, 0.568484030739161, 0.781918854114084, 0.685280477031802, 0.526550668854114, 0.737385584120431, 0.745295552636517, 0.601177623485749, 0.772517006802721, 0.810340136054422, 0.863673469387755"
"98",50,3,0.01,0.7,1,0,0.8,0.71042905391944,"0.822187611051883, 0.766322405828003, 0.69133684257285, 0.73610550227158, 0.677037323321555, 0.491866481574962, 0.743969475198599, 0.738640145117908, 0.542614832885052, 0.716428571428571, 0.756972789115646, 0.841666666666667"
