"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","mean_ROC_AUC","fold_ROC_AUC"
"62",500,40,0.05,0.7,0.7,0.738553312837359,"0.777050623624358, 0.510666601642933, 0.8762168218704, 0.602840080600843, 0.925992436448264"
"63",1000,40,0.01,0.6,0.6,0.742817044407096,"0.780249449743214, 0.515364566400069, 0.869674482210003, 0.613092507785309, 0.935704215896885"
"64",1000,10,0.05,0.8,0.6,0.735124780794271,"0.782641232575202, 0.51148481695819, 0.873634535188397, 0.599403553764426, 0.908459765485141"
"65",100,40,0.1,0.7,0.6,0.734145489446853,"0.746559060895084, 0.520750699005137, 0.870689354705113, 0.600895402088295, 0.931832930540637"
"66",100,20,0.05,0.8,0.7,0.729283765681804,"0.724453411592076, 0.508401608253679, 0.869748291118738, 0.615954570434145, 0.927860947010383"
"67",500,30,0.1,0.7,0.7,0.72731205400712,"0.755612619222304, 0.513565576435399, 0.870821595666597, 0.584307748671918, 0.912252730039384"
"68",100,20,0.1,0.7,0.6,0.738420264179019,"0.772597212032282, 0.517380302143616, 0.870956911999278, 0.605263967759663, 0.925902926960258"
"69",100,20,0.01,0.7,0.8,0.721339928004283,"0.69538517975055, 0.517532024188829, 0.861713883865783, 0.612302619527386, 0.919765932688865"
"70",500,20,0.1,0.6,0.6,0.736017625796383,"0.777094644167278, 0.519786180289139, 0.872561230640538, 0.591702509617146, 0.918943564267812"
"71",500,40,0.01,0.6,0.7,0.737408508413052,"0.754981658107117, 0.51565175455708, 0.868984573938074, 0.616061549734384, 0.931363005728607"
"72",1000,40,0.1,0.7,0.7,0.730212384218342,"0.765179750550257, 0.512422242451828, 0.873282917748172, 0.589389998168163, 0.91078701217329"
"73",50,10,0.05,0.7,0.7,0.713308227479274,"0.672692589875275, 0.5105284262089, 0.862210043752281, 0.596079868107712, 0.925030209452202"
"74",500,30,0.1,0.8,0.8,0.732311733645984,"0.754497432134996, 0.512498103474435, 0.871011243557097, 0.600949624473347, 0.922602264590047"
"75",100,10,0.1,0.6,0.6,0.731035492161923,"0.719787234042553, 0.509122287968442, 0.869520713650138, 0.627868107712035, 0.928879117436448"
"76",1000,10,0.01,0.6,0.6,0.73655635800337,"0.758723404255319, 0.503129267182522, 0.870520209289261, 0.617971789705074, 0.932437119584676"
"77",50,40,0.01,0.6,0.6,0.71345052307427,"0.649236977256053, 0.518621171727681, 0.866015815608944, 0.612079868107712, 0.921298782670963"
"78",50,10,0.01,0.8,0.8,0.67428142273629,"0.502575201760822, 0.5023814942454, 0.856471913659979, 0.599353727788972, 0.91062477622628"
"79",500,10,0.01,0.8,0.7,0.730521468330093,"0.729398385913426, 0.509257754080239, 0.867839510728945, 0.618843744275508, 0.927267946652345"
"80",1000,10,0.05,0.6,0.8,0.733538107078537,"0.775906089508437, 0.506710991178447, 0.873518696206632, 0.601315991939916, 0.910238766559255"
"81",100,20,0.1,0.8,0.7,0.735533070510168,"0.772179016874541, 0.503730736718902, 0.874794975253513, 0.611821212676314, 0.915139411027569"
"82",50,30,0.1,0.7,0.6,0.735046358312017,"0.74995597945708, 0.510281877885428, 0.868387951925797, 0.616742260487269, 0.929863721804511"
"83",50,30,0.05,0.6,0.6,0.727687386843803,"0.704886280264123, 0.516854693629842, 0.864793868119882, 0.623246748488734, 0.928655343716434"
"84",500,10,0.01,0.6,0.8,0.729182252950887,"0.728033749082905, 0.505819624162819, 0.868121932317231, 0.617137937351163, 0.926798021840315"
"85",100,40,0.1,0.8,0.7,0.735086527802461,"0.767820983125459, 0.502224353555714, 0.871204991942527, 0.602170360871955, 0.932011949516649"
"86",100,30,0.05,0.7,0.8,0.731596164660038,"0.733338224504769, 0.516134013915079, 0.868206505025157, 0.610863528118703, 0.929438551736484"
"87",50,30,0.05,0.8,0.6,0.727687386843803,"0.704886280264123, 0.516854693629842, 0.864793868119882, 0.623246748488734, 0.928655343716434"
"88",100,40,0.01,0.8,0.6,0.722494431182,"0.678055759354365, 0.521601426187225, 0.865523756217375, 0.621153324784759, 0.926137889366273"
"89",100,40,0.01,0.6,0.7,0.726376517760251,"0.702105649303008, 0.522953377982964, 0.865924579596757, 0.616204433046346, 0.92469454887218"
"90",1000,40,0.01,0.7,0.6,0.742817044407096,"0.780249449743214, 0.515364566400069, 0.869674482210003, 0.613092507785309, 0.935704215896885"
"91",500,20,0.01,0.7,0.7,0.735790835118998,"0.751107850330154, 0.507431670893209, 0.86932799038844, 0.622632716614765, 0.928453947368421"
"92",500,10,0.05,0.7,0.6,0.733870413592428,"0.767292736610418, 0.503860784186228, 0.873457188782686, 0.605775416742993, 0.918965941639814"
"93",500,20,0.01,0.6,0.7,0.735790835118998,"0.751107850330154, 0.507431670893209, 0.86932799038844, 0.622632716614765, 0.928453947368421"
"94",500,40,0.1,0.6,0.8,0.732353043946212,"0.75037417461482, 0.513224201833669, 0.87033876238862, 0.596062282469317, 0.931765798424633"
"95",50,20,0.1,0.7,0.6,0.725179458625058,"0.702611885546588, 0.520306370158441, 0.868142947353746, 0.608205898516212, 0.926630191550304"
"96",50,20,0.05,0.6,0.7,0.724756352675129,"0.69936170212766, 0.509290265947071, 0.86619931275705, 0.62077303535446, 0.928157447189402"
"97",1000,20,0.1,0.8,0.6,0.732215504460986,"0.767542186353632, 0.520718187138305, 0.872835963800831, 0.587213775416743, 0.912767409595417"
"98",500,10,0.01,0.7,0.6,0.733267665658797,"0.7494497432135, 0.505318399549169, 0.866693422396083, 0.617250778530866, 0.927625984604368"
"99",100,30,0.05,0.7,0.6,0.734202813396173,"0.742641232575202, 0.50994592192817, 0.865505303990192, 0.622632716614765, 0.930288891872538"
"100",100,10,0.1,0.6,0.7,0.738371845781095,"0.757754952311078, 0.503088627348982, 0.872007151263157, 0.626974171093607, 0.93203432688865"
"101",1000,30,0.1,0.7,0.7,0.723537474827262,"0.741775495231108, 0.515597568112361, 0.870274179593477, 0.580841912438176, 0.909198218761189"
"102",100,10,0.01,0.8,0.6,0.72336714204869,"0.700836390315481, 0.50780555736177, 0.859360712337979, 0.622499358856934, 0.926333691371285"
"103",100,30,0.01,0.8,0.8,0.720524141689504,"0.678033749082905, 0.519775343000195, 0.863970181200871, 0.616521707272394, 0.924319727891156"
"104",100,20,0.05,0.7,0.7,0.729283765681804,"0.724453411592076, 0.508401608253679, 0.869748291118738, 0.615954570434145, 0.927860947010383"
"105",500,40,0.05,0.8,0.6,0.734608404866211,"0.752898019075569, 0.515126146043306, 0.869782120201908, 0.605394394577761, 0.92984134443251"
"106",1000,10,0.05,0.7,0.7,0.731218409889306,"0.768349229640499, 0.506402128443549, 0.871569935991274, 0.59682432679978, 0.912946428571429"
"107",100,40,0.05,0.6,0.7,0.732079550018425,"0.726654438738078, 0.514503001929037, 0.870212672169531, 0.619331745740978, 0.9296958915145"
"108",50,10,0.1,0.8,0.7,0.72696702958718,"0.721188554658841, 0.505754600429157, 0.867689330102143, 0.613343103132442, 0.926859559613319"
"109",100,40,0.01,0.6,0.8,0.724464467405521,"0.692927366104182, 0.520653163404643, 0.865130108704121, 0.617540941564389, 0.926070757250269"
"110",100,20,0.05,0.6,0.8,0.731958222312157,"0.733096111518709, 0.510493205019832, 0.869721637901695, 0.618015021066129, 0.928465136054422"
"111",1000,20,0.1,0.7,0.7,0.731899418908793,"0.76534115920763, 0.516301991893708, 0.871198841200133, 0.594749221469134, 0.911905880773362"
"112",100,10,0.05,0.7,0.8,0.729853979919813,"0.728840792369773, 0.501850467087154, 0.869278271887417, 0.620052024180253, 0.929248344074472"
"113",1000,20,0.1,0.8,0.7,0.731899213884047,"0.76534115920763, 0.516301991893708, 0.8711978160764, 0.594749221469134, 0.911905880773362"
"114",50,10,0.05,0.8,0.6,0.720367973768171,"0.702289068231842, 0.506797689489997, 0.859108019337934, 0.608877816449899, 0.924767275331185"
"115",500,30,0.01,0.8,0.6,0.737813819029829,"0.758165810711665, 0.516329085116067, 0.867670365313093, 0.617185565121817, 0.929718268886502"
"116",1000,10,0.01,0.7,0.8,0.736803945338936,"0.759926632428467, 0.499818475410191, 0.871481775350285, 0.620087195457043, 0.932705648048693"
"117",100,30,0.01,0.6,0.7,0.725860120326812,"0.70514306676449, 0.521623100765113, 0.864093708610629, 0.615816083531782, 0.922624641962048"
"118",100,20,0.01,0.8,0.6,0.721268996500867,"0.686801173881145, 0.519948739623296, 0.863351519028347, 0.616858032606705, 0.919385517364841"
"119",500,40,0.01,0.8,0.7,0.737408508413052,"0.754981658107117, 0.51565175455708, 0.868984573938074, 0.616061549734384, 0.931363005728607"
"120",1000,40,0.01,0.6,0.7,0.739917903256167,"0.771313279530448, 0.513847345947938, 0.870639123642224, 0.611621176039568, 0.932168591120659"
