"","n.trees","max_depth","min_samples_split","mean_ROC_AUC","fold_ROC_AUC"
"1",1000,4,5,0.799209144521192,"0.849295774647887, 0.858046761066943, 0.752000941619586, 0.793533342216977, 0.743168903054569"
"2",50,6,10,0.796121470299164,"0.862112676056338, 0.852858337367425, 0.734757532956686, 0.789741295615922, 0.74113750949945"
"3",900,3,20,0.799603723045229,"0.852112676056338, 0.855891114426064, 0.751277071563089, 0.797142639584245, 0.741595113596407"
"4",50,5,10,0.792147068211242,"0.866338028169014, 0.861830713829372, 0.713120880414313, 0.786765909653348, 0.732679808990166"
"5",1000,6,20,0.798384453240691,"0.851830985915493, 0.857694694878499, 0.75059733992467, 0.794789743199254, 0.737009502285539"
"6",750,6,20,0.798215823199298,"0.847887323943662, 0.855695353485076, 0.754369703389831, 0.793280158382669, 0.739846576795254"
"7",900,3,17,0.798058164752201,"0.849859154929577, 0.85732290084329, 0.745391949152542, 0.795594982010622, 0.742121836824972"
"8",1000,3,17,0.796630140477734,"0.843521126760563, 0.855749984445352, 0.751441854990584, 0.792931792655765, 0.739505943536404"
"9",1000,5,20,0.796817846424229,"0.842253521126761, 0.855716598858516, 0.752510004708098, 0.791774380841789, 0.741834726585983"
"10",50,4,17,0.798089251230504,"0.863943661971831, 0.856593729276276, 0.7344868173258, 0.800721478745883, 0.73470056883273"
"11",50,5,17,0.796071220411359,"0.862394366197183, 0.852753628026897, 0.735513771186441, 0.784426338733319, 0.745267997912957"
"12",100,5,15,0.798936131011577,"0.862816901408451, 0.858764551183898, 0.746430673258004, 0.786396603910072, 0.74027192529746"
"13",750,6,5,0.798476968827729,"0.845633802816901, 0.857836583622549, 0.756261770244821, 0.791351773238659, 0.741300914215714"
"14",1000,3,5,0.798763229230402,"0.849014084507042, 0.85518622328584, 0.749582156308851, 0.796994155831795, 0.743039526218482"
"15",1000,4,10,0.798317498854144,"0.852394366197183, 0.858302464311566, 0.745756826741996, 0.795928118634711, 0.739205718385264"
