"","n.trees","max_depth","min_samples_split","ROC_AUC_valid"
"1",250,3,5,0.722130593927405
"2",500,3,5,0.726598173515982
"3",750,3,5,0.725116215887466
"4",900,3,5,0.727041210325749
"5",1000,3,5,0.725594963724798
"6",50,4,5,0.723926448487293
"7",100,4,5,0.72544711807006
"8",250,4,5,0.731321732150888
"9",500,4,5,0.726142632845022
"10",750,4,5,0.727652699153499
"11",900,4,5,0.726148334605726
"12",1000,4,5,0.725854443852262
"13",50,5,5,0.722264135164939
"14",100,5,5,0.721119581726837
"15",250,5,5,0.734189017568625
"16",900,5,5,0.727397020199838
"17",1000,5,5,0.727165548721445
"18",50,6,5,0.721260525250197
"19",100,6,5,0.733689863429827
"20",250,6,5,0.730604010518448
"21",500,6,5,0.725871849227041
"22",750,6,5,0.727243172691727
"23",900,6,5,0.728425737867854
"24",50,3,10,0.723035473354172
"25",100,3,10,0.722320652617528
"26",250,3,10,0.726881961149603
"27",500,3,10,0.724502826472815
"28",900,3,10,0.726737916668667
"29",1000,3,10,0.726206852676106
"30",50,4,10,0.725162730251102
"31",100,4,10,0.73288041347168
"32",250,4,10,0.728531370487206
"33",500,4,10,0.730103355916307
"34",750,4,10,0.726156637169558
"35",900,4,10,0.728840966090329
"36",1000,4,10,0.727851760623681
"37",50,5,10,0.733761485546737
"38",100,5,10,0.716661605103656
"39",250,5,10,0.725858745180512
"40",500,5,10,0.726004190093901
"41",750,5,10,0.726225858545119
"42",1000,5,10,0.727649698226812
"43",50,6,10,0.716612790029561
"44",250,6,10,0.723179417804218
"45",500,6,10,0.731426864615793
"46",750,6,10,0.729676724172424
"47",1000,6,10,0.727056815144517
"48",50,3,15,0.735106500887474
"49",100,3,15,0.718888092643008
"50",250,3,15,0.723823316640179
"51",500,3,15,0.729516174594715
"52",750,3,15,0.729470460478196
"53",1000,3,15,0.729603501561282
"54",100,4,15,0.719732453381604
"55",250,4,15,0.72922008316168
"56",500,4,15,0.726276274113446
"57",750,4,15,0.729856379650036
"58",900,4,15,0.724399394533032
"59",1000,4,15,0.728536071939015
"60",50,5,15,0.72645322875704
"61",100,5,15,0.723977064117399
"62",250,5,15,0.724660875278286
"63",500,5,15,0.726688101285677
"64",900,5,15,0.725665185409254
"65",1000,5,15,0.726839047897991
"66",50,6,15,0.717918793323378
"67",100,6,15,0.725452919861653
"68",250,6,15,0.723702379294726
"69",500,6,15,0.728976808038322
"70",750,6,15,0.725991586201819
"71",900,6,15,0.726368302531822
"72",1000,6,15,0.729211880628738
"73",250,3,17,0.730761459138582
"74",500,3,17,0.727935586509114
"75",750,3,17,0.727297989619194
"76",900,3,17,0.72817926175603
"77",1000,3,17,0.72680883856935
"78",50,4,17,0.728196467069031
"79",100,4,17,0.728961003157775
"80",500,4,17,0.724483620542023
"81",750,4,17,0.728894382585342
"82",1000,4,17,0.72724697386553
"83",50,5,17,0.724617861995784
"84",100,5,17,0.719743456779454
"85",250,5,17,0.726142932937691
"86",500,5,17,0.725806028901725
"87",750,5,17,0.726737916668667
"88",900,5,17,0.726286677325958
"89",1000,5,17,0.728028415174606
"90",50,6,17,0.720469180883057
"91",100,6,17,0.732184798665828
"92",250,6,17,0.72684574996759
"93",500,6,17,0.728791550830897
"94",750,6,17,0.725471625637997
"95",1000,6,17,0.725732406167024
"96",100,3,20,0.725378696941616
"97",250,3,20,0.731128772564968
"98",500,3,20,0.725876750740629
"99",750,3,20,0.727685509285267
"100",900,3,20,0.728080731329835
"101",1000,3,20,0.728282693695813
"102",100,4,20,0.728440742501284
"103",500,4,20,0.727967696424656
"104",750,4,20,0.726681799339636
"105",900,4,20,0.724642769687279
"106",1000,4,20,0.728478954301088
"107",50,5,20,0.710344854491067
"108",100,5,20,0.719420056913575
"109",250,5,20,0.726198250019606
"110",500,5,20,0.721043558250788
"111",750,5,20,0.729640012835964
"112",900,5,20,0.727956793057696
"113",1000,5,20,0.726857153488997
"114",50,6,20,0.723321361636473
"115",100,6,20,0.733364963100605
"116",250,6,20,0.724661975618071
"117",500,6,20,0.726636185254006
"118",750,6,20,0.726660692821943
"119",900,6,20,0.727969196887999
"120",1000,6,20,0.72522604980418
