"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"1",500,3,0.005,5,0.793997516388339,NA
"2",750,3,0.005,5,0.792679956182007,NA
"3",1000,3,0.005,5,0.792118675745902,NA
"4",50,4,0.005,5,0.791198479245479,NA
"5",100,4,0.005,5,0.789834689588583,NA
"6",1000,4,0.005,5,0.792282343650726,NA
"7",50,5,0.005,5,0.792028210405693,NA
"8",100,5,0.005,5,0.792464507247057,NA
"9",500,5,0.005,5,0.793867489271162,NA
"10",750,5,0.005,5,0.792706682197537,NA
"11",250,6,0.005,5,0.795918650726087,NA
"12",500,6,0.005,5,0.794584916358044,NA
"13",750,6,0.005,5,0.793739686589921,NA
"14",1000,6,0.005,5,0.794521884529614,NA
"15",50,3,0.01,5,0.786191703448474,NA
"16",100,3,0.01,5,0.792992568862773,NA
"17",250,3,0.01,5,0.790419497942324,NA
"18",1000,3,0.01,5,0.789701461616502,NA
"19",50,4,0.01,5,0.791654697896407,NA
"20",100,4,0.01,5,0.792683506819449,NA
"21",500,4,0.01,5,0.791623783796931,NA
"22",750,4,0.01,5,0.791287523151651,NA
"23",50,5,0.01,5,0.791653466637513,NA
"24",100,5,0.01,5,0.793115335192621,NA
"25",250,5,0.01,5,0.793036761248177,NA
"26",500,5,0.01,5,0.792928204165199,NA
"27",750,5,0.01,5,0.791069075559359,NA
"28",1000,5,0.01,5,0.792070625951008,NA
"29",50,6,0.01,5,0.789414542497593,NA
"30",500,6,0.01,5,0.791000476384829,NA
"31",100,3,0.005,10,0.790272763736981,NA
"32",250,3,0.005,10,0.794357953746199,NA
"33",500,3,0.005,10,0.792933837679524,NA
"34",750,3,0.005,10,0.793058839124952,NA
"35",1000,3,0.005,10,0.791892593666513,NA
"36",1000,4,0.005,10,0.792546770043787,NA
"37",100,5,0.005,10,0.791165998226049,NA
"38",250,5,0.005,10,0.794992924228028,NA
"39",500,5,0.005,10,0.794459630919996,NA
"40",50,6,0.005,10,0.788283717072387,NA
"41",250,6,0.005,10,0.795805474831222,NA
"42",500,6,0.005,10,0.79645962232396,NA
"43",750,6,0.005,10,0.792247463113853,NA
"44",1000,6,0.005,10,0.792265164236387,NA
"45",100,3,0.01,10,0.793825956067508,NA
"46",500,3,0.01,10,0.79276617053468,NA
"47",1000,3,0.01,10,0.790266861905717,NA
"48",50,4,0.01,10,0.789983538694101,NA
"49",250,4,0.01,10,0.794090957744136,NA
"50",500,4,0.01,10,0.793681902121385,NA
"51",1000,4,0.01,10,0.791489633164001,NA
"52",50,5,0.01,10,0.786122087872784,NA
"53",100,5,0.01,10,0.792741355719677,NA
"54",250,5,0.01,10,0.795105083906054,NA
"55",750,5,0.01,10,0.790028352922959,NA
"56",1000,5,0.01,10,0.792085319486706,NA
"57",50,6,0.01,10,0.790647081769547,NA
"58",100,6,0.01,10,0.796247658504396,NA
"59",250,6,0.01,10,0.79216825976116,NA
"60",500,6,0.01,10,0.793696112555352,NA
"61",1000,6,0.01,10,0.787025612465778,NA
"62",50,3,0.005,15,0.788017987082332,NA
"63",250,3,0.005,15,0.792615461013045,NA
"64",750,3,0.005,15,0.790836717289446,NA
"65",1000,3,0.005,15,0.791083083891482,NA
"66",50,4,0.005,15,0.79005545806305,NA
"67",250,4,0.005,15,0.793139888895784,NA
"68",50,5,0.005,15,0.791888222596484,NA
"69",100,5,0.005,15,0.788063569466081,NA
"70",500,5,0.005,15,0.793890514029562,NA
"71",1000,5,0.005,15,0.79300544402414,NA
"72",50,6,0.005,15,0.788475639160652,NA
"73",100,6,0.005,15,0.791733226658959,NA
"74",250,6,0.005,15,0.793633502839092,NA
"75",500,6,0.005,15,0.794468560406203,NA
"76",1000,6,0.005,15,0.793200561991334,NA
"77",50,3,0.01,15,0.787292155250246,NA
"78",750,3,0.01,15,0.792740995596746,NA
"79",1000,4,0.01,15,0.792188883130059,NA
"80",50,5,0.01,15,0.790953589355543,NA
"81",250,5,0.01,15,0.794730773855474,NA
"82",500,5,0.01,15,0.791669272738134,NA
"83",750,5,0.01,15,0.790554910744881,NA
"84",250,6,0.01,15,0.795461060775289,NA
"85",500,6,0.01,15,0.792448952825635,NA
"86",750,6,0.01,15,0.792806135462399,NA
"87",100,3,0.005,20,0.793303276359276,NA
"88",1000,3,0.005,20,0.790103334712341,NA
"89",100,4,0.005,20,0.789051538258274,NA
"90",250,4,0.005,20,0.792866455162295,NA
"91",750,4,0.005,20,0.791894501687626,NA
"92",1000,4,0.005,20,0.791281797029765,NA
"93",50,5,0.005,20,0.787098497698501,NA
"94",100,5,0.005,20,0.788934698808864,NA
"95",250,5,0.005,20,0.790938120017286,NA
"96",750,5,0.005,20,0.793323728309013,NA
"97",50,6,0.005,20,0.786277975988842,NA
"98",100,6,0.005,20,0.791947153741645,NA
"99",250,6,0.005,20,0.79275249181974,NA
"100",500,6,0.005,20,0.792865446587776,NA
"101",100,3,0.01,20,0.789674300927351,NA
"102",500,3,0.01,20,0.792159720687025,NA
"103",1000,3,0.01,20,0.789986250192318,NA
"104",50,4,0.01,20,0.790747373768403,NA
"105",100,4,0.01,20,0.791008939673077,NA
"106",250,4,0.01,20,0.792680678416703,NA
"107",500,4,0.01,20,0.792367409377673,NA
"108",750,4,0.01,20,0.788950497317969,NA
"109",1000,4,0.01,20,0.789880766460096,NA
"110",50,5,0.01,20,0.789732562662652,NA
"111",100,5,0.01,20,0.792328985982849,NA
"112",250,5,0.01,20,0.791452797632413,NA
"113",500,5,0.01,20,0.792964341058969,NA
"114",750,5,0.01,20,0.788414307957938,NA
"115",1000,5,0.01,20,0.790361102556355,NA
"116",50,6,0.01,20,0.791637426283286,NA
"117",100,6,0.01,20,0.790866166207639,NA
"118",250,6,0.01,20,0.79353534413498,NA
"119",500,6,0.01,20,0.792842548509038,NA
"120",1000,6,0.01,20,0.787315537375224,NA
