"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"1",500,3,0.005,5,0.747877960204399,NA
"2",750,3,0.005,5,0.744970643565412,NA
"3",1000,3,0.005,5,0.747026210348484,NA
"4",50,4,0.005,5,0.734548940645954,NA
"5",100,4,0.005,5,0.741397273914649,NA
"6",1000,4,0.005,5,0.743408162268226,NA
"7",50,5,0.005,5,0.731989813170979,NA
"8",100,5,0.005,5,0.734628585290867,NA
"9",500,5,0.005,5,0.747577495633698,NA
"10",750,5,0.005,5,0.74539432495185,NA
"11",250,6,0.005,5,0.749569925108651,NA
"12",500,6,0.005,5,0.749894892790841,NA
"13",750,6,0.005,5,0.747517666180553,NA
"14",1000,6,0.005,5,0.748525677948748,NA
"15",50,3,0.01,5,0.734875174429001,NA
"16",100,3,0.01,5,0.748913432974509,NA
"17",250,3,0.01,5,0.744058664261071,NA
"18",1000,3,0.01,5,0.746467540565933,NA
"19",50,4,0.01,5,0.739703956516259,NA
"20",100,4,0.01,5,0.747689742911174,NA
"21",500,4,0.01,5,0.745410075890006,NA
"22",750,4,0.01,5,0.744885663207266,NA
"23",50,5,0.01,5,0.738049404481704,NA
"24",100,5,0.01,5,0.741228507355137,NA
"25",250,5,0.01,5,0.747519675707165,NA
"26",500,5,0.01,5,0.748744698492106,NA
"27",750,5,0.01,5,0.742262195142445,NA
"28",1000,5,0.01,5,0.746889997951827,NA
"29",50,6,0.01,5,0.739556268958972,NA
"30",500,6,0.01,5,0.748075867344347,NA
"31",100,3,0.005,10,0.738320068387742,NA
"32",250,3,0.005,10,0.751149204958966,NA
"33",500,3,0.005,10,0.751468647690724,NA
"34",750,3,0.005,10,0.745499618979656,NA
"35",1000,3,0.005,10,0.748133092500814,NA
"36",1000,4,0.005,10,0.748146625906339,NA
"37",100,5,0.005,10,0.739259267352392,NA
"38",250,5,0.005,10,0.743586119609276,NA
"39",500,5,0.005,10,0.750008833248461,NA
"40",50,6,0.005,10,0.733435093276407,NA
"41",250,6,0.005,10,0.746549542742237,NA
"42",500,6,0.005,10,0.749563599950943,NA
"43",750,6,0.005,10,0.747150482833409,NA
"44",1000,6,0.005,10,0.748804322519611,NA
"45",100,3,0.01,10,0.742058610390786,NA
"46",500,3,0.01,10,0.745450094670688,NA
"47",1000,3,0.01,10,0.745811879156312,NA
"48",50,4,0.01,10,0.738057002093599,NA
"49",250,4,0.01,10,0.752291425864902,NA
"50",500,4,0.01,10,0.746875139357838,NA
"51",1000,4,0.01,10,0.748056078335964,NA
"52",50,5,0.01,10,0.739487018798448,NA
"53",100,5,0.01,10,0.745846665161122,NA
"54",250,5,0.01,10,0.748169130003768,NA
"55",750,5,0.01,10,0.74689428957074,NA
"56",1000,5,0.01,10,0.745853637756579,NA
"57",50,6,0.01,10,0.733637006529995,NA
"58",100,6,0.01,10,0.747288520541089,NA
"59",250,6,0.01,10,0.748490609731869,NA
"60",500,6,0.01,10,0.747937585324796,NA
"61",1000,6,0.01,10,0.744983816160585,NA
"62",50,3,0.005,15,0.737671651897607,NA
"63",250,3,0.005,15,0.753120149295717,NA
