"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"105",100,5,0.005,10,0.745012150028665,"0.708169014084507, 0.859197046286081, 0.597095692090395, 0.802661285717005, 0.757937711965337"
"106",500,6,0.01,15,0.734046324511588,"0.651267605633803, 0.868392499169154, 0.597569444444444, 0.820966667301213, 0.732035406009324"
"107",1000,3,0.005,10,0.734962929592739,"0.677464788732394, 0.86310695376248, 0.566260593220339, 0.820003426548134, 0.747978885700351"
"108",500,6,0.005,20,0.733292332232334,"0.647042253521127, 0.861888379842997, 0.595983403954802, 0.819851135519979, 0.741696488322766"
"109",750,3,0.005,15,0.734056918940636,"0.676338028169014, 0.861167554672692, 0.56454802259887, 0.819112524033428, 0.749118465229178"
"110",1000,6,0.005,5,0.731416738175911,"0.650422535211268, 0.869362198714048, 0.584639830508475, 0.819150596790467, 0.733508529655298"
"111",750,5,0.005,20,0.735978391185265,"0.649859154929577, 0.866718667247374, 0.599305555555556, 0.821191296567741, 0.742817281626079"
"112",100,3,0.005,20,0.739442303811726,"0.67830985915493, 0.85645108176889, 0.585531426553672, 0.803820601168834, 0.773098550412304"
"113",1000,3,0.005,15,0.740037681947614,"0.708732394366197, 0.866337768052118, 0.564500941619586, 0.817433515448021, 0.743183790252147"
"114",50,4,0.01,20,0.70671573129496,"0.677464788732394, 0.864124455397615, 0.435546139359699, 0.801509584816585, 0.754933688168506"
"115",50,3,0.01,15,0.711075083569305,"0.67943661971831, 0.858978522444978, 0.430832156308851, 0.814631360529973, 0.771496758844413"
"116",500,4,0.01,10,0.736463291127761,"0.677746478873239, 0.868774915891084, 0.581656073446328, 0.81817974148598, 0.735959245942175"
"117",250,3,0.01,5,0.737680359000472,"0.68112676056338, 0.854078428813582, 0.576221162900188, 0.823201538139384, 0.753773904585824"
"118",1000,5,0.01,5,0.730793585834119,"0.655211267605634, 0.87212409726132, 0.581420668549906, 0.825169899678285, 0.720041996075451"
"119",750,3,0.005,5,0.720953434854763,"0.647605633802817, 0.860219100501239, 0.531267655367232, 0.8182977670328, 0.747377017569729"
"120",500,6,0.005,10,0.745230980990359,"0.705915492957746, 0.859988436446742, 0.592184557438795, 0.820205212160439, 0.747861205948073"
