"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","mean_ROC_AUC","fold_ROC_AUC"
"1",500,5,0.05,0.6,5,1,0.6,0.807680995256089,"0.769714379026751, 0.792219211607377, 0.7585758886627, 0.897370408037475, 0.820525088946142"
"2",500,5,0.05,0.8,5,1,0.6,0.806551177274613,"0.77311948873252, 0.793932348570929, 0.758634610867523, 0.893014720989481, 0.814054717212612"
"3",500,3,0.1,0.8,1,0.1,0.6,0.80363459821392,"0.770812921231555, 0.791981470151211, 0.758336106326339, 0.886165300378041, 0.810877192982456"
"4",100,5,0.1,0.6,5,1,0.6,0.812013974798193,"0.783412754965708, 0.79391137138362, 0.753687265111181, 0.908511310404339, 0.820547172126119"
"5",500,3,0.1,0.7,10,0.1,0.6,0.801561176332495,"0.766953178349811, 0.780503452495411, 0.760802438928907, 0.901661889792899, 0.797884922095448"
"6",100,3,0.05,0.7,10,0.1,0.7,0.815460225767103,"0.780359290104213, 0.794460274451534, 0.764051734262449, 0.912571653106509, 0.825858176910808"
"7",100,3,0.1,0.7,5,1,0.8,0.810379512463471,"0.778196535138505, 0.779396905864872, 0.758042495302224, 0.914214024490467, 0.822047601521286"
"8",100,5,0.05,0.8,1,1,0.7,0.813111701900561,"0.784162435794662, 0.790628441569793, 0.750562754462888, 0.912787382889546, 0.827417494785916"
"9",500,3,0.05,0.8,5,0,0.8,0.807490108036506,"0.774698643151925, 0.790467616467092, 0.756050833855308, 0.898890789365549, 0.817342657342657"
"10",50,5,0.1,0.6,10,0,0.8,0.814050830333093,"0.786475498055283, 0.786415523118609, 0.765935738333855, 0.907160431048652, 0.824266961109066"
"11",1000,3,0.05,0.7,10,0,0.8,0.803677856236628,"0.767830898726285, 0.786939952801329, 0.758018027716881, 0.895451953895464, 0.810148448043185"
"12",100,5,0.1,0.6,10,1,0.7,0.809522725886518,"0.778080557287491, 0.7890166943449, 0.757998453648606, 0.907047429733728, 0.815470494417863"
"13",100,5,0.05,0.8,10,0,0.8,0.815345205169587,"0.779259820076601, 0.797470500830347, 0.758551421077357, 0.910648062541091, 0.830796221322537"
