"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"59",250,5,0.01,5,0.813775806169499,"0.784733974644458, 0.784810768289485, 0.76505490526151, 0.909957213593031, 0.824322169059011"
"60",500,5,0.01,20,0.813494903730477,"0.783811718773196, 0.790666899746526, 0.759427360632634, 0.910771336702827, 0.822797202797203"
"61",100,6,0.01,20,0.809942883170652,"0.784272846708827, 0.769153046062407, 0.763689613999374, 0.908780972633136, 0.823817936449515"
"62",250,5,0.01,20,0.812598018537204,"0.786179522579496, 0.783625557206538, 0.759916712339493, 0.910008577827087, 0.823259722733407"
"63",500,3,0.005,5,0.812612644160301,"0.784219032985957, 0.778853247093786, 0.763068137331663, 0.909782575197239, 0.82714022819286"
"64",50,5,0.005,5,0.8081510269316,"0.784472328612571, 0.77176995017918, 0.755272764641403, 0.908924792488494, 0.820315298736351"
"65",100,4,0.005,20,0.81005942814093,"0.787901561711351, 0.770275325583428, 0.760729036172878, 0.909375513642341, 0.822015703594651"
"66",50,5,0.01,15,0.810193457810607,"0.782856061280841, 0.773456865658596, 0.764100669433135, 0.909439718934911, 0.821113973745553"
"67",50,6,0.005,15,0.807133229431592,"0.781371544787863, 0.770124989074382, 0.754333209364234, 0.906972951594346, 0.822863452337137"
"68",50,3,0.01,5,0.809557355359101,"0.782590703957721, 0.765733764531072, 0.770242033354212, 0.905894302679158, 0.823325972273341"
"69",500,3,0.005,10,0.81278592204219,"0.783644710667736, 0.783069661742855, 0.762084540400877, 0.909954645381328, 0.825176052018157"
"70",500,6,0.005,5,0.812882785662925,"0.785106959413319, 0.781765579931824, 0.759716078139681, 0.9109279976167, 0.826897313213103"
"71",750,5,0.01,10,0.813791993416823,"0.783605742109795, 0.79190105759986, 0.757102940025055, 0.91190905448718, 0.824441172862226"
"72",50,6,0.005,20,0.812039591278145,"0.785129227160714, 0.766130582990997, 0.776943704979643, 0.90636813773833, 0.82562630352104"
"73",100,5,0.005,15,0.807944960449143,"0.780098571895134, 0.767123503190281, 0.761580508142812, 0.907166851577909, 0.823755367439578"
"74",750,3,0.01,15,0.815117631606189,"0.783594608236098, 0.790275325583428, 0.767814848888193, 0.913658006656805, 0.820245368666421"
"75",250,5,0.01,10,0.813884330825048,"0.785475305068139, 0.785205838650468, 0.763440044628876, 0.910735381738987, 0.824565084038768"
"76",750,4,0.01,5,0.814830478466481,"0.787196416377186, 0.78726160300673, 0.762838142029439, 0.912471492850099, 0.824384738068949"
"77",500,5,0.01,5,0.814194948565885,"0.785971690270479, 0.789034175334324, 0.761252642499217, 0.9096567328238, 0.825059501901607"
"78",500,5,0.005,15,0.814080555722435,"0.78686054452065, 0.784531072458701, 0.760327767773254, 0.910416923487837, 0.828266470371734"
"79",1000,3,0.01,5,0.81366352521059,"0.781072785843651, 0.790131981470151, 0.76661104368932, 0.911770371055227, 0.818731443994602"
"80",1000,4,0.005,5,0.815220021328125,"0.784143879338499, 0.793970806747662, 0.761575614625744, 0.91230969551282, 0.8241001104159"
"81",50,4,0.01,5,0.807216264951167,"0.785292523974941, 0.768640853072284, 0.754940005480739, 0.90390650682117, 0.823301435406699"
"82",1000,6,0.005,15,0.815223332547159,"0.784232950328078, 0.79129621536579, 0.763900035233323, 0.911878235946746, 0.824809225861857"
"83",1000,5,0.005,15,0.816418728539966,"0.785389017546985, 0.795197972205227, 0.766826358440338, 0.911546936637081, 0.8231333578702"
"84",500,5,0.005,10,0.812749504626184,"0.783754193759093, 0.78761122279521, 0.75656465314751, 0.910196057281394, 0.825621396147712"
"85",250,4,0.01,20,0.811801996106913,"0.783418321902556, 0.780038458176733, 0.75989224475415, 0.909988032133465, 0.82567292356766"
"86",750,5,0.01,20,0.816212232665707,"0.787285487366765, 0.79348133904379, 0.765113627466333, 0.912864429240631, 0.822316280211017"
"87",250,6,0.01,10,0.813868430700948,"0.787864448799026, 0.785660344375492, 0.75944204118384, 0.909610505013149, 0.826764814133235"
"88",1000,6,0.01,10,0.813443888407242,"0.780443721979751, 0.792408006293156, 0.762779419824616, 0.909998304980276, 0.82158998895841"
"89",750,6,0.005,10,0.814656039879934,"0.787101778450759, 0.788562188619876, 0.75881567099906, 0.911998941896778, 0.826801619433198"
"90",50,6,0.005,10,0.809073777512474,"0.782628744692854, 0.775486408530723, 0.754071406201065, 0.90849333292242, 0.824688995215311"
"91",100,5,0.005,20,0.811302727620673,"0.786103441109231, 0.778318328817411, 0.761923054337614, 0.906008588099934, 0.824160225739173"
"92",50,4,0.01,10,0.808312599949462,"0.780439082865711, 0.762625644611485, 0.767898038678359, 0.907649675378041, 0.822950558213716"
"93",50,5,0.01,10,0.804888234997286,"0.781892981206021, 0.766099117210034, 0.755674033041027, 0.900317430966469, 0.820457612562876"
"94",50,5,0.01,5,0.80496161733991,"0.776093160832517, 0.766682982256796, 0.753902579862199, 0.906686595989481, 0.821442767758557"
"95",100,4,0.005,5,0.808664507394632,"0.780824129331077, 0.766364828249279, 0.766383495145631, 0.908173590565417, 0.821576493681757"
"96",250,3,0.005,10,0.807096381136001,"0.785999524954722, 0.760529673979547, 0.758152599436267, 0.907179692636423, 0.823620414673046"
"97",1000,6,0.01,20,0.815357324206445,"0.784119755945489, 0.7929499169653, 0.763019202160977, 0.91122847838593, 0.825469267574531"
"98",1000,4,0.01,15,0.814334352282337,"0.784596656868858, 0.792911458788567, 0.762451554181021, 0.907987395216962, 0.823724696356275"
"99",250,4,0.005,15,0.807299107970829,"0.782377304711855, 0.765095708417096, 0.758010687441278, 0.909754324868508, 0.821257514415409"
"100",50,5,0.005,20,0.808154899149267,"0.785114381995784, 0.768894327418932, 0.765536916692765, 0.900370079306377, 0.820858790332475"
"101",1000,3,0.005,20,0.815139513563255,"0.78290059677563, 0.791614369373307, 0.766234242875039, 0.910350149983563, 0.824598208808735"
"102",1000,4,0.01,10,0.81455201315922,"0.783433167067486, 0.793981295341316, 0.761487531318509, 0.912587062376726, 0.821271009692062"
"103",500,6,0.01,5,0.813535373652047,"0.780369496155102, 0.788460798881217, 0.762162836673974, 0.910309058596318, 0.826374677953625"
"104",750,5,0.005,5,0.81402516947734,"0.786092307235533, 0.787362992745389, 0.758947795959912, 0.911544368425378, 0.826178383020488"
"105",100,5,0.005,10,0.80870450794495,"0.782310501469671, 0.768182851149375, 0.761419022079549, 0.909003122945431, 0.822607042080726"
"106",500,6,0.01,15,0.815840568984932,"0.785893753154598, 0.792408006293156, 0.766253816943314, 0.911631687623274, 0.823015580910318"
"107",1000,3,0.005,10,0.815445977751721,"0.782882040319468, 0.789614544183201, 0.767301029595991, 0.912458651791584, 0.82497362286836"
"108",500,6,0.005,20,0.81333205934987,"0.785992102372257, 0.784122017306179, 0.762035605230191, 0.910327036078238, 0.824183535762483"
"109",750,3,0.005,15,0.815212118794893,"0.781571954514415, 0.789380298924919, 0.769654811305982, 0.911058976413544, 0.824394552815605"
"110",1000,6,0.005,5,0.814629655663578,"0.783204922656691, 0.79103400052443, 0.762647294863764, 0.910041964579224, 0.82622009569378"
"111",750,5,0.005,20,0.814214882697421,"0.786123853211009, 0.786733677126125, 0.76200624412778, 0.911089794953978, 0.825120844068213"
"112",100,3,0.005,20,0.80862986652234,"0.779061265995665, 0.765223319639892, 0.766099671155653, 0.910251273833005, 0.822513801987486"
"113",1000,3,0.005,15,0.815098888086338,"0.782141637718595, 0.789219473822218, 0.765544256968368, 0.91226346770217, 0.826325604220341"
"114",50,4,0.01,20,0.805420603471161,"0.779681051631484, 0.767156717070186, 0.75466107500783, 0.906293659598948, 0.819310514047356"
"115",50,3,0.01,15,0.808634080128478,"0.780652482111576, 0.768633860676514, 0.763740995928594, 0.907549515121631, 0.822593546804073"
"116",500,4,0.01,10,0.813794681364537,"0.78214906030106, 0.789492177257233, 0.761291790635766, 0.912278876972387, 0.823761501656239"
"117",250,3,0.01,5,0.810825931617254,"0.783335745672634, 0.77589196748536, 0.761732207171939, 0.909173909023669, 0.823995828732671"
"118",1000,5,0.01,5,0.81301979236774,"0.782624105578813, 0.787737085919063, 0.764443215627936, 0.913175182856673, 0.817119371856214"
"119",750,3,0.005,5,0.816506031584442,"0.785706332947359, 0.791142382658859, 0.769150779047917, 0.910838110207101, 0.825692553060974"
"120",500,6,0.005,10,0.812960030434254,"0.783754193759093, 0.784562538239664, 0.760474573285312, 0.910966520792242, 0.825042326094958"
