"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","mean_ROC_AUC","fold_ROC_AUC"
"40",1000,5,0.1,0.8,10,1,0.6,0.741085468185073,"0.917746090973703, 0.768465707178394, 0.6907638148543, 0.882690244825846, 0.671916014639071, 0.57282464664311, 0.736023018702696, 0.720430349659098, 0.588560288567795, 0.784013605442177, 0.742108843537415, 0.817482993197279"
"41",100,3,0.1,0.6,10,1,0.6,0.743698364854704,"0.869977123312011, 0.767632818052594, 0.688013059701493, 0.810395633518425, 0.669033947501262, 0.575258707723372, 0.739637830737474, 0.737153937574279, 0.581699088843018, 0.867755102040816, 0.761224489795918, 0.856598639455782"
"42",500,5,0.1,0.8,1,1,0.8,0.729932942177142,"0.917685012437811, 0.756001243781095, 0.622277007818053, 0.88287954316002, 0.650525302877335, 0.54203606133266, 0.737421238089281, 0.744367298429974, 0.589063822689268, 0.787823129251701, 0.697959183673469, 0.831156462585034"
"43",50,3,0.1,0.7,1,0.1,0.7,0.729530282565243,"0.861888659381663, 0.773255374911158, 0.619826092750533, 0.789905666330136, 0.691580956587582, 0.467136231701161, 0.732875461312316, 0.751690957236088, 0.604163174245741, 0.769727891156463, 0.82843537414966, 0.863877551020408"
"44",50,3,0.01,0.7,10,1,0.7,0.702945933044669,"0.816559501599147, 0.75852045575693, 0.612546086531628, 0.739997949268046, 0.682877176930843, 0.58865077612317, 0.733782031233711, 0.741934905444007, 0.601706803444465, 0.626020408163265, 0.68469387755102, 0.848061224489796"
"45",100,3,0.05,0.8,5,0,0.6,0.751141166724661,"0.85236151830135, 0.77187111318408, 0.665781027896233, 0.782650018929833, 0.677222677940434, 0.582639765270066, 0.740463710097788, 0.749514814119806, 0.61112132774546, 0.867755102040816, 0.845578231292517, 0.866734693877551"
"46",500,5,0.05,0.7,10,0.1,0.7,0.739354573303634,"0.911279539800995, 0.770592350746269, 0.685704291044776, 0.87252176930843, 0.67915825340737, 0.565494857395255, 0.738962073351265, 0.73455557640583, 0.597047392673214, 0.772857142857143, 0.705238095238095, 0.838843537414966"
"47",500,3,0.05,0.6,10,1,0.7,0.75069089211945,"0.895647876687989, 0.763912579957356, 0.694456289978678, 0.853210184250379, 0.685316759212519, 0.58003218071681, 0.74068847605346, 0.734383353141094, 0.609894706115385, 0.823197278911565, 0.790068027210884, 0.837482993197279"
"48",1000,3,0.01,0.8,10,0.1,0.7,0.755708158273892,"0.872663468372424, 0.777119980454869, 0.690891524520256, 0.817207218576476, 0.68277069661787, 0.571363894497728, 0.738924125852255, 0.740985383957799, 0.637319905756761, 0.843809523809524, 0.83578231292517, 0.859659863945578"
"49",50,5,0.05,0.6,5,1,0.6,0.711751987643147,"0.861099635749822, 0.777387060234542, 0.489681614250178, 0.796862380111055, 0.687612001514387, 0.541807325845533, 0.740080899063823, 0.744088530264173, 0.630669710806697, 0.656224489795918, 0.74734693877551, 0.868163265306123"
"50",500,5,0.05,0.7,10,1,0.7,0.751696901756406,"0.909899164889837, 0.777047796730633, 0.68725013326226, 0.872677940434124, 0.681011799596164, 0.577543696365472, 0.745777193970101, 0.734582681762265, 0.612327516106837, 0.807142857142857, 0.782721088435374, 0.832380952380952"
"51",500,3,0.05,0.7,5,0,0.6,0.752901448156109,"0.901852345415778, 0.770952158848614, 0.674491382373845, 0.860472930338213, 0.672444472488642, 0.593026722614841, 0.731642376097246, 0.736078063426534, 0.624061007902254, 0.789931972789116, 0.803673469387755, 0.876190476190476"
"52",1000,5,0.05,0.6,10,0,0.8,0.743357347658635,"0.915709399431414, 0.77175395344705, 0.701233786425018, 0.880254606259465, 0.674249116607774, 0.588459900302877, 0.736959613018911, 0.741959091762057, 0.59896040532933, 0.738503401360544, 0.762585034013605, 0.809659863945578"
"53",100,5,0.1,0.6,10,0,0.6,0.74942004961603,"0.889599991115849, 0.76753842395167, 0.687292888237385, 0.842314487632509, 0.669718576476527, 0.589191065118627, 0.729564020766873, 0.742718041742249, 0.607416025520736, 0.813945578231292, 0.777142857142857, 0.876598639455782"
"54",50,3,0.01,0.6,1,0.1,0.6,0.697609822003536,"0.823344771677328, 0.771558502132196, 0.478758550995025, 0.742988862948006, 0.675231101716305, 0.473472204694599, 0.732745981109652, 0.739076958362002, 0.569957256937929, 0.807244897959184, 0.713945578231292, 0.842993197278912"
"55",100,3,0.1,0.6,1,0,0.8,0.742481727781024,"0.88467039800995, 0.768511238450604, 0.688902585287846, 0.83179581019687, 0.664114557041898, 0.542889481322564, 0.743098767748796, 0.731767060736849, 0.594983215529284, 0.756666666666667, 0.815918367346939, 0.886462585034014"
"56",50,5,0.05,0.7,1,0,0.7,0.714208208101504,"0.870425772921109, 0.770592350746269, 0.552755197228145, 0.811435196870268, 0.677272368753155, 0.452132761231701, 0.739840286899773, 0.748689560267717, 0.623681532912158, 0.789931972789116, 0.683537414965986, 0.850204081632653"
"57",1000,5,0.1,0.6,10,0.1,0.6,0.737910752850434,"0.916737739872068, 0.766934301705757, 0.717007595948827, 0.881502397778899, 0.663183051489147, 0.555622160524987, 0.732481391130293, 0.728036112674882, 0.563628364712996, 0.773809523809524, 0.724829931972789, 0.831156462585034"
"58",1000,3,0.05,0.6,10,1,0.6,0.749311680885987,"0.908856387704335, 0.772470238095238, 0.702524764570007, 0.869761168601716, 0.679918601716305, 0.563052120141343, 0.72208377640166, 0.726852234106878, 0.624180062967828, 0.830408163265306, 0.763809523809524, 0.827823129251701"
"59",500,5,0.05,0.6,5,0.1,0.8,0.757047794136729,"0.914598880597015, 0.775553038379531, 0.690558368869936, 0.878072942958102, 0.663059218828874, 0.601034042150429, 0.732512249536081, 0.728246283438627, 0.642435103521611, 0.802312925170068, 0.77578231292517, 0.880408163265306"
"60",50,5,0.05,0.8,5,0.1,0.6,0.730580821972937,"0.86292033137882, 0.77250355366027, 0.607216151385928, 0.803953968955073, 0.677833165068147, 0.461560607016658, 0.737819686828882, 0.750363628781718, 0.598649110735806, 0.828775510204082, 0.802040816326531, 0.863333333333333"
"61",100,3,0.1,0.8,1,0.1,0.7,0.71854884968914,"0.881296641791045, 0.770914401208245, 0.5728822405828, 0.83282117617365, 0.67378218071681, 0.504528962645129, 0.727785075373741, 0.736625800129272, 0.623990533975522, 0.800816326530612, 0.709183673469388, 0.787959183673469"
"62",50,3,0.01,0.8,1,0,0.6,0.684933887242364,"0.821721748400853, 0.772768412402274, 0.54492381840796, 0.74622823069157, 0.678497286723877, 0.444721731448763, 0.734307249640333, 0.741133629407227, 0.588067805091637, 0.663537414965986, 0.651530612244898, 0.831768707482993"
"63",50,3,0.05,0.8,10,0,0.6,0.728772008503427,"0.830774697938877, 0.774154339907605, 0.616888215174129, 0.757422072185765, 0.676985266279657, 0.5167174091368, 0.731819603427785, 0.743023498259002, 0.615676278643064, 0.81156462585034, 0.797040816326531, 0.873197278911565"
"64",500,3,0.01,0.7,5,0.1,0.7,0.74691036358408,"0.857175062189055, 0.776082755863539, 0.679852412046908, 0.787908568904594, 0.68097236244321, 0.588463844018173, 0.739988323846459, 0.744569754592273, 0.615530326723796, 0.823401360544218, 0.791360544217687, 0.877619047619048"
"65",50,3,0.01,0.6,10,0.1,0.6,0.692155064037035,"0.819414090262971, 0.756942963752665, 0.615837664356787, 0.741686648157496, 0.676081366733973, 0.554043096920747, 0.733228456454202, 0.736507996080148, 0.615587873480536, 0.628741496598639, 0.600068027210884, 0.827721088435374"
"66",100,5,0.01,0.6,5,0.1,0.6,0.716133470867822,"0.84603433724236, 0.77225368692253, 0.518164201314854, 0.780100012619889, 0.681067011610298, 0.502853672387683, 0.739660140530848, 0.748943516607243, 0.595885615395842, 0.795034013605442, 0.726666666666667, 0.886938775510204"
"67",50,5,0.05,0.8,1,0.1,0.6,0.720804465294308,"0.870453535891969, 0.777911780383795, 0.514354566453447, 0.810169264260475, 0.679681190055528, 0.559956303634528, 0.732602531223286, 0.747901836909155, 0.576486520297742, 0.715714285714286, 0.80469387755102, 0.859727891156463"
"68",500,5,0.05,0.7,10,0.1,0.8,0.747643942353945,"0.910793132551528, 0.772032693674485, 0.711984164001422, 0.874080325593135, 0.67936805906108, 0.558709300858152, 0.736538020474969, 0.733585204645441, 0.61830987677488, 0.801292517006803, 0.734149659863946, 0.840884353741497"
"69",50,3,0.1,0.7,1,0,0.6,0.708346007373437,"0.85860374466951, 0.7750516391258, 0.649214307924662, 0.792939960878344, 0.684035840484604, 0.517745141342756, 0.740582765163362, 0.747336794478847, 0.564131690331728, 0.69921768707483, 0.633809523809524, 0.837482993197279"
"70",500,5,0.1,0.6,5,0,0.7,0.751881866389366,"0.916467883795309, 0.758438832622601, 0.687844816098081, 0.881442453306411, 0.66023157496214, 0.57741118753155, 0.724072892558537, 0.722840641354434, 0.637369529409312, 0.777482993197279, 0.842789115646259, 0.836190476190476"
"71",100,3,0.1,0.7,10,0.1,0.6,0.746546894287883,"0.870731165600569, 0.770577914001422, 0.695386349502488, 0.815449899040888, 0.681726400807673, 0.557440213276123, 0.732677592210338, 0.743936114759909, 0.592813953003482, 0.823537414965986, 0.853673469387755, 0.820612244897959"
"72",1000,3,0.01,0.7,5,0.1,0.6,0.752926602198083,"0.877601945628998, 0.778109452736318, 0.682402163290689, 0.824438414941948, 0.680794106511863, 0.579076224129228, 0.732563958216051, 0.735486332645274, 0.626007172494318, 0.816190476190476, 0.833605442176871, 0.868843537414966"
"73",500,5,0.1,0.7,1,0.1,0.8,0.707460321177581,"0.917643923240938, 0.77419487384506, 0.490216329068941, 0.883253407370015, 0.681398283695103, 0.527236086572438, 0.727915598090115, 0.736149788369717, 0.534644815579325, 0.777210884353741, 0.55108843537415, 0.888571428571429"
"74",1000,5,0.1,0.7,10,0,0.7,0.746218841553362,"0.917758306680881, 0.77432591506752, 0.698508017945984, 0.883098813730439, 0.677517667844523, 0.578425511105502, 0.731783740956194, 0.731366735472571, 0.616331185755093, 0.752312925170068, 0.73421768707483, 0.858979591836735"
"75",1000,3,0.05,0.6,10,0,0.8,0.745632995353165,"0.909019633972992, 0.769472947761194, 0.691497312544421, 0.870717125189298, 0.673416203937405, 0.562371434881373, 0.735156064302246, 0.738876170221638, 0.600946602447822, 0.775714285714286, 0.777482993197279, 0.842925170068027"
"76",100,5,0.05,0.6,1,0.1,0.7,0.751999027566583,"0.892612828713575, 0.780406005685856, 0.653075581911869, 0.844590800100959, 0.693013313982837, 0.563840074457345, 0.74180980379892, 0.743944871875065, 0.627225662517462, 0.844013605442177, 0.736666666666667, 0.902789115646259"
"77",500,3,0.05,0.8,10,0,0.7,0.755276755286786,"0.898490804904051, 0.766411247334755, 0.695390236318408, 0.854429581019687, 0.682914247854619, 0.564896201413428, 0.742174266591606, 0.737141010404287, 0.629704760117596, 0.795714285714286, 0.863061224489796, 0.832993197278912"
"78",1000,5,0.01,0.8,5,1,0.6,0.760492772091987,"0.9019789445629, 0.776104966240227, 0.664571117626155, 0.859960247349823, 0.686682862190813, 0.580607963149924, 0.737172285815558, 0.743356060132191, 0.613438001709723, 0.846938775510204, 0.842448979591837, 0.87265306122449"
"79",100,5,0.1,0.7,1,0.1,0.7,0.743056485122255,"0.909172885572139, 0.782217261904762, 0.628360429992893, 0.869134906612822, 0.691024103987885, 0.582270633518425, 0.739435791580659, 0.7299401597131, 0.588727090761244, 0.743945578231292, 0.781020408163265, 0.871428571428571"
"80",100,5,0.05,0.7,1,0,0.6,0.738888684092571,"0.89487828713575, 0.780511504975124, 0.651310967484009, 0.83945766027259, 0.68925574204947, 0.507631877839475, 0.740271053564354, 0.733406517795709, 0.5850426388107, 0.824353741496599, 0.745850340136054, 0.87469387755102"
"81",500,5,0.01,0.6,5,0,0.8,0.760352149690726,"0.884401652452026, 0.782177283226724, 0.695591240227434, 0.832658695103483, 0.686876892983342, 0.587609635285209, 0.743721773941327, 0.743592502241404, 0.642017889535247, 0.813265306122449, 0.835102040816327, 0.877210884353742"
"82",500,5,0.01,0.7,5,1,0.7,0.756765050933781,"0.883800861762616, 0.780659203980099, 0.68163868159204, 0.831322564361434, 0.691863326602726, 0.587344617617365, 0.737696461708471, 0.743921102562499, 0.61735555972561, 0.834897959183673, 0.805510204081633, 0.885170068027211"
"83",1000,5,0.01,0.7,5,0,0.7,0.752281461226992,"0.903191631130064, 0.777091106965174, 0.695515169687278, 0.860597551741545, 0.691782874810702, 0.562612790257446, 0.738294030566502, 0.73695252392569, 0.602088154959238, 0.830952380952381, 0.769931972789116, 0.858367346938775"
"84",50,3,0.1,0.7,1,0,0.8,0.716611260620313,"0.862609941364606, 0.773140436211798, 0.459527141080313, 0.79258266027259, 0.691719775365977, 0.56176883518425, 0.73826275515523, 0.735291591084423, 0.624874168595317, 0.769353741496599, 0.739047619047619, 0.851156462585034"
"85",100,5,0.05,0.6,10,0.1,0.6,0.743559353323024,"0.869376332622601, 0.781373267590618, 0.689366226901208, 0.81549880111055, 0.688509591115598, 0.548892604745078, 0.741843372740352, 0.745337670190363, 0.585031379662643, 0.768571428571428, 0.84578231292517, 0.84312925170068"
"86",100,3,0.1,0.8,10,1,0.8,0.752970000867841,"0.873971659559346, 0.768773320895522, 0.707644256396588, 0.817973876829884, 0.679800290257446, 0.578707881120646, 0.735750088613665, 0.736814912116094, 0.617054064760952, 0.843163265306122, 0.813673469387755, 0.862312925170068"
"87",50,3,0.05,0.6,5,0.1,0.6,0.724222793304698,"0.836816475657427, 0.772200382018479, 0.606593705579247, 0.760431126956083, 0.677678571428571, 0.553349003028773, 0.726914784929422, 0.739288380142199, 0.602435103521611, 0.81921768707483, 0.738061224489796, 0.857687074829932"
"88",100,3,0.1,0.8,5,0,0.6,0.74999235407326,"0.87544420753376, 0.770436878109453, 0.62099269278607, 0.818648252145381, 0.675005521201413, 0.596971226653205, 0.723794541398219, 0.740003753049353, 0.6150057338254, 0.851292517006803, 0.852108843537415, 0.860204081632653"
"89",1000,3,0.01,0.6,5,0,0.7,0.752728075523427,"0.877269900497512, 0.77779184434968, 0.697230366027008, 0.823200088339223, 0.682704442200909, 0.580252240030288, 0.733676945851838, 0.735580158879089, 0.614826838472926, 0.823741496598639, 0.834013605442177, 0.852448979591837"
"90",50,5,0.01,0.6,1,0.1,0.6,0.714383471081688,"0.847095437988628, 0.778840174129353, 0.603038934790334, 0.776661092882383, 0.686142573195356, 0.55947595911156, 0.734915660640937, 0.744380017097225, 0.6080381977023, 0.688027210884354, 0.677891156462585, 0.868095238095238"
"91",50,5,0.01,0.7,10,0,0.6,0.701367788797596,"0.838324560234542, 0.775298174307036, 0.61319796108742, 0.767499842251388, 0.673752208480565, 0.523915478293791, 0.7389777110569, 0.739132211588582, 0.607879944121265, 0.617585034013605, 0.656292517006803, 0.864557823129252"
"92",100,5,0.05,0.6,5,0.1,0.6,0.751090836127135,"0.880835776474769, 0.783207844705046, 0.689528362651031, 0.826490724381625, 0.69056663301363, 0.566995835436648, 0.735977773607723, 0.741464940263964, 0.64802214299118, 0.84530612244898, 0.757278911564626, 0.847414965986395"
"93",500,5,0.05,0.7,10,0,0.6,0.75646196674258,"0.910553260483298, 0.781930748045487, 0.699128242714996, 0.872766279656739, 0.675283947501262, 0.560902795305401, 0.73908008590313, 0.748654531807093, 0.623665478201038, 0.806122448979592, 0.829863945578231, 0.829591836734694"
"94",500,3,0.05,0.7,5,0,0.7,0.744743556040528,"0.902962864250178, 0.768175861762616, 0.639045842217484, 0.859630552751136, 0.669026060070671, 0.585084868753155, 0.728280477888284, 0.730268343028711, 0.622883175913763, 0.779931972789116, 0.797687074829932, 0.853945578231292"
"95",50,3,0.01,0.6,5,0,0.7,0.713209404782024,"0.82124255952381, 0.772625710732054, 0.553036158493248, 0.745059313478041, 0.676089254164563, 0.515337897526502, 0.73262150497279, 0.734276391234545, 0.600673046850566, 0.788095238095238, 0.78343537414966, 0.836020408163265"
"96",1000,3,0.01,0.7,1,0.1,0.8,0.748477274391911,"0.884658182302772, 0.781760838663824, 0.650899520255864, 0.834300858152448, 0.684882950530035, 0.572804928066633, 0.739409103229707, 0.743243051646129, 0.604733846250078, 0.779659863945578, 0.821224489795918, 0.884149659863946"
"97",100,5,0.01,0.7,5,0.1,0.8,0.724547358577584,"0.848610185678749, 0.775716284648188, 0.564411758173419, 0.782365282685512, 0.688588465421504, 0.505816980060576, 0.737672275390421, 0.744526594524718, 0.603391088592815, 0.822040816326531, 0.748299319727891, 0.87312925170068"
