"","n.trees","max_depth","min_samples_split","mean_ROC_AUC","fold_ROC_AUC"
"1",250,3,5,0.738349575436585,NA
"2",500,3,5,0.739012317053188,NA
"3",750,3,5,0.74163972310872,NA
"4",900,3,5,0.738774583028663,NA
"5",1000,3,5,0.739222583131067,NA
"6",50,4,5,0.734887299363536,NA
"7",100,4,5,0.738925003917374,NA
"8",250,4,5,0.737144314536497,NA
"9",500,4,5,0.740922626509777,NA
"10",750,4,5,0.738650242976842,NA
"11",900,4,5,0.73780087259154,NA
"12",1000,4,5,0.739169433442655,NA
"13",50,5,5,0.732642747680529,NA
"14",100,5,5,0.731658352869203,NA
"15",250,5,5,0.740222435032549,NA
"16",900,5,5,0.740312714853485,NA
"17",1000,5,5,0.73788820767094,NA
"18",50,6,5,0.736846329125254,NA
"19",100,6,5,0.740476911868532,NA
"20",250,6,5,0.740604290863566,NA
"21",500,6,5,0.74088151464594,NA
"22",750,6,5,0.740783756371315,NA
"23",900,6,5,0.741432926897991,NA
"24",50,3,10,0.731598652698815,NA
"25",100,3,10,0.735282049468926,NA
"26",250,3,10,0.736910118935586,NA
"27",500,3,10,0.74121633449058,NA
"28",900,3,10,0.73799280153468,NA
"29",1000,3,10,0.738729307774302,NA
"30",50,4,10,0.73574572833605,NA
"31",100,4,10,0.735180948762051,NA
"32",250,4,10,0.735661720014049,NA
"33",500,4,10,0.73856444713977,NA
"34",750,4,10,0.740063326606759,NA
"35",900,4,10,0.740671104355472,NA
"36",1000,4,10,0.737906823550694,NA
"37",50,5,10,0.736288463815766,NA
"38",100,5,10,0.740118574278479,NA
"39",250,5,10,0.736826842643235,NA
"40",500,5,10,0.739459296788096,NA
"41",750,5,10,0.737190393481219,NA
"42",1000,5,10,0.739752421174662,NA
"43",50,6,10,0.736760598028022,NA
"44",250,6,10,0.73790949627842,NA
"45",500,6,10,0.741139749690024,NA
"46",750,6,10,0.739776608992513,NA
"47",1000,6,10,0.738590149919707,NA
"48",50,3,15,0.736584948562808,NA
"49",100,3,15,0.738744411294658,NA
"50",250,3,15,0.742435033797569,NA
"51",500,3,15,0.736940465281641,NA
"52",750,3,15,0.739657211769512,NA
"53",1000,3,15,0.739844400285453,NA
"54",100,4,15,0.743287858516402,NA
"55",250,4,15,0.73920248878744,NA
"56",500,4,15,0.738510878448533,NA
"57",750,4,15,0.741329508738495,NA
"58",900,4,15,0.738020999533548,NA
"59",1000,4,15,0.741138470840942,NA
"60",50,5,15,0.739309422166488,NA
"61",100,5,15,0.738274354925167,NA
"62",250,5,15,0.741601907858404,NA
"63",500,5,15,0.740491333922264,NA
"64",900,5,15,0.737604129289613,NA
"65",1000,5,15,0.738780618024545,NA
"66",50,6,15,0.7401515861024,NA
"67",100,6,15,0.737121708920334,NA
"68",250,6,15,0.735772454804896,NA
"69",500,6,15,0.733983586027288,NA
"70",750,6,15,0.738120499358666,NA
"71",900,6,15,0.737526052391813,NA
"72",1000,6,15,0.740082334105717,NA
"73",250,3,17,0.739243428365341,NA
"74",500,3,17,0.73607673237423,NA
"75",750,3,17,0.739559865798654,NA
"76",900,3,17,0.740756765311846,NA
"77",1000,3,17,0.738886027782578,NA
"78",50,4,17,0.738018667133979,NA
"79",100,4,17,0.736071400356612,NA
"80",500,4,17,0.738547157824667,NA
"81",750,4,17,0.739291078544603,NA
"82",1000,4,17,0.737456947848152,NA
"83",50,5,17,0.738516728209832,NA
"84",100,5,17,0.735640405321504,NA
"85",250,5,17,0.741615792018783,NA
"86",500,5,17,0.740814353396461,NA
"87",750,5,17,0.740984785794993,NA
"88",900,5,17,0.737851164401435,NA
"89",1000,5,17,0.739391896722787,NA
"90",50,6,17,0.735577482869624,NA
"91",100,6,17,0.740898326301954,NA
"92",250,6,17,0.739179817998162,NA
"93",500,6,17,0.738201013016289,NA
"94",750,6,17,0.73611871578754,NA
"95",1000,6,17,0.739917644058381,NA
"96",100,3,20,0.743482928954529,NA
"97",250,3,20,0.737465524557801,NA
"98",500,3,20,0.741239505829858,NA
"99",750,3,20,0.741687844125545,NA
"100",900,3,20,0.739643393196925,NA
"101",1000,3,20,0.740499902360894,NA
"102",100,4,20,0.738030972036932,NA
"103",500,4,20,0.739922945611345,NA
"104",750,4,20,0.740797673654412,NA
"105",900,4,20,0.739348158448726,NA
"106",1000,4,20,0.739648932146531,NA
"107",50,5,20,0.737162421810809,NA
"108",100,5,20,0.739302441715823,NA
"109",250,5,20,0.744128393384894,NA
"110",500,5,20,0.740611687231788,NA
"111",750,5,20,0.738374349915508,NA
"112",900,5,20,0.739342725080173,NA
"113",1000,5,20,0.737570411273431,NA
"114",50,6,20,0.733627476679149,NA
"115",100,6,20,0.735318925023582,NA
"116",250,6,20,0.738894574515901,NA
"117",500,6,20,0.739550349743528,NA
"118",750,6,20,0.736288857666876,NA
"119",900,6,20,0.740371013008358,NA
"120",1000,6,20,0.739699304623276,NA
