"","n.trees","max_depth","min_samples_split","mean_ROC_AUC","fold_ROC_AUC"
"1",250,3,5,0.716280341510914,NA
"2",500,3,5,0.714605291042758,NA
"3",750,3,5,0.712598298266615,NA
"4",900,3,5,0.717513132246822,NA
"5",1000,3,5,0.718036860066178,NA
"6",50,4,5,0.712643241534433,NA
"7",100,4,5,0.714988372816184,NA
"8",250,4,5,0.719698719591028,NA
"9",500,4,5,0.717376905995421,NA
"10",750,4,5,0.719233515656744,NA
"11",900,4,5,0.718922872662937,NA
"12",1000,4,5,0.719495551564108,NA
"13",50,5,5,0.706755080761304,NA
"14",100,5,5,0.716549003096993,NA
"15",250,5,5,0.712697074928837,NA
"16",900,5,5,0.719552445267428,NA
"17",1000,5,5,0.717945038623825,NA
"18",50,6,5,0.711628992056681,NA
"19",100,6,5,0.719704624415971,NA
"20",250,6,5,0.719087953362278,NA
"21",500,6,5,0.717714189545795,NA
"22",750,6,5,0.718961354822572,NA
"23",900,6,5,0.717152915722084,NA
"24",50,3,10,0.708264472723864,NA
"25",100,3,10,0.713935102794538,NA
"26",250,3,10,0.710331090820743,NA
"27",500,3,10,0.715893902570994,NA
"28",900,3,10,0.719783897568069,NA
"29",1000,3,10,0.717917360541573,NA
"30",50,4,10,0.718323443430789,NA
"31",100,4,10,0.7187840613205,NA
"32",250,4,10,0.716947294843431,NA
"33",500,4,10,0.717503770873734,NA
"34",750,4,10,0.718477679651037,NA
"35",900,4,10,0.717365693988038,NA
"36",1000,4,10,0.717961134444684,NA
"37",50,5,10,0.717740546325896,NA
"38",100,5,10,0.722354565019694,NA
"39",250,5,10,0.714689729767627,NA
"40",500,5,10,0.718110947230254,NA
"41",750,5,10,0.716479837696596,NA
"42",1000,5,10,0.715806089373906,NA
"43",50,6,10,0.718418218377528,NA
"44",250,6,10,0.715801140510252,NA
"45",500,6,10,0.719954971828754,NA
"46",750,6,10,0.718694261453601,NA
"47",1000,6,10,0.720933395512096,NA
"48",50,3,15,0.721050012564661,NA
"49",100,3,15,0.726083125212466,NA
"50",250,3,15,0.717901909149628,NA
"51",500,3,15,0.709682387462473,NA
"52",750,3,15,0.720239388762989,NA
"53",1000,3,15,0.718252112322392,NA
"54",100,4,15,0.714794733586267,NA
"55",250,4,15,0.71603019183756,NA
"56",500,4,15,0.717255328293866,NA
"57",750,4,15,0.719481563413882,NA
"58",900,4,15,0.716735186200066,NA
"59",1000,4,15,0.717492576916077,NA
"60",50,5,15,0.711948688971939,NA
"61",100,5,15,0.71742914107392,NA
"62",250,5,15,0.71770257291613,NA
"63",500,5,15,0.715881000152034,NA
"64",900,5,15,0.716495804392356,NA
"65",1000,5,15,0.716213302545745,NA
"66",50,6,15,0.715668875889881,NA
"67",100,6,15,0.718604649816329,NA
"68",250,6,15,0.719536300986242,NA
"69",500,6,15,0.721341936738769,NA
"70",750,6,15,0.716364445815565,NA
"71",900,6,15,0.719480476265846,NA
"72",1000,6,15,0.719658674302988,NA
"73",250,3,17,0.7171793557323,NA
"74",500,3,17,0.7171493065346,NA
"75",750,3,17,0.718316789989531,NA
"76",900,3,17,0.720113568170541,NA
"77",1000,3,17,0.720803878575096,NA
"78",50,4,17,0.714955036933836,NA
"79",100,4,17,0.722826419739458,NA
"80",500,4,17,0.718527143701106,NA
"81",750,4,17,0.718951746229516,NA
"82",1000,4,17,0.719505071299634,NA
"83",50,5,17,0.710951951283038,NA
"84",100,5,17,0.715588490483629,NA
"85",250,5,17,0.718604897516642,NA
"86",500,5,17,0.716352599930844,NA
"87",750,5,17,0.718583172148194,NA
"88",900,5,17,0.719104340183059,NA
"89",1000,5,17,0.721527023286733,NA
"90",50,6,17,0.713442762531653,NA
"91",100,6,17,0.717576046190479,NA
"92",250,6,17,0.715761384514035,NA
"93",500,6,17,0.709695952440272,NA
"94",750,6,17,0.717693765600073,NA
"95",1000,6,17,0.721040720052277,NA
"96",100,3,20,0.71478679375785,NA
"97",250,3,20,0.718848714862796,NA
"98",500,3,20,0.716339960571804,NA
"99",750,3,20,0.717265939381089,NA
"100",900,3,20,0.716066959124142,NA
"101",1000,3,20,0.717053069657638,NA
"102",100,4,20,0.715342906890635,NA
"103",500,4,20,0.716878497069164,NA
"104",750,4,20,0.72024167334568,NA
"105",900,4,20,0.719229335361361,NA
"106",1000,4,20,0.714185016739906,NA
"107",50,5,20,0.709346011897792,NA
"108",100,5,20,0.719702644400638,NA
"109",250,5,20,0.719327483482768,NA
"110",500,5,20,0.720546419467991,NA
"111",750,5,20,0.7186707802482,NA
"112",900,5,20,0.718442676957144,NA
"113",1000,5,20,0.720324665385681,NA
"114",50,6,20,0.711901673510914,NA
"115",100,6,20,0.709855062830463,NA
"116",250,6,20,0.72502652584016,NA
"117",500,6,20,0.71727815499214,NA
"118",750,6,20,0.719512977740074,NA
"119",900,6,20,0.717178373865148,NA
"120",1000,6,20,0.716669057653601,NA
