"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","mean_ROC_AUC","fold_ROC_AUC"
"79",500,3,0.05,0.6,10,1,0.7,0.74825110763582,NA
"80",1000,5,0.05,0.6,10,1,0.7,0.740110342984335,NA
"81",100,5,0.1,0.6,10,1,0.7,0.746739637810159,NA
"82",50,3,0.01,0.7,10,1,0.7,0.744436525089792,NA
"83",500,5,0.05,0.7,10,1,0.7,0.739641315968836,NA
"84",100,5,0.05,0.8,10,1,0.7,0.74686405535773,NA
"85",500,5,0.1,0.8,10,1,0.7,0.735531182534808,NA
"86",1000,5,0.1,0.8,10,1,0.7,0.730545221517598,NA
"87",100,3,0.1,0.6,1,0,0.8,0.744019361231985,NA
"88",50,3,0.01,0.7,1,0,0.8,0.739199839416534,NA
"89",500,3,0.01,0.7,1,0,0.8,0.744862595923482,NA
"90",100,5,0.01,0.7,1,0,0.8,0.741521509394967,NA
"91",50,3,0.1,0.7,1,0,0.8,0.74737019213006,NA
"92",500,5,0.01,0.6,5,0,0.8,0.746179595069851,NA
"93",100,5,0.1,0.7,5,0,0.8,0.731704701816366,NA
"94",500,3,0.05,0.8,5,0,0.8,0.741844917861276,NA
"95",1000,5,0.01,0.6,10,0,0.8,0.742916571695969,NA
"96",100,3,0.05,0.6,10,0,0.8,0.752472832720441,NA
"97",1000,3,0.05,0.6,10,0,0.8,0.741360654520684,NA
"98",1000,5,0.05,0.6,10,0,0.8,0.733947335614142,NA
"99",50,5,0.1,0.6,10,0,0.8,0.745132847184459,NA
"100",1000,3,0.05,0.7,10,0,0.8,0.740913391257033,NA
"101",50,5,0.05,0.8,10,0,0.8,0.742189432289653,NA
"102",100,5,0.05,0.8,10,0,0.8,0.745201133579408,NA
"103",1000,3,0.01,0.7,1,0.1,0.8,0.746137399638432,NA
"104",500,5,0.1,0.7,1,0.1,0.8,0.731182081338696,NA
"105",500,3,0.01,0.6,5,0.1,0.8,0.746060776105455,NA
"106",500,5,0.05,0.6,5,0.1,0.8,0.74250562773239,NA
"107",100,5,0.01,0.7,5,0.1,0.8,0.739441372983614,NA
"108",500,3,0.1,0.7,5,0.1,0.8,0.733922269377968,NA
"109",500,5,0.05,0.7,10,0.1,0.8,0.740640990986827,NA
"110",500,3,0.05,0.8,10,0.1,0.8,0.743449165519941,NA
"111",100,5,0.05,0.8,1,1,0.8,0.743847393328812,NA
"112",500,5,0.1,0.8,1,1,0.8,0.731047747670534,NA
"113",500,5,0.05,0.7,5,1,0.8,0.737737813546744,NA
"114",100,3,0.1,0.7,5,1,0.8,0.746291677405371,NA
"115",50,3,0.05,0.6,10,1,0.8,0.748036583467156,NA
"116",100,3,0.1,0.7,10,1,0.8,0.748136868060103,NA
"117",100,5,0.05,0.8,10,1,0.8,0.741806905414054,NA
"118",100,3,0.1,0.8,10,1,0.8,0.743520963902325,NA
