"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","mean_ROC_AUC","fold_ROC_AUC"
"75",1000,3,0.05,0.6,10,0,0.8,0.724285039456566,"0.629014084507042, 0.87512424749646, 0.591007532956686, 0.816504540176277, 0.709774792146365"
"76",100,5,0.05,0.6,1,0.1,0.7,0.736097355982893,"0.623661971830986, 0.869076903699275, 0.616890301318267, 0.822447697550018, 0.748409905515919"
"77",500,3,0.05,0.8,10,0,0.7,0.732807654072606,"0.654366197183099, 0.869551889548339, 0.599346751412429, 0.816725362167101, 0.724048070052063"
"78",1000,5,0.01,0.8,5,1,0.6,0.73217692406726,"0.627042253521127, 0.867460737791119, 0.609092514124294, 0.821000932782547, 0.736288182117215"
"79",100,5,0.1,0.7,1,0.1,0.7,0.742137402264237,"0.684788732394366, 0.867047970535702, 0.607126883239171, 0.818103595971902, 0.733619829180042"
"80",100,5,0.05,0.7,1,0,0.6,0.739508078746836,"0.654084507042254, 0.871137704923008, 0.604193149717514, 0.820479336011117, 0.747645696040289"
"81",500,5,0.01,0.6,5,0,0.8,0.7385676151315,"0.656338028169014, 0.871592962925306, 0.606650188323917, 0.819142982239059, 0.739113914000204"
"82",500,5,0.01,0.7,5,1,0.7,0.730544189273434,"0.624225352112676, 0.871344088550717, 0.604190207156309, 0.814745578801089, 0.738215719746379"
"83",1000,5,0.01,0.7,5,0,0.7,0.731567461179853,"0.630985915492958, 0.872366901529212, 0.600464924670433, 0.821370238525823, 0.732649325680841"
"84",50,3,0.1,0.7,1,0,0.8,0.749772883977803,"0.710704225352113, 0.869225621313359, 0.607106285310735, 0.811168643277303, 0.750659644635505"
"85",100,5,0.05,0.6,10,0.1,0.6,0.729939318375926,"0.647887323943662, 0.872888930705179, 0.601247645951036, 0.796413546286954, 0.731259144992797"
"86",100,3,0.1,0.8,10,1,0.8,0.741237832610917,"0.68112676056338, 0.872008765234071, 0.604402071563089, 0.813858483562087, 0.73479308213196"
"87",50,3,0.05,0.6,5,0.1,0.6,0.745420002608127,"0.68169014084507, 0.854553414662646, 0.611184675141243, 0.823488987455027, 0.756182794936651"
"88",100,3,0.1,0.8,5,0,0.6,0.745978405755875,"0.711549295774648, 0.872937491558758, 0.604322622410546, 0.812088100359788, 0.728994518675635"
"89",1000,3,0.01,0.6,5,0,0.7,0.747752825401154,"0.710985915492958, 0.873800964236449, 0.602930790960452, 0.817189849802973, 0.733856606512936"
"90",50,5,0.01,0.6,1,0.1,0.6,0.750201824765009,"0.706478873239437, 0.858955759544863, 0.608121468926554, 0.81993108830976, 0.75752193380443"
"91",50,5,0.01,0.7,10,0,0.6,0.746898952768256,"0.705070422535211, 0.862350466715329, 0.590530838041431, 0.813970798195351, 0.762572238353958"
"92",100,5,0.05,0.6,5,0.1,0.6,0.749824056879846,"0.707887323943662, 0.868225571234978, 0.604160781544256, 0.826190249566922, 0.742656358109411"
"93",500,5,0.05,0.7,10,0,0.6,0.733048817779624,"0.629295774647887, 0.88067839512449, 0.606470692090396, 0.815864917858027, 0.732934309177319"
"94",500,3,0.05,0.7,5,0,0.7,0.727023510740711,"0.624788732394366, 0.864832381591187, 0.6046315913371, 0.816873845919552, 0.72399100246135"
"95",50,3,0.01,0.6,5,0,0.7,0.750531703560282,"0.709295774647887, 0.862676734950309, 0.608145009416196, 0.81794369039234, 0.754597308394678"
"96",1000,3,0.01,0.7,1,0.1,0.8,0.743435889980779,"0.683098591549296, 0.873838902403307, 0.609422080979284, 0.812560202547067, 0.73825967242494"
"97",100,5,0.01,0.7,5,0.1,0.8,0.755453236038449,"0.738028169014085, 0.868723319984157, 0.59994997645951, 0.820319430431555, 0.750245284302939"
"98",50,3,0.01,0.7,1,0,0.8,0.750832608651389,"0.722253521126761, 0.863707135562175, 0.605776247645951, 0.810129257010146, 0.752296881911913"
"99",1000,5,0.05,0.6,10,1,0.7,0.726736430758347,"0.632394366197183, 0.871562612391819, 0.591172316384181, 0.819721688146047, 0.718831170672504"
"100",100,5,0.1,0.8,5,0.1,0.7,0.751463191932391,"0.725070422535211, 0.877886146043732, 0.604166666666667, 0.827538025166092, 0.722654699250252"
"101",50,3,0.1,0.8,10,1,0.6,0.749735998830472,"0.710422535211268, 0.864414302992411, 0.611531897363465, 0.811947231158744, 0.750364027426471"
"102",500,5,0.1,0.8,10,1,0.7,0.726891595004854,"0.625070422535211, 0.880775516831647, 0.59175200094162, 0.8165273838305, 0.720332650885292"
"103",500,3,0.05,0.7,10,0.1,0.6,0.732187747041689,"0.654084507042254, 0.874426185226271, 0.596457156308851, 0.809959833241324, 0.726011053389744"
"104",1000,5,0.01,0.6,10,0,0.8,0.727545909444611,"0.62, 0.875027125789304, 0.594662193973635, 0.816854809541033, 0.731185417919082"
"105",1000,5,0.05,0.8,1,0,0.6,0.728628914070679,"0.634084507042253, 0.863304232230142, 0.594520951035782, 0.822314442900383, 0.728920437144834"
"106",100,5,0.1,0.7,5,0,0.8,0.72760796097022,"0.623661971830986, 0.86362291283175, 0.597398775894539, 0.814231596581066, 0.739124547712759"
"107",1000,3,0.1,0.6,5,0,0.6,0.723178139386007,"0.634929577464789, 0.875890598466995, 0.583821798493409, 0.799920047210219, 0.721328675294625"
"108",500,5,0.05,0.6,1,0.1,0.7,0.728971187455026,"0.626760563380282, 0.86844713012943, 0.602618879472693, 0.825074717785688, 0.721954646507038"
"109",50,3,0.01,0.6,1,1,0.6,0.751864899061186,"0.72169014084507, 0.861249501113106, 0.599658662900188, 0.821726218804135, 0.754999971643433"
"110",100,5,0.01,0.8,1,1,0.7,0.750951202855214,"0.709295774647887, 0.860146259220871, 0.606909133709981, 0.824155260703204, 0.754249585994125"
"111",100,5,0.05,0.8,10,1,0.7,0.738989397464984,"0.652112676056338, 0.869609555561963, 0.614403837099812, 0.815389008395043, 0.743431910211767"
"112",1000,5,0.1,0.8,10,1,0.7,0.722528551923507,"0.622253521126761, 0.873764543596265, 0.584139595103578, 0.818198777864499, 0.714286321926432"
"113",500,3,0.05,0.8,10,0.1,0.8,0.727245087292118,"0.626197183098592, 0.875907291260412, 0.59030131826742, 0.82316727265805, 0.720652371176117"
"114",100,5,0.05,0.8,10,1,0.8,0.729324575442992,"0.626760563380282, 0.869070833592577, 0.598864171374765, 0.804363137956635, 0.747564170910699"
"115",50,5,0.05,0.8,10,0,0.8,0.750366497477025,"0.708169014084507, 0.866037297770602, 0.604204919962335, 0.820945727284841, 0.75247552828284"
"116",1000,5,0.05,0.7,1,0,0.7,0.729062838077824,"0.627323943661972, 0.865931070903399, 0.593026129943503, 0.82175096609621, 0.737282079784036"
"117",500,5,0.05,0.7,5,1,0.8,0.725196834365289,"0.623380281690141, 0.862669906080274, 0.592914312617702, 0.818019835906417, 0.728999835531912"
"118",500,3,0.1,0.6,10,0.1,0.6,0.72852479943895,"0.63943661971831, 0.874294160405604, 0.592578860640301, 0.817269802592755, 0.719044553837778"
"119",100,5,0.01,0.7,1,0,0.8,0.75313152561256,"0.709295774647887, 0.862686598873692, 0.610540254237288, 0.828387047648055, 0.754747952655876"
"120",100,3,0.1,0.7,10,1,0.8,0.744898557276008,"0.706197183098592, 0.870611123167017, 0.59752236346516, 0.80898136338543, 0.741180753263841"
