"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"1",500,3,0.005,5,0.790796497864901,NA
"2",750,3,0.005,5,0.790315512061625,NA
"3",1000,3,0.005,5,0.791274275323695,NA
"4",50,4,0.005,5,0.78774276499154,NA
"5",100,4,0.005,5,0.783302580780086,NA
"6",1000,4,0.005,5,0.791388191117976,NA
"7",50,5,0.005,5,0.783753954648256,NA
"8",100,5,0.005,5,0.784253277869953,NA
"9",500,5,0.005,5,0.791804329913108,NA
"10",750,5,0.005,5,0.7915379819564,NA
"11",250,6,0.005,5,0.791099264371469,NA
"12",500,6,0.005,5,0.789927822066832,NA
"13",750,6,0.005,5,0.791309580725283,NA
"14",1000,6,0.005,5,0.790570888747954,NA
"15",50,3,0.01,5,0.785802204199082,NA
"16",100,3,0.01,5,0.787374731804526,NA
"17",250,3,0.01,5,0.792047395494415,NA
"18",1000,3,0.01,5,0.788480771537947,NA
"19",50,4,0.01,5,0.783883746601461,NA
"20",100,4,0.01,5,0.788040701489296,NA
"21",500,4,0.01,5,0.790168134517563,NA
"22",750,4,0.01,5,0.791668218517105,NA
"23",50,5,0.01,5,0.788542863030723,NA
"24",100,5,0.01,5,0.789221766295132,NA
"25",250,5,0.01,5,0.78992404475388,NA
"26",500,5,0.01,5,0.78850138041528,NA
"27",750,5,0.01,5,0.790888856291456,NA
"28",1000,5,0.01,5,0.78738409701744,NA
"29",50,6,0.01,5,0.787789428567326,NA
"30",500,6,0.01,5,0.789899284679083,NA
"31",100,3,0.005,10,0.785048399399638,NA
"32",250,3,0.005,10,0.786742082516449,NA
"33",500,3,0.005,10,0.792363271262582,NA
"34",750,3,0.005,10,0.790123706913306,NA
"35",1000,3,0.005,10,0.790861221920834,NA
"36",1000,4,0.005,10,0.792344669633962,NA
"37",100,5,0.005,10,0.786254486367606,NA
"38",250,5,0.005,10,0.789901506630087,NA
"39",500,5,0.005,10,0.791468070329271,NA
"40",50,6,0.005,10,0.784454012574077,NA
"41",250,6,0.005,10,0.78951710090158,NA
"42",500,6,0.005,10,0.791683759596929,NA
"43",750,6,0.005,10,0.79096867032002,NA
"44",1000,6,0.005,10,0.788905130232183,NA
"45",100,3,0.01,10,0.78731476126729,NA
"46",500,3,0.01,10,0.790162930733122,NA
"47",1000,3,0.01,10,0.78941319568155,NA
"48",50,4,0.01,10,0.786610653974869,NA
"49",250,4,0.01,10,0.790112760949179,NA
"50",500,4,0.01,10,0.788792012895231,NA
"51",1000,4,0.01,10,0.787850270675236,NA
"52",50,5,0.01,10,0.78409593616119,NA
"53",100,5,0.01,10,0.788345786104101,NA
"54",250,5,0.01,10,0.79165567648386,NA
"55",750,5,0.01,10,0.788574031811906,NA
"56",1000,5,0.01,10,0.788423807823849,NA
"57",50,6,0.01,10,0.784748816721498,NA
"58",100,6,0.01,10,0.785779080015266,NA
"59",250,6,0.01,10,0.792338666466229,NA
"60",500,6,0.01,10,0.791766116320849,NA
"61",1000,6,0.01,10,0.788184587634134,NA
"62",50,3,0.005,15,0.781952095216054,NA
"63",250,3,0.005,15,0.788368093631824,NA
"64",750,3,0.005,15,0.789158975548247,NA
"65",1000,3,0.005,15,0.790408204293613,NA
"66",50,4,0.005,15,0.784056909631986,NA
"67",250,4,0.005,15,0.787979235491956,NA
"68",50,5,0.005,15,0.782797197215455,NA
"69",100,5,0.005,15,0.786266873189891,NA
"70",500,5,0.005,15,0.790043068181272,NA
"71",1000,5,0.005,15,0.792102365408586,NA
"72",50,6,0.005,15,0.786450447710354,NA
"73",100,6,0.005,15,0.786106191901536,NA
"74",250,6,0.005,15,0.789093788597565,NA
"75",500,6,0.005,15,0.790410209315268,NA
"76",1000,6,0.005,15,0.790767531066355,NA
"77",50,3,0.01,15,0.786108872134063,NA
"78",750,3,0.01,15,0.788178231487928,NA
"79",1000,4,0.01,15,0.789929250880402,NA
"80",50,5,0.01,15,0.785869688086231,NA
"81",250,5,0.01,15,0.791890619026997,NA
"82",500,5,0.01,15,0.790090836833863,NA
"83",750,5,0.01,15,0.788092435433682,NA
"84",250,6,0.01,15,0.790222521213156,NA
"85",500,6,0.01,15,0.791269770859344,NA
"86",750,6,0.01,15,0.78838357517686,NA
"87",100,3,0.005,20,0.785088464630108,NA
"88",1000,3,0.005,20,0.789757825153898,NA
"89",100,4,0.005,20,0.786890204231228,NA
"90",250,4,0.005,20,0.789965396284507,NA
"91",750,4,0.005,20,0.78991399924802,NA
"92",1000,4,0.005,20,0.790756633961581,NA
"93",50,5,0.005,20,0.783489172974497,NA
"94",100,5,0.005,20,0.786754263322336,NA
"95",250,5,0.005,20,0.787318461143413,NA
"96",750,5,0.005,20,0.790866193167167,NA
"97",50,6,0.005,20,0.785393984369321,NA
"98",100,6,0.005,20,0.785196153178825,NA
