"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","ROC_AUC_valid"
"32",1000,3,0.01,0.7,10,0.1,0.7,0.791429993582018
"33",100,5,0.01,0.7,5,0.1,0.8,0.780346170897573
"34",50,3,0.1,0.7,1,0.1,0.7,0.787114661007319
"35",500,3,0.01,0.8,5,1,0.6,0.76939638960511
"36",500,5,0.05,0.6,10,0,0.6,0.781438908334894
"37",50,5,0.01,0.6,10,1,0.6,0.747973374177946
"38",1000,3,0.01,0.6,5,1,0.7,0.784144543835136
"39",500,5,0.05,0.6,5,1,0.7,0.785553779006957
"40",1000,5,0.1,0.8,10,1,0.6,0.791193920682707
"41",100,3,0.1,0.6,10,1,0.6,0.787409952193237
"42",500,5,0.1,0.8,1,1,0.8,0.777399260891763
"43",50,3,0.1,0.7,1,0.1,0.7,0.754685046742434
"44",50,3,0.01,0.7,10,1,0.7,0.755625337104098
"45",100,3,0.05,0.8,5,0,0.6,0.789075666565835
"46",500,5,0.05,0.7,10,0.1,0.7,0.787609613848756
"47",500,3,0.05,0.6,10,1,0.7,0.783765226702006
"48",1000,3,0.01,0.8,10,0.1,0.7,0.79048410149054
"49",50,5,0.05,0.6,5,1,0.6,0.776099659574877
"50",500,5,0.05,0.7,10,1,0.7,0.786699732877513
"51",500,3,0.05,0.7,5,0,0.6,0.796613194154355
"52",1000,5,0.05,0.6,10,0,0.8,0.79511593179974
"53",100,5,0.1,0.6,10,0,0.6,0.7659637295997
"54",50,3,0.01,0.6,1,0.1,0.6,0.749619882619753
"55",100,3,0.1,0.6,1,0,0.8,0.785980710843509
"56",50,5,0.05,0.7,1,0,0.7,0.768854622307369
"57",1000,5,0.1,0.6,10,0.1,0.6,0.750867867997638
"58",1000,3,0.05,0.6,10,1,0.6,0.780300956935502
"59",500,5,0.05,0.6,5,0.1,0.8,0.780034474645771
"60",50,5,0.05,0.8,5,0.1,0.6,0.781010776127668
"61",100,3,0.1,0.8,1,0.1,0.7,0.787251503264208
"62",50,3,0.01,0.8,1,0,0.6,0.723590644791111
"63",50,3,0.05,0.8,10,0,0.6,0.778335950141404
"64",500,3,0.01,0.7,5,0.1,0.7,0.784432632797008
"65",50,3,0.01,0.6,10,0.1,0.6,0.758322570009619
"66",100,5,0.01,0.6,5,0.1,0.6,0.766636737424517
"67",50,5,0.05,0.8,1,0.1,0.6,0.787137468050134
"68",500,5,0.05,0.7,10,0.1,0.8,0.791772499347799
"69",50,3,0.1,0.7,1,0,0.6,0.776158077614367
"70",500,5,0.1,0.6,5,0,0.7,0.77141741369735
"71",100,3,0.1,0.7,10,0.1,0.6,0.789140886705815
"72",1000,3,0.01,0.7,5,0.1,0.6,0.783989295894572
"73",500,5,0.1,0.7,1,0.1,0.8,0.763865481660737
"74",1000,5,0.1,0.7,10,0,0.7,0.79061214102915
"75",1000,3,0.05,0.6,10,0,0.8,0.789939133204334
"76",100,5,0.05,0.6,1,0.1,0.7,0.765309927705676
"77",500,3,0.05,0.8,10,0,0.7,0.79330097133995
"78",1000,5,0.01,0.8,5,1,0.6,0.79088102406023
"79",100,5,0.1,0.7,1,0.1,0.7,0.774355921108438
"80",100,5,0.05,0.7,1,0,0.6,0.78061585417577
"81",500,5,0.01,0.6,5,0,0.8,0.791153108079775
"82",500,5,0.01,0.7,5,1,0.7,0.778056263774254
"83",1000,5,0.01,0.7,5,0,0.7,0.790625745230127
"84",50,3,0.1,0.7,1,0,0.8,0.797861979779356
"85",100,5,0.05,0.6,10,0.1,0.6,0.774682421931893
"86",100,3,0.1,0.8,10,1,0.8,0.794364899881083
"87",50,3,0.05,0.6,5,0.1,0.6,0.775997628067547
"88",100,3,0.1,0.8,5,0,0.6,0.783876060927614
"89",1000,3,0.01,0.6,5,0,0.7,0.787904104787558
"90",50,5,0.01,0.6,1,0.1,0.6,0.772070815467816
"91",50,5,0.01,0.7,10,0,0.6,0.763896291174715
"92",100,5,0.05,0.6,5,0.1,0.6,0.786510074310947
"93",500,5,0.05,0.7,10,0,0.6,0.790965050007442
"94",500,3,0.05,0.7,5,0,0.7,0.783104222583934
"95",50,3,0.01,0.6,5,0,0.7,0.766697556205356
"96",1000,3,0.01,0.7,1,0.1,0.8,0.790732178096596
"97",100,5,0.01,0.7,5,0.1,0.8,0.782915364264485
"98",50,3,0.01,0.7,1,0,0.8,0.790572928920451
"99",1000,5,0.05,0.6,10,1,0.7,0.785788251412036
"100",100,5,0.1,0.8,5,0.1,0.7,0.787748856846994
"101",50,3,0.1,0.8,10,1,0.6,0.766602726922074
"102",500,5,0.1,0.8,10,1,0.7,0.760986992783371
"103",500,3,0.05,0.7,10,0.1,0.6,0.785765844492779
"104",1000,5,0.01,0.6,10,0,0.8,0.788498688394976
"105",1000,5,0.05,0.8,1,0,0.6,0.778609234531623
"106",100,5,0.1,0.7,5,0,0.8,0.799156379489987
"107",1000,3,0.1,0.6,5,0,0.6,0.773636498950876
"108",500,5,0.05,0.6,1,0.1,0.7,0.787652026945921
"109",50,3,0.01,0.6,1,1,0.6,0.744668353587588
"110",100,5,0.01,0.8,1,1,0.7,0.77171230475971
"111",100,5,0.05,0.8,10,1,0.7,0.784627893093387
"112",1000,5,0.1,0.8,10,1,0.7,0.791185117964427
"113",500,3,0.05,0.8,10,0.1,0.8,0.796025012523867
"114",100,5,0.05,0.8,10,1,0.8,0.784166950754393
"115",50,5,0.05,0.8,10,0,0.8,0.780694278393168
"116",1000,5,0.05,0.7,1,0,0.7,0.784020505532108
"117",500,5,0.05,0.7,5,1,0.8,0.790220019942158
"118",500,3,0.1,0.6,10,0.1,0.6,0.790167203632482
"119",100,5,0.01,0.7,1,0,0.8,0.772990299404456
"120",100,3,0.1,0.7,10,1,0.8,0.775200181816145
