"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","mean_ROC_AUC","fold_ROC_AUC"
"1",100,5,0.05,0.7,1,0,0.6,0.723169360809974,NA
"2",50,3,0.1,0.7,1,0,0.6,0.719223269607586,NA
"3",50,3,0.01,0.8,1,0,0.6,0.7145475829349,NA
"4",1000,5,0.05,0.8,1,0,0.6,0.703494803102684,NA
"5",50,5,0.1,0.8,1,0,0.6,0.714763271987447,NA
"6",1000,3,0.1,0.6,5,0,0.6,0.684723985399875,NA
"7",500,3,0.05,0.7,5,0,0.6,0.712279306367309,NA
"8",100,3,0.05,0.8,5,0,0.6,0.716006392135511,NA
"9",100,3,0.1,0.8,5,0,0.6,0.712499488482377,NA
"10",500,5,0.05,0.6,10,0,0.6,0.710858312849927,NA
"11",100,5,0.1,0.6,10,0,0.6,0.711274082879656,NA
"12",50,5,0.01,0.7,10,0,0.6,0.716695864804423,NA
"13",500,5,0.05,0.7,10,0,0.6,0.707927205262527,NA
"14",50,3,0.05,0.8,10,0,0.6,0.725512219740302,NA
"15",50,3,0.01,0.6,1,0.1,0.6,0.71064823888658,NA
"16",50,5,0.01,0.6,1,0.1,0.6,0.717572490319992,NA
"17",50,5,0.05,0.8,1,0.1,0.6,0.717996989947919,NA
"18",500,3,0.1,0.8,1,0.1,0.6,0.708511955397842,NA
"19",100,5,0.01,0.6,5,0.1,0.6,0.715240538708083,NA
"20",50,3,0.05,0.6,5,0.1,0.6,0.724680901136785,NA
"21",100,5,0.05,0.6,5,0.1,0.6,0.715568742300475,NA
"22",1000,3,0.01,0.7,5,0.1,0.6,0.719053767731583,NA
"23",100,3,0.01,0.8,5,0.1,0.6,0.713782498248498,NA
"24",50,5,0.05,0.8,5,0.1,0.6,0.718150872688601,NA
"25",50,3,0.01,0.6,10,0.1,0.6,0.7224777410618,NA
"26",100,5,0.05,0.6,10,0.1,0.6,0.727194658701684,NA
"27",500,3,0.1,0.6,10,0.1,0.6,0.707470692962944,NA
"28",1000,5,0.1,0.6,10,0.1,0.6,0.702067467562309,NA
"29",500,3,0.05,0.7,10,0.1,0.6,0.714238201561861,NA
"30",100,3,0.1,0.7,10,0.1,0.6,0.720737189506581,NA
"31",500,3,0.1,0.7,10,0.1,0.6,0.707473280642756,NA
"32",500,3,0.05,0.8,10,0.1,0.6,0.712071827623747,NA
"33",50,3,0.01,0.6,1,1,0.6,0.718068001321379,NA
"34",50,5,0.05,0.6,5,1,0.6,0.711895372742751,NA
"35",500,5,0.05,0.6,5,1,0.6,0.708061001238705,NA
"36",100,5,0.1,0.6,5,1,0.6,0.709975519180994,NA
"37",500,3,0.01,0.8,5,1,0.6,0.716396488367038,NA
"38",1000,3,0.01,0.8,5,1,0.6,0.718258849462404,NA
"39",1000,5,0.01,0.8,5,1,0.6,0.712564945444232,NA
"40",500,5,0.05,0.8,5,1,0.6,0.703296607659845,NA
"41",50,5,0.01,0.6,10,1,0.6,0.721311647803079,NA
"42",1000,3,0.05,0.6,10,1,0.6,0.705831880398398,NA
"43",100,3,0.1,0.6,10,1,0.6,0.715976120859422,NA
"44",500,5,0.1,0.7,10,1,0.6,0.715081986600727,NA
"45",50,3,0.1,0.8,10,1,0.6,0.72137320724114,NA
"46",1000,5,0.1,0.8,10,1,0.6,0.70193888827019,NA
"47",50,5,0.05,0.7,1,0,0.7,0.720706263708033,NA
"48",1000,5,0.05,0.7,1,0,0.7,0.702238906771654,NA
"49",50,3,0.01,0.6,5,0,0.7,0.712830860804649,NA
"50",1000,3,0.01,0.6,5,0,0.7,0.718921229853878,NA
"51",500,5,0.1,0.6,5,0,0.7,0.681332897510978,NA
"52",1000,5,0.01,0.7,5,0,0.7,0.71502820053906,NA
"53",500,3,0.05,0.7,5,0,0.7,0.693653996064145,NA
"54",50,5,0.1,0.6,10,0,0.7,0.713642074624062,NA
"55",1000,5,0.1,0.7,10,0,0.7,0.701325897668057,NA
"56",500,3,0.05,0.8,10,0,0.7,0.696996948637542,NA
"57",50,3,0.05,0.6,1,0.1,0.7,0.720908472435724,NA
"58",100,5,0.05,0.6,1,0.1,0.7,0.718278973311703,NA
"59",500,5,0.05,0.6,1,0.1,0.7,0.711878854765998,NA
"60",50,3,0.1,0.7,1,0.1,0.7,0.719587821658812,NA
"61",100,5,0.1,0.7,1,0.1,0.7,0.708838080280584,NA
"62",100,3,0.01,0.8,1,0.1,0.7,0.718186306895273,NA
"63",100,3,0.1,0.8,1,0.1,0.7,0.724050983754662,NA
"64",1000,5,0.01,0.6,5,0.1,0.7,0.715119598602323,NA
"65",50,3,0.1,0.6,5,0.1,0.7,0.713904086607292,NA
"66",500,3,0.01,0.7,5,0.1,0.7,0.723654602355495,NA
"67",100,5,0.1,0.8,5,0.1,0.7,0.721302449024473,NA
"68",50,3,0.05,0.6,10,0.1,0.7,0.720884489154705,NA
"69",1000,3,0.01,0.7,10,0.1,0.7,0.721749961135239,NA
"70",100,3,0.05,0.7,10,0.1,0.7,0.718579018602661,NA
"71",500,5,0.05,0.7,10,0.1,0.7,0.706566323426072,NA
"72",1000,3,0.01,0.8,10,0.1,0.7,0.722134034520974,NA
"73",100,5,0.01,0.8,1,1,0.7,0.721107841722666,NA
"74",100,5,0.05,0.8,1,1,0.7,0.719183932138159,NA
"75",1000,3,0.01,0.6,5,1,0.7,0.715747596914603,NA
"76",500,5,0.05,0.6,5,1,0.7,0.708590110774257,NA
"77",500,5,0.01,0.7,5,1,0.7,0.717787580134432,NA
"78",500,3,0.1,0.8,5,1,0.7,0.69236441323468,NA
"79",500,3,0.05,0.6,10,1,0.7,0.721487621322501,NA
"80",1000,5,0.05,0.6,10,1,0.7,0.708328011829352,NA
"81",100,5,0.1,0.6,10,1,0.7,0.71511097883097,NA
"82",50,3,0.01,0.7,10,1,0.7,0.71000477944027,NA
"83",500,5,0.05,0.7,10,1,0.7,0.713634381440021,NA
"84",100,5,0.05,0.8,10,1,0.7,0.712907237248413,NA
"85",500,5,0.1,0.8,10,1,0.7,0.697878186745259,NA
"86",1000,5,0.1,0.8,10,1,0.7,0.7048828617334,NA
"87",100,3,0.1,0.6,1,0,0.8,0.726491521034941,NA
"88",50,3,0.01,0.7,1,0,0.8,0.705866380264437,NA
"89",500,3,0.01,0.7,1,0,0.8,0.724447004206418,NA
"90",100,5,0.01,0.7,1,0,0.8,0.713166448442465,NA
"91",50,3,0.1,0.7,1,0,0.8,0.713460399879804,NA
"92",500,5,0.01,0.6,5,0,0.8,0.720246789455536,NA
"93",100,5,0.1,0.7,5,0,0.8,0.698677471093732,NA
"94",500,3,0.05,0.8,5,0,0.8,0.711770215311327,NA
"95",1000,5,0.01,0.6,10,0,0.8,0.716472069043465,NA
"96",100,3,0.05,0.6,10,0,0.8,0.724546038542459,NA
"97",1000,3,0.05,0.6,10,0,0.8,0.713621211846459,NA
"98",1000,5,0.05,0.6,10,0,0.8,0.705293227631384,NA
"99",50,5,0.1,0.6,10,0,0.8,0.717813718192568,NA
"100",1000,3,0.05,0.7,10,0,0.8,0.701492127182201,NA
"101",50,5,0.05,0.8,10,0,0.8,0.711680417373127,NA
"102",100,5,0.05,0.8,10,0,0.8,0.711240618262116,NA
"103",1000,3,0.01,0.7,1,0.1,0.8,0.722657875686808,NA
"104",500,5,0.1,0.7,1,0.1,0.8,0.700796573067041,NA
"105",500,3,0.01,0.6,5,0.1,0.8,0.718935713748735,NA
"106",500,5,0.05,0.6,5,0.1,0.8,0.704276226748294,NA
"107",100,5,0.01,0.7,5,0.1,0.8,0.714029402964001,NA
"108",500,3,0.1,0.7,5,0.1,0.8,0.695565592830792,NA
"109",500,5,0.05,0.7,10,0.1,0.8,0.706219079276401,NA
"110",500,3,0.05,0.8,10,0.1,0.8,0.710658059492574,NA
"111",100,5,0.05,0.8,1,1,0.8,0.711472141878589,NA
"112",500,5,0.1,0.8,1,1,0.8,0.697054838773717,NA
"113",500,5,0.05,0.7,5,1,0.8,0.704925157211176,NA
"114",100,3,0.1,0.7,5,1,0.8,0.720536652932227,NA
"115",50,3,0.05,0.6,10,1,0.8,0.727696080470613,NA
"116",100,3,0.1,0.7,10,1,0.8,0.72454259836506,NA
"117",100,5,0.05,0.8,10,1,0.8,0.719363750673085,NA
"118",100,3,0.1,0.8,10,1,0.8,0.72701568265085,NA
