"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","mean_ROC_AUC","fold_ROC_AUC"
"50",1000,40,0.01,0.6,0.7,0.704335587514724,NA
"51",50,20,0.05,0.6,0.7,0.707916196106704,NA
"52",100,20,0.05,0.6,0.7,0.71367524685625,NA
"53",100,40,0.05,0.6,0.7,0.706574492628397,NA
"54",100,10,0.1,0.6,0.7,0.716393700783601,NA
"55",500,10,0.1,0.6,0.7,0.694811591259352,NA
"56",500,10,0.01,0.7,0.7,0.716715745021884,NA
"57",50,20,0.01,0.7,0.7,0.705787833429657,NA
"58",500,20,0.01,0.7,0.7,0.713235597603824,NA
"59",50,10,0.05,0.7,0.7,0.720600962401757,NA
"60",100,10,0.05,0.7,0.7,0.720305175170681,NA
"61",500,10,0.05,0.7,0.7,0.705506234592392,NA
"62",1000,10,0.05,0.7,0.7,0.696103540256155,NA
"63",100,20,0.05,0.7,0.7,0.71367524685625,NA
"64",50,30,0.05,0.7,0.7,0.707769144257012,NA
"65",500,40,0.05,0.7,0.7,0.694681671705197,NA
"66",1000,40,0.05,0.7,0.7,0.699118097645025,NA
"67",50,20,0.1,0.7,0.7,0.70394932176496,NA
"68",1000,20,0.1,0.7,0.7,0.687324940235442,NA
"69",500,30,0.1,0.7,0.7,0.700816168016406,NA
"70",1000,30,0.1,0.7,0.7,0.694777518578149,NA
"71",1000,40,0.1,0.7,0.7,0.701467957710611,NA
"72",500,10,0.01,0.8,0.7,0.716715745021884,NA
"73",1000,10,0.01,0.8,0.7,0.71803236391941,NA
"74",100,40,0.01,0.8,0.7,0.70698884619368,NA
"75",500,40,0.01,0.8,0.7,0.716664679188245,NA
"76",1000,40,0.01,0.8,0.7,0.704335587514724,NA
"77",100,20,0.05,0.8,0.7,0.71367524685625,NA
"78",500,20,0.05,0.8,0.7,0.693951597492262,NA
"79",50,10,0.1,0.8,0.7,0.718877649308826,NA
"80",50,20,0.1,0.8,0.7,0.70394932176496,NA
"81",100,20,0.1,0.8,0.7,0.69927189086009,NA
"82",1000,20,0.1,0.8,0.7,0.687324940235442,NA
"83",100,40,0.1,0.8,0.7,0.703622399226504,NA
"84",100,10,0.01,0.6,0.8,0.706980539101026,NA
"85",500,10,0.01,0.6,0.8,0.715078839596408,NA
"86",100,20,0.01,0.6,0.8,0.700237084854183,NA
"87",500,30,0.01,0.6,0.8,0.711420896343922,NA
"88",100,40,0.01,0.6,0.8,0.703642219198032,NA
"89",100,10,0.05,0.6,0.8,0.719595041182729,NA
"90",1000,10,0.05,0.6,0.8,0.692847226129812,NA
"91",50,20,0.05,0.6,0.8,0.711243937555642,NA
"92",100,20,0.05,0.6,0.8,0.708582728957472,NA
"93",1000,30,0.05,0.6,0.8,0.697657389670469,NA
"94",1000,20,0.1,0.6,0.8,0.706585655948293,NA
"95",100,30,0.1,0.6,0.8,0.708540380757483,NA
"96",1000,30,0.1,0.6,0.8,0.703034365745216,NA
"97",500,40,0.1,0.6,0.8,0.701869662542166,NA
"98",1000,10,0.01,0.7,0.8,0.708721697483128,NA
"99",100,20,0.01,0.7,0.8,0.700237084854183,NA
"100",500,30,0.01,0.7,0.8,0.711420896343922,NA
"101",1000,30,0.01,0.7,0.8,0.699748794710402,NA
"102",50,10,0.05,0.7,0.8,0.714546264057831,NA
"103",100,10,0.05,0.7,0.8,0.719595041182729,NA
"104",500,10,0.05,0.7,0.8,0.701868128881336,NA
"105",500,20,0.05,0.7,0.8,0.678226875977244,NA
"106",100,30,0.05,0.7,0.8,0.714558017954761,NA
"107",50,20,0.1,0.7,0.8,0.707229588487729,NA
"108",100,20,0.1,0.7,0.8,0.708433134029478,NA
"109",50,10,0.01,0.8,0.8,0.699041010248873,NA
"110",1000,20,0.01,0.8,0.8,0.705636223431715,NA
"111",50,30,0.01,0.8,0.8,0.692871426305961,NA
"112",100,30,0.01,0.8,0.8,0.700891155141647,NA
"113",50,40,0.05,0.8,0.8,0.710114835593534,NA
"114",500,40,0.05,0.8,0.8,0.699629426256306,NA
"115",100,10,0.1,0.8,0.8,0.707149168690671,NA
"116",500,10,0.1,0.8,0.8,0.677219796697725,NA
"117",1000,10,0.1,0.8,0.8,0.679595462064579,NA
"118",100,30,0.1,0.8,0.8,0.708540380757483,NA
"119",500,30,0.1,0.8,0.8,0.710730667081457,NA
"120",100,40,0.1,0.8,0.8,0.700243458486046,NA
