"","n.trees","interaction.depth","shrinkage","n.minobsinnode","ROC_AUC_valid"
"1",250,5,0.005,20,0.722391474487322
"2",750,4,0.01,20,0.753660730433558
"3",100,5,0.005,5,0.724570947508591
"4",100,3,0.01,20,0.717866077044591
"5",100,3,0.005,10,0.700775999628685
"6",500,6,0.005,15,0.737550955735131
"7",50,6,0.01,5,0.721975345986841
"8",500,6,0.01,20,0.737155633659674
"9",50,6,0.01,20,0.720730961720979
"10",250,4,0.005,20,0.722182209866407
"11",1000,5,0.01,10,0.75287968924804
"12",50,6,0.01,10,0.722404678564741
"13",50,5,0.01,20,0.716836559129459
"14",100,6,0.01,10,0.725222348661267
"15",750,5,0.01,15,0.741124859356569
"16",250,3,0.005,15,0.717237082811172
"17",1000,6,0.005,10,0.749007293452218
"18",100,3,0.01,5,0.715910273092331
"19",50,4,0.005,5,0.698431275577898
"20",250,6,0.01,20,0.739634799226001
"21",500,4,0.01,20,0.749168143122596
"22",100,6,0.005,20,0.732951535434142
"23",1000,3,0.01,10,0.735553538932822
"24",250,4,0.01,10,0.736284964797129
"25",1000,5,0.01,20,0.748509539745874
"26",50,4,0.005,15,0.707791365973813
"27",250,6,0.005,15,0.731151379546004
"28",500,3,0.01,10,0.733600935969027
"29",750,6,0.01,15,0.746948257621954
"30",100,4,0.01,5,0.719207291211526
"31",50,5,0.005,15,0.720486886350505
"32",1000,3,0.01,20,0.742963827229849
"33",500,3,0.01,20,0.73842722632749
"34",100,3,0.01,10,0.707712941756414
"35",750,6,0.005,5,0.750045213962071
"36",750,4,0.005,20,0.741849082996829
"37",750,3,0.005,10,0.733632145606563
"38",250,5,0.01,15,0.741314918046693
"39",1000,4,0.005,20,0.740800759274464
"40",500,4,0.01,5,0.740087739093832
"41",250,6,0.005,10,0.728306100923965
"42",100,4,0.01,20,0.729255194003908
"43",250,6,0.005,20,0.738840954086622
"44",250,5,0.005,10,0.730059042232241
"45",250,6,0.01,15,0.752682428333869
"46",50,3,0.005,15,0.703695301108982
"47",1000,4,0.01,20,0.74963148620294
"48",100,5,0.01,5,0.732998750014004
"49",250,6,0.005,5,0.72819886781038
"50",750,5,0.01,5,0.741927507214228
"51",100,5,0.01,20,0.725431213158623
"52",1000,4,0.005,10,0.748782424012535
"53",500,5,0.005,5,0.735096997952968
"54",100,6,0.005,15,0.731955227774337
"55",500,6,0.01,10,0.745378973026871
"56",1000,3,0.005,5,0.736465020398299
"57",100,5,0.01,10,0.728344512785548
"58",500,5,0.01,15,0.74894407393003
"59",250,5,0.01,5,0.736872346180501
"60",500,5,0.01,20,0.747233945842476
"61",100,6,0.01,20,0.721188703071509
"62",250,5,0.01,20,0.732418970978238
"63",500,3,0.005,5,0.725503235399091
"64",50,5,0.005,5,0.730533188648655
"65",100,4,0.005,20,0.699440787315123
"66",50,5,0.01,15,0.717814861229148
"67",50,6,0.005,15,0.74001891784183
"68",50,3,0.01,5,0.707664926929436
"69",500,3,0.005,10,0.729875785642606
"70",500,6,0.005,5,0.7380695158665
"71",750,5,0.01,10,0.753783968489469
"72",50,6,0.005,20,0.722994860813019
"73",100,5,0.005,15,0.720408862256665
"74",750,3,0.01,15,0.740933600295771
"75",250,5,0.01,10,0.74286379634031
"76",750,4,0.01,5,0.743619229618106
"77",500,5,0.01,5,0.752697232905521
"78",500,5,0.005,15,0.736890351740617
"79",1000,3,0.01,5,0.740956807462144
"80",1000,4,0.005,5,0.746245640653834
"81",50,4,0.01,5,0.707932609589841
"82",1000,6,0.005,15,0.746857029450694
"83",1000,5,0.005,15,0.747017879121073
"84",500,5,0.005,10,0.737472531517733
"85",250,4,0.01,20,0.737500940290362
"86",750,5,0.01,20,0.751155956959509
"87",250,6,0.01,10,0.747323573519503
"88",1000,6,0.01,10,0.749531455313401
"89",750,6,0.005,10,0.744216213966873
"90",50,6,0.005,10,0.727989203065907
"91",100,5,0.005,20,0.727728722629548
"92",50,4,0.01,10,0.715256871321864
"93",50,5,0.01,10,0.719909908179646
"94",50,5,0.01,5,0.722911234989365
"95",100,4,0.005,5,0.726579567770528
"96",250,3,0.005,10,0.720441672388433
"97",1000,6,0.01,20,0.751173562396068
"98",1000,4,0.01,15,0.751718530682275
"99",250,4,0.005,15,0.726002589599668
"100",50,5,0.005,20,0.703931374008294
"101",1000,3,0.005,20,0.744122585054265
"102",1000,4,0.01,10,0.747510031097603
"103",500,6,0.01,5,0.746823419071809
"104",750,5,0.005,5,0.746065585052664
"105",100,5,0.005,10,0.711662161275402
"106",500,6,0.01,15,0.733656153020053
"107",1000,3,0.005,10,0.740284599884444
"108",500,6,0.005,20,0.74260131528616
"109",750,3,0.005,15,0.741030430196845
"110",1000,6,0.005,5,0.748154230026232
"111",750,5,0.005,20,0.743085464791528
"112",100,3,0.005,20,0.70639333426162
"113",1000,3,0.005,15,0.735391088768212
"114",50,4,0.01,20,0.705791548430155
"115",50,3,0.01,15,0.71020531140016
"116",500,4,0.01,10,0.745988761329499
"117",250,3,0.01,5,0.723305756817705
"118",1000,5,0.01,5,0.753721549214397
"119",750,3,0.005,5,0.730880095773575
"120",500,6,0.005,10,0.739317901367942
