"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"80",1000,4,0.005,5,0.857347971581203,"0.84955910263792, 0.861214357705455, 0.854858307686158, 0.86530995349631, 0.85579813638017"
"81",50,4,0.01,5,0.848466879573632,"0.839404335401872, 0.854121894380956, 0.846840401295016, 0.85156016681599, 0.850407599974324"
"82",1000,6,0.005,15,0.859269593578336,"0.851979506536157, 0.862512865088549, 0.857501632092943, 0.866533875165323, 0.857820089008708"
"83",1000,5,0.005,15,0.858709965966334,"0.851425052779733, 0.861776955360143, 0.856481074383469, 0.866683198941934, 0.857183548366391"
"84",500,5,0.005,10,0.856385395759686,"0.846413643827437, 0.859302592215355, 0.855447193466299, 0.863379410384402, 0.857384138904936"
"85",250,4,0.01,20,0.854968346503488,"0.845079489476041, 0.85833737728172, 0.853688530050495, 0.862371474892274, 0.855364860816912"
"86",750,5,0.01,20,0.858429215469411,"0.85184622438317, 0.861600976946828, 0.856702239631214, 0.865997909467127, 0.855998726918715"
"87",250,6,0.01,10,0.857497094738367,"0.847192011600879, 0.861043711971332, 0.855756291884834, 0.865416613336746, 0.858076844898046"
"88",1000,6,0.01,10,0.856048649279916,"0.848180965176039, 0.858569348826544, 0.854543879984545, 0.863763385809975, 0.855185666602478"
"89",750,6,0.005,10,0.859131900907849,"0.850324142196063, 0.862856822896391, 0.856547690421946, 0.866896518622808, 0.859034330402037"
"90",50,6,0.005,10,0.853093988276652,"0.844614334762118, 0.856144312964276, 0.850268462635064, 0.859205010879304, 0.855237820142499"
"91",100,5,0.005,20,0.852109498220448,"0.84310691361184, 0.855512390480101, 0.848405878199235, 0.858034419130509, 0.855487889680553"
"92",50,4,0.01,10,0.849060773285551,"0.839149766489668, 0.852043482666126, 0.848372570179997, 0.856265199027262, 0.849472848064702"
"93",50,5,0.01,10,0.85199904902517,"0.843313500948969, 0.856248300208508, 0.848541774917729, 0.85997562822646, 0.851916040824186"
"94",50,5,0.01,5,0.850830440564009,"0.840658520461476, 0.859325256101918, 0.848976111488602, 0.854090671530355, 0.851101643237692"
"95",100,4,0.005,5,0.848867060659064,"0.840355969974197, 0.854525844829701, 0.847134844185086, 0.85183348265711, 0.850485161649229"
"96",250,3,0.005,10,0.848981695567445,"0.83843803979272, 0.851780848215952, 0.848800245147022, 0.852657429924485, 0.853231914757045"
"97",1000,6,0.01,20,0.856246777233258,"0.848908685731346, 0.860102494094058, 0.854538550701467, 0.863710055889756, 0.853974099749663"
"98",1000,4,0.01,15,0.857415797197321,"0.85045209306293, 0.860827738464082, 0.85544452882476, 0.865059302871283, 0.855295322763549"
"99",250,4,0.005,15,0.852950677786479,"0.842519139317169, 0.856390949376876, 0.850828037358274, 0.860064955842826, 0.854950307037251"
"100",50,5,0.005,20,0.849256457108812,"0.83942965901094, 0.854633831583326, 0.847109530090465, 0.855466583471991, 0.849642681387338"
"101",1000,3,0.005,20,0.85582859949158,"0.848375557119399, 0.858977298784682, 0.853517992991993, 0.862958104014676, 0.855314044547147"
"102",1000,4,0.01,10,0.857545941305434,"0.85095323395816, 0.860363795374434, 0.855942816792571, 0.86409669781134, 0.856373162590667"
"103",500,6,0.01,5,0.858269426165382,"0.850188194400017, 0.861214357705455, 0.855745633318678, 0.866499210717181, 0.857699734685581"
"104",750,5,0.005,5,0.857537650038987,"0.848874032371569, 0.860993051519014, 0.855186058595467, 0.865357950424506, 0.857277157284379"
"105",100,5,0.005,10,0.852674271478078,"0.844623664512827, 0.857106861558316, 0.850239151578134, 0.857941091770127, 0.853460587970987"
"106",500,6,0.01,15,0.859222882476221,"0.851425052779733, 0.862139577545154, 0.857738785189922, 0.866637868509749, 0.858173128356548"
"107",1000,3,0.005,10,0.855487416315923,"0.848247606252532, 0.85894796904913, 0.853310150951943, 0.862352809420197, 0.854578545905813"
"108",500,6,0.005,20,0.857788558888521,"0.847152026954983, 0.861448995589874, 0.856321195891123, 0.86533928495243, 0.858681291054197"
"109",750,3,0.005,15,0.854585031737197,"0.845419358966157, 0.858156066189214, 0.852918448645696, 0.861443534280473, 0.854987750604446"
"110",1000,6,0.005,5,0.859003097763821,"0.851339752201821, 0.862171573620303, 0.857800071945321, 0.866520542685268, 0.857183548366391"
"111",750,5,0.005,20,0.857605925365761,"0.849097946388587, 0.860777078011764, 0.854834325912307, 0.866083237339477, 0.857237039176669"
"112",100,3,0.005,20,0.846414629223102,"0.837451751860619, 0.849658441897794, 0.843040622460264, 0.851106862494134, 0.8508154674027"
"113",1000,3,0.005,15,0.855749569327597,"0.84837022583328, 0.859419911157565, 0.853509999067375, 0.862296813003968, 0.855150897575796"
"114",50,4,0.01,20,0.848458657032562,"0.840176039067665, 0.851040938978152, 0.846611242122653, 0.85401600964205, 0.85044905535229"
"115",50,3,0.01,15,0.845418950645685,"0.837089224404495, 0.847617358937304, 0.844278348455174, 0.848431033747173, 0.849678787684276"
"116",500,4,0.01,10,0.857215212723522,"0.850326807839123, 0.860523775750175, 0.854312056170644, 0.864232689107897, 0.85668073474977"
"117",250,3,0.01,5,0.853095196643893,"0.842427174631608, 0.856428278131216, 0.852661310737173, 0.859488992704467, 0.854470227014999"
"118",1000,5,0.01,5,0.856635188231607,"0.850412108417035, 0.858265386112637, 0.855572431618636, 0.864307350996203, 0.854618664013522"
"119",750,3,0.005,5,0.854078456389657,"0.844958202716823, 0.857457485215147, 0.852159025807053, 0.861856841162166, 0.853960727047093"
"120",500,6,0.005,10,0.857786948911535,"0.847986373232679, 0.861178362120913, 0.856145329549542, 0.865360616920517, 0.858264062734022"
