"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","ROC_AUC_valid"
"57",50,20,0.01,0.7,0.7,0.674826686480785
"58",500,20,0.01,0.7,0.7,0.694402431470838
"59",50,10,0.05,0.7,0.7,0.685133069091736
"60",100,10,0.05,0.7,0.7,0.697600819132948
"61",500,10,0.05,0.7,0.7,0.708248107015446
"62",1000,10,0.05,0.7,0.7,0.705880976045403
"63",100,20,0.05,0.7,0.7,0.696578203349194
"64",50,30,0.05,0.7,0.7,0.676475495633051
"65",500,40,0.05,0.7,0.7,0.699950544728212
"66",1000,40,0.05,0.7,0.7,0.688989559976121
"67",50,20,0.1,0.7,0.7,0.691360892243525
"68",1000,20,0.1,0.7,0.7,0.683188168506435
"69",500,30,0.1,0.7,0.7,0.662191084606927
"70",1000,30,0.1,0.7,0.7,0.683860776207693
"71",1000,40,0.1,0.7,0.7,0.685900606107166
"72",500,10,0.01,0.8,0.7,0.697311129676844
"73",1000,10,0.01,0.8,0.7,0.707292611958573
"74",100,40,0.01,0.8,0.7,0.668386497750505
"75",500,40,0.01,0.8,0.7,0.690217939299656
"76",1000,40,0.01,0.8,0.7,0.697448772180849
"77",100,20,0.05,0.8,0.7,0.696578203349194
"78",500,20,0.05,0.8,0.7,0.694010310383847
"79",50,10,0.1,0.8,0.7,0.69476634384698
"80",50,20,0.1,0.8,0.7,0.691360892243525
"81",100,20,0.1,0.8,0.7,0.696537790869821
"82",1000,20,0.1,0.8,0.7,0.683188168506435
"83",100,40,0.1,0.8,0.7,0.694506863719517
"84",100,10,0.01,0.6,0.8,0.676588730600009
"85",500,10,0.01,0.6,0.8,0.694017612638783
"86",100,20,0.01,0.6,0.8,0.666338165225422
"87",500,30,0.01,0.6,0.8,0.689542030579043
"88",100,40,0.01,0.6,0.8,0.666595244611536
"89",100,10,0.05,0.6,0.8,0.697297925599425
"90",1000,10,0.05,0.6,0.8,0.702555749215358
"91",50,20,0.05,0.6,0.8,0.68888772853057
"92",100,20,0.05,0.6,0.8,0.703757120198717
"93",1000,30,0.05,0.6,0.8,0.684922103945698
"94",1000,20,0.1,0.6,0.8,0.682767238523256
"95",100,30,0.1,0.6,0.8,0.700757393883231
"96",1000,30,0.1,0.6,0.8,0.688920938785897
"97",500,40,0.1,0.6,0.8,0.6859452198839
"98",1000,10,0.01,0.7,0.8,0.701642667255649
"99",100,20,0.01,0.7,0.8,0.666338165225422
"100",500,30,0.01,0.7,0.8,0.689542030579043
"101",1000,30,0.01,0.7,0.8,0.697474780212129
"102",50,10,0.05,0.7,0.8,0.685064347870622
"103",100,10,0.05,0.7,0.8,0.697297925599425
"104",500,10,0.05,0.7,0.8,0.703853750038012
"105",500,20,0.05,0.7,0.8,0.702366890895909
"106",100,30,0.05,0.7,0.8,0.691481329434529
"107",50,20,0.1,0.7,0.8,0.695967014614113
"108",100,20,0.1,0.7,0.8,0.70023933390631
"109",50,10,0.01,0.8,0.8,0.669808136752629
"110",1000,20,0.01,0.8,0.8,0.70211061175691
"111",50,30,0.01,0.8,0.8,0.66715391712961
"112",100,30,0.01,0.8,0.8,0.66657493834096
"113",50,40,0.05,0.8,0.8,0.679984079083621
"114",500,40,0.05,0.8,0.8,0.684156667578948
"115",100,10,0.1,0.8,0.8,0.703684697834691
"116",500,10,0.1,0.8,0.8,0.698621334268022
"117",1000,10,0.1,0.8,0.8,0.700033570366529
"118",100,30,0.1,0.8,0.8,0.700757393883231
"119",500,30,0.1,0.8,0.8,0.676445086242632
"120",100,40,0.1,0.8,0.8,0.694700723583443
