"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","ROC_AUC_valid"
"1",1000,10,0.01,0.6,0.6,0.70778976547958
"2",500,20,0.01,0.6,0.6,0.698050758074093
"3",50,40,0.01,0.6,0.6,0.672543981581512
"4",100,40,0.01,0.6,0.6,0.674944222775993
"5",1000,40,0.01,0.6,0.6,0.697397156241848
"6",500,20,0.05,0.6,0.6,0.703092314906843
"7",50,30,0.05,0.6,0.6,0.678971466388821
"8",100,30,0.05,0.6,0.6,0.696337929152522
"9",1000,40,0.05,0.6,0.6,0.690763107647642
"10",100,10,0.1,0.6,0.6,0.700747690886946
"11",500,20,0.1,0.6,0.6,0.69754840294683
"12",50,30,0.1,0.6,0.6,0.681169445124654
"13",500,30,0.1,0.6,0.6,0.68847139996831
"14",500,10,0.01,0.7,0.6,0.702518937848007
"15",500,40,0.01,0.7,0.6,0.689941453920971
"16",1000,40,0.01,0.7,0.6,0.697397156241848
"17",500,10,0.05,0.7,0.6,0.702846238918578
"18",50,20,0.05,0.7,0.6,0.684361830933392
"19",1000,20,0.05,0.7,0.6,0.696304818928085
"20",100,30,0.05,0.7,0.6,0.696337929152522
"21",1000,30,0.05,0.7,0.6,0.693380315841532
"22",100,40,0.05,0.7,0.6,0.690935660932096
"23",50,10,0.1,0.7,0.6,0.696109658662595
"24",50,20,0.1,0.7,0.6,0.683837869133989
"25",100,20,0.1,0.7,0.6,0.696644023674511
"26",50,30,0.1,0.7,0.6,0.681169445124654
"27",100,30,0.1,0.7,0.6,0.691326381586634
"28",500,30,0.1,0.7,0.6,0.68847139996831
"29",100,40,0.1,0.7,0.6,0.698618133279557
"30",100,10,0.01,0.8,0.6,0.682533366303514
"31",100,20,0.01,0.8,0.6,0.680080808953805
"32",500,30,0.01,0.8,0.6,0.693999507047776
"33",50,40,0.01,0.8,0.6,0.672543981581512
"34",100,40,0.01,0.8,0.6,0.674944222775993
"35",50,10,0.05,0.8,0.6,0.681600578258566
"36",1000,10,0.05,0.8,0.6,0.697619224816623
"37",100,20,0.05,0.8,0.6,0.697252111452016
"38",50,30,0.05,0.8,0.6,0.678971466388821
"39",500,40,0.05,0.8,0.6,0.701535434142063
"40",500,20,0.1,0.8,0.6,0.69754840294683
"41",1000,20,0.1,0.8,0.6,0.693981701549439
"42",50,30,0.1,0.8,0.6,0.681169445124654
"43",50,40,0.1,0.8,0.6,0.686288425865907
"44",500,40,0.1,0.8,0.6,0.691379898112537
"45",500,20,0.01,0.6,0.7,0.694402431470838
"46",50,30,0.01,0.6,0.7,0.671546873674591
"47",100,30,0.01,0.6,0.7,0.66533235463111
"48",100,40,0.01,0.6,0.7,0.668386497750505
"49",500,40,0.01,0.6,0.7,0.690217939299656
"50",1000,40,0.01,0.6,0.7,0.697448772180849
"51",50,20,0.05,0.6,0.7,0.682100532644481
"52",100,20,0.05,0.6,0.7,0.696578203349194
"53",100,40,0.05,0.6,0.7,0.690588353683617
"54",100,10,0.1,0.6,0.7,0.683640908312487
"55",500,10,0.1,0.6,0.7,0.661885790332055
"56",500,10,0.01,0.7,0.7,0.697311129676844
