"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"77",500,5,0.01,5,0.721800874096919,"0.720161408657373, 0.501053926349784, 0.866385885276353, 0.601061000183184, 0.920342150017902"
"78",500,5,0.005,15,0.719494221026265,"0.715487894350697, 0.510271040596484, 0.862625731425783, 0.589583440190511, 0.919502998567848"
"79",1000,3,0.01,5,0.725211082002011,"0.719413059427733, 0.508152350607972, 0.868391027296995, 0.610394577761495, 0.919704394915861"
"80",1000,4,0.005,5,0.722622591365051,"0.722743947175349, 0.503741574007846, 0.866639090838264, 0.599847591133907, 0.920140753669889"
"81",50,4,0.01,5,0.709983439828869,"0.61949376375642, 0.527440015605696, 0.855854276611187, 0.623715698845942, 0.923413444325098"
"82",1000,6,0.005,15,0.728462229727002,"0.735685986793837, 0.515077378243059, 0.868096816785786, 0.60253819380839, 0.920912773003938"
"83",1000,5,0.005,15,0.727923669038811,"0.742567865003668, 0.510964627088887, 0.867362828193363, 0.600193442022348, 0.918529582885786"
"84",500,5,0.005,10,0.718194538170816,"0.715876742479824, 0.500674621236751, 0.86271286694304, 0.590985894852537, 0.920722565341926"
"85",250,4,0.01,20,0.710782651083555,"0.680777696258254, 0.500493096646943, 0.861940948772517, 0.59322366733834, 0.917477846401719"
"86",750,5,0.01,20,0.730479860379696,"0.744651504035216, 0.509208986279992, 0.869447929865135, 0.607428466752152, 0.921662414965986"
"87",250,6,0.01,10,0.720932281169192,"0.710843727072634, 0.509127706612914, 0.864847687115835, 0.599466568968676, 0.920375716075904"
"88",1000,6,0.01,10,0.732203053615064,"0.74026412325752, 0.51362518152459, 0.872971280133512, 0.612167796299689, 0.921986886860007"
"89",750,6,0.005,10,0.726476879939317,"0.732296404988995, 0.50940405748098, 0.866653442570518, 0.601752701960066, 0.922277792696026"
"90",50,6,0.005,10,0.717253995066476,"0.696801173881144, 0.494795391984741, 0.856303280805993, 0.618206997618612, 0.920163131041891"
"91",100,5,0.005,20,0.707577137419703,"0.653763756419662, 0.495787003923099, 0.856268939160957, 0.609044147279722, 0.923021840315073"
"92",50,4,0.01,10,0.707118624482626,"0.680491562729274, 0.483982486941067, 0.856012145665982, 0.600084997252244, 0.915021929824561"
"93",50,5,0.01,10,0.702895526945057,"0.624299339691856, 0.488620846609012, 0.857010103619507, 0.627438725041216, 0.917108619763695"
"94",50,5,0.01,5,0.699401521476414,"0.62501100513573, 0.497296096408522, 0.855195634613098, 0.593529217805459, 0.925975653419262"
"95",100,4,0.005,5,0.709117629901008,"0.680535583272194, 0.49208065110432, 0.854747655542024, 0.594352079135373, 0.923872180451128"
"96",250,3,0.005,10,0.716299407650127,"0.687710931768158, 0.500062314411427, 0.856019834093975, 0.613524088660927, 0.924179869316147"
"97",1000,6,0.01,20,0.732050373966495,"0.745928099779897, 0.518052214058131, 0.870277254964674, 0.600684374427551, 0.92530992660222"
"98",1000,4,0.01,15,0.728881358837622,"0.734130594277329, 0.509035589656891, 0.870711907427226, 0.610555779446785, 0.919972923379878"
"99",250,4,0.005,15,0.704136878699198,"0.656735143066765, 0.490162450961268, 0.857108515497821, 0.595351529584173, 0.921326754385965"
"100",50,5,0.005,20,0.712949315112399,"0.671804842259721, 0.499577345731192, 0.852323750476683, 0.617224400073274, 0.923816237021124"
"101",1000,3,0.005,20,0.724566571225628,"0.723125458547322, 0.504700674079372, 0.86380769908928, 0.615007876900531, 0.916191147511636"
"102",1000,4,0.01,10,0.727503739087347,"0.734673514306676, 0.506705572533975, 0.870085556826709, 0.607938450265616, 0.918115601503759"
"103",500,6,0.01,5,0.727304709095987,"0.7304402054292, 0.50763216073867, 0.867516596753228, 0.609305733650852, 0.921628848907984"
"104",750,5,0.005,5,0.724729956037688,"0.725047688921497, 0.507778464139411, 0.86541201773054, 0.605751969225133, 0.919659640171858"
"105",100,5,0.005,10,0.711286236857321,"0.671944240645635, 0.495703014933784, 0.854385786864475, 0.608937167979483, 0.925460973863229"
"106",500,6,0.01,15,0.728693981166665,"0.737945707997065, 0.513495134057264, 0.867196758148709, 0.604948891738414, 0.919883413891873"
"107",1000,3,0.005,10,0.724483183770238,"0.720836390315481, 0.500192361878752, 0.864761064160444, 0.620658728704891, 0.915967373791622"
"108",500,6,0.005,20,0.719162540234445,"0.710535583272194, 0.510471530441945, 0.862965047381219, 0.591397691884961, 0.920442848191908"
"109",750,3,0.005,15,0.724193189069266,"0.732949376375642, 0.502083468799445, 0.862400204204647, 0.607397691884961, 0.916135204081633"
"110",1000,6,0.005,5,0.727440381199822,"0.729303008070433, 0.509637059193272, 0.867494044031115, 0.608501190694266, 0.922266604010025"
"111",750,5,0.005,20,0.724605076832083,"0.735730007336757, 0.50834742180896, 0.866000438752958, 0.594630518409965, 0.918316997851772"
"112",100,3,0.005,20,0.706694272618626,"0.623822450476889, 0.515998547803281, 0.856206919175144, 0.620502656164133, 0.916940789473684"
"113",1000,3,0.005,15,0.719621068800896,"0.706727806309611, 0.500181524589809, 0.863879457750551, 0.611606521340905, 0.915710034013605"
"114",50,4,0.01,20,0.707268637645303,"0.671445341159208, 0.486653878665713, 0.853771737748746, 0.606804176589119, 0.917668054063731"
"115",50,3,0.01,15,0.71712454868156,"0.660469552457814, 0.513741682380736, 0.855496508428567, 0.633351895951639, 0.922563104189044"
"116",500,4,0.01,10,0.722068768889403,"0.723448275862069, 0.500549992413898, 0.864068080517318, 0.605325517494047, 0.916951978159685"
"117",250,3,0.01,5,0.706761174734025,"0.675590608950844, 0.489842750937426, 0.85932534556921, 0.590730170360872, 0.918316997851772"
"118",1000,5,0.01,5,0.729424833101645,"0.737534849596478, 0.507816394650714, 0.871025595289351, 0.608726873053673, 0.922020452918009"
"119",750,3,0.005,5,0.72265204772203,"0.723785766691122, 0.49871578126016, 0.863621126569977, 0.612434511815351, 0.914703052273541"
"120",500,6,0.005,10,0.719480060942609,"0.707696258253852, 0.508390770964736, 0.863143418910662, 0.597480857299872, 0.920688999283924"
