"","n.trees","max_depth","min_samples_split","ROC_AUC_valid"
"1",1000,4,5,0.753250203662891
"2",50,6,10,0.736893152605525
"3",900,3,20,0.755171196865592
"4",50,5,10,0.733510107921326
"5",1000,6,20,0.757817213955669
"6",750,6,20,0.753089754116071
"7",900,3,17,0.751311204900073
"8",1000,3,17,0.759763815066092
"9",1000,5,20,0.761970496489316
"10",50,4,17,0.740369426078773
"11",50,5,17,0.767992756163103
"12",100,5,15,0.733560923613212
"13",750,6,5,0.747898150949013
"14",1000,3,5,0.751614498557154
"15",1000,4,10,0.760996995872325
"16",100,4,5,0.768747389193783
"17",900,6,15,0.752254696250202
"18",50,4,10,0.755905023471248
"19",50,6,15,0.750524161861183
"20",500,6,15,0.750452139620715
"21",500,6,20,0.749080115939802
"22",750,5,17,0.758568645997884
"23",750,3,20,0.755261224666177
"24",900,5,15,0.753711946249002
"25",50,5,5,0.737701802316555
"26",500,3,10,0.761169049002332
"27",50,6,17,0.747081898890377
"28",500,6,17,0.746854228585787
"29",50,5,20,0.746294855851487
"30",900,4,20,0.752376333811881
"31",900,4,10,0.750232871910846
"32",500,5,15,0.742056747123512
"33",100,6,5,0.733668156726797
"34",900,6,5,0.75336743986543
"35",500,3,15,0.757718383436805
"36",500,6,10,0.755964641881413
"37",1000,6,17,0.759382097191613
"38",1000,5,17,0.757070583396153
"39",100,6,17,0.75430853047421
"40",750,4,17,0.75482909122337
"41",250,4,10,0.741578199347959
"42",750,3,17,0.751006710872317
"43",900,3,10,0.755974244846809
"44",100,4,17,0.73100253358237
"45",900,4,15,0.756716874170744
"46",250,5,20,0.750889874793336
"47",100,6,20,0.759479327216244
"48",1000,3,15,0.754354544683398
"49",900,4,5,0.753572703250764
"50",750,6,15,0.76124747321973
"51",500,6,5,0.74594714847945
"52",100,5,17,0.737028794491739
"53",1000,5,5,0.75766956836271
"54",100,6,15,0.753453066306876
"55",750,6,17,0.747990579490947
"56",750,5,10,0.757563535619799
"57",100,3,20,0.747153120883729
"58",100,5,5,0.740564686375153
"59",900,3,5,0.749060109761895
"60",500,4,17,0.75458621622357
"61",500,4,10,0.749106924218199
"62",250,3,10,0.751308003911608
"63",900,6,20,0.755675352548867
"64",1000,4,17,0.748688394976369
"65",500,3,5,0.747316371295456
"66",750,5,20,0.75364952697393
"67",250,5,17,0.772296485154616
"68",50,6,20,0.753946818777639
"69",250,6,10,0.75397242668536
"70",50,6,5,0.752756851315686
"71",250,3,20,0.762382223630657
"72",250,5,15,0.755450883232742
"73",1000,3,10,0.747430806633088
"74",750,4,10,0.750863866762056
"75",100,3,10,0.757771999993598
"76",750,4,5,0.753157374997399
"77",250,3,17,0.753104158564165
"78",50,3,15,0.768684969918711
"79",500,5,10,0.759150025527883
"80",250,4,15,0.756882125200262
"81",750,4,15,0.749224160420738
"82",250,6,20,0.761011400320419
"83",50,3,10,0.725372394995575
"84",1000,4,15,0.757751193568574
"85",900,5,17,0.756528015851295
"86",250,3,5,0.746515724055588
"87",250,6,17,0.757876032118718
"88",500,3,20,0.75523241576999
"89",500,3,17,0.746807414129483
"90",100,4,10,0.746700581139456
"91",50,4,5,0.738398017307745
"92",250,4,5,0.753097756587234
"93",1000,4,20,0.751767745879928
"94",100,5,10,0.767728274491163
"95",1000,5,15,0.756001453248763
"96",1000,5,10,0.754538601520149
"97",50,5,15,0.750420529859621
"98",100,4,15,0.756738880966442
"99",900,5,5,0.753401450367874
"100",250,5,5,0.753452666183317
"101",1000,6,15,0.759580958600016
"102",750,3,15,0.748054599260252
"103",1000,3,20,0.756100683891186
"104",250,6,5,0.750967498763618
"105",750,6,10,0.761839255962241
"106",1000,6,10,0.756570428948459
"107",100,3,15,0.750070021622677
"108",500,5,20,0.754935123966281
"109",500,4,20,0.752622809923704
"110",100,5,20,0.741312117181786
"111",900,5,20,0.755500098430395
"112",250,3,15,0.748691595964834
"113",500,4,15,0.752939307658205
"114",500,5,17,0.753879998143427
"115",250,5,10,0.754229306009696
"116",750,3,5,0.751398031712193
"117",250,6,15,0.756265534797145
"118",750,4,20,0.756321952218845
"119",100,4,20,0.75524962108299
"120",500,4,5,0.750323699958547
