"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"1",250,5,0.005,20,0.733476971051859,"0.706197183098592, 0.859029359588568, 0.529069562146893, 0.819953931963983, 0.753134818461259"
"2",750,4,0.01,20,0.727294209291094,"0.621408450704225, 0.868201290808189, 0.595138888888889, 0.822660904989435, 0.729061511064732"
"3",100,5,0.005,5,0.739775589562424,"0.705915492957746, 0.863751902599068, 0.561779072504708, 0.810818373912547, 0.75661310583805"
"4",100,3,0.01,20,0.744731374893621,"0.707323943661972, 0.857111964635558, 0.579758121468927, 0.818847918372009, 0.760614926329639"
"5",100,3,0.005,10,0.738118057414397,"0.677746478873239, 0.861207769129562, 0.582300494350282, 0.805967904665816, 0.763367640053083"
"6",500,6,0.005,15,0.733609798841217,"0.648169014084507, 0.862424066759033, 0.592870174199623, 0.819451371571072, 0.745134367591847"
"7",50,6,0.01,5,0.746122352412283,"0.716901408450704, 0.862763233970745, 0.596816148775895, 0.801995012468828, 0.752135958395245"
"8",500,6,0.01,20,0.729688844357849,"0.624788732394366, 0.868744565357598, 0.594562146892655, 0.822089813633854, 0.73825896351077"
"9",50,6,0.01,20,0.745225593000447,"0.711830985915493, 0.860033203483634, 0.589221398305085, 0.811269536083455, 0.753772841214568"
"10",250,4,0.005,20,0.74155524902021,"0.707605633802817, 0.858220517871153, 0.570553790018832, 0.818398659838952, 0.752997643569298"
"11",1000,5,0.01,10,0.72881689816696,"0.659718309859155, 0.870940426455346, 0.574658662900188, 0.81858331271059, 0.72018377890952"
"12",50,6,0.01,10,0.727884232574464,"0.712957746478873, 0.86339300754059, 0.496410075329567, 0.806171593915973, 0.760488739607318"
"13",50,5,0.01,20,0.737401432280605,"0.68169014084507, 0.861069674202198, 0.596813206214689, 0.792084673811654, 0.755349466329413"
"14",100,6,0.01,10,0.73845877030343,"0.705352112676056, 0.855054957228511, 0.560996351224106, 0.8146580114599, 0.756232418928576"
"15",750,5,0.01,15,0.73412877853778,"0.655211267605634, 0.87142603499113, 0.58781779661017, 0.822181188250747, 0.734007605231219"
"16",250,3,0.005,15,0.733757490945199,"0.676901408450704, 0.854400903231877, 0.555773305084746, 0.821688146047096, 0.760023691911573"
"17",1000,6,0.005,10,0.728338427917122,"0.624788732394366, 0.868729390090854, 0.588612288135593, 0.818727989187337, 0.740833739777458"
"18",100,3,0.01,5,0.731367455102596,"0.677464788732394, 0.855536771947609, 0.538000235404896, 0.824619748339076, 0.761215731089006"
"19",50,4,0.005,5,0.71738291605539,"0.711830985915493, 0.860525640889453, 0.434307321092279, 0.817119415202452, 0.763131217177274"
"20",250,6,0.01,20,0.726512913199139,"0.679718309859155, 0.85893527293476, 0.526736111111111, 0.818267308827169, 0.748907563263501"
"21",500,4,0.01,20,0.739674082492388,"0.707323943661972, 0.868500243563031, 0.565907485875706, 0.821366431250119, 0.735272308111112"
"22",100,6,0.005,20,0.72277235559907,"0.708169014084507, 0.865081255965777, 0.480964571563088, 0.805712817193657, 0.753934119188322"
"23",1000,3,0.01,10,0.736933870699787,"0.682535211267606, 0.871256072003606, 0.580408427495292, 0.821518722278274, 0.728950920454159"
"24",250,4,0.01,10,0.734684423807329,"0.676056338028169, 0.859346522663502, 0.574629237288136, 0.819023053054387, 0.74436696800245"
"25",1000,5,0.01,20,0.73846738410915,"0.681971830985916, 0.873624931142227, 0.593302730696799, 0.818141668728941, 0.725295758991867"
"26",50,4,0.005,15,0.707610301387226,"0.677183098591549, 0.858856361547695, 0.434042490583804, 0.79930136490834, 0.768668191304742"
"27",250,6,0.005,15,0.745501730439376,"0.706197183098592, 0.861930111826541, 0.589124293785311, 0.820782014429575, 0.749475049056861"
"28",500,3,0.01,10,0.729288734915141,"0.649859154929577, 0.861586392034806, 0.570780367231638, 0.818762254668672, 0.745455505711013"
"29",750,6,0.01,15,0.731798791822152,"0.65887323943662, 0.873260724740389, 0.570845103578154, 0.822660904989435, 0.733353986366163"
"30",100,4,0.01,5,0.744193217397371,"0.707323943661972, 0.858977763681641, 0.588512241054614, 0.813580552435705, 0.752571586152921"
"31",50,5,0.005,15,0.711060693892484,"0.705070422535211, 0.859764601262279, 0.434542725988701, 0.799253773962041, 0.756671945714188"
"32",1000,3,0.01,20,0.731092630804141,"0.653802816901408, 0.871571717551865, 0.58006120527307, 0.816732976718509, 0.733294437575854"
"33",500,3,0.01,20,0.729588444190537,"0.646478873239437, 0.864028092453795, 0.576024011299435, 0.820391768669928, 0.741019475290088"
"34",100,3,0.01,10,0.738855490216844,"0.67830985915493, 0.85706340378198, 0.58685852165725, 0.81694999143363, 0.75509567505643"
"35",750,6,0.005,5,0.733548951905801,"0.649859154929577, 0.867031277742285, 0.58954213747646, 0.821339780320192, 0.73997240906049"
"36",750,4,0.005,20,0.739892761065302,"0.677746478873239, 0.864843004277908, 0.594356167608286, 0.82057071062801, 0.741947443939067"
"37",750,3,0.005,10,0.732884351523876,"0.675492957746479, 0.859260023643066, 0.558827683615819, 0.819794026384421, 0.751047066229597"
"38",250,5,0.01,15,0.738989271640039,"0.675774647887324, 0.859982366340044, 0.595177142184557, 0.820504083303192, 0.743508118485079"
"39",1000,4,0.005,20,0.729022257494749,"0.648450704225352, 0.868217983601607, 0.57165725047081, 0.820563096076602, 0.736222253099373"
"40",500,4,0.01,5,0.731722713035785,"0.677464788732394, 0.867378791350705, 0.558680555555556, 0.820909558165655, 0.734179871374613"
"41",250,6,0.005,10,0.743121343709115,"0.706197183098592, 0.86018419738773, 0.583395127118644, 0.815613637661571, 0.75021657327904"
"42",100,4,0.01,20,0.748805488267701,"0.705915492957746, 0.857897284689522, 0.603943032015066, 0.818246368810797, 0.758025262865374"
