"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"43",250,6,0.005,20,0.750054159418909,"0.705633802816901, 0.860270696408166, 0.614439147834275, 0.817505853686395, 0.752421296348808"
"44",250,5,0.005,10,0.740114555088317,"0.705915492957746, 0.861417946573956, 0.564674552730697, 0.817734290228627, 0.750830492950557"
"45",250,6,0.01,15,0.743503852384775,"0.707605633802817, 0.859976296233347, 0.582653601694915, 0.818971654832385, 0.748312075360412"
"46",50,3,0.005,15,0.72101753538706,"0.679718309859155, 0.862058342830521, 0.494656308851224, 0.804684852753612, 0.76396986264079"
"47",1000,4,0.01,20,0.729721948106096,"0.654929577464789, 0.871069416222664, 0.574670433145009, 0.819382840608403, 0.728557473089618"
"48",100,5,0.01,5,0.744584815424738,"0.706197183098592, 0.85974563217885, 0.589845221280603, 0.812053834878453, 0.755082205687193"
"49",250,6,0.005,5,0.744267283510832,"0.706197183098592, 0.86118424746611, 0.587008592278719, 0.816959509622889, 0.749986885087849"
"50",750,5,0.01,5,0.730541384944592,"0.652676056338028, 0.871941994060401, 0.582685969868173, 0.824362757229065, 0.721040147227295"
"51",100,5,0.01,20,0.734693010636758,"0.707323943661972, 0.857404088520366, 0.548855343691149, 0.807753516970931, 0.752128160339371"
"52",1000,4,0.005,10,0.72732594724239,"0.62169014084507, 0.869123947026179, 0.592914312617702, 0.81976356817879, 0.733137767544208"
"53",500,5,0.005,5,0.737661366726606,"0.676338028169014, 0.857560393767821, 0.588871233521657, 0.819036378519351, 0.746500799655184"
"54",100,6,0.005,15,0.723904599327978,"0.706478873239437, 0.857552047371113, 0.486849693973635, 0.809381127334336, 0.759261254721368"
"55",500,6,0.01,10,0.726777216855414,"0.62169014084507, 0.871095214176127, 0.581420668549906, 0.822775123260551, 0.736904937445414"
"56",1000,3,0.005,5,0.739176677479662,"0.707323943661972, 0.863093296022411, 0.558445150659134, 0.817886581256782, 0.749134415798011"
"57",100,5,0.01,10,0.740758843758968,"0.708169014084507, 0.859214497842836, 0.573643479284369, 0.812103329462603, 0.750663898120527"
"58",500,5,0.01,15,0.727961345303402,"0.622535211267606, 0.870814471741377, 0.597551789077213, 0.820863870857208, 0.728041383573608"
"59",250,5,0.01,5,0.745800808779271,"0.705633802816901, 0.860748717310579, 0.597378177966102, 0.819021149416535, 0.746222196386239"
"60",500,5,0.01,20,0.734591434737146,"0.67830985915493, 0.87085392743491, 0.573316854990584, 0.818320610687023, 0.732155921418282"
"61",100,6,0.01,20,0.738221195120879,"0.705633802816901, 0.857182529625914, 0.560678554613936, 0.81266109535322, 0.754949993194424"
"62",250,5,0.01,20,0.739007540275376,"0.677183098591549, 0.858605969646431, 0.597907838983051, 0.817490624583579, 0.74385016957227"
"63",500,3,0.005,5,0.73505682770776,"0.677746478873239, 0.85491079219445, 0.564474458568738, 0.82176048428547, 0.756391924616903"
"64",50,5,0.005,5,0.719885507896485,"0.712112676056338, 0.865843813119625, 0.450023540489642, 0.804705792769983, 0.766741717046834"
"65",100,4,0.005,20,0.732196045681335,"0.67830985915493, 0.865915895636655, 0.553160310734463, 0.802389065504179, 0.76120509737645"
"66",50,5,0.01,15,0.745017052640424,"0.709859154929578, 0.857124104848953, 0.592849576271187, 0.8064438141288, 0.758808613023604"
"67",50,6,0.005,15,0.742802531697986,"0.708169014084507, 0.856965523311486, 0.581450094161958, 0.810814566636843, 0.756613460295135"
"68",50,3,0.01,5,0.724337642078967,"0.677042253521127, 0.860722919357115, 0.504796374764595, 0.806727456168739, 0.772399206583261"
"69",500,3,0.005,10,0.740436642518619,"0.677183098591549, 0.85465129513314, 0.594217867231638, 0.821370238525823, 0.754760713110942"
"70",500,6,0.005,5,0.740348531292404,"0.678028169014085, 0.862877807234657, 0.589259651600753, 0.819908244655537, 0.751668783956989"
"71",750,5,0.01,10,0.733094923979528,"0.651830985915493, 0.871896468260171, 0.58534604519774, 0.824107669756905, 0.732293450767329"
"72",50,6,0.005,20,0.715992752018039,"0.711830985915493, 0.859467166034111, 0.445771539548023, 0.80233195636862, 0.760562112223949"
"73",100,5,0.005,15,0.742346694100661,"0.706197183098592, 0.861820091142652, 0.58696445386064, 0.80532257143401, 0.751429170967413"
"74",750,3,0.01,15,0.728471698463957,"0.657464788732394, 0.869679361788982, 0.557903719397363, 0.823182501760865, 0.734128120640178"
"75",250,5,0.01,10,0.744060329382038,"0.705352112676056, 0.857410158627063, 0.588156191148776, 0.81944946793322, 0.749933716525073"
"76",750,4,0.01,5,0.731763050063905,"0.680845070422535, 0.875251719737104, 0.551241760828625, 0.823723134910815, 0.727753564420448"
"77",500,5,0.01,5,0.724214402097023,"0.619718309859155, 0.868765810731038, 0.578260357815443, 0.820254706744589, 0.734072825334891"
"78",500,5,0.005,15,0.740643395055715,"0.677464788732394, 0.861859546836184, 0.597107462335217, 0.819950124688279, 0.746835052686501"
"79",1000,3,0.01,5,0.740441260124994,"0.710140845070423, 0.86970667726912, 0.570109463276836, 0.822447697550018, 0.729801617458571"
"80",1000,4,0.005,5,0.733317597908215,"0.677464788732394, 0.865434839680895, 0.560263653483992, 0.822900763358779, 0.740523944285018"
"81",50,4,0.01,5,0.743064273984015,"0.707605633802817, 0.861757113785668, 0.58351577212806, 0.804905674744437, 0.757537175459093"
"82",1000,6,0.005,15,0.733158890638678,"0.650704225352113, 0.867612490458551, 0.59364406779661, 0.818552854504959, 0.735280815081157"
"83",1000,5,0.005,15,0.740340453465386,"0.67887323943662, 0.869098149072715, 0.598175612052731, 0.818876472939788, 0.736678793825074"
"84",500,5,0.005,10,0.740414741274741,"0.676338028169014, 0.860211512867867, 0.600553201506591, 0.820719194380461, 0.744251769449769"
"85",250,4,0.01,20,0.735929191618045,"0.676619718309859, 0.856287188888063, 0.574967631826742, 0.820696350726238, 0.751075068339326"
"86",750,5,0.01,20,0.734748369961453,"0.651830985915493, 0.872325928309005, 0.588712335216573, 0.82732862500238, 0.733543975363815"
"87",250,6,0.01,10,0.739277089411954,"0.67943661971831, 0.861850441676139, 0.589468573446328, 0.81910490948202, 0.746524902736976"
"88",1000,6,0.01,10,0.729124195428104,"0.655492957746479, 0.868749117937621, 0.571533662900188, 0.823380480097466, 0.726464758458764"
"89",750,6,0.005,10,0.73327810896674,"0.648732394366197, 0.865284604540136, 0.593973634651601, 0.818400563476804, 0.739999347798963"
"90",50,6,0.005,10,0.747835962891271,"0.705633802816901, 0.856570966376161, 0.590916313559322, 0.810656564695132, 0.775402167008836"
"91",100,5,0.005,20,0.744472827450023,"0.705352112676056, 0.860118943740734, 0.597222222222222, 0.804749576440578, 0.754921282170525"
"92",50,4,0.01,10,0.748973750488822,"0.707887323943662, 0.862276866671624, 0.60808615819209, 0.803771106584683, 0.762847297052051"
"93",50,5,0.01,10,0.742759747685889,"0.706197183098592, 0.860773756500705, 0.587588276836158, 0.804703889132132, 0.754535632861858"
"94",50,5,0.01,5,0.720696841964393,"0.676338028169014, 0.863495440591107, 0.502424670433145, 0.813043726561459, 0.748182344067239"
"95",100,4,0.005,5,0.713781573463244,"0.706197183098592, 0.859495999040923, 0.433730579096045, 0.807473682206697, 0.762010423873961"
"96",250,3,0.005,10,0.732513568959466,"0.707042253521127, 0.852956217837919, 0.521842631826742, 0.824610230149816, 0.756116511461724"
"97",1000,6,0.01,20,0.732050828523569,"0.652112676056338, 0.872248534448614, 0.590748587570621, 0.819074451276389, 0.726069893265883"
"98",1000,4,0.01,15,0.738575736050549,"0.684225352112676, 0.873763026069591, 0.596127589453861, 0.818735603738745, 0.720027108877874"
"99",250,4,0.005,15,0.739032702623487,"0.676901408450704, 0.858074835310418, 0.583862994350282, 0.82275418324418, 0.75357009176185"
"100",50,5,0.005,20,0.7140985399047,"0.716056338028169, 0.861851200439476, 0.441013418079096, 0.796569644590813, 0.755002098385944"
"101",1000,3,0.005,20,0.742042383251924,"0.705915492957746, 0.866448547499344, 0.577018596986817, 0.81763910833603, 0.74319017047968"
"102",1000,4,0.01,10,0.732872175125836,"0.65830985915493, 0.871509498958218, 0.579384416195857, 0.82255810854543, 0.732598992774747"
"103",500,6,0.01,5,0.738392599504322,"0.68, 0.870908558395185, 0.577033309792844, 0.826068416744399, 0.737952712589181"
"104",750,5,0.005,5,0.732783993326598,"0.649577464788732, 0.865723169749016, 0.582927259887006, 0.823449011060136, 0.742243061148101"
"105",100,5,0.005,10,0.714885290482914,"0.705633802816901, 0.859565805267942, 0.435460805084746, 0.818221621518722, 0.755544417726257"
"106",500,6,0.01,15,0.736011575651213,"0.652394366197183, 0.873316873227339, 0.603301553672316, 0.818423407131027, 0.732621678028198"
"107",1000,3,0.005,10,0.734157625583875,"0.67943661971831, 0.864182880174576, 0.561699623352166, 0.819394262435514, 0.746074742238808"
"108",500,6,0.005,20,0.74564299878057,"0.706760563380282, 0.858234175611222, 0.595833333333333, 0.822573337648246, 0.744813583929766"
"109",750,3,0.005,15,0.743669134000284,"0.705633802816901, 0.861785188029143, 0.581909133709981, 0.820920979992766, 0.748096565452627"
"110",1000,6,0.005,5,0.729988985906173,"0.650985915492958, 0.871556542285122, 0.576347693032015, 0.82063924159068, 0.730415537130089"
"111",750,5,0.005,20,0.738839868137809,"0.678028169014085, 0.865720134695668, 0.592434675141243, 0.819078258552093, 0.738938103285959"
"112",100,3,0.005,20,0.708110654401685,"0.677464788732394, 0.860921715351452, 0.435481403013183, 0.806765528925777, 0.759919835985618"
"113",1000,3,0.005,15,0.738667119963354,"0.707323943661972, 0.865469742794404, 0.556856167608286, 0.820129066646361, 0.743556679105747"
"114",50,4,0.01,20,0.746633234985917,"0.707605633802817, 0.86166833847522, 0.600158898305085, 0.806830252612743, 0.756903051733721"
"115",50,3,0.01,15,0.711270108247676,"0.68, 0.859982366340044, 0.442052142184557, 0.80557765890617, 0.768738373807606"
"116",500,4,0.01,10,0.72939400875951,"0.649295774647887, 0.865940176063445, 0.569732815442561, 0.823353829167539, 0.738647448476118"
"117",250,3,0.01,5,0.722005772581624,"0.675492957746479, 0.853630758444657, 0.505993997175141, 0.82005863204584, 0.754852517496002"
"118",1000,5,0.01,5,0.72949365159835,"0.658028169014085, 0.871715882585926, 0.570356638418079, 0.822969294321448, 0.724398273652212"
"119",750,3,0.005,5,0.741550128462777,"0.675774647887324, 0.861413393993933, 0.598010828625235, 0.818849822009861, 0.753701949797534"
"120",500,6,0.005,10,0.738209596852503,"0.677464788732394, 0.860299529414978, 0.585743290960452, 0.821530144105385, 0.746010231049306"
