"","n.trees","interaction.depth","shrinkage","n.minobsinnode","ROC_AUC_valid"
"1",500,3,0.005,5,0.725298972322653
"2",750,3,0.005,5,0.735360679377792
"3",1000,3,0.005,5,0.743349746401689
"4",50,4,0.005,5,0.707173775261801
"5",100,4,0.005,5,0.705990709931227
"6",1000,4,0.005,5,0.74728076029878
"7",50,5,0.005,5,0.712404190414
"8",100,5,0.005,5,0.71018360469713
"9",500,5,0.005,5,0.740315509429312
"10",750,5,0.005,5,0.749652892813301
"11",250,6,0.005,5,0.728103238279981
"12",500,6,0.005,5,0.740138354723939
"13",750,6,0.005,5,0.749278177101089
"14",1000,6,0.005,5,0.751055325884633
"15",50,3,0.01,5,0.699309746849827
"16",100,3,0.01,5,0.707268304452415
"17",250,3,0.01,5,0.725929967173863
"18",1000,3,0.01,5,0.746846226114624
"19",50,4,0.01,5,0.706866880492696
"20",100,4,0.01,5,0.710611936966135
"21",500,4,0.01,5,0.747780514622916
"22",750,4,0.01,5,0.752166469005629
"23",50,5,0.01,5,0.703956881885126
"24",100,5,0.01,5,0.718969617817982
"25",250,5,0.01,5,0.735981471078269
"26",500,5,0.01,5,0.749972191412708
"27",750,5,0.01,5,0.755242018735385
"28",1000,5,0.01,5,0.756898730327925
"29",50,6,0.01,5,0.724303865033522
"30",500,6,0.01,5,0.755052060076151
"31",100,3,0.005,10,0.702894953961783
"32",250,3,0.005,10,0.715536557689014
"33",500,3,0.005,10,0.724852234369973
"34",750,3,0.005,10,0.734093087945558
"35",1000,3,0.005,10,0.741537586806806
"36",1000,4,0.005,10,0.749440427203921
"37",100,5,0.005,10,0.715741921105237
"38",250,5,0.005,10,0.72174777571314
"39",500,5,0.005,10,0.737066706198874
"40",50,6,0.005,10,0.721009147624787
"41",250,6,0.005,10,0.72860009170832
"42",500,6,0.005,10,0.741002821671332
"43",750,6,0.005,10,0.747941964478631
"44",1000,6,0.005,10,0.755412471371159
"45",100,3,0.01,10,0.709540806200955
"46",500,3,0.01,10,0.738146839744113
"47",1000,3,0.01,10,0.748656185029937
"48",50,4,0.01,10,0.703924171784247
"49",250,4,0.01,10,0.732092670216563
"50",500,4,0.01,10,0.746197425765076
"51",1000,4,0.01,10,0.750297291803709
"52",50,5,0.01,10,0.713295065516231
"53",100,5,0.01,10,0.717797655916147
"54",250,5,0.01,10,0.739594986931965
"55",750,5,0.01,10,0.750094029036166
"56",1000,5,0.01,10,0.759530543031688
"57",50,6,0.01,10,0.719992933817963
"58",100,6,0.01,10,0.729091343406844
"59",250,6,0.01,10,0.739904382473308
"60",500,6,0.01,10,0.751410835666054
"61",1000,6,0.01,10,0.759087406191032
"62",50,3,0.005,15,0.703886960293339
"63",250,3,0.005,15,0.715592074832708
"64",750,3,0.005,15,0.7353978908687
"65",1000,3,0.005,15,0.739311699452791
"66",50,4,0.005,15,0.703991092449348
"67",250,4,0.005,15,0.716992907409808
"68",50,5,0.005,15,0.707693035609396
"69",100,5,0.005,15,0.71191413908615
"70",500,5,0.005,15,0.736117613118931
"71",1000,5,0.005,15,0.751288197795479
"72",50,6,0.005,15,0.721804893351067
"73",100,6,0.005,15,0.723455302997566
"74",250,6,0.005,15,0.726949081876483
"75",500,6,0.005,15,0.739546571981428
"76",1000,6,0.005,15,0.748974883444008
"77",50,3,0.01,15,0.707007623954277
"78",750,3,0.01,15,0.7478533371105
"79",1000,4,0.01,15,0.749586872426205
"80",50,5,0.01,15,0.709416467805258
"81",250,5,0.01,15,0.739628697341739
"82",500,5,0.01,15,0.746498918866146
"83",750,5,0.01,15,0.754145480124262
"84",250,6,0.01,15,0.741447258913552
"85",500,6,0.01,15,0.750728825061179
"86",750,6,0.01,15,0.757578140129672
"87",100,3,0.005,20,0.700971960141292
"88",1000,3,0.005,20,0.740719934315717
"89",100,4,0.005,20,0.712385584668546
"90",250,4,0.005,20,0.719375343105951
"91",750,4,0.005,20,0.741559393540725
"92",1000,4,0.005,20,0.747796319503463
"93",50,5,0.005,20,0.714240957607709
"94",100,5,0.005,20,0.71695779656758
"95",250,5,0.005,20,0.721912226495542
"96",750,5,0.005,20,0.745420585876919
"97",50,6,0.005,20,0.724399594594811
"98",100,6,0.005,20,0.714376399432145
"99",250,6,0.005,20,0.728475253158175
"100",500,6,0.005,20,0.738599079395717
"101",100,3,0.01,20,0.708089958179086
"102",500,3,0.01,20,0.741497874543659
"103",1000,3,0.01,20,0.751299001131549
"104",50,4,0.01,20,0.700184116855285
"105",100,4,0.01,20,0.714014687735573
"106",250,4,0.01,20,0.731656335476395
"107",500,4,0.01,20,0.746396487235258
"108",750,4,0.01,20,0.750378716947793
"109",1000,4,0.01,20,0.754946727549467
"110",50,5,0.01,20,0.72538849996879
"111",100,5,0.01,20,0.716382418890954
"112",250,5,0.01,20,0.735129808084737
"113",500,5,0.01,20,0.747620665261433
"114",750,5,0.01,20,0.753222995260937
"115",1000,5,0.01,20,0.755443080823358
"116",50,6,0.01,20,0.719003728351315
"117",100,6,0.01,20,0.729069636703814
"118",250,6,0.01,20,0.736272560966827
"119",500,6,0.01,20,0.749226161038529
"120",1000,6,0.01,20,0.755862610374084
