"","n.trees","max_depth","min_samples_split","ROC_AUC_valid"
"1",1000,4,5,0.725759714599868
"2",50,6,10,0.732162091653903
"3",900,3,20,0.724088798621014
"4",50,5,10,0.728657009284467
"5",1000,6,20,0.728876677117894
"6",750,6,20,0.721508801918032
"7",900,3,17,0.731961229627709
"8",1000,3,17,0.725756113487845
"9",1000,5,20,0.72382951855533
"10",50,4,17,0.728443743427971
"11",50,5,17,0.727002498371497
"12",100,5,15,0.724022378110361
"13",750,6,5,0.727017703066707
"14",1000,3,5,0.727019703684498
"15",1000,4,10,0.724293661882789
"16",100,4,5,0.726786831773652
"17",900,6,15,0.732813892930137
"18",50,4,10,0.736997184730645
"19",50,6,15,0.716531664978145
"20",500,6,15,0.722295844956923
"21",500,6,20,0.734040671759439
"22",750,5,17,0.723675871108998
"23",750,3,20,0.732067662494178
"24",900,5,15,0.728395328477434
"25",50,5,5,0.732739870071878
"26",500,3,10,0.7279299847793
"27",50,6,17,0.723159711718979
"28",500,6,17,0.720918219546196
"29",50,5,20,0.731573109776299
"30",900,4,20,0.727322197094463
"31",900,4,10,0.724045985400292
"32",500,5,15,0.739099033781632
"33",100,6,5,0.727003298618613
"34",900,6,5,0.723250139643122
"35",500,3,15,0.72136395718998
"36",500,6,10,0.729693729423646
"37",1000,6,17,0.726012592688622
"38",1000,5,17,0.730482773080327
"39",100,6,17,0.713893250235673
"40",750,4,17,0.725081905292354
"41",250,4,10,0.73107415569928
"42",750,3,17,0.729814166614651
"43",900,3,10,0.723559835277134
"44",100,4,17,0.719691040593335
"45",900,4,15,0.725700496313262
"46",250,5,20,0.727665102983801
"47",100,6,20,0.722237426917432
"48",1000,3,15,0.724353280292954
"49",900,4,5,0.726051804797321
"50",750,6,15,0.728066026789073
"51",500,6,5,0.724297262994813
"52",100,5,17,0.717744839606471
"53",1000,5,5,0.726822042646769
"54",100,6,15,0.738334397661998
"55",750,6,17,0.729126754341741
"56",750,5,10,0.725090307887076
"57",100,3,20,0.732564615953406
"58",100,5,5,0.731866800467984
"59",900,3,5,0.733475697295325
"60",500,4,17,0.721591227371012
"61",500,4,10,0.731513891489692
"62",250,3,10,0.727779938444992
"63",900,6,20,0.727499051707167
"64",1000,4,17,0.726214254961932
"65",500,3,5,0.737226855653026
"66",750,5,20,0.72632108795196
"67",250,5,17,0.719250104432249
"68",50,6,20,0.697502988922979
"69",250,6,10,0.734381977154545
"70",50,6,5,0.707758555842044
"71",250,3,20,0.729246791409187
"72",250,5,15,0.741490172165165
"73",1000,3,10,0.726197049648932
"74",750,4,10,0.731089760518048
"75",100,3,10,0.730682434735846
"76",750,4,5,0.727373012786348
"77",250,3,17,0.736702693791843
"78",50,3,15,0.711394078491438
"79",500,5,10,0.733262831562386
"80",250,4,15,0.731479080740133
"81",750,4,15,0.730329925881112
"82",250,6,20,0.729809765255511
"83",50,3,10,0.725101111223146
"84",1000,4,15,0.725414808092739
"85",900,5,17,0.733801797995221
"86",250,3,5,0.72483782992188
"87",250,6,17,0.723214528646446
"88",500,3,20,0.723637859370974
"89",500,3,17,0.721003445864083
"90",100,4,10,0.736984780900342
"91",50,4,5,0.739012206969512
"92",250,4,5,0.722797599898849
"93",1000,4,20,0.728940296763641
"94",100,5,10,0.722559126258189
"95",1000,5,15,0.723727086924442
"96",1000,5,10,0.725072302326959
"97",50,5,15,0.719788670741525
"98",100,4,15,0.72352582477469
"99",900,5,5,0.727714318181454
"100",250,5,5,0.735963265456373
"101",1000,6,15,0.72246349672779
"102",750,3,15,0.716821754557808
"103",1000,3,20,0.726492740958408
"104",250,6,5,0.726543556650294
"105",750,6,10,0.726151435563302
"106",1000,6,10,0.727613086921241
"107",100,3,15,0.743757272245669
"108",500,5,20,0.727075720982639
"109",500,4,20,0.723968761553568
"110",100,5,20,0.723509419708806
"111",900,5,20,0.724622563447593
"112",250,3,15,0.719577805626377
"113",500,4,15,0.722609541826516
"114",500,5,17,0.721492796975706
"115",250,5,10,0.718554289564618
"116",750,3,5,0.724884244254626
"117",250,6,15,0.727696312621337
"118",750,4,20,0.728738634490331
"119",100,4,20,0.709636735824022
"120",500,4,5,0.730864490954807
