"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","ROC_AUC_valid"
"47",50,5,0.05,0.7,1,0,0.7,0.742902608325451
"48",1000,5,0.05,0.7,1,0,0.7,0.756132493714059
"49",50,3,0.01,0.6,5,0,0.7,0.713995381773892
"50",1000,3,0.01,0.6,5,0,0.7,0.750848662066846
"51",500,5,0.1,0.6,5,0,0.7,0.747980176278435
"52",1000,5,0.01,0.7,5,0,0.7,0.751416837519426
"53",500,3,0.05,0.7,5,0,0.7,0.756096082470267
"54",50,5,0.1,0.6,10,0,0.7,0.74028990152159
"55",1000,5,0.1,0.7,10,0,0.7,0.764093251996216
"56",500,3,0.05,0.8,10,0,0.7,0.75412867493482
"57",50,3,0.05,0.6,1,0.1,0.7,0.735759902657941
"58",100,5,0.05,0.6,1,0.1,0.7,0.748145827431511
"59",500,5,0.05,0.6,1,0.1,0.7,0.755107977343404
"60",50,3,0.1,0.7,1,0.1,0.7,0.735882140404957
"61",100,5,0.1,0.7,1,0.1,0.7,0.759310475074703
"62",100,3,0.01,0.8,1,0.1,0.7,0.708078754719457
"63",100,3,0.1,0.8,1,0.1,0.7,0.743568613987999
"64",1000,5,0.01,0.6,5,0.1,0.7,0.751693723021669
"65",50,3,0.1,0.6,5,0.1,0.7,0.740618803086393
"66",500,3,0.01,0.7,5,0.1,0.7,0.74098371577143
"67",100,5,0.1,0.8,5,0.1,0.7,0.742401653630641
"68",50,3,0.05,0.6,10,0.1,0.7,0.738628288415463
"69",1000,3,0.01,0.7,10,0.1,0.7,0.747220341641499
"70",100,3,0.05,0.7,10,0.1,0.7,0.740267594633223
"71",500,5,0.05,0.7,10,0.1,0.7,0.757197422564088
"72",1000,3,0.01,0.8,10,0.1,0.7,0.744350655482413
"73",100,5,0.01,0.8,1,1,0.7,0.730089051499103
"74",100,5,0.05,0.8,1,1,0.7,0.747539840302685
"75",1000,3,0.01,0.6,5,1,0.7,0.748305876854773
"76",500,5,0.05,0.6,5,1,0.7,0.750154247631669
"77",500,5,0.01,0.7,5,1,0.7,0.745906736000077
"78",500,3,0.1,0.8,5,1,0.7,0.758076494021354
"79",500,3,0.05,0.6,10,1,0.7,0.76050584420469
"80",1000,5,0.05,0.6,10,1,0.7,0.76824703468431
"81",100,5,0.1,0.6,10,1,0.7,0.757550131480601
"82",50,3,0.01,0.7,10,1,0.7,0.71058042723593
"83",500,5,0.05,0.7,10,1,0.7,0.755953438421785
"84",100,5,0.05,0.8,10,1,0.7,0.733635246564139
"85",500,5,0.1,0.8,10,1,0.7,0.76007871230636
"86",1000,5,0.1,0.8,10,1,0.7,0.761442133330772
"87",100,3,0.1,0.6,1,0,0.8,0.755715765028241
"88",50,3,0.01,0.7,1,0,0.8,0.720518596142489
"89",500,3,0.01,0.7,1,0,0.8,0.746110398891178
"90",100,5,0.01,0.7,1,0,0.8,0.737413913416463
"91",50,3,0.1,0.7,1,0,0.8,0.736787319924393
"92",500,5,0.01,0.6,5,0,0.8,0.74409977801145
"93",100,5,0.1,0.7,5,0,0.8,0.750459341844762
"94",500,3,0.05,0.8,5,0,0.8,0.755834201601455
"95",1000,5,0.01,0.6,10,0,0.8,0.75517599834829
"96",100,3,0.05,0.6,10,0,0.8,0.740805260664493
"97",1000,3,0.05,0.6,10,0,0.8,0.756758086897234
"98",1000,5,0.05,0.6,10,0,0.8,0.769749498645182
"99",50,5,0.1,0.6,10,0,0.8,0.749609879530799
"100",1000,3,0.05,0.7,10,0,0.8,0.760816540147598
"101",50,5,0.05,0.8,10,0,0.8,0.747082599106604
"102",100,5,0.05,0.8,10,0,0.8,0.74440327173031
"103",1000,3,0.01,0.7,1,0.1,0.8,0.753653528209511
"104",500,5,0.1,0.7,1,0.1,0.8,0.756597237226856
"105",500,3,0.01,0.6,5,0.1,0.8,0.745508112905265
"106",500,5,0.05,0.6,5,0.1,0.8,0.761085423178678
"107",100,5,0.01,0.7,5,0.1,0.8,0.736294867855194
"108",500,3,0.1,0.7,5,0.1,0.8,0.755112778826102
"109",500,5,0.05,0.7,10,0.1,0.8,0.762450644759102
"110",500,3,0.05,0.8,10,0.1,0.8,0.749381008855535
"111",100,5,0.05,0.8,1,1,0.8,0.750858965248469
"112",500,5,0.1,0.8,1,1,0.8,0.772196054141519
"113",500,5,0.05,0.7,5,1,0.8,0.767920933984414
"114",100,3,0.1,0.7,5,1,0.8,0.751635405013068
"115",50,3,0.05,0.6,10,1,0.8,0.737144030076488
"116",100,3,0.1,0.7,10,1,0.8,0.749201053285254
"117",100,5,0.05,0.8,10,1,0.8,0.747530337368179
"118",100,3,0.1,0.8,10,1,0.8,0.749783933278596
