"","n.trees","max_depth","min_samples_split","mean_ROC_AUC","fold_ROC_AUC"
"26",500,3,10,0.750542974384035,"0.902953980099503, 0.781668665600569, 0.712367848258706, 0.861331082786472, 0.69268283064109, 0.579061238011106, 0.744998436229436, 0.745262400700569, 0.636427305519068, 0.752414965986395, 0.752244897959184, 0.845102040816326"
"27",50,6,17,0.716480759384252,"0.899850635216773, 0.77433368869936, 0.558313343994314, 0.858174533064109, 0.679955672640081, 0.572382161786976, 0.730711619857801, 0.732621921978274, 0.655269072788307, 0.639931972789116, 0.670918367346939, 0.82530612244898"
"28",500,6,17,0.752349925980897,"0.903523676261549, 0.786271766169154, 0.71005519278607, 0.862782370015144, 0.69271674659263, 0.5907425227158, 0.740999979149726, 0.746785513229499, 0.617756719000855, 0.756292517006803, 0.765748299319728, 0.85452380952381"
"29",50,5,20,0.753373680913168,"0.897666799928927, 0.769571783937456, 0.719824982231699, 0.857332944220091, 0.690661282180717, 0.60213354997476, 0.728147244636267, 0.734393152769959, 0.640820458289026, 0.808945578231293, 0.763605442176871, 0.827380952380952"
"30",900,4,20,0.746726302778911,"0.902960087953092, 0.782971859452736, 0.705571472992182, 0.862619888944977, 0.691635379858657, 0.587943273599192, 0.744918788182065, 0.745948374721128, 0.619411813765351, 0.727891156462585, 0.741054421768707, 0.847789115646259"
"31",900,4,10,0.749210918235887,"0.902844593994314, 0.781796930525942, 0.696490205223881, 0.862429013124684, 0.695046693589096, 0.564168980312973, 0.74388899314026, 0.74421363190926, 0.631998915785743, 0.774489795918367, 0.759761904761905, 0.833401360544218"
"32",500,5,15,0.756401123065188,"0.903129997334755, 0.780716395700071, 0.701846237562189, 0.862881751640586, 0.688658663553761, 0.598204032054518, 0.744374387523196, 0.748476053460103, 0.645872896728592, 0.770884353741497, 0.789659863945578, 0.842108843537415"
"33",100,6,5,0.736105363421092,"0.900094394100924, 0.780758595415778, 0.711665445095949, 0.859798555022716, 0.683212392730944, 0.579857868500757, 0.735801380288151, 0.739956839932445, 0.635860386564083, 0.737959183673469, 0.675714285714286, 0.792585034013605"
"34",900,6,5,0.749052283128766,"0.902584177327648, 0.784059057391613, 0.712878131663113, 0.863231953558809, 0.688244573447754, 0.593299627713276, 0.744486770501032, 0.745764058297367, 0.623432789141177, 0.752551020408163, 0.732244897959184, 0.845850340136054"
"35",500,3,15,0.741184033192119,"0.903325448649609, 0.784414978678038, 0.693998756218905, 0.861615819030793, 0.690404151943463, 0.583195829126704, 0.748591563979066, 0.747694168178312, 0.639403056650195, 0.717482993197279, 0.690102040816326, 0.833979591836735"
"36",500,6,10,0.750171250645349,"0.903403184968017, 0.784072938877043, 0.712491671108742, 0.862599381625442, 0.692076287228672, 0.577506625441696, 0.747336794478847, 0.743340839432039, 0.611540209753758, 0.770816326530612, 0.757925170068027, 0.838945578231292"
"37",1000,6,17,0.749346347673183,"0.903520344705046, 0.784223969438522, 0.69528085021322, 0.862716115598183, 0.690419138061585, 0.556578117112569, 0.742648610329226, 0.744850399282751, 0.61501386543233, 0.77125850340136, 0.774625850340136, 0.851020408163265"
"38",1000,5,17,0.749661230228566,"0.902973969438522, 0.783057924662402, 0.689144123134328, 0.862472393992933, 0.692653647147905, 0.573573952549218, 0.745310981839411, 0.747252559371156, 0.641808135776985, 0.762823129251701, 0.74421768707483, 0.850646258503401"
"39",100,6,17,0.746207858830448,"0.901628575870647, 0.780184457178394, 0.693247490227434, 0.860578621908127, 0.683632004038364, 0.602098845280162, 0.739264610829632, 0.747065323909009, 0.585637914138571, 0.710204081632653, 0.82656462585034, 0.824387755102041"
"40",750,4,17,0.747770047531119,"0.903453158315565, 0.784498822850036, 0.698362539978678, 0.862847835689046, 0.69048223750631, 0.580955010095911, 0.742357749004399, 0.745639790663247, 0.641480160964117, 0.756224489795918, 0.735204081632653, 0.831734693877551"
"41",250,4,10,0.742248214480222,"0.901751288201848, 0.780728056147832, 0.702714663290689, 0.861874526754165, 0.688774608783443, 0.589349602473498, 0.746375179833615, 0.744299118033402, 0.58495506765914, 0.709897959183673, 0.748265306122449, 0.847993197278912"
"42",750,3,17,0.744784748950082,"0.90322217039801, 0.782809723702914, 0.703163312899787, 0.862196333922261, 0.690371024734982, 0.555715232205957, 0.747807385167115, 0.744601238506286, 0.641544171305853, 0.743197278911565, 0.718673469387755, 0.844115646258503"
"43",900,3,10,0.735914293454049,"0.903412069118692, 0.782421042110874, 0.686062988628287, 0.862081966178698, 0.691506025996971, 0.574793349318526, 0.745771147390588, 0.744212797898292, 0.611254352494735, 0.720136054421769, 0.684149659863946, 0.825170068027211"
"44",100,4,17,0.736289011302585,"0.900226545842218, 0.769367448471926, 0.694580112828714, 0.860101432357395, 0.692088118374558, 0.500867617364967, 0.742979921185964, 0.744187777569275, 0.544708617418319, 0.807823129251701, 0.737108843537415, 0.841428571428571"
"45",900,4,15,0.745349493028647,"0.90344816098081, 0.783769211975835, 0.703755219438522, 0.86213875567895, 0.689467125189298, 0.578158127208481, 0.743201142595025, 0.74440128437689, 0.62082087529451, 0.758061224489796, 0.736020408163265, 0.820952380952381"
"46",250,5,20,0.749079372959725,"0.903312677683013, 0.780424884506041, 0.697910558813078, 0.860747412922766, 0.694571870267542, 0.5530074772842, 0.747291549383874, 0.746280728091574, 0.620677425408144, 0.767074829931973, 0.789251700680272, 0.828401360544218"
"47",100,6,20,0.714686322912972,"0.901140502842928, 0.779700270966596, 0.633991315742715, 0.858527889954568, 0.687705073195356, 0.546760632256436, 0.745271366318467, 0.736407914764079, 0.575676487145806, 0.682755102040816, 0.614727891156463, 0.813571428571429"
"48",1000,3,15,0.747669768696518,"0.903236607142857, 0.782823605188344, 0.695112051350391, 0.862002303129732, 0.692600012619889, 0.567094428319031, 0.742725339338212, 0.746055128124935, 0.627904755947541, 0.773605442176871, 0.740714285714286, 0.838163265306122"
"49",900,4,5,0.744476087489235,"0.903028940120824, 0.78447605721393, 0.697425817341862, 0.861962865976779, 0.690199867491166, 0.570369289500252, 0.743038510456412, 0.74621921978274, 0.652468672463043, 0.732789115646258, 0.726632653061224, 0.825102040816327"
"50",750,6,15,0.74604479969347,"0.903254930703625, 0.782448805081734, 0.705401008351102, 0.86270191822312, 0.694675984351338, 0.559091052498738, 0.742347532370051, 0.746965659598424, 0.616330977252351, 0.750136054421769, 0.760272108843537, 0.82891156462585"
"51",500,6,5,0.744998151293259,"0.90258972992182, 0.785820895522388, 0.704690831556503, 0.862690087077234, 0.691526533316507, 0.57760442958102, 0.744253872938429, 0.748173515981735, 0.657559892412585, 0.680408163265306, 0.748163265306122, 0.836496598639456"
"52",100,5,17,0.733515381308538,"0.901726856787491, 0.787729322139303, 0.654873511904762, 0.860802624936901, 0.681742964411913, 0.581238168854114, 0.741789579032964, 0.74171889660349, 0.617093263276412, 0.649353741496599, 0.743367346938776, 0.840748299319728"
"53",1000,5,5,0.752844916759578,"0.903380974591329, 0.783821961620469, 0.698689587775409, 0.862473971479051, 0.69404420116103, 0.585577833165068, 0.74150121974104, 0.74619044640437, 0.625567648714581, 0.79078231292517, 0.754761904761905, 0.84734693877551"
"54",100,6,15,0.736008458834334,"0.901121624022743, 0.78191631130064, 0.7234375, 0.859448353104493, 0.680568525996971, 0.551744699646643, 0.743907966889765, 0.739806509455599, 0.601306478180188, 0.679897959183673, 0.71030612244898, 0.858639455782313"
"55",750,6,17,0.746437919073913,"0.903080579246624, 0.781816919864961, 0.691079202203269, 0.862434534326098, 0.688959174659263, 0.578167592125189, 0.744038489606138, 0.747697295719439, 0.634845186714205, 0.752414965986394, 0.741496598639456, 0.831224489795918"
"56",750,5,10,0.746661225962934,"0.903331001243781, 0.783775875088842, 0.70026374822317, 0.861890301615346, 0.688055275113579, 0.595301457597173, 0.746270928462709, 0.745614561831488, 0.624581222243072, 0.740034013605442, 0.734625850340136, 0.836190476190476"
"57",100,3,20,0.734123625464427,"0.90216717750533, 0.778922352523099, 0.631693097014925, 0.860169264260475, 0.691648788490661, 0.57772195229682, 0.739388044452784, 0.741955964220929, 0.599082170930548, 0.796530612244898, 0.661394557823129, 0.828809523809524"
"58",100,5,5,0.733442999683439,"0.901886216240227, 0.777188832622601, 0.650047752309879, 0.859755174154467, 0.679345974255427, 0.629945418980313, 0.738178520047539, 0.742874210295865, 0.569134713621484, 0.748775510204082, 0.701836734693878, 0.80234693877551"
"59",900,3,5,0.747870006750094,"0.903361540511727, 0.783171752842928, 0.697404717484009, 0.862446365471984, 0.69184281928319, 0.563710720595659, 0.748563416108922, 0.744633973436751, 0.644270761660516, 0.771972789115646, 0.723945578231292, 0.839115646258503"
"60",500,4,17,0.749670959969202,"0.902779073383085, 0.781675883972992, 0.705343261371713, 0.863082881120646, 0.690974413175164, 0.588475675164059, 0.744010758741477, 0.747103479910761, 0.620021058776923, 0.820238095238095, 0.706700680272109, 0.825646258503401"
"61",500,4,10,0.745784849248166,"0.903087797619048, 0.780836331734186, 0.700315942608387, 0.862630931347804, 0.69256530792529, 0.567808240787481, 0.742892558537145, 0.743215737786952, 0.632221805216739, 0.747312925170068, 0.734183673469388, 0.84234693877551"
"62",250,3,10,0.744193145856161,"0.901886216240227, 0.778368203624733, 0.696792266346837, 0.861547987127713, 0.691857016658253, 0.599544106511863, 0.745669606555326, 0.743312483059152, 0.630795646462751, 0.70765306122449, 0.714489795918367, 0.858401360544218"
"63",900,6,20,0.751049125344327,"0.903035047974414, 0.783031827469794, 0.696345837775409, 0.862761862695608, 0.691352221100454, 0.5739075908632, 0.746066595775734, 0.746530514376264, 0.627211067325535, 0.782755102040816, 0.765884353741497, 0.833707482993197"
"64",1000,4,17,0.750468699429163,"0.902917888237385, 0.78369092039801, 0.705331045664535, 0.86222236244321, 0.689842566885411, 0.587395097173145, 0.749760221846917, 0.744966535309939, 0.635348095327454, 0.748333333333333, 0.760170068027211, 0.835646258503401"
"65",500,3,5,0.747827375732659,"0.902935656538735, 0.783063477256574, 0.699438632729211, 0.862839159515396, 0.690535872034326, 0.563153867995962, 0.742301661766852, 0.745580992890057, 0.623773065615813, 0.765748299319728, 0.778401360544218, 0.816156462585034"
"66",750,5,20,0.744055042914088,"0.903125555259417, 0.779148343105899, 0.705669198649609, 0.862112727158001, 0.689168980312973, 0.570967156739021, 0.744799733116491, 0.746004878964158, 0.619194553908384, 0.702006802721088, 0.768163265306122, 0.838299319727891"
"67",250,5,17,0.741591037556067,"0.902193274697939, 0.77772243692253, 0.716092528429282, 0.861408379606259, 0.689351179959616, 0.565521674659263, 0.74493901294802, 0.747008194157753, 0.605944204666291, 0.787278911564626, 0.654319727891156, 0.847312925170068"
"68",50,6,20,0.730765178028754,"0.898565209665956, 0.780947383617626, 0.698579646410803, 0.858925416456335, 0.679135379858657, 0.612888850328117, 0.747175204853944, 0.746868080315256, 0.625416692729509, 0.614183673469388, 0.775544217687075, 0.730952380952381"
"69",250,6,10,0.741506296388012,"0.902305437100213, 0.782103433724236, 0.706806369936034, 0.86209695229682, 0.688999400555275, 0.561010064361434, 0.742307708346365, 0.74558599695586, 0.618866996100999, 0.756598639455782, 0.700102040816327, 0.831292517006803"
"70",50,6,5,0.748590735105707,"0.900883417732765, 0.778581423240938, 0.707271677327648, 0.858573637051994, 0.693297261484099, 0.530287733467945, 0.735346635808261, 0.735399178499197, 0.650046496111424, 0.79921768707483, 0.753469387755102, 0.840714285714286"
"71",250,3,20,0.744369726994157,"0.903023387526652, 0.784894722814499, 0.68925684079602, 0.862918822564361, 0.68878486244321, 0.585202391468955, 0.743429453097308, 0.742150288776297, 0.650531056483393, 0.733095238095238, 0.72391156462585, 0.825238095238095"
"72",250,5,15,0.734694415156812,"0.902932880241649, 0.783018501243781, 0.709750355366027, 0.860896485360929, 0.681919642857143, 0.581943305148915, 0.74158065928567, 0.748934133983862, 0.615152936761118, 0.753095238095238, 0.607959183673469, 0.829149659863946"
"73",1000,3,10,0.752013415890775,"0.902984519367449, 0.783483253375977, 0.700736829246624, 0.862595437910146, 0.69105328748107, 0.579541582534074, 0.743973853756177, 0.742648193323742, 0.645477367027376, 0.767278911564626, 0.753605442176871, 0.85078231292517"
"74",750,4,10,0.751370214324527,"0.902985629886283, 0.783744780561478, 0.702688010838664, 0.863046598939929, 0.690352094901565, 0.586372097425543, 0.743212401743083, 0.745614561831488, 0.630263130460166, 0.783367346938776, 0.753639455782313, 0.831156462585034"
"75",100,3,10,0.725252276127171,"0.901490871535181, 0.777420375799574, 0.647910558813077, 0.861040825340737, 0.686059755174155, 0.582329000504796, 0.746026771752049, 0.741450762077521, 0.553652134025562, 0.733503401360544, 0.643571428571429, 0.828571428571429"
"76",750,4,5,0.744187157456094,"0.903146099857854, 0.784171775053305, 0.706264436744847, 0.862089853609288, 0.690010569156991, 0.573993563856638, 0.744813285794708, 0.745963178415796, 0.610609453514314, 0.781054421768707, 0.697278911564626, 0.830850340136054"
"77",250,3,17,0.740586905101343,"0.901821806147832, 0.78021499644634, 0.711328957889126, 0.861809061080262, 0.693154498990409, 0.536246687279152, 0.744908988553199, 0.743715518859073, 0.614284522841475, 0.775884353741497, 0.699285714285714, 0.824387755102041"
"78",50,3,15,0.709253437655598,"0.899222081556503, 0.768274697938877, 0.597288668265814, 0.85537607269056, 0.678748107016658, 0.60803098182736, 0.739293175705261, 0.735034924209253, 0.567697712724922, 0.525204081632653, 0.691632653061224, 0.845238095238095"
"79",500,5,10,0.7444386136273,"0.902876799040512, 0.784361673773987, 0.706624244847193, 0.862335941443715, 0.694425164058556, 0.598429612569409, 0.742819999582994, 0.745847459394091, 0.613943829361356, 0.746326530612245, 0.711530612244898, 0.823741496598639"
"80",250,4,15,0.744561238689235,"0.903097792288557, 0.781978500355366, 0.695485740938166, 0.861497507571933, 0.689798397274104, 0.581785556537103, 0.743712182815204, 0.742827922687183, 0.623700923667146, 0.730204081632653, 0.762585034013605, 0.818061224489796"
"81",750,4,15,0.747338030580923,"0.903434834754797, 0.78353822405828, 0.704966240227434, 0.862781581272085, 0.693771296062595, 0.589859130489652, 0.746129146598278, 0.745871645712141, 0.632976376639353, 0.755986394557823, 0.695816326530612, 0.852925170068027"
"82",250,6,20,0.752980312262431,"0.903509239516702, 0.779642523987207, 0.697415267412935, 0.861727820545179, 0.692965989399293, 0.588011894245331, 0.740979962886512, 0.74294614374179, 0.645707762557078, 0.802959183673469, 0.736360544217687, 0.843537414965986"
"83",50,3,10,0.71504128482961,"0.900765702736318, 0.781308302238806, 0.737431147832267, 0.857642131499243, 0.68638235108531, 0.462513408632004, 0.743199474573091, 0.734817872855028, 0.57796563874815, 0.783843537414966, 0.490714285714286, 0.82391156462585"
"84",1000,4,15,0.747218905996682,"0.903312122423596, 0.782212264570007, 0.705706401030561, 0.863040288995457, 0.694458291267037, 0.577883644623927, 0.743614395029295, 0.749185796793228, 0.610683054982173, 0.767721088435374, 0.72874149659864, 0.840068027210884"
"85",900,5,17,0.747587342573837,"0.903072250355366, 0.784102367626155, 0.703193296908316, 0.862178192831903, 0.690620267541646, 0.58997823069157, 0.746687308438106, 0.745063489084882, 0.616152707408102, 0.778945578231293, 0.716598639455782, 0.834455782312925"
"86",250,3,5,0.751540111619963,"0.902252687455579, 0.782509883617626, 0.700755708066809, 0.861910808934881, 0.688831398283695, 0.568713717819283, 0.746071391338796, 0.740331727862221, 0.635675444632097, 0.793061224489796, 0.761666666666667, 0.836700680272109"
"87",250,6,17,0.739167988376443,"0.903367648365316, 0.780937388948117, 0.689020300284293, 0.863717030540131, 0.690741733972741, 0.582897684250379, 0.743433623152144, 0.745950876754029, 0.64093596880799, 0.713367346938775, 0.704829931972789, 0.810816326530612"
"88",500,3,20,0.748485127568023,"0.903276030561478, 0.782515991471215, 0.724130463752665, 0.861262462140333, 0.692106259464917, 0.59008707723372, 0.747907257980442, 0.748511707428953, 0.614677342007047, 0.736700680272109, 0.746122448979592, 0.834523809523809"
"89",500,3,17,0.748794990150587,"0.903424840085288, 0.783258928571429, 0.704609208422175, 0.86216399545684, 0.690042118879354, 0.579883108278647, 0.744850816288234, 0.747168949771689, 0.643097099726861, 0.774761904761905, 0.71078231292517, 0.841496598639456"
"90",100,4,10,0.751718834701523,"0.900158804193319, 0.78591362384506, 0.661644345238095, 0.859337140333165, 0.692600801362948, 0.625724066128218, 0.743266403953212, 0.743291007276746, 0.605288463543296, 0.744761904761905, 0.824013605442177, 0.834625850340136"
"91",50,4,5,0.734125147169386,"0.898763437277896, 0.769492381840796, 0.674535803127221, 0.855516468955073, 0.685586509338718, 0.51763313982837, 0.727208565292634, 0.728085736327433, 0.670570880507079, 0.73234693877551, 0.694897959183673, 0.854863945578231"
"92",250,4,5,0.737181273221472,"0.902826270433547, 0.784603211620469, 0.707081778606965, 0.861397337203433, 0.692008455325593, 0.531162449520444, 0.743381914472175, 0.746993181960343, 0.605938366589521, 0.739829931972789, 0.718639455782313, 0.812312925170068"
"93",1000,4,20,0.748067294267225,"0.90330545931059, 0.78213230721393, 0.709285603233831, 0.862166361686017, 0.689788932357395, 0.594208259717315, 0.744186318050082, 0.743870019390755, 0.619190800859031, 0.71687074829932, 0.764829931972789, 0.846972789115646"
"94",100,5,10,0.734423367303803,"0.901372046019901, 0.784761460554371, 0.703900697405828, 0.85997128975265, 0.686791708732963, 0.596302372539122, 0.738689768770459, 0.735060153041012, 0.619802339400763, 0.729557823129252, 0.664047619047619, 0.792823129251701"
"95",1000,5,15,0.747699869379209,"0.903286025230988, 0.784640414001421, 0.707148409737029, 0.862378533568905, 0.690990188036345, 0.574645065623423, 0.745768645357686, 0.750670336314923, 0.641918433727404, 0.738401360544218, 0.743333333333333, 0.82921768707483"
"96",1000,5,10,0.745760251328523,"0.903081134506041, 0.783739783226724, 0.700549706823028, 0.862725580514891, 0.693801268298839, 0.589137430590611, 0.747462938637643, 0.746705448176644, 0.608280269385542, 0.734047619047619, 0.754829931972789, 0.824761904761905"
"97",50,5,15,0.717744229520733,"0.899758462153518, 0.77601723525231, 0.615160247867804, 0.856033095658758, 0.68432452044422, 0.59137272841999, 0.735157940826922, 0.738942891099018, 0.596061591709931, 0.623299319727891, 0.671904761904762, 0.824897959183673"
"98",100,4,15,0.736258378038173,"0.90267690565032, 0.779385438877043, 0.703960665422886, 0.860603072942958, 0.682151533316507, 0.515206177435639, 0.736267800921582, 0.750061925314318, 0.628630553991785, 0.734047619047619, 0.715748299319728, 0.826360544217687"
"99",900,5,5,0.751104439315182,"0.90309335021322, 0.78288579424307, 0.707791400142146, 0.862251545936396, 0.692177246340232, 0.575896800858152, 0.749571109860095, 0.748899314025979, 0.630550655741123, 0.762482993197279, 0.745034013605442, 0.852619047619048"
"100",250,5,5,0.734671304581116,"0.90256585376688, 0.782545420220327, 0.660448316453447, 0.860350675164058, 0.69114557041898, 0.582427593387178, 0.746337857842831, 0.741642376097246, 0.637809678697275, 0.729149659863946, 0.662551020408163, 0.819081632653061"
"101",1000,6,15,0.742731148356798,"0.903121668443497, 0.783143989872068, 0.699890058635394, 0.862611212771328, 0.691618027511358, 0.58444204316002, 0.742864410667, 0.745796167719606, 0.623503888576135, 0.749795918367347, 0.694931972789116, 0.831054421768707"
"102",750,3,15,0.743684167999412,"0.902651363717129, 0.78261815920398, 0.702303216062544, 0.862305180464412, 0.693723182735992, 0.575204284452297, 0.743185921894873, 0.747674568920581, 0.631686995683993, 0.734149659863946, 0.702040816326531, 0.846666666666667"
"103",1000,3,20,0.749061527117447,"0.9030378242715, 0.783094571783937, 0.704007862473348, 0.862660903584048, 0.689752650176678, 0.58203953180212, 0.746214424219678, 0.744967994829132, 0.633540793561435, 0.759489795918367, 0.740986394557823, 0.838945578231292"
"104",250,6,5,0.734907290549377,"0.903207733653163, 0.782474347014925, 0.687052460909737, 0.860929612569409, 0.686776722614841, 0.570160272589601, 0.741240591313776, 0.738840724755531, 0.616640395321199, 0.667585034013605, 0.742482993197279, 0.821496598639456"
"105",750,6,10,0.744581272431918,"0.903495913290689, 0.784114028073916, 0.701877332089552, 0.861756215295305, 0.692352347299344, 0.571565023977789, 0.741147599090928, 0.744044327682909, 0.599010237484623, 0.740918367346939, 0.750578231292517, 0.844115646258503"
"106",1000,6,10,0.747970338351389,"0.903023387526652, 0.783749777896233, 0.704488161869225, 0.862764228924785, 0.692152006562342, 0.576843292529026, 0.746499238964992, 0.745991743291424, 0.62445195054315, 0.729421768707483, 0.766496598639456, 0.839761904761905"
"107",100,3,15,0.739858380103402,"0.901351501421464, 0.779254952914001, 0.659265058635395, 0.858184786723877, 0.691136894245331, 0.572897211004543, 0.740307750046913, 0.743752215341632, 0.658680803152562, 0.77187074829932, 0.692380952380952, 0.80921768707483"
"108",500,5,20,0.750573308157281,"0.903187744314144, 0.78504908493248, 0.70777474235963, 0.86216399545684, 0.696903394750126, 0.570188667339727, 0.745904797648089, 0.746405412731177, 0.628111382164675, 0.775646258503401, 0.748061224489796, 0.837482993197279"
"109",500,4,20,0.744442017920562,"0.903525342039801, 0.782429926261549, 0.689920375799574, 0.86192895002524, 0.689126388187784, 0.621175384906613, 0.743909217906215, 0.745711724109172, 0.622141531661141, 0.700680272108844, 0.741734693877551, 0.831020408163265"
