"","n.trees","interaction.depth","shrinkage","n.minobsinnode","mean_ROC_AUC","fold_ROC_AUC"
"15",750,5,0.01,15,0.730636542709223,"0.746999266324285, 0.513478878123849, 0.869031729629766, 0.603722293460341, 0.919950546007877"
"16",250,3,0.005,15,0.711980191034554,"0.660425531914894, 0.502877300214578, 0.857321228672301, 0.614862062648837, 0.924414831722163"
"17",1000,6,0.005,10,0.727595831339293,"0.736801173881145, 0.510308971107788, 0.867284918789698, 0.602850338889907, 0.920733754027927"
"18",100,3,0.01,5,0.713854697190384,"0.662905355832722, 0.508656284543858, 0.855221262706409, 0.614886975636563, 0.927603607232367"
"19",50,4,0.005,5,0.728641055739209,"0.679640498899486, 0.557689598370072, 0.853031085852062, 0.638784392745924, 0.9140597028285"
"20",250,6,0.01,20,0.721555026904072,"0.720498899486427, 0.507827231939658, 0.862653409766559, 0.595838065579776, 0.920957527747941"
"21",500,4,0.01,20,0.72303723169289,"0.728451944240646, 0.504863233413529, 0.866804135759186, 0.59739879098736, 0.917668054063731"
"22",100,6,0.005,20,0.704902478099285,"0.64567131327953, 0.492275722305308, 0.855420649272367, 0.610002564572266, 0.921142141066953"
"23",1000,3,0.01,10,0.725700797628875,"0.728569332355099, 0.500875111082212, 0.867649862838445, 0.611257739512731, 0.92015194235589"
"24",250,4,0.01,10,0.713808093306339,"0.696434336023478, 0.503961029108958, 0.862851258646919, 0.588595713500641, 0.917198129251701"
"25",1000,5,0.01,20,0.733758033070334,"0.762846661775495, 0.510298133818844, 0.870661676364337, 0.601217805458875, 0.923765887934121"
"26",50,4,0.005,15,0.710002940368843,"0.666082171680117, 0.487363721091532, 0.852899870014311, 0.62078695731819, 0.922881981740064"
"27",250,6,0.005,15,0.707876741846482,"0.672076302274395, 0.498382534625138, 0.859615455585489, 0.586516944495329, 0.922792472252059"
"28",500,3,0.01,10,0.722522282775247,"0.722245047688922, 0.498317510891475, 0.863795397604491, 0.612890272943763, 0.915363184747583"
"29",750,6,0.01,15,0.730647590929471,"0.732296404988995, 0.519683226044173, 0.870842098141246, 0.608888074738963, 0.921528150733978"
"30",100,4,0.01,5,0.708833631930048,"0.676045487894351, 0.494659925872944, 0.857381198410648, 0.590519875435061, 0.925561672037236"
"31",50,5,0.005,15,0.700672959564146,"0.609985326485693, 0.493689988512474, 0.85437143513222, 0.616209562190878, 0.929108485499463"
"32",1000,3,0.01,20,0.72791062975863,"0.736566397652238, 0.50460855712335, 0.869353618481751, 0.609622275141967, 0.919402300393842"
"33",500,3,0.01,20,0.720451093928171,"0.715862068965517, 0.496648568394131, 0.863796422728223, 0.609913903645356, 0.916034505907626"
"34",100,3,0.01,10,0.712906449307827,"0.647769625825385, 0.504768407135271, 0.857629278353897, 0.628730536728339, 0.925634398496241"
"35",750,6,0.005,5,0.724365850823192,"0.721628760088041, 0.505871101285302, 0.865810790862457, 0.606442205532149, 0.922076396348013"
"36",750,4,0.005,20,0.721938216049093,"0.731254585473221, 0.501731256908772, 0.863895859730269, 0.596629419307566, 0.916179958825636"
"37",750,3,0.005,10,0.716358118410046,"0.69973587674248, 0.49668920822767, 0.862389952967323, 0.607198387983147, 0.91577716612961"
"38",250,5,0.01,15,0.71981955835741,"0.731415994130594, 0.494248108893079, 0.861358678492494, 0.595033522623191, 0.917041487647691"
"39",1000,4,0.005,20,0.724724839550676,"0.72993396918562, 0.506759758978694, 0.866955854071586, 0.603224033705807, 0.916750581811672"
"40",500,4,0.01,5,0.726052083460689,"0.734042553191489, 0.505134165637124, 0.866564256805796, 0.605050009159187, 0.919469432509846"
"41",250,6,0.005,10,0.713870243821019,"0.695216434336024, 0.501804408609142, 0.860347906492314, 0.589374610734567, 0.922607858933047"
"42",100,4,0.01,20,0.716738360809994,"0.697285399853265, 0.489731668725752, 0.852225851160235, 0.615306832753251, 0.929142051557465"
"43",250,6,0.005,20,0.705898282200049,"0.654541452677916, 0.500010837288944, 0.859931706256945, 0.593507235757465, 0.921500179018976"
"44",250,5,0.005,10,0.70751284384693,"0.663631694790902, 0.496767778572512, 0.859070089759834, 0.591604323136106, 0.926490332975295"
"45",250,6,0.01,15,0.717648302135066,"0.711239911958914, 0.505743763140213, 0.86296350969562, 0.590368932038835, 0.917925393841747"
"46",50,3,0.005,15,0.713777685689855,"0.662868672046955, 0.513237748444849, 0.851414465726013, 0.632829455944312, 0.908538086287146"
"47",1000,4,0.01,20,0.73030357575794,"0.746940572267058, 0.506087847064178, 0.870171667220233, 0.607405019234292, 0.920912773003938"
"48",100,5,0.01,5,0.706841868894877,"0.672501834189288, 0.492335327394499, 0.858587256481857, 0.584126763143433, 0.926658163265306"
"49",250,6,0.005,5,0.713716988056409,"0.703404255319149, 0.497101025207534, 0.859691314741689, 0.585472797215607, 0.922915547798067"
"50",750,5,0.01,5,0.728095419257171,"0.73474688187821, 0.50694941153521, 0.86905018185695, 0.608728338523539, 0.921002282491944"
"51",100,5,0.01,20,0.705631644538409,"0.645150403521643, 0.501590372152502, 0.857961418443206, 0.600825792269646, 0.922630236305048"
"52",1000,4,0.005,10,0.722532546570509,"0.715950110051357, 0.504754860524091, 0.865595514878646, 0.609175306832753, 0.9171869405657"
"53",500,5,0.005,5,0.71916161436655,"0.718217168011739, 0.502164748466524, 0.86259087721888, 0.594193808389815, 0.918641469745793"
"54",100,6,0.005,15,0.70755500990138,"0.661115187087307, 0.487867655027418, 0.858347890090334, 0.60093863344935, 0.929505683852488"
"55",500,6,0.01,10,0.731820036484303,"0.747909024211299, 0.512953269610074, 0.87003122526889, 0.609934420223484, 0.918272243107769"
"56",1000,3,0.005,5,0.723453172203387,"0.72450476889215, 0.495895376812537, 0.864428924071135, 0.616816266715516, 0.9156205245256"
"57",100,5,0.01,10,0.7087216656304,"0.654893617021277, 0.49133829681167, 0.858322261997023, 0.609889723392563, 0.929164428929466"
"58",500,5,0.01,15,0.728367984064274,"0.739765223771093, 0.51105674404491, 0.867453039081817, 0.604912254991757, 0.918652658431794"
"59",250,5,0.01,5,0.711502471377114,"0.685414526779164, 0.500081279667078, 0.862153661946997, 0.589420040300421, 0.920442848191908"
"60",500,5,0.01,20,0.727040780131063,"0.731592076302274, 0.511289745757201, 0.86690664813243, 0.606908224949624, 0.918507205513784"
"61",100,6,0.01,20,0.708578276868854,"0.665876742479824, 0.504334915577519, 0.860610338167817, 0.587693716797948, 0.92437567132116"
"62",250,5,0.01,20,0.719093542298531,"0.718994864269993, 0.506659514055964, 0.862810253697621, 0.588216156805276, 0.918786922663802"
"63",500,3,0.005,5,0.709728988661948,"0.687542186353632, 0.487929969438845, 0.859085979177687, 0.598969774684008, 0.915117033655568"
"64",50,5,0.005,5,0.71137140854176,"0.662809977989729, 0.494578646205865, 0.855582618822092, 0.624282102949258, 0.919603696741855"
"65",100,4,0.005,20,0.705776265056198,"0.658246515040352, 0.488707544920563, 0.855251503856515, 0.598026012090126, 0.928649749373434"
"66",50,5,0.01,15,0.701332746819235,"0.637006603081438, 0.487854108416239, 0.857073661290918, 0.598188679245283, 0.926540682062299"
"67",50,6,0.005,15,0.704934260891431,"0.633162142333089, 0.493275462210373, 0.857808162445207, 0.608374427550833, 0.932051109917651"
"68",50,3,0.01,5,0.715992239856409,"0.653462949376376, 0.513194399289074, 0.854504701217437, 0.640543689320388, 0.918255460078768"
"69",500,3,0.005,10,0.709717040227005,"0.684343360234776, 0.495223464898021, 0.859583164187917, 0.592628686572632, 0.916806525241676"
"70",500,6,0.005,5,0.718221197529505,"0.707182685253118, 0.505730216529033, 0.864159316529505, 0.59403846858399, 0.91999530075188"
"71",750,5,0.01,10,0.729082758298465,"0.74052824651504, 0.509073520168195, 0.870484329958626, 0.60369884594248, 0.921628848907984"
"72",50,6,0.005,20,0.706961779995212,"0.645862068965517, 0.49111071374385, 0.854623103008533, 0.620174390914087, 0.923038623344074"
"73",100,5,0.005,15,0.711053134877557,"0.684152604548789, 0.492118581615623, 0.85580917116696, 0.603643158087562, 0.919542158968851"
"74",750,3,0.01,15,0.725526597096197,"0.727879677182685, 0.504511021522856, 0.866415613864593, 0.610464920315076, 0.918361752595775"
"75",250,5,0.01,10,0.719592939588087,"0.725678650036684, 0.503608817218285, 0.86408550762077, 0.584473346766807, 0.920118376297888"
"76",750,4,0.01,5,0.726194806437505,"0.725443873807777, 0.504478509656024, 0.870074280465652, 0.61082542590218, 0.92015194235589"
"77",500,5,0.01,5,0.728303859249716,"0.74476889214967, 0.5081469319635, 0.865990187515633, 0.603244550283935, 0.91936873433584"
"78",500,5,0.005,15,0.719113368834286,"0.71949376375642, 0.503606107896049, 0.862979399113473, 0.592703425535812, 0.916784147869674"
"79",1000,3,0.01,5,0.725375263057997,"0.732032281731475, 0.502181004399939, 0.867311572006741, 0.606027477559993, 0.919323979591837"
"80",1000,4,0.005,5,0.725624844260591,"0.728584005869406, 0.503053406159915, 0.865838469203233, 0.611369115222568, 0.919279224847834"
"81",50,4,0.01,5,0.698605120098786,"0.623147468818782, 0.479270975572751, 0.850974175082932, 0.624012456493863, 0.9156205245256"
"82",1000,6,0.005,15,0.728486367210437,"0.73470286133529, 0.51031438975226, 0.868461760834533, 0.607100201502107, 0.921852622627999"
"83",1000,5,0.005,15,0.729033707493686,"0.740674981658107, 0.511268071179314, 0.867498144526044, 0.606694266349148, 0.919033073755818"
"84",500,5,0.005,10,0.714648261209877,"0.696353631694791, 0.504028762164857, 0.861875340853641, 0.591558893570251, 0.919424677765843"
"85",250,4,0.01,20,0.718308800946043,"0.711643433602348, 0.50634794199883, 0.861612909178138, 0.594551383037186, 0.917388336913713"
"86",750,5,0.01,20,0.731006970557226,"0.748716067498166, 0.508770076077768, 0.869166020838715, 0.606865726323502, 0.921516962047977"
"87",250,6,0.01,10,0.721956410550496,"0.720014673514307, 0.506483408110627, 0.863562181955362, 0.599032789888258, 0.920688999283924"
"88",1000,6,0.01,10,0.729141419789461,"0.747586206896552, 0.508845937100375, 0.87068832958138, 0.596745191427001, 0.921841433941998"
"89",750,6,0.005,10,0.723860515637914,"0.72918561995598, 0.512124217005874, 0.865592439507449, 0.591711302436344, 0.920688999283924"
"90",50,6,0.005,10,0.69756783028535,"0.617476155539252, 0.497686238810499, 0.860642117003522, 0.601488184649203, 0.910546455424275"
"91",100,5,0.005,20,0.709430189516953,"0.675172413793103, 0.494781845373561, 0.857544193084105, 0.597162117603957, 0.922490377730039"
"92",50,4,0.01,10,0.709375858962501,"0.66439471753485, 0.492002080759477, 0.854597474915222, 0.614334493496977, 0.921550528105979"
"93",50,5,0.01,10,0.71142477111268,"0.654042553191489, 0.494914602163123, 0.854985996809815, 0.628922513280821, 0.924258190118152"
"94",50,5,0.01,5,0.715196471762046,"0.677732942039618, 0.491471053601231, 0.855543151558393, 0.629304268180986, 0.921930943430003"
"95",100,4,0.005,5,0.704492675001355,"0.663837123991196, 0.487897457572014, 0.85385118483801, 0.592915918666422, 0.923961689939134"
"96",250,3,0.005,10,0.710794721386991,"0.650535583272194, 0.509051845590307, 0.856104919363767, 0.616014654698663, 0.922266604010025"
"97",1000,6,0.01,20,0.731958731559267,"0.744299339691856, 0.514427140906431, 0.871258298376614, 0.60566257556329, 0.924146303258145"
"98",1000,4,0.01,15,0.727009193292386,"0.727366104181952, 0.504928257147192, 0.870553013248699, 0.611811687122184, 0.920386904761905"
"99",250,4,0.005,15,0.703896471534146,"0.652024944974321, 0.4976185057546, 0.85632942146117, 0.590196739329548, 0.923312746151092"
"100",50,5,0.005,20,0.714109374386316,"0.67547322083639, 0.49881602618289, 0.856947571071828, 0.619281187030592, 0.920028866809882"
"101",1000,3,0.005,20,0.721775964364773,"0.721056493030081, 0.499027353317294, 0.863517589073001, 0.609053672833852, 0.916224713569638"
"102",1000,4,0.01,10,0.72965071338125,"0.741819515774028, 0.507962698051455, 0.869194724303223, 0.608464553947609, 0.920812074829932"
"103",500,6,0.01,5,0.72722315696297,"0.722905355832722, 0.51254145263021, 0.866977381669968, 0.611704707821945, 0.921986886860007"
"104",750,5,0.005,5,0.722640252967995,"0.728121790168745, 0.502722868847129, 0.865263374789337, 0.597579043780912, 0.919514187253849"
"105",100,5,0.005,10,0.712940596942961,"0.674666177549523, 0.492218826538353, 0.85571024672678, 0.614358673749771, 0.927749060150376"
"106",500,6,0.01,15,0.72804786045227,"0.735289801907557, 0.508829681166959, 0.868451509597208, 0.606688404469683, 0.920979905119943"
"107",1000,3,0.005,10,0.722495306828556,"0.725928099779897, 0.499487938097406, 0.864076281507178, 0.608583257006778, 0.914400957751522"
"108",500,6,0.005,20,0.720673684325813,"0.720058694057227, 0.511820772915447, 0.863375096874193, 0.589080784026378, 0.919033073755818"
"109",750,3,0.005,15,0.724095372761813,"0.729684519442406, 0.502728287491601, 0.863604724590258, 0.608973071991207, 0.915486260293591"
"110",1000,6,0.005,5,0.730293702609302,"0.735377842993397, 0.512839478076164, 0.866968155556376, 0.614766074372596, 0.921516962047977"
"111",750,5,0.005,20,0.725201155774198,"0.734717534849596, 0.506559269133234, 0.864583717754733, 0.602611467301704, 0.917533789831722"
"112",100,3,0.005,20,0.709676606620185,"0.62531914893617, 0.514717038385677, 0.855292508805813, 0.637691152225682, 0.915363184747583"
"113",1000,3,0.005,15,0.722318274649812,"0.715392516507704, 0.502928777337061, 0.864339738306414, 0.61341051474629, 0.915519826351593"
"114",50,4,0.01,20,0.696298475519798,"0.622876008804109, 0.49152524004595, 0.850743522243135, 0.596318739695915, 0.920028866809882"
"115",50,3,0.01,15,0.708573913499772,"0.623008070432869, 0.515814313891237, 0.854878871379775, 0.628328265250046, 0.920840046544934"
"116",500,4,0.01,10,0.726909240865322,"0.734189288334556, 0.502939614626005, 0.868152173467338, 0.610970507418941, 0.918294620479771"
"117",250,3,0.01,5,0.713349844547862,"0.696192223037417, 0.497030582829399, 0.858707195958552, 0.595987543506137, 0.918831677407805"
"118",1000,5,0.01,5,0.730916399439549,"0.739970652971387, 0.513858183236881, 0.869816974408811, 0.613447151492947, 0.917489035087719"
"119",750,3,0.005,5,0.720364228125052,"0.71995597945708, 0.498604699048486, 0.862041410898295, 0.603707638761678, 0.917511412459721"
"120",500,6,0.005,10,0.720791708298758,"0.717527512839325, 0.504305113032924, 0.863833327182591, 0.598453929291079, 0.91983865914787"
