"","n.trees","max_depth","min_samples_split","ROC_AUC_valid"
"1",1000,4,5,0.729555686796083
"2",50,6,10,0.723205325804609
"3",900,3,20,0.727682308296802
"4",50,5,10,0.713663179189734
"5",1000,6,20,0.727815549441668
"6",750,6,20,0.724896648084929
"7",900,3,17,0.722746784206963
"8",1000,3,17,0.726014993429971
"9",1000,5,20,0.730906103804855
"10",50,4,17,0.729884988484444
"11",50,5,17,0.703453626479857
"12",100,5,15,0.740627105650225
"13",750,6,5,0.730697639431056
"14",1000,3,5,0.72850456220881
"15",1000,4,10,0.725457621313462
"16",100,4,5,0.732458983334054
"17",900,6,15,0.726327089805332
"18",50,4,10,0.719921511762832
"19",50,6,15,0.725305974484921
"20",500,6,15,0.72135755521305
"21",500,6,20,0.720059154266838
"22",750,5,17,0.726428321065545
"23",750,3,20,0.729485665173406
"24",900,5,15,0.723144907147327
"25",50,5,5,0.721922529677164
"26",500,3,10,0.728843066739009
"27",50,6,17,0.710683859175713
"28",500,6,17,0.717527972637951
"29",50,5,20,0.727771935973829
"30",900,4,20,0.727878768963856
"31",900,4,10,0.72448212007868
"32",500,5,15,0.729470060354637
"33",100,6,5,0.71980267506606
"34",900,6,5,0.731667939059582
"35",500,3,15,0.734401183085337
"36",500,6,10,0.727203360397691
"37",1000,6,17,0.729403239720426
"38",1000,5,17,0.728132447299726
"39",100,6,17,0.709375055016989
"40",750,4,17,0.729058333213296
"41",250,4,10,0.719242902208202
"42",750,3,17,0.72989459144984
"43",900,3,10,0.723937151792474
"44",100,4,17,0.731240206975914
"45",900,4,15,0.732664246719387
"46",250,5,20,0.721682055418713
"47",100,6,20,0.738676103180662
"48",1000,3,15,0.730932511959693
"49",900,4,5,0.728772644992774
"50",750,6,15,0.725882552532222
"51",500,6,5,0.725910561181293
"52",100,5,17,0.725065100102912
"53",1000,5,5,0.724479319213773
"54",100,6,15,0.712467209874409
"55",750,6,17,0.725118716659705
"56",750,5,10,0.725359190918155
"57",100,3,20,0.727274982514601
"58",100,5,5,0.721389565097702
"59",900,3,5,0.731391453680897
"60",500,4,17,0.729304009078003
"61",500,4,10,0.72572250310896
"62",250,3,10,0.72843734145104
"63",900,6,20,0.727005699359962
"64",1000,4,17,0.721378361638074
"65",500,3,5,0.717162259705797
"66",750,5,20,0.727729122753106
"67",250,5,17,0.723344968926404
"68",50,6,20,0.724717792854433
"69",250,6,10,0.716364013207278
"70",50,6,5,0.709848401186286
"71",250,3,20,0.712467209874409
"72",250,5,15,0.729782556853556
"73",1000,3,10,0.731066953475233
"74",750,4,10,0.7284721522006
"75",100,3,10,0.706737040398075
"76",750,4,5,0.721243119875418
"77",250,3,17,0.716217968108552
"78",50,3,15,0.704273479650516
"79",500,5,10,0.726834446477072
"80",250,4,15,0.729112750017205
"81",750,4,15,0.73164233115186
"82",250,6,20,0.727841157349389
"83",50,3,10,0.713151021035296
"84",1000,4,15,0.726949281938263
"85",900,5,17,0.722606340838051
"86",250,3,5,0.724407697096863
"87",250,6,17,0.718904797801561
"88",500,3,20,0.73573199403976
"89",500,3,17,0.720465279678365
"90",100,4,10,0.725349988076318
"91",50,4,5,0.738247570849878
"92",250,4,5,0.72823127781859
"93",1000,4,20,0.729959811589819
"94",100,5,10,0.721312341250978
"95",1000,5,15,0.728004007637558
"96",1000,5,10,0.726469533792035
"97",50,5,15,0.733827005779385
"98",100,4,15,0.727486647876864
"99",900,5,5,0.730507180617375
"100",250,5,5,0.716919384705997
"101",1000,6,15,0.726102220365649
"102",750,3,15,0.728034417027978
"103",1000,3,20,0.725560453067907
"104",250,6,5,0.724290060770766
"105",750,6,10,0.729125954094624
"106",1000,6,10,0.722947646233157
"107",100,3,15,0.717013813865722
"108",500,5,20,0.725372795119133
"109",500,4,20,0.7279471900923
"110",100,5,20,0.720830992610518
"111",900,5,20,0.727386216863767
"112",250,3,15,0.721340349900049
"113",500,4,15,0.718098148708321
"114",500,5,17,0.724331673620814
"115",250,5,10,0.722483102782139
"116",750,3,5,0.732484591241775
"117",250,6,15,0.722791598045476
"118",750,4,20,0.734235932055819
"119",100,4,20,0.730860489719225
"120",500,4,5,0.722536719338932
