"","n.trees","max_depth","min_samples_split","ROC_AUC_valid"
"1",1000,4,5,0.759364891878612
"2",50,6,10,0.755772582573499
"3",900,3,20,0.756658456131253
"4",50,5,10,0.754779475902159
"5",1000,6,20,0.760394409793744
"6",750,6,20,0.757978063626048
"7",900,3,17,0.758150917003171
"8",1000,3,17,0.763530178119003
"9",1000,5,20,0.755462086692371
"10",50,4,17,0.742811380154192
"11",50,5,17,0.746512523067123
"12",100,5,15,0.745369370061475
"13",750,6,5,0.756641250818253
"14",1000,3,5,0.763438149700628
"15",1000,4,10,0.756432386320896
"16",100,4,5,0.76572525595904
"17",900,6,15,0.756698868610627
"18",50,4,10,0.741761455937594
"19",50,6,15,0.737759019985372
"20",500,6,15,0.755916627054434
"21",500,6,20,0.760276773467647
"22",750,5,17,0.757944053123605
"23",750,3,20,0.756457193981501
"24",900,5,15,0.75765876502664
"25",50,5,5,0.726816440916955
"26",500,3,10,0.751406034183356
"27",50,6,17,0.722837212131106
"28",500,6,17,0.76295400019526
"29",50,5,20,0.723561435771366
"30",900,4,20,0.760075911441453
"31",900,4,10,0.751500863466638
"32",500,5,15,0.761099427503213
"33",100,6,5,0.763585395170029
"34",900,6,5,0.75931767729875
"35",500,3,15,0.756827708396353
"36",500,6,10,0.752140661036128
"37",1000,6,17,0.751779749586672
"38",1000,5,17,0.760209952833435
"39",100,6,17,0.762588687386665
"40",750,4,17,0.755155191923266
"41",250,4,10,0.763839073505899
"42",750,3,17,0.756922937803194
"43",900,3,10,0.75755913426066
"44",100,4,17,0.755804592458151
"45",900,4,15,0.757122599458713
"46",250,5,20,0.749070913097965
"47",100,6,20,0.762789949536417
"48",1000,3,15,0.758479018320858
"49",900,4,5,0.751352417626563
"50",750,6,15,0.756159101930676
"51",500,6,5,0.766704758429403
"52",100,5,17,0.751091136943088
"53",1000,5,5,0.759773818155046
"54",100,6,15,0.750068021004886
"55",750,6,17,0.752200279446293
"56",750,5,10,0.753054143119395
"57",100,3,20,0.769726891664146
"58",100,5,5,0.757579140438567
"59",900,3,5,0.756534817951783
"60",500,4,17,0.75192979592098
"61",500,4,10,0.761529960451788
"62",250,3,10,0.760688900732546
"63",900,6,20,0.750713020180632
"64",1000,4,17,0.761325897437129
"65",500,3,5,0.751428040979054
"66",750,5,20,0.757956456953907
"67",250,5,17,0.755158793035289
"68",50,6,20,0.738167946261806
"69",250,6,10,0.750341705518664
"70",50,6,5,0.735388287903305
"71",250,3,20,0.748553553337271
"72",250,5,15,0.756634848841322
"73",1000,3,10,0.762561078861152
"74",750,4,10,0.751008711490108
"75",100,3,10,0.756007455102136
"76",750,4,5,0.752646817337194
"77",250,3,17,0.76117585110282
"78",50,3,15,0.734035070029625
"79",500,5,10,0.747832530685476
"80",250,4,15,0.751220376852372
"81",750,4,15,0.758986775116156
"82",250,6,20,0.749042904448894
"83",50,3,10,0.768807007603948
"84",1000,4,15,0.758888744844408
"85",900,5,17,0.760319986811927
"86",250,3,5,0.757896038296626
"87",250,6,17,0.742594513185672
"88",500,3,20,0.761227867165381
"89",500,3,17,0.756504008437806
"90",100,4,10,0.758186928123404
"91",50,4,5,0.737526148074525
"92",250,4,5,0.753803574543819
"93",1000,4,20,0.759606566507738
"94",100,5,10,0.751226378705744
"95",1000,5,15,0.75910721230716
"96",1000,5,10,0.753203789330145
"97",50,5,15,0.747528836904836
"98",100,4,15,0.768045972596338
"99",900,5,5,0.756871321864192
"100",250,5,5,0.751152355847486
"101",1000,6,15,0.760834545707715
"102",750,3,15,0.757827217044623
"103",1000,3,20,0.760320386935486
"104",250,6,5,0.75431293183335
"105",750,6,10,0.76118025246196
"106",1000,6,10,0.750427732083667
"107",100,3,15,0.751067529653157
"108",500,5,20,0.752637614495356
"109",500,4,20,0.759412106458474
"110",100,5,20,0.753487076809319
"111",900,5,20,0.753940416800708
"112",250,3,15,0.77041110294859
"113",500,4,15,0.757831618403763
"114",500,5,17,0.758300963337479
"115",250,5,10,0.756401976930476
"116",750,3,5,0.761171049620123
"117",250,6,15,0.760298780263345
"118",750,4,20,0.76361100307775
"119",100,4,20,0.752127857082267
"120",500,4,5,0.760054304769313
