"","n.trees","max_depth","min_samples_split","mean_ROC_AUC","fold_ROC_AUC"
"1",1000,4,5,0.726896766298057,"0.763301540719002, 0.531699070160609, 0.857304826692582, 0.609181168712218, 0.872997225205872"
"2",50,6,10,0.730631395448285,"0.767872340425532, 0.530479875154431, 0.858632874487951, 0.605977651584539, 0.890194235588972"
"3",900,3,20,0.729132348103272,"0.768591342626559, 0.530940459934543, 0.858042403218068, 0.611834401905111, 0.87625313283208"
"4",50,5,10,0.721828950626515,"0.723543653705062, 0.531070507401868, 0.859496541232527, 0.621466202601209, 0.873567848191908"
"5",1000,6,20,0.728447469845099,"0.761511371973588, 0.533218999934976, 0.858217699376315, 0.612991390364536, 0.876297887576083"
"6",750,6,20,0.727471884358663,"0.761335289801908, 0.532035026117866, 0.85786608193609, 0.611676863894486, 0.874446160042964"
"7",900,3,17,0.730184682064291,"0.763484959647836, 0.539976049591434, 0.859152612220295, 0.612582524271845, 0.875727264590047"
"8",1000,3,17,0.72942604899559,"0.767549523110785, 0.531877885428181, 0.858368905126849, 0.611441655980949, 0.877892275331185"
"9",1000,5,20,0.730633438244109,"0.770205429200293, 0.536296789995015, 0.857633378848827, 0.611558893570251, 0.877472699606158"
"10",50,4,17,0.727859618612381,"0.740403521643434, 0.559767648525045, 0.857240243897438, 0.597135739146364, 0.884750939849624"
"11",50,5,17,0.732939584576698,"0.773125458547322, 0.53741032143399, 0.857418615426882, 0.609156255724492, 0.887587271750806"
"12",100,5,15,0.720704264676863,"0.739508437270726, 0.519759087066779, 0.856585189832413, 0.607298039934054, 0.880370569280344"
"13",750,6,5,0.728963372545244,"0.769354365370506, 0.531913106617249, 0.859695415236619, 0.609228796482872, 0.874625179018976"
"14",1000,3,5,0.727704476669433,"0.763565663976522, 0.529583089494332, 0.858718472319609, 0.611017402454662, 0.875637755102041"
"15",1000,4,10,0.729240112589776,"0.76441672780631, 0.534684743264625, 0.859304843094562, 0.612609635464371, 0.875184613319012"
"16",100,4,5,0.721761560240141,"0.720763022743947, 0.539908316535536, 0.859757947784298, 0.606044330463455, 0.882334183673469"
"17",900,6,15,0.730792932978461,"0.772949376375642, 0.533820469471357, 0.858871728317608, 0.609748305550467, 0.878574785177229"
"18",50,4,10,0.72146717592725,"0.729919295671313, 0.536844073086677, 0.854999323418337, 0.603490749221469, 0.882082438238453"
"19",50,6,15,0.729704504808416,"0.759119589141599, 0.549474933350673, 0.863561669393496, 0.597500641143067, 0.878865691013247"
"20",500,6,15,0.730688384328988,"0.768107116654439, 0.537906127403169, 0.858165418065961, 0.610705257373145, 0.878558002148228"
"21",500,6,20,0.728169779672947,"0.758180484225972, 0.534094111017188, 0.857774845923903, 0.612509983513464, 0.878289473684211"
"22",750,5,17,0.731428537588706,"0.77558327219369, 0.53515616533368, 0.857905036637922, 0.61197655248214, 0.876521661296097"
"23",750,3,20,0.730029798812581,"0.766551724137931, 0.529046643691614, 0.860733353015709, 0.614571166880381, 0.879246106337272"
"24",900,5,15,0.729901696221769,"0.767380777696258, 0.536578559507554, 0.859560611465804, 0.610507418941198, 0.875481113498031"
"25",50,5,5,0.730627589902145,"0.732633895818048, 0.557166699178533, 0.861817421362759, 0.613451547902546, 0.888068385248836"
"26",500,3,10,0.732356212454432,"0.774255319148936, 0.530986518412554, 0.859216169891706, 0.616935702509617, 0.880387352309345"
"27",50,6,17,0.73220233157269,"0.768517975055026, 0.540038364002861, 0.858405809581216, 0.611508334859864, 0.882541174364483"
"28",500,6,17,0.730727820712879,"0.769464416727806, 0.53441381104103, 0.860190549999385, 0.609557794467851, 0.880012531328321"
"29",50,5,20,0.714520397026401,"0.694277329420396, 0.544053579556538, 0.858822009816585, 0.594793185565122, 0.880655880773362"
"30",900,4,20,0.731318062935819,"0.776632428466618, 0.534833755987602, 0.856407843426702, 0.613828173658179, 0.874888113139993"
"31",900,4,10,0.727654020276272,"0.760410858400587, 0.533148557556842, 0.857765619810311, 0.609310130060451, 0.877634935553169"
"32",500,5,15,0.728010771063077,"0.758745414526779, 0.529287773370614, 0.860527815707356, 0.614372595713501, 0.877120255997136"
"33",100,6,5,0.732302412491062,"0.764152604548789, 0.54457376942584, 0.859102381157406, 0.611651218171826, 0.88203208915145"
"34",900,6,5,0.731274893785359,"0.766999266324285, 0.53922285800984, 0.858945024664477, 0.616666056054222, 0.874541263873971"
"35",500,3,15,0.730817353566469,"0.775003668378577, 0.534638684786614, 0.856420657473357, 0.610590217988643, 0.877433539205156"
