"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","mean_ROC_AUC","fold_ROC_AUC"
"1",500,5,0.05,0.6,5,1,0.6,0.73398630164228,"0.666478873239437, 0.865255771533324, 0.596651365348399, 0.818267308827169, 0.72327818926307"
"2",500,5,0.05,0.8,5,1,0.6,0.731106161726617,"0.627323943661972, 0.867439492417678, 0.597175141242938, 0.829407397536693, 0.734184833773805"
"3",500,3,0.1,0.8,1,0.1,0.6,0.723078614002426,"0.629295774647887, 0.870817506794726, 0.598390419020716, 0.799135748415222, 0.717753621133582"
"4",100,5,0.1,0.6,5,1,0.6,0.725415381128889,"0.621408450704225, 0.876075736721262, 0.59978225047081, 0.805604309836097, 0.724206157912049"
"5",500,3,0.1,0.7,10,0.1,0.6,0.722527178454983,"0.633802816901408, 0.873039165845938, 0.579478578154426, 0.812392682416097, 0.713922648957045"
"6",100,3,0.05,0.7,10,0.1,0.7,0.736043811012852,"0.645352112676056, 0.864255721454944, 0.607606520715631, 0.807926748015457, 0.755077952202171"
"7",100,3,0.1,0.7,5,1,0.8,0.732000319397326,"0.657464788732394, 0.866042609113962, 0.587944326741996, 0.814460033123299, 0.734089839274979"
"8",100,5,0.05,0.8,1,1,0.7,0.750071109264254,"0.713239436619718, 0.857317589499929, 0.615516125235405, 0.817859930326855, 0.746422464639361"
"9",500,3,0.05,0.8,5,0,0.8,0.735887973566341,"0.654929577464789, 0.875166738243341, 0.598140301318267, 0.820479336011117, 0.730723914794188"
"10",50,5,0.1,0.6,10,0,0.8,0.738941933031854,"0.688732394366197, 0.872259157135335, 0.590560263653484, 0.806959699986674, 0.736198150017581"
"11",1000,3,0.05,0.7,10,0,0.8,0.724843369675357,"0.634647887323944, 0.877823927450085, 0.575812146892655, 0.822950257942929, 0.71298262876717"
"12",100,5,0.1,0.6,10,1,0.7,0.738768528376461,"0.668732394366197, 0.871395684457644, 0.606185263653484, 0.817258380765643, 0.730270918639338"
"13",100,5,0.05,0.8,10,0,0.8,0.732609276231747,"0.621971830985915, 0.870872137755001, 0.618393950094162, 0.811692143686585, 0.74011631863707"
"14",50,3,0.05,0.6,1,0.1,0.7,0.751580653156244,"0.709577464788732, 0.863462055004272, 0.613859463276836, 0.811345681597533, 0.759658601113846"
"15",100,3,0.01,0.8,1,0.1,0.7,0.750595315670457,"0.712394366197183, 0.860160675724278, 0.61109934086629, 0.811574118139765, 0.75774807742477"
"16",500,3,0.1,0.7,5,0.1,0.8,0.724861710312129,"0.626478873239437, 0.866736877567465, 0.595568502824859, 0.825946583921875, 0.70957771400701"
"17",50,5,0.1,0.6,10,0,0.7,0.73676328603577,"0.678028169014084, 0.869060969669194, 0.594591572504708, 0.812992328339457, 0.729143390651407"
"18",500,3,0.1,0.8,5,1,0.7,0.725605829610588,"0.626197183098592, 0.870518554039884, 0.592714218455744, 0.816725362167101, 0.721873830291619"
"19",500,3,0.01,0.7,1,0,0.8,0.749193179842429,"0.709295774647887, 0.867081356122537, 0.60991054613936, 0.813393995926215, 0.746284226376144"
"20",50,3,0.1,0.6,5,0.1,0.7,0.736324972600388,"0.647042253521127, 0.867190618043089, 0.603698799435028, 0.811524623555615, 0.752168568447081"
"21",1000,3,0.01,0.8,5,1,0.6,0.735712736117258,"0.652112676056338, 0.873908708630326, 0.603083804143126, 0.814498105880337, 0.734960385876161"
"22",50,3,0.05,0.6,10,0.1,0.7,0.753938992864029,"0.733239436619718, 0.865829396616219, 0.617302259887006, 0.809952218689916, 0.743371652507288"
"23",50,5,0.1,0.8,1,0,0.6,0.731298977045204,"0.622253521126761, 0.864490938089464, 0.611114053672316, 0.824267575336468, 0.73436879700101"
"24",500,3,0.01,0.6,5,0.1,0.8,0.746529653611364,"0.704507042253521, 0.866662518760424, 0.603742937853107, 0.816116198054482, 0.741619571135284"
"25",1000,5,0.01,0.6,5,0.1,0.7,0.736478542357589,"0.659154929577465, 0.872776633731279, 0.600041195856874, 0.819771182730197, 0.730648769892132"
"26",100,3,0.01,0.8,5,0.1,0.6,0.746673550339634,"0.706478873239437, 0.858425383972187, 0.606111699623352, 0.810824084826103, 0.75152771003709"
"27",500,5,0.1,0.7,10,1,0.6,0.734338496770606,"0.666760563380282, 0.871251519423583, 0.601356520715631, 0.816622565723097, 0.715701314610438"
"28",100,3,0.05,0.6,10,0,0.8,0.728201239021011,"0.621971830985915, 0.868711179770762, 0.605808615819209, 0.809767565818279, 0.734747002710888"
"29",50,3,0.05,0.6,10,1,0.8,0.75440326019388,"0.735492957746479, 0.859136345219108, 0.606096986817326, 0.816462660143534, 0.754827351042955"
"30",100,5,0.05,0.8,1,1,0.8,0.735665723724963,"0.656338028169014, 0.871154397716426, 0.592472928436911, 0.815449924806305, 0.742913339496161"
"31",500,3,0.05,0.8,10,0.1,0.6,0.729754727374987,"0.623098591549296, 0.87427139750549, 0.603572269303202, 0.819417106089738, 0.728414272427209"
"32",1000,3,0.01,0.7,10,0.1,0.7,0.739323794969783,"0.675774647887324, 0.873983067437368, 0.603272128060264, 0.810405284498677, 0.73318384696528"
"33",100,5,0.01,0.7,5,0.1,0.8,0.750720068703715,"0.708732394366197, 0.861878515919614, 0.612567678907721, 0.819382840608403, 0.751038913716638"
"34",50,3,0.1,0.7,1,0.1,0.7,0.751471189637224,"0.712957746478873, 0.86910497794275, 0.608474576271186, 0.814229692943214, 0.752588954550095"
"35",500,3,0.01,0.8,5,1,0.6,0.749652581496259,"0.707605633802817, 0.864434789602514, 0.611611346516008, 0.812396489691801, 0.752214647868153"
"36",500,5,0.05,0.6,10,0,0.6,0.72877972955205,"0.62169014084507, 0.873251619580343, 0.595386064030132, 0.820723001656165, 0.732847821648537"
"37",50,5,0.01,0.6,10,1,0.6,0.747203998646416,"0.706760563380282, 0.861123546399137, 0.595286016949153, 0.815628866764387, 0.75722099973912"
"38",1000,3,0.01,0.6,5,1,0.7,0.74707356198239,"0.707605633802817, 0.871304632857184, 0.607644774011299, 0.813626239744151, 0.735186529496501"
"39",500,5,0.05,0.6,5,1,0.7,0.729458428969492,"0.627887323943662, 0.871398719510992, 0.601918549905838, 0.817250766214235, 0.728836785272733"
"40",1000,5,0.1,0.8,10,1,0.6,0.722605666812592,"0.630704225352113, 0.871113424496219, 0.578948917137476, 0.811992918467191, 0.720268848609961"
"41",100,3,0.1,0.6,10,1,0.6,0.72475555690308,"0.618591549295775, 0.87061567574704, 0.610675612052731, 0.807361367573433, 0.716533579846421"
"42",500,5,0.1,0.8,1,1,0.8,0.733433582722459,"0.662253521126761, 0.865941693590119, 0.589289077212806, 0.816158078087225, 0.733525543595386"
"43",50,3,0.1,0.7,1,0.1,0.7,0.755234448752011,"0.709859154929578, 0.865235284923221, 0.616381238229755, 0.822091717271706, 0.762604848405794"
"44",50,3,0.01,0.7,10,1,0.7,0.741375005025556,"0.707323943661972, 0.862699497850423, 0.573925965160075, 0.807273800232244, 0.755651818223064"
"45",100,3,0.05,0.8,5,0,0.6,0.749407157606849,"0.707605633802817, 0.861136445375869, 0.611623116760829, 0.816034341626849, 0.750636250467883"
"46",500,5,0.05,0.7,10,0.1,0.7,0.73207610391126,"0.634929577464789, 0.875344288864238, 0.599270244821092, 0.822066969979631, 0.728769438426551"
"47",500,3,0.05,0.6,10,1,0.7,0.734370739392283,"0.651830985915493, 0.872743248144444, 0.598052024482109, 0.824218080752318, 0.725009357667049"
"48",1000,3,0.01,0.8,10,0.1,0.7,0.72822042109681,"0.622535211267606, 0.873204576253439, 0.603637005649718, 0.80749652586092, 0.734228786452367"
"49",50,5,0.05,0.6,5,1,0.6,0.749962041566064,"0.72169014084507, 0.857510315387569, 0.614954096045198, 0.811901543850298, 0.743754111702188"
"50",500,5,0.05,0.7,10,1,0.7,0.729350447632083,"0.632394366197183, 0.875483901318275, 0.590060028248588, 0.816180921741448, 0.732633020654923"
"51",500,3,0.05,0.7,5,0,0.6,0.726536332692678,"0.625915492957747, 0.874183380958379, 0.596233521657251, 0.820498372389637, 0.71585089550038"
"52",1000,5,0.05,0.6,10,0,0.8,0.730244447153749,"0.632394366197183, 0.872565697523548, 0.594632768361582, 0.823696483980887, 0.727932919705545"
"53",100,5,0.1,0.6,10,0,0.6,0.731397892063204,"0.624788732394366, 0.874561245100286, 0.601018126177025, 0.825845691115722, 0.730775665528623"
"54",50,3,0.01,0.6,1,0.1,0.6,0.749733141461248,"0.705633802816901, 0.858983075025001, 0.606944444444444, 0.815880146960842, 0.76122423805905"
"55",100,3,0.1,0.6,1,0,0.8,0.729597730815565,"0.651267605633803, 0.86713143450279, 0.574452683615819, 0.819615084426339, 0.735521845899073"
"56",50,5,0.05,0.7,1,0,0.7,0.753886410253145,"0.708169014084507, 0.863116817685863, 0.615062970809793, 0.832527459976014, 0.750555788709549"
"57",1000,5,0.1,0.6,10,0.1,0.6,0.719497688496551,"0.624225352112676, 0.871113424496219, 0.585728578154426, 0.796931335782681, 0.719489751936753"
"58",1000,3,0.05,0.6,10,1,0.6,0.745310107130813,"0.737746478873239, 0.875058993849464, 0.583874764595104, 0.812358416934762, 0.717511881401495"
"59",500,5,0.05,0.6,5,0.1,0.8,0.729467181192773,"0.628450704225352, 0.877490071581733, 0.595562617702448, 0.817581999200472, 0.728250513253859"
"60",50,5,0.05,0.8,5,0.1,0.6,0.748578060283131,"0.707605633802817, 0.868830305614697, 0.603998940677966, 0.823843064095486, 0.738612357224686"
"61",100,3,0.1,0.8,1,0.1,0.7,0.747667726675818,"0.708732394366197, 0.872911693605294, 0.604649246704332, 0.812211836820163, 0.739833461883103"
"62",50,3,0.01,0.8,1,0,0.6,0.747613964988359,"0.709295774647887, 0.85993001166978, 0.601812617702448, 0.809217414479069, 0.757814006442612"
"63",50,3,0.05,0.8,10,0,0.6,0.750730999333595,"0.707605633802817, 0.860059001437098, 0.61826447740113, 0.815192933696294, 0.752532950330638"
"64",500,3,0.01,0.7,5,0.1,0.7,0.750305296304956,"0.707605633802817, 0.865518303647982, 0.612600047080979, 0.816984256914964, 0.748818240078037"
"65",50,3,0.01,0.6,10,0.1,0.6,0.745964234456416,"0.705915492957746, 0.863669956158654, 0.608094985875706, 0.803824408444538, 0.748316328845434"
"66",100,5,0.01,0.6,5,0.1,0.6,0.75742943661637,"0.738591549295775, 0.860266143828143, 0.611172904896422, 0.826397746092783, 0.750718838968728"
"67",50,5,0.05,0.8,1,0.1,0.6,0.747856107256585,"0.708450704225352, 0.860046102460366, 0.603840042372881, 0.819653157183377, 0.747290530040947"
"68",500,5,0.05,0.7,10,0.1,0.8,0.729736327485291,"0.633802816901408, 0.875993790280849, 0.588712335216573, 0.815499419390455, 0.734673275637172"
"69",50,3,0.1,0.7,1,0,0.6,0.737295958424847,"0.654366197183099, 0.863235943529797, 0.61298552259887, 0.812539262530696, 0.743352866281774"
"70",500,5,0.1,0.6,5,0,0.7,0.723167325640767,"0.640845070422535, 0.860780585370739, 0.605443738229755, 0.808832879632979, 0.699934354547826"
"71",100,3,0.1,0.7,10,0.1,0.6,0.738407438174782,"0.681971830985916, 0.868838652011406, 0.602542372881356, 0.799219508480707, 0.739464826514524"
"72",1000,3,0.01,0.7,5,0.1,0.6,0.73672164387244,"0.655211267605634, 0.871781136232922, 0.605891007532957, 0.816196150844263, 0.734528657146422"
"73",500,5,0.1,0.7,1,0.1,0.8,0.734527078213247,"0.636901408450704, 0.867196688149786, 0.601468338041431, 0.827324817726676, 0.73974413869764"
"74",1000,5,0.1,0.7,10,0,0.7,0.717863843397554,"0.636619718309859, 0.87817295858518, 0.537408780602637, 0.803906264872171, 0.733211494617924"
"75",1000,3,0.05,0.6,10,0,0.8,0.731919688031478,"0.657183098591549, 0.871858530093313, 0.597369350282486, 0.81572024138128, 0.717467219808763"
"76",100,5,0.05,0.6,1,0.1,0.7,0.739284520875231,"0.652394366197183, 0.870759840781101, 0.616937382297552, 0.815735470484095, 0.740595544616222"
"77",500,3,0.05,0.8,10,0,0.7,0.727903334794072,"0.621408450704225, 0.876357996682687, 0.603378060263653, 0.81768860292018, 0.720683563399612"
"78",1000,5,0.01,0.8,5,1,0.6,0.733089737019295,"0.629859154929577, 0.869639906095449, 0.602512947269303, 0.825581085454303, 0.737855591347844"
"79",100,5,0.1,0.7,1,0.1,0.7,0.734106437402487,"0.636056338028169, 0.863849024306225, 0.609610404896422, 0.814536178637376, 0.746480241144244"
"80",100,5,0.05,0.7,1,0,0.6,0.732966556547497,"0.625352112676056, 0.864683663977104, 0.610360758003766, 0.823212959966496, 0.741223288114061"
"81",500,5,0.01,0.6,5,0,0.8,0.732341631423904,"0.622816901408451, 0.871697672265834, 0.603307438794727, 0.821153223810702, 0.742732920839808"
"82",500,5,0.01,0.7,5,1,0.7,0.731793830531514,"0.624788732394366, 0.864812653744421, 0.612511770244821, 0.81688146047096, 0.739974535803001"
"83",1000,5,0.01,0.7,5,0,0.7,0.732247506262736,"0.627042253521127, 0.874312370725696, 0.599370291902072, 0.820703965277646, 0.739808649887141"
"84",50,3,0.1,0.7,1,0,0.8,0.745883778986658,"0.68, 0.867771830759355, 0.617487641242938, 0.815733566846243, 0.748425856084752"
"85",100,5,0.05,0.6,10,0.1,0.6,0.729958606087675,"0.619154929577465, 0.872911693605294, 0.608094985875706, 0.814338200300775, 0.735293221079138"
"86",100,3,0.1,0.8,10,1,0.8,0.731131041331492,"0.656901408450704, 0.875579505498758, 0.606491290018832, 0.809008014315357, 0.707674988373808"
"87",50,3,0.05,0.6,5,0.1,0.6,0.750130876172916,"0.720281690140845, 0.858217482817804, 0.612558851224105, 0.815151053663551, 0.744445303018273"
"88",100,3,0.1,0.8,5,0,0.6,0.727546215225316,"0.627042253521127, 0.869142157346271, 0.595338983050847, 0.82373836401363, 0.722469318194707"
