"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","mean_ROC_AUC","fold_ROC_AUC"
"79",500,10,0.01,0.8,0.7,0.811838522820279,"0.776847480775511, 0.790278821781313, 0.753139191199499, 0.915992511094675, 0.822934609250399"
"80",1000,10,0.05,0.6,0.8,0.800548136956632,"0.758645452925982, 0.80563761908924, 0.746332308957094, 0.879562428090072, 0.81256287572077"
"81",100,20,0.1,0.8,0.7,0.805849367490791,"0.776042130578071, 0.800512192990123, 0.74596529517695, 0.891448111850756, 0.815279106858054"
"82",50,30,0.1,0.7,0.6,0.809891220091711,"0.78036578486387, 0.797365614893803, 0.745781788286878, 0.898703309911243, 0.82723960250276"
"83",50,30,0.05,0.6,0.6,0.816746740302248,"0.782602765654226, 0.787037846342103, 0.771675833855308, 0.91320856960881, 0.829208686050791"
"84",500,10,0.01,0.6,0.8,0.811883496301326,"0.775717392595232, 0.791652827550039, 0.751607520357031, 0.916596040844839, 0.82384370015949"
"85",100,40,0.1,0.8,0.7,0.808310085173102,"0.775533683679226, 0.790418669696705, 0.761570721108675, 0.902902336045365, 0.811125015335542"
"86",100,30,0.05,0.7,0.8,0.810511097215921,"0.775257192482408, 0.786925968009789, 0.75680932900094, 0.911087226742275, 0.822475769844191"
"87",50,30,0.05,0.8,0.6,0.816746740302248,"0.782602765654226, 0.787037846342103, 0.771675833855308, 0.91320856960881, 0.829208686050791"
"88",100,40,0.01,0.8,0.6,0.812880527164833,"0.788139084350227, 0.779178393497072, 0.764000352333229, 0.912138909434583, 0.820945896209054"
"89",100,40,0.01,0.6,0.7,0.812493393640495,"0.784781293607672, 0.777526439996504, 0.766867953335421, 0.909726074539776, 0.823565206723101"
"90",1000,40,0.01,0.7,0.6,0.810376418293949,"0.776767688014014, 0.801344288086706, 0.754651287973692, 0.897896891436555, 0.821221935958778"
"91",500,20,0.01,0.7,0.7,0.812771871911844,"0.77645037261364, 0.796732803076654, 0.752067510961478, 0.912813065006575, 0.825795607900871"
"92",500,10,0.05,0.7,0.6,0.802702419286664,"0.767591520441792, 0.796645398129534, 0.743616406984028, 0.88955277161407, 0.816105999263894"
"93",500,20,0.01,0.6,0.7,0.812771871911844,"0.77645037261364, 0.796732803076654, 0.752067510961478, 0.912813065006575, 0.825795607900871"
"94",500,40,0.1,0.6,0.8,0.803893463511025,"0.762122932810783, 0.799798968621624, 0.764516618383965, 0.887773000904011, 0.805255796834744"
"95",50,20,0.1,0.7,0.6,0.808469178115804,"0.775533683679226, 0.790934358884713, 0.741399643751957, 0.909876314924392, 0.824601889338731"
"96",50,20,0.05,0.6,0.7,0.811640088165453,"0.777470049879754, 0.7797814876322, 0.76349387331663, 0.90944742357002, 0.828007606428659"
"97",1000,20,0.1,0.8,0.6,0.80341617228031,"0.757372480033253, 0.801725373656149, 0.75784675461948, 0.893145699786325, 0.806990553306343"
"98",500,10,0.01,0.7,0.6,0.81268876344214,"0.781172990706927, 0.791778690673892, 0.749146081271531, 0.915983522353715, 0.825362532204638"
"99",100,30,0.05,0.7,0.6,0.815815771452316,"0.780029913007333, 0.79952626518661, 0.763953863921077, 0.910452878451677, 0.825115936694884"
"100",100,10,0.1,0.6,0.7,0.807150095536954,"0.780089293667053, 0.790464120269207, 0.75033031240213, 0.903155304898093, 0.811711446448289"
"101",1000,30,0.1,0.7,0.7,0.802027764631455,"0.754288397019091, 0.803742679835679, 0.765896590197307, 0.886753420857988, 0.799457735247209"
"102",100,10,0.01,0.8,0.6,0.81121604287248,"0.786758484011757, 0.774040730705358, 0.753807156279361, 0.913952066896778, 0.827521776469145"
"103",100,30,0.01,0.8,0.8,0.810511059132566,"0.782006175588611, 0.777154094921773, 0.766219562323833, 0.90914822690664, 0.818027235921973"
"104",100,20,0.05,0.7,0.7,0.812825953046289,"0.779519610462872, 0.795939166156804, 0.752733029282806, 0.911962986932939, 0.823974972396025"
"105",500,40,0.05,0.8,0.6,0.808384356411816,"0.771280543926843, 0.805102700812866, 0.76009777247103, 0.889010878944773, 0.81642988590357"
"106",1000,10,0.05,0.7,0.7,0.798424329062099,"0.75811102698851, 0.794586137575387, 0.749420118227372, 0.880751510108481, 0.809252852410747"
"107",100,40,0.05,0.6,0.7,0.813742010381528,"0.780057747691577, 0.79663490953588, 0.761384767460069, 0.909366524901381, 0.821266102318734"
"108",50,10,0.1,0.8,0.7,0.809342071853343,"0.778933226448146, 0.781040118870728, 0.752150700751644, 0.913015953731098, 0.821570359465096"
"109",100,40,0.01,0.6,0.8,0.81100327721517,"0.783422033193789, 0.777535180491216, 0.766755402442844, 0.907513560157791, 0.81979020979021"
"110",100,20,0.05,0.6,0.8,0.812382111477254,"0.775775845432143, 0.797404073070536, 0.758634610867523, 0.906907462195924, 0.823188565820145"
"111",1000,20,0.1,0.7,0.7,0.800829799291083,"0.757044030759182, 0.803253212131807, 0.751720071249608, 0.890104937130178, 0.80202674518464"
"112",100,10,0.05,0.7,0.8,0.811640445616238,"0.777663037023841, 0.790616204877196, 0.75341322815534, 0.916201820348455, 0.820307937676359"
"113",1000,20,0.1,0.8,0.7,0.800829799291083,"0.757044030759182, 0.803253212131807, 0.751720071249608, 0.890104937130178, 0.80202674518464"
"114",50,10,0.05,0.8,0.6,0.812084699727952,"0.78143649238443, 0.77916266060659, 0.757939731443783, 0.914910009861933, 0.826974604343025"
"115",500,30,0.01,0.8,0.6,0.812248711186696,"0.778151999643716, 0.793215628004545, 0.756324870811149, 0.911369730029586, 0.822181327444485"
"116",1000,10,0.01,0.7,0.8,0.808675470035534,"0.773711439684095, 0.796753780263963, 0.747991211243345, 0.905085315992768, 0.819835602993498"
"117",100,30,0.01,0.6,0.7,0.81202443341432,"0.784288619696565, 0.776629665239053, 0.768323774663326, 0.909551436143984, 0.821328671328671"
"118",100,20,0.01,0.8,0.6,0.813014100270575,"0.788821961936997, 0.775156017830609, 0.761184133260257, 0.913566835141354, 0.826341553183658"
"119",500,40,0.01,0.8,0.7,0.812010788850811,"0.779135491820314, 0.795802814439297, 0.756789754932665, 0.905013406065089, 0.823312476996688"
"120",1000,40,0.01,0.6,0.7,0.808173092556987,"0.773512885603159, 0.796344725111441, 0.758453550735985, 0.893859662639711, 0.818694638694639"
