"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","mean_ROC_AUC","fold_ROC_AUC"
"1",500,5,0.05,0.6,5,1,0.6,0.735630155191835,"0.764585473220836, 0.521769404165854, 0.873608907095086, 0.595864444037369, 0.922322547440029"
"2",500,5,0.05,0.8,5,1,0.6,0.732357408903384,"0.767057960381511, 0.519769924355723, 0.871934880040021, 0.588097453746107, 0.914926825993555"
"3",500,3,0.1,0.8,1,0.1,0.6,0.732075214420059,"0.76452677916361, 0.519623620954982, 0.874742693943159, 0.582304451364719, 0.919178526673827"
"4",100,5,0.1,0.6,5,1,0.6,0.729801296944258,"0.731195891415994, 0.521698961787719, 0.870980489845124, 0.591608719545704, 0.933522422126745"
"5",500,3,0.1,0.7,10,0.1,0.6,0.73500390417626,"0.776140865737344, 0.522511758458504, 0.868763147211868, 0.578333028027111, 0.929270721446473"
"6",100,3,0.05,0.7,10,0.1,0.7,0.72291761150605,"0.722179016874541, 0.503833690963869, 0.863284373423872, 0.603583806557978, 0.921707169709989"
"7",100,3,0.1,0.7,5,1,0.8,0.732316215604026,"0.754585473220836, 0.513440947612545, 0.869744703185675, 0.599540575196922, 0.924269378804153"
"8",100,5,0.05,0.8,1,1,0.7,0.726291864183339,"0.721658107116654, 0.51191288987147, 0.86619931275705, 0.606177688221286, 0.925511322950233"
"9",500,3,0.05,0.8,5,0,0.8,0.738724236761555,"0.772604548789435, 0.516686715651213, 0.872303924583697, 0.594822494962447, 0.937203499820981"
"10",50,5,0.1,0.6,10,0,0.8,0.717351755204289,"0.687512839325018, 0.509114160001734, 0.870257777613758, 0.596790620992856, 0.923083378088077"
"11",1000,3,0.05,0.7,10,0,0.8,0.73439607353893,"0.763741746148203, 0.521769404165854, 0.872851340656817, 0.5890016486536, 0.924616228070175"
"12",100,5,0.1,0.6,10,1,0.7,0.741077450176851,"0.764314013206163, 0.533582049114594, 0.871992286969037, 0.602457592965745, 0.933041308628715"
"13",100,5,0.05,0.8,10,0,0.8,0.722995393404039,"0.697740278796772, 0.511896633938054, 0.866558106063402, 0.609824509983513, 0.928957438238453"
"14",50,3,0.05,0.6,1,0.1,0.7,0.702825537544797,"0.631548055759354, 0.520395777792228, 0.860024479954731, 0.583059168345851, 0.919100205871822"
"15",100,3,0.01,0.8,1,0.1,0.7,0.703446205144686,"0.629992663242847, 0.498742874482519, 0.858114161879339, 0.607510533064664, 0.922870793054064"
"16",500,3,0.1,0.7,5,0.1,0.8,0.735981805846534,"0.765311812179017, 0.521769404165854, 0.872974355504709, 0.600753251511266, 0.919100205871822"
"17",50,5,0.1,0.6,10,0,0.7,0.71658162458072,"0.686118855465884, 0.512907211132063, 0.865112681600669, 0.594007693716798, 0.924761680988185"
"18",500,3,0.1,0.8,5,1,0.7,0.734384062756676,"0.767630227439472, 0.514129115460476, 0.870277254964674, 0.591273126946327, 0.928610588972431"
"19",500,3,0.01,0.7,1,0,0.8,0.72030041125254,"0.711782831988261, 0.503150941760409, 0.86287688674023, 0.602566037735849, 0.921125358037952"
"20",50,3,0.1,0.6,5,0.1,0.7,0.726227759151817,"0.716749816581071, 0.511140733034224, 0.865212631164582, 0.615198387983147, 0.922837226996062"
"21",1000,3,0.01,0.8,5,1,0.6,0.73236335349552,"0.743727072633896, 0.509756269371654, 0.866777482542143, 0.612564938633449, 0.928991004296455"
"22",50,3,0.05,0.6,10,0.1,0.7,0.715541652560169,"0.690278796771827, 0.509127706612914, 0.861123925157767, 0.600091591866642, 0.917086242391693"
"23",50,5,0.1,0.8,1,0,0.6,0.730701091581519,"0.732296404988995, 0.518697032750287, 0.867952274339513, 0.61253929291079, 0.922020452918009"
"24",500,3,0.01,0.6,5,0.1,0.8,0.726791675205186,"0.737564196625092, 0.505524308039101, 0.86423722593317, 0.606458325700678, 0.920174319727891"
"25",1000,5,0.01,0.6,5,0.1,0.7,0.735720112076062,"0.746353631694791, 0.526456531634046, 0.871948206648542, 0.599100201502107, 0.934741988900823"
"26",100,3,0.01,0.8,5,0.1,0.6,0.708745835852407,"0.670146735143067, 0.505508052105685, 0.856849159193515, 0.58936142150577, 0.921863811313999"
"27",500,5,0.1,0.7,10,1,0.6,0.722085684415097,"0.727938371239912, 0.52626687907753, 0.870982540092589, 0.568747389631801, 0.916493242033656"
