"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","mean_ROC_AUC","fold_ROC_AUC"
"91",50,20,0.05,0.6,0.8,0.776559922132257,NA
"92",100,20,0.05,0.6,0.8,0.778271900885784,NA
"93",1000,30,0.05,0.6,0.8,0.76025675022361,NA
"94",1000,20,0.1,0.6,0.8,0.75624160086435,NA
"95",100,30,0.1,0.6,0.8,0.765222458478703,NA
"96",1000,30,0.1,0.6,0.8,0.754883065621132,NA
"97",500,40,0.1,0.6,0.8,0.760585448876793,NA
"98",1000,10,0.01,0.7,0.8,0.779889128210167,NA
"99",100,20,0.01,0.7,0.8,0.770598671631329,NA
"100",500,30,0.01,0.7,0.8,0.775843025455981,NA
"101",1000,30,0.01,0.7,0.8,0.770764500348333,NA
"102",50,10,0.05,0.7,0.8,0.786102278754399,NA
"103",100,10,0.05,0.7,0.8,0.78553005970107,NA
"104",500,10,0.05,0.7,0.8,0.774535534051655,NA
"105",500,20,0.05,0.7,0.8,0.769418530839896,NA
"106",100,30,0.05,0.7,0.8,0.771970012277909,NA
"107",50,20,0.1,0.7,0.8,0.776038916331426,NA
"108",100,20,0.1,0.7,0.8,0.772898800544693,NA
"109",50,10,0.01,0.8,0.8,0.776829951270481,NA
"110",1000,20,0.01,0.8,0.8,0.77298547774795,NA
"111",50,30,0.01,0.8,0.8,0.766852342173597,NA
"112",100,30,0.01,0.8,0.8,0.769436098175905,NA
"113",50,40,0.05,0.8,0.8,0.765104404017399,NA
"114",500,40,0.05,0.8,0.8,0.761812069521545,NA
"115",100,10,0.1,0.8,0.8,0.779333133028554,NA
"116",500,10,0.1,0.8,0.8,0.766107037052872,NA
"117",1000,10,0.1,0.8,0.8,0.761884993378132,NA
"118",100,30,0.1,0.8,0.8,0.765222458478703,NA
"119",500,30,0.1,0.8,0.8,0.757916691714144,NA
"120",100,40,0.1,0.8,0.8,0.769841790245327,NA
