"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","mean_ROC_AUC","fold_ROC_AUC"
"24",500,20,0.01,0.6,0.6,0.760269352402825,"0.903688033049041, 0.78492026474769, 0.673921130952381, 0.862244447248864, 0.694586067642605, 0.586312941696113, 0.739977064698401, 0.741598799024207, 0.657684160046705, 0.843741496598639, 0.745442176870748, 0.889115646258503"
"25",50,40,0.05,0.8,0.8,0.753008650085816,"0.905331600923952, 0.77565242981521, 0.662076337064677, 0.864560196870268, 0.682181505552751, 0.595044327359919, 0.735618314880841, 0.75331227455641, 0.647292800400325, 0.773061224489796, 0.746224489795918, 0.895748299319728"
"26",100,40,0.01,0.8,0.7,0.737614186532965,"0.892505108386638, 0.78020500177683, 0.65850046641791, 0.847745772337203, 0.689252587077234, 0.58746608404846, 0.740109255436709, 0.745240924918163, 0.665515106023644, 0.672551020408163, 0.688469387755102, 0.883809523809524"
"27",500,10,0.05,0.7,0.7,0.742733002014197,"0.914596659559346, 0.772886682658138, 0.688304015636105, 0.879416961130742, 0.677514512872287, 0.601482836951035, 0.72935760305248, 0.724163799753967, 0.664460707658306, 0.702993197278912, 0.757687074829932, 0.799931972789116"
"28",100,40,0.05,0.7,0.6,0.757857566895529,"0.914314587775409, 0.776137171286425, 0.645471304193319, 0.878041393235739, 0.682187026754165, 0.581595469459869, 0.733367110777507, 0.73934613540168, 0.651789787535706, 0.843061224489796, 0.768299319727891, 0.880680272108843"
"29",50,10,0.1,0.7,0.6,0.753938942155266,"0.878811300639659, 0.778349880063966, 0.670653984541578, 0.825802151691065, 0.685397999747602, 0.595822028016153, 0.740231021037927, 0.743647755467984, 0.668721252684473, 0.768639455782313, 0.824727891156463, 0.866462585034014"
"30",500,30,0.1,0.6,0.6,0.752804944806084,"0.918511238450604, 0.771722858919687, 0.680789134683724, 0.884245646138314, 0.677486118122161, 0.605134717314488, 0.741014574341653, 0.742920706407289, 0.669861554179437, 0.747619047619048, 0.779931972789116, 0.814421768707483"
"31",500,20,0.05,0.7,0.8,0.741444225973158,"0.918291355721393, 0.775380907960199, 0.679002865138593, 0.883969586067643, 0.68151028520949, 0.600368343008582, 0.733476783219699, 0.737715226955235, 0.64863576656033, 0.707823129251701, 0.729455782312925, 0.801700680272109"
"32",50,20,0.1,0.7,0.8,0.7555269372912,"0.904280494847193, 0.777582511549396, 0.665246868336887, 0.862578874305906, 0.684248012367491, 0.587538648409894, 0.733375867892663, 0.736971914680678, 0.650214340818582, 0.822176870748299, 0.758571428571429, 0.883537414965986"
"33",1000,30,0.1,0.6,0.8,0.744029870642341,"0.918511238450604, 0.770371357498223, 0.658153429282161, 0.884245646138314, 0.675548965169107, 0.599086635537607, 0.736686891432622, 0.74077479618857, 0.647768603657138, 0.802380952380952, 0.693537414965986, 0.801292517006803"
"34",500,40,0.1,0.8,0.6,0.753907234314637,"0.918511238450604, 0.777865138592751, 0.680927949538024, 0.884245646138314, 0.686908442705704, 0.605215169106512, 0.746283438627218, 0.738351160317758, 0.669871145305561, 0.809455782312925, 0.739183673469388, 0.790068027210884"
"35",1000,40,0.05,0.6,0.6,0.753729841384107,"0.918511238450604, 0.773032160625444, 0.647748423063255, 0.884245646138314, 0.678850643614336, 0.590326066380616, 0.740962865661683, 0.742446571172411, 0.65713788286316, 0.799455782312925, 0.772993197278912, 0.839047619047619"
"36",50,40,0.01,0.8,0.6,0.729499256610424,"0.88527118869936, 0.782679237739872, 0.642390169687278, 0.838503281171126, 0.692734098939929, 0.583068052751136, 0.732127353474698, 0.743877942494944, 0.593135672734096, 0.639421768707483, 0.758197278911565, 0.862585034013605"
"37",500,20,0.05,0.8,0.7,0.755312148610502,"0.918216950959488, 0.777169953802416, 0.687306769722814, 0.883972741039879, 0.684561143361938, 0.596744068652196, 0.741282708867622, 0.738992931757053, 0.650260419924522, 0.797006802721088, 0.776530612244898, 0.811700680272109"
"38",50,30,0.01,0.8,0.8,0.704546914651751,"0.874108808635394, 0.77266624466951, 0.636166822139304, 0.823312089853609, 0.680220690307925, 0.572322217314488, 0.722207835533037, 0.725916890807114, 0.581280832342945, 0.600884353741497, 0.645612244897959, 0.819863945578231"
"39",100,30,0.1,0.6,0.8,0.762436144347894,"0.917294109808102, 0.779926261549396, 0.687720993248045, 0.882196491670873, 0.687641973750631, 0.604950151438667, 0.722829382206376, 0.741656345780947, 0.651956798231897, 0.819795918367347, 0.798095238095238, 0.855170068027211"
"40",500,20,0.05,0.6,0.6,0.745581975818911,"0.9181947405828, 0.780877976190476, 0.65347203713575, 0.883925416456335, 0.689273094396769, 0.592428855376073, 0.733787869310481, 0.739310272930089, 0.658978753570609, 0.799387755102041, 0.674081632653061, 0.823265306122449"
"41",50,20,0.05,0.6,0.8,0.75006465006836,"0.886962508884151, 0.778427061122957, 0.662070229211087, 0.838269813225644, 0.686465169106512, 0.595032496214033, 0.747163528700402, 0.74599695585997, 0.647292800400325, 0.807517006802721, 0.740408163265306, 0.865170068027211"
"42",500,20,0.1,0.8,0.6,0.741422780864544,"0.918501243781095, 0.779285492181947, 0.680774697938877, 0.884242491166078, 0.687115093387178, 0.605128407370015, 0.73583578324055, 0.737974604366047, 0.669848210003962, 0.72469387755102, 0.639387755102041, 0.834285714285714"
"43",1000,20,0.01,0.8,0.8,0.756909683486186,"0.914322361407249, 0.778964552238806, 0.670001554726368, 0.878355312973246, 0.686157559313478, 0.59835310449268, 0.735790329642835, 0.741117991701591, 0.652914659827777, 0.812312925170068, 0.757482993197279, 0.857142857142857"
"44",1000,40,0.05,0.7,0.7,0.74274067631077,"0.918511238450604, 0.775325382018479, 0.681578158315565, 0.884245646138314, 0.683302309439677, 0.595243090610803, 0.742979087174996, 0.743014115635621, 0.648757115156064, 0.730204081632653, 0.712993197278912, 0.796734693877551"
"45",100,20,0.05,0.6,0.7,0.762797306049667,"0.9042710554371, 0.778538113006397, 0.661594371890547, 0.862433745583039, 0.685831019687027, 0.582637399040888, 0.740531264986135, 0.737207939784408, 0.65508058630971, 0.862925170068027, 0.820952380952381, 0.86156462585034"
"46",50,30,0.05,0.7,0.7,0.744074649428649,"0.899094927149964, 0.784256729744137, 0.640053082800284, 0.856537102473498, 0.694274514134276, 0.572797829379102, 0.743741164696316, 0.737433539751048, 0.636251120702237, 0.800884353741497, 0.688231292517007, 0.875340136054422"
"47",100,10,0.01,0.6,0.8,0.722241167544573,"0.840920953269367, 0.770623445273632, 0.664266280206112, 0.772897999747602, 0.675367554265522, 0.592017131499243, 0.746398115135214, 0.730899480828173, 0.665815975480078, 0.695374149659864, 0.701700680272109, 0.810612244897959"
"48",50,20,0.05,0.7,0.6,0.747121784900801,"0.886619358564321, 0.782876354832978, 0.621590151918976, 0.839728199141848, 0.691881467693084, 0.569282401564866, 0.735651883822272, 0.746980880298576, 0.651326911448886, 0.833809523809524, 0.714285714285714, 0.891428571428571"
"49",1000,20,0.05,0.7,0.6,0.740643083167912,"0.918505685856432, 0.77781960732054, 0.647747867803838, 0.88424091367996, 0.685682735991923, 0.590325277637557, 0.738321552928421, 0.737598882425304, 0.657134338316549, 0.769863945578231, 0.677823129251701, 0.80265306122449"
"50",1000,30,0.05,0.7,0.6,0.741667246029572,"0.918511238450604, 0.77596170931059, 0.647745091506752, 0.884245646138314, 0.684124179707219, 0.590321333922261, 0.740300243948208, 0.741734325806384, 0.657131210775422, 0.749523809523809, 0.719183673469388, 0.791224489795918"
"51",500,40,0.01,0.7,0.6,0.761614794770028,"0.914321250888415, 0.781956289978678, 0.673916688877043, 0.878083985360929, 0.690457786471479, 0.586306631751641, 0.737500469131169, 0.744107921019161, 0.657692500156377, 0.829863945578231, 0.764285714285714, 0.880884353741497"
"52",50,40,0.1,0.8,0.6,0.750594995297123,"0.914192430703625, 0.781504308813077, 0.670975479744136, 0.877367806663301, 0.690115471983846, 0.596116229177183, 0.736993598965826, 0.726499030462251, 0.669361981610058, 0.84, 0.688707482993197, 0.81530612244898"
"53",100,10,0.05,0.7,0.7,0.745829390196751,"0.880244980454869, 0.778311011904762, 0.663352878464819, 0.828313509591116, 0.685388534830893, 0.584671567390207, 0.738861575029712, 0.728144534100623, 0.658242321886533, 0.797891156462585, 0.784013605442177, 0.822517006802721"
"54",50,10,0.05,0.7,0.8,0.744627380845823,"0.860632662579957, 0.776998378642502, 0.667902118869936, 0.798965169106512, 0.683796851337708, 0.60409909767794, 0.747378286524468, 0.741564813077292, 0.663068743353975, 0.771496598639456, 0.788265306122449, 0.831360544217687"
"55",500,30,0.01,0.7,0.8,0.761833058585231,"0.911554948471926, 0.781188921464108, 0.669057613717129, 0.874145002523978, 0.689437152953054, 0.594989904088844, 0.736716081816476, 0.738160171806259, 0.665250307541544, 0.849455782312925, 0.742517006802721, 0.889523809523809"
"56",1000,10,0.1,0.8,0.8,0.735902165187748,"0.918501243781095, 0.77402052238806, 0.656396588486141, 0.884233026249369, 0.681084363957597, 0.605641090358405, 0.737929567773816, 0.720908237943329, 0.655648756281145, 0.709319727891156, 0.684965986394558, 0.802176870748299"
"57",100,20,0.01,0.6,0.8,0.737138218817337,"0.865862651030561, 0.774163779317697, 0.664412313432836, 0.809882161786976, 0.681237380111055, 0.592011610297829, 0.746914159421196, 0.73898229811722, 0.666716081816476, 0.784795918367347, 0.675680272108844, 0.845"
"58",50,20,0.1,0.8,0.7,0.757168869071514,"0.903029495380242, 0.772499111584932, 0.683537668798863, 0.862048838970217, 0.677626514386673, 0.597002776375568, 0.736681053355852, 0.741338379099685, 0.676208169137424, 0.858775510204082, 0.759047619047619, 0.818231292517007"
"59",50,30,0.1,0.6,0.6,0.750407558026556,"0.911125177683013, 0.779241626687989, 0.671059879175551, 0.873099129227663, 0.686600044169611, 0.59623611812216, 0.735864765121661, 0.747303225537416, 0.669360730593607, 0.750816326530612, 0.732006802721088, 0.852176870748299"
"60",500,10,0.1,0.8,0.8,0.737966568958704,"0.91807591506752, 0.777438699360341, 0.662456689765458, 0.883794485108531, 0.68455167844523, 0.6076949772842, 0.733691958049248, 0.719545881028335, 0.657464189654094, 0.728707482993197, 0.674965986394558, 0.807210884353741"
"61",1000,30,0.05,0.6,0.8,0.742097582439998,"0.918511238450604, 0.770732276119403, 0.674054393212509, 0.884245646138314, 0.67558840232206, 0.597666109288238, 0.741474531390088, 0.741674694022226, 0.646869956839932, 0.678843537414966, 0.753605442176871, 0.821904761904762"
"62",500,40,0.05,0.7,0.7,0.742022870315733,"0.918509017412935, 0.77891013681592, 0.687306769722814, 0.884242491166078, 0.687334363957597, 0.596744068652196, 0.740287733783699, 0.741043764725506, 0.650236233606472, 0.733605442176871, 0.684965986394558, 0.80108843537415"
"63",1000,40,0.01,0.6,0.6,0.758412467275368,"0.917934879175551, 0.783242270788913, 0.693617848258706, 0.883488452801615, 0.69225454316002, 0.598125946491671, 0.739424115427118, 0.74512207835533, 0.652025187131211, 0.772721088435374, 0.757755102040816, 0.865238095238095"
"64",1000,10,0.05,0.8,0.6,0.733152936713078,"0.91797263681592, 0.77119092039801, 0.641431236673774, 0.883641468955073, 0.6754874432105, 0.58765932609793, 0.730125727153312, 0.73373824565793, 0.651758303621693, 0.684965986394558, 0.703469387755102, 0.816394557823129"
"65",100,40,0.1,0.7,0.6,0.752844821930406,"0.917997068230277, 0.781966284648188, 0.690831556503198, 0.883478987884907, 0.690951539626451, 0.609460184250379, 0.738324054961323, 0.733306644982382, 0.672719501261442, 0.826258503401361, 0.691292517006803, 0.797551020408163"
"66",100,20,0.05,0.8,0.7,0.762797306049667,"0.9042710554371, 0.778538113006397, 0.661594371890547, 0.862433745583039, 0.685831019687027, 0.582637399040888, 0.740531264986135, 0.737207939784408, 0.65508058630971, 0.862925170068027, 0.820952380952381, 0.86156462585034"
"67",500,30,0.1,0.7,0.7,0.754156201266002,"0.918511238450604, 0.779329912935323, 0.674197650142146, 0.884245646138314, 0.68902069661787, 0.602777164310954, 0.738510039407018, 0.734966326807198, 0.671104856028857, 0.799591836734694, 0.716734693877551, 0.840884353741497"
"68",100,20,0.1,0.7,0.6,0.750637675638817,"0.914192430703625, 0.782607054015636, 0.690786025230988, 0.877623359414437, 0.691360108531045, 0.609422324583544, 0.733946331394258, 0.737738579262317, 0.672696982965326, 0.796666666666667, 0.618299319727891, 0.882312925170068"
"69",100,20,0.01,0.7,0.8,0.737138218817337,"0.865862651030561, 0.774163779317697, 0.664412313432836, 0.809882161786976, 0.681237380111055, 0.592011610297829, 0.746914159421196, 0.73898229811722, 0.666716081816476, 0.784795918367347, 0.675680272108844, 0.845"
"70",500,20,0.1,0.6,0.6,0.741422780864544,"0.918501243781095, 0.779285492181947, 0.680774697938877, 0.884242491166078, 0.687115093387178, 0.605128407370015, 0.73583578324055, 0.737974604366047, 0.669848210003962, 0.72469387755102, 0.639387755102041, 0.834285714285714"
"71",500,40,0.01,0.6,0.7,0.754640975531572,"0.914523365316276, 0.781936300639659, 0.675455312722104, 0.87832691822312, 0.690459363957597, 0.591197627460878, 0.73697671024374, 0.743765976522591, 0.663118158503784, 0.776666666666667, 0.722108843537415, 0.881156462585034"
"72",1000,40,0.1,0.7,0.7,0.753904577609366,"0.918511238450604, 0.770013770433547, 0.669036513859275, 0.884245646138314, 0.673914689550732, 0.600813982836951, 0.745398969996455, 0.746043243468652, 0.668264631679907, 0.767823129251701, 0.773809523809524, 0.828979591836735"
"73",50,10,0.05,0.7,0.7,0.73735497906503,"0.861116848791756, 0.777631929637527, 0.639886504975124, 0.798461162291772, 0.685018614336194, 0.572739462392731, 0.742260795229457, 0.731858593440504, 0.636258626800942, 0.797789115646258, 0.789115646258503, 0.816122448979592"
"74",500,30,0.1,0.8,0.8,0.748381616211875,"0.918511238450604, 0.773051039445629, 0.664804881840796, 0.884245646138314, 0.679694598687532, 0.599973971479051, 0.732297491712016, 0.742331477658931, 0.64866224640854, 0.788503401360544, 0.732857142857143, 0.815646258503401"
"75",100,10,0.1,0.6,0.6,0.758987640043725,"0.899175995024876, 0.780818008173419, 0.698091018123667, 0.857090800100959, 0.68886925795053, 0.61533947501262, 0.735762598778174, 0.73987448134943, 0.672013719480411, 0.789591836734694, 0.788231292517007, 0.842993197278912"
"76",1000,10,0.01,0.6,0.6,0.752011807486937,"0.9010072405828, 0.777436478322672, 0.692783848614072, 0.857521453811206, 0.684053192831903, 0.597567516405856, 0.740541273117742, 0.727795083505348, 0.650129480202665, 0.792244897959184, 0.764829931972789, 0.838231292517007"
"77",50,40,0.01,0.6,0.6,0.729499256610424,"0.88527118869936, 0.782679237739872, 0.642390169687278, 0.838503281171126, 0.692734098939929, 0.583068052751136, 0.732127353474698, 0.743877942494944, 0.593135672734096, 0.639421768707483, 0.758197278911565, 0.862585034013605"
"78",50,10,0.01,0.8,0.8,0.682106747822565,"0.832883573205402, 0.76800039978678, 0.636200137704335, 0.763631057546694, 0.673124369005553, 0.572369541898031, 0.724020975375826, 0.722821876107671, 0.581276662288109, 0.612448979591837, 0.683809523809524, 0.61469387755102"
"79",500,10,0.01,0.8,0.7,0.751293211154968,"0.880123933901919, 0.779040067519545, 0.676292643923241, 0.825373864209995, 0.686342125189298, 0.591052498738011, 0.740681803965722, 0.736764662955318, 0.663724484476971, 0.800340136054422, 0.790748299319728, 0.845034013605442"
"80",1000,10,0.05,0.6,0.8,0.743883390877853,"0.918059257285004, 0.774029406538735, 0.687402274342573, 0.883777132761232, 0.679521075214538, 0.604185070671378, 0.734040574633556, 0.734166093284127, 0.657950418047997, 0.704965986394558, 0.736054421768708, 0.812448979591837"
"81",100,20,0.1,0.8,0.7,0.758888632738711,"0.914095815565032, 0.773101012793177, 0.699201536958067, 0.878312720848057, 0.678303255931348, 0.605760979303382, 0.72927357644753, 0.730665332249119, 0.674888138279018, 0.819251700680272, 0.784081632653061, 0.819727891156463"
"82",50,30,0.1,0.7,0.6,0.750407558026556,"0.911125177683013, 0.779241626687989, 0.671059879175551, 0.873099129227663, 0.686600044169611, 0.59623611812216, 0.735864765121661, 0.747303225537416, 0.669360730593607, 0.750816326530612, 0.732006802721088, 0.852176870748299"
"83",50,30,0.05,0.6,0.6,0.74504758581145,"0.897983297796731, 0.786015791577825, 0.621597925550817, 0.855311395759717, 0.696366260726906, 0.569293443967693, 0.732526219219783, 0.74569650340902, 0.651324409415984, 0.806258503401361, 0.723367346938775, 0.854829931972789"
"84",500,10,0.01,0.6,0.8,0.74993454918614,"0.880392679459844, 0.780031760838664, 0.666997601279318, 0.826725769813226, 0.687777637556789, 0.594298965169107, 0.742554367089927, 0.734920039198515, 0.664699443297679, 0.778979591836735, 0.777482993197279, 0.864353741496599"
"85",100,40,0.1,0.8,0.7,0.768820304010351,"0.917963752665245, 0.785914179104478, 0.699200426439232, 0.883508960121151, 0.696225075719334, 0.605759401817264, 0.742705948583224, 0.746213381705969, 0.674883134213215, 0.791020408163265, 0.807006802721088, 0.875442176870748"
"86",100,30,0.05,0.7,0.8,0.742531351021175,"0.911579379886283, 0.773851723525231, 0.677696339729922, 0.87445418980313, 0.679297072185765, 0.595717125189298, 0.731551260399074, 0.740764788056963, 0.653287462730135, 0.719931972789116, 0.67843537414966, 0.873809523809524"
"87",50,30,0.05,0.8,0.6,0.74504758581145,"0.897983297796731, 0.786015791577825, 0.621597925550817, 0.855311395759717, 0.696366260726906, 0.569293443967693, 0.732526219219783, 0.74569650340902, 0.651324409415984, 0.806258503401361, 0.723367346938775, 0.854829931972789"
"88",100,40,0.01,0.8,0.6,0.742949062685154,"0.892265236318408, 0.784534914712154, 0.656042332977967, 0.847054833417466, 0.694634969712267, 0.577617049469965, 0.7409993536415, 0.743798711453056, 0.653169241675528, 0.708809523809524, 0.716258503401361, 0.900204081632653"
"89",100,40,0.01,0.6,0.7,0.737614186532965,"0.892505108386638, 0.78020500177683, 0.65850046641791, 0.847745772337203, 0.689252587077234, 0.58746608404846, 0.740109255436709, 0.745240924918163, 0.665515106023644, 0.672551020408163, 0.688469387755102, 0.883809523809524"
"90",1000,40,0.01,0.7,0.6,0.758412467275368,"0.917934879175551, 0.783242270788913, 0.693617848258706, 0.883488452801615, 0.69225454316002, 0.598125946491671, 0.739424115427118, 0.74512207835533, 0.652025187131211, 0.772721088435374, 0.757755102040816, 0.865238095238095"
"91",500,20,0.01,0.7,0.7,0.760450362071161,"0.904060056858564, 0.781279984008529, 0.675456423240938, 0.863099444724886, 0.689539689550732, 0.591192895002524, 0.737302391526449, 0.743402764746356, 0.663131919684744, 0.827482993197279, 0.769319727891156, 0.880136054421769"
"92",500,10,0.05,0.7,0.6,0.736251735927237,"0.914789889836532, 0.773660714285714, 0.645365804904051, 0.878967377587077, 0.678675542655225, 0.589735297829379, 0.733297053856258, 0.723599591334626, 0.653120035028461, 0.68530612244898, 0.737482993197279, 0.821020408163265"
"93",500,20,0.01,0.6,0.7,0.760450362071161,"0.904060056858564, 0.781279984008529, 0.675456423240938, 0.863099444724886, 0.689539689550732, 0.591192895002524, 0.737302391526449, 0.743402764746356, 0.663131919684744, 0.827482993197279, 0.769319727891156, 0.880136054421769"
"94",500,40,0.1,0.6,0.8,0.750422522906434,"0.918511238450604, 0.771124289267946, 0.664804881840796, 0.884245646138314, 0.676386610297829, 0.599973971479051, 0.738759825691708, 0.744302245574529, 0.64866224640854, 0.730408163265306, 0.793945578231293, 0.833945578231292"
"95",50,20,0.1,0.7,0.6,0.746408963379477,"0.90375355366027, 0.783377754086709, 0.671058768656716, 0.861859540636042, 0.692445418980313, 0.596234540636042, 0.741564396071808, 0.738707908508997, 0.669334250745397, 0.809659863945578, 0.594557823129252, 0.894353741496599"
"96",50,20,0.05,0.6,0.7,0.751036818890985,"0.886386704868515, 0.783137882018479, 0.640031427683013, 0.839075908632004, 0.692636294800606, 0.572779688288743, 0.74664748441442, 0.746248410166594, 0.636246325139176, 0.81578231292517, 0.792380952380952, 0.86108843537415"
"97",1000,20,0.1,0.8,0.6,0.745648284000846,"0.918511238450604, 0.773783981876333, 0.6760072405828, 0.884245646138314, 0.680541708732963, 0.602691191317516, 0.736328683722191, 0.737995871645712, 0.667537791121953, 0.767619047619048, 0.672176870748299, 0.830340136054422"
"98",500,10,0.01,0.7,0.6,0.749603612461941,"0.879925151030561, 0.77797619047619, 0.67180947938877, 0.82616733972741, 0.684767794043412, 0.58478672387683, 0.739730197452096, 0.737579491670315, 0.657126832217844, 0.792040816326531, 0.782312925170068, 0.861020408163265"
"99",100,30,0.05,0.7,0.6,0.753806959830936,"0.910990804904051, 0.783188965884861, 0.645470193674485, 0.873206398283695, 0.692202486118122, 0.581593891973751, 0.72806697108067, 0.741353391297096, 0.651787285502804, 0.866530612244898, 0.692380952380952, 0.87891156462585"
"100",100,10,0.1,0.6,0.7,0.751841167222311,"0.900052194385217, 0.773248156538735, 0.700172685678749, 0.857179139323574, 0.67810843639576, 0.609019276880364, 0.7352106920206, 0.734127103271408, 0.675248431016868, 0.764149659863946, 0.742721088435374, 0.852857142857143"
"101",1000,30,0.1,0.7,0.7,0.752343397899083,"0.918511238450604, 0.77662802061123, 0.669036513859275, 0.884245646138314, 0.684034262998486, 0.600813982836951, 0.736781134671921, 0.733546840140948, 0.668264631679907, 0.813537414965986, 0.691904761904762, 0.850816326530612"
