"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","mean_ROC_AUC","fold_ROC_AUC"
"102",100,10,0.01,0.8,0.6,0.723174079288817,"0.842331867448472, 0.77345526830135, 0.656036225124378, 0.773702517667844, 0.679115661282181, 0.577742459616355, 0.744163799753967, 0.734378557578032, 0.653183002856488, 0.665340136054422, 0.745578231292517, 0.833061224489796"
"103",100,30,0.01,0.8,0.8,0.735766612326082,"0.883233386638237, 0.776079979566453, 0.664412313432836, 0.833915162796567, 0.683930937657749, 0.592011610297829, 0.739117616396656, 0.741142803527866, 0.666716081816476, 0.700714285714286, 0.685816326530612, 0.862108843537415"
"104",100,20,0.05,0.7,0.7,0.762797306049667,"0.9042710554371, 0.778538113006397, 0.661594371890547, 0.862433745583039, 0.685831019687027, 0.582637399040888, 0.740531264986135, 0.737207939784408, 0.65508058630971, 0.862925170068027, 0.820952380952381, 0.86156462585034"
"105",500,40,0.05,0.8,0.6,0.752091873057453,"0.918507906894101, 0.775858431058991, 0.653467039800995, 0.884242491166078, 0.682220153962645, 0.592424911660777, 0.740890306707533, 0.740872375471737, 0.658999812347532, 0.797006802721088, 0.719863945578231, 0.860748299319728"
"106",1000,10,0.05,0.7,0.7,0.737458055411587,"0.917993736673774, 0.768074804548685, 0.68252098880597, 0.883679328621908, 0.670952170620899, 0.598399640333165, 0.729352598986677, 0.729385959425366, 0.662198661412398, 0.69687074829932, 0.727755102040816, 0.782312925170068"
"107",100,40,0.05,0.6,0.7,0.750693126541387,"0.914466728855721, 0.780970149253731, 0.661594371890547, 0.878248043917214, 0.689222614840989, 0.582637399040888, 0.734723212610246, 0.745524488647026, 0.655080169304226, 0.797482993197279, 0.709455782312925, 0.85891156462585"
"108",50,10,0.1,0.8,0.7,0.751100422767702,"0.880453757995736, 0.773696250888415, 0.68739894278607, 0.826321933366986, 0.679014702170621, 0.597523346794548, 0.738792560622172, 0.744955693167365, 0.673211150726632, 0.777755102040816, 0.760816326530612, 0.873265306122449"
"109",100,40,0.01,0.6,0.8,0.744141934568871,"0.892804948471926, 0.774897277007818, 0.664412313432836, 0.84698463528521, 0.682085278899546, 0.592011610297829, 0.740543775150643, 0.743362940722671, 0.666716081816476, 0.725646258503401, 0.724183673469388, 0.876054421768708"
"110",100,20,0.05,0.6,0.8,0.75437622247248,"0.904384328358209, 0.780761371712864, 0.677696339729922, 0.862184502776376, 0.688933934881373, 0.595717125189298, 0.736103083755551, 0.74297033005984, 0.653287462730135, 0.798503401360544, 0.758639455782313, 0.853333333333333"
"111",1000,20,0.1,0.7,0.7,0.750096198245515,"0.918511238450604, 0.766517857142857, 0.669037069118692, 0.884245646138314, 0.673340484603736, 0.600822659010601, 0.738404120014178, 0.73471904255541, 0.668277350347157, 0.774421768707483, 0.767142857142857, 0.805714285714286"
"112",100,10,0.05,0.7,0.8,0.756040881299527,"0.880695851101635, 0.776340951492537, 0.681294976012793, 0.827614683240787, 0.682553792276628, 0.598469049722362, 0.745188173724484, 0.736263422364004, 0.665974437563854, 0.835340136054422, 0.817448979591837, 0.82530612244898"
"113",1000,20,0.1,0.8,0.7,0.750096198245515,"0.918511238450604, 0.766517857142857, 0.669037069118692, 0.884245646138314, 0.673340484603736, 0.600822659010601, 0.738404120014178, 0.73471904255541, 0.668277350347157, 0.774421768707483, 0.767142857142857, 0.805714285714286"
"114",50,10,0.05,0.8,0.6,0.73275120047233,"0.858999644633973, 0.775147143745558, 0.621543510127932, 0.798687531549722, 0.681145097173145, 0.56930448637052, 0.739048184983633, 0.732690102374846, 0.651414691103188, 0.742006802721088, 0.77, 0.853027210884354"
"115",500,30,0.01,0.8,0.6,0.763374504197704,"0.911219571783937, 0.784695939943141, 0.673916688877043, 0.873200088339223, 0.694317895002524, 0.586306631751641, 0.739856967119118, 0.742352744938596, 0.657688747107024, 0.844421768707483, 0.759795918367347, 0.892721088435374"
"116",1000,10,0.01,0.7,0.8,0.745657295775458,"0.901021677327647, 0.775404228855721, 0.676369824982232, 0.858445860676426, 0.681134843513377, 0.600032338465421, 0.737706052834595, 0.728482308542357, 0.653712182815204, 0.76578231292517, 0.752585034013605, 0.817210884353741"
"117",100,30,0.01,0.6,0.7,0.733770237976051,"0.882648143212509, 0.777988406183369, 0.65850046641791, 0.834591904341242, 0.686075530035336, 0.58746608404846, 0.742583974479264, 0.742424261379037, 0.665515106023644, 0.684931972789116, 0.673265306122449, 0.869251700680272"
"118",100,20,0.01,0.8,0.6,0.735354623984904,"0.866642790511727, 0.779591440120824, 0.656031227789623, 0.811230912417971, 0.68759228293791, 0.577601274608783, 0.74710222889431, 0.740945768436855, 0.653163820604241, 0.720680272108844, 0.717823129251701, 0.865850340136054"
"119",500,40,0.01,0.8,0.7,0.754640975531572,"0.914523365316276, 0.781936300639659, 0.675455312722104, 0.87832691822312, 0.690459363957597, 0.591197627460878, 0.73697671024374, 0.743765976522591, 0.663118158503784, 0.776666666666667, 0.722108843537415, 0.881156462585034"
"120",1000,40,0.01,0.6,0.7,0.754641614168118,"0.917980410447761, 0.783235607675906, 0.690352922885572, 0.883564172135285, 0.692300290257446, 0.601079000504796, 0.74026021142178, 0.74468797564688, 0.655980275640625, 0.741156462585034, 0.741496598639456, 0.863605442176871"
