"","num_iterations","num_leaves","learning_rate","subsample","colsample_bytree","ROC_AUC_valid"
"49",500,40,0.01,0.6,0.7,0.699123989487954
"50",1000,40,0.01,0.6,0.7,0.694628501281196
"51",50,20,0.05,0.6,0.7,0.694374422821767
"52",100,20,0.05,0.6,0.7,0.698275727544666
"53",100,40,0.05,0.6,0.7,0.696132965859858
"54",100,10,0.1,0.6,0.7,0.681522554164726
"55",500,10,0.1,0.6,0.7,0.676244024154659
"56",500,10,0.01,0.7,0.7,0.694954702011981
"57",50,20,0.01,0.7,0.7,0.677306052108891
"58",500,20,0.01,0.7,0.7,0.693683109344166
"59",50,10,0.05,0.7,0.7,0.681056410219476
"60",100,10,0.05,0.7,0.7,0.68741977522659
"61",500,10,0.05,0.7,0.7,0.674288620325957
"62",1000,10,0.05,0.7,0.7,0.674273015507189
"63",100,20,0.05,0.7,0.7,0.698275727544666
"64",50,30,0.05,0.7,0.7,0.691573257822015
"65",500,40,0.05,0.7,0.7,0.687431278778887
"66",1000,40,0.05,0.7,0.7,0.684706237286074
"67",50,20,0.1,0.7,0.7,0.69334600524642
"68",1000,20,0.1,0.7,0.7,0.693193658201653
"69",500,30,0.1,0.7,0.7,0.696309220287225
"70",1000,30,0.1,0.7,0.7,0.6960933536276
"71",1000,40,0.1,0.7,0.7,0.691918664483593
"72",500,10,0.01,0.8,0.7,0.694954702011981
"73",1000,10,0.01,0.8,0.7,0.693822952527741
"74",100,40,0.01,0.8,0.7,0.678684577797624
"75",500,40,0.01,0.8,0.7,0.699123989487954
"76",1000,40,0.01,0.8,0.7,0.694628501281196
"77",100,20,0.05,0.8,0.7,0.698275727544666
"78",500,20,0.05,0.8,0.7,0.686446374640489
"79",50,10,0.1,0.8,0.7,0.690063791698877
"80",50,20,0.1,0.8,0.7,0.69334600524642
"81",100,20,0.1,0.8,0.7,0.701110502923303
"82",1000,20,0.1,0.8,0.7,0.693193658201653
"83",100,40,0.1,0.8,0.7,0.695012419835245
"84",100,10,0.01,0.6,0.8,0.674424762366619
"85",500,10,0.01,0.6,0.8,0.692605376540276
"86",100,20,0.01,0.6,0.8,0.679017880721567
"87",500,30,0.01,0.6,0.8,0.693032908562164
"88",100,40,0.01,0.6,0.8,0.680653485796414
"89",100,10,0.05,0.6,0.8,0.691724604557887
"90",1000,10,0.05,0.6,0.8,0.688436989342309
"91",50,20,0.05,0.6,0.8,0.683076834126378
"92",100,20,0.05,0.6,0.8,0.687725069501462
"93",1000,30,0.05,0.6,0.8,0.686139079747826
"94",1000,20,0.1,0.6,0.8,0.68308953804935
"95",100,30,0.1,0.6,0.8,0.69347604540282
"96",1000,30,0.1,0.6,0.8,0.681883965768629
"97",500,40,0.1,0.6,0.8,0.682465545360407
"98",1000,10,0.01,0.7,0.8,0.693556670299789
"99",100,20,0.01,0.7,0.8,0.679017880721567
"100",500,30,0.01,0.7,0.8,0.693032908562164
"101",1000,30,0.01,0.7,0.8,0.694086633952565
"102",50,10,0.05,0.7,0.8,0.687370760090716
"103",100,10,0.05,0.7,0.8,0.691724604557887
"104",500,10,0.05,0.7,0.8,0.688201416597445
"105",500,20,0.05,0.7,0.8,0.683903389366636
"106",100,30,0.05,0.7,0.8,0.690476419118224
"107",50,20,0.1,0.7,0.8,0.692364402127377
"108",100,20,0.1,0.7,0.8,0.686307531765809
"109",50,10,0.01,0.8,0.8,0.670341701517429
"110",1000,20,0.01,0.8,0.8,0.690056389413051
"111",50,30,0.01,0.8,0.8,0.677135799534896
"112",100,30,0.01,0.8,0.8,0.677939647763229
"113",50,40,0.05,0.8,0.8,0.68226338293265
"114",500,40,0.05,0.8,0.8,0.691818633594054
"115",100,10,0.1,0.8,0.8,0.68956003613916
"116",500,10,0.1,0.8,0.8,0.678642464793128
"117",1000,10,0.1,0.8,0.8,0.684109452999086
"118",100,30,0.1,0.8,0.8,0.69347604540282
"119",500,30,0.1,0.8,0.8,0.68239552373773
"120",100,40,0.1,0.8,0.8,0.687831402337042
