species,decimalLongitude,decimalLatitude
Gentianella campestris,10.967492,62.307611
Gentianella campestris,18.34565,62.85043
Gentianella campestris,15.478224,67.194344
Gentianella campestris,14.01052,67.164775
Gentianella campestris,14.349518,67.259
Gentianella campestris,14.829011,67.018478
Gentianella campestris,14.413307,67.266958
Gentianella campestris,9.800422,61.126038
Gentianella campestris,13.958894,66.735833
Gentianella campestris,10.354251,62.719369
Gentianella campestris,11.724227,59.314513
Gentianella campestris,10.758835,62.696521
Gentianella campestris,8.8792,61.813367
Gentianella campestris,8.938021,62.162465
Gentianella campestris,8.974888,62.149286
Gentianella campestris,18.56682,70.048378
Gentianella campestris,14.76122,57.58265
Gentianella campestris,14.96321,57.95589
Gentianella campestris,14.72198,57.15846
Gentianella campestris,7.264873,62.375146
Gentianella campestris,7.260076,62.379465
Gentianella campestris,7.246018,62.380077
Gentianella campestris,15.977508,68.202794
Gentianella campestris,11.1402,60.804
Gentianella campestris,11.7556887626595,59.3524463868943
Gentianella campestris,8.7924,60.4663
Gentianella campestris,12.0351,65.6997
Gentianella campestris,11.8767,65.7014
Gentianella campestris,9.5681,62.7335
Gentianella campestris,10.7056,62.7284
Gentianella campestris,10.3904,59.0985
Gentianella campestris,9.658,62.5118
Gentianella campestris,5.7647,62.3423
Gentianella campestris,15.02421,57.59612
Gentianella campestris,14.85822,63.21888
Gentianella campestris,14.98867,62.99285
Gentianella campestris,13.93722,63.39107
Gentianella campestris,15.06645,62.81579
Gentianella campestris,14.06739,63.36257
Gentianella campestris,14.04275,63.34497
Gentianella campestris,13.90897,63.39643
Gentianella campestris,14.56861,62.98554
Gentianella campestris,13.76362,62.37034
Gentianella campestris,14.35919,63.02947
Gentianella campestris,14.30571,63.30244
Gentianella campestris,15.01624,63.07509
Gentianella campestris,14.41694,63.26965
Gentianella campestris,14.78831,63.03569
Gentianella campestris,13.29537,63.31929
Gentianella campestris,14.7218,63.16974
Gentianella campestris,14.58109,62.96546
Gentianella campestris,13.76702,63.38111
Gentianella campestris,14.44982,63.05443
Gentianella campestris,14.94677,62.84758
Gentianella campestris,14.53942,62.89673
Gentianella campestris,15.00673,62.94045
Gentianella campestris,13.79346,63.4184
Gentianella campestris,14.8613,59.93381
Gentianella campestris,20.7243,70.0502
Gentianella campestris,19.1257,69.7177
Gentianella campestris,14.1395,66.7804
Gentianella campestris,9.55259862312253,62.1825371228783
Gentianella campestris,13.95493,63.50889
Gentianella campestris,15.11788,63.00464
Gentianella campestris,17.747453,68.667243
Gentianella campestris,11.043063,58.999138
Gentianella campestris,17.785867,68.783881
Gentianella campestris,17.77652,68.789007
Gentianella campestris,9.949511,61.570658
Gentianella campestris,17.845369,68.840038
Gentianella campestris,9.154782,61.725222
Gentianella campestris,9.399618,61.694654
Gentianella campestris,9.274165,61.76606
Gentianella campestris,8.993916,61.869478
Gentianella campestris,10.178739,64.020488
Gentianella campestris,13.73798,58.2429
Gentianella campestris,9.567479,62.708773
Gentianella campestris,9.563492,62.694427
Gentianella campestris,9.581617,62.741836
Gentianella campestris,9.668875,62.506902
Gentianella campestris,9.605902,62.436725
Gentianella campestris,9.586604,62.628179
Gentianella campestris,9.252325,61.447099
Gentianella campestris,9.296966,61.447907
Gentianella campestris,9.726535,61.653406
Gentianella campestris,9.181501,62.037087
Gentianella campestris,9.658489,62.498154
Gentianella campestris,9.669056,62.514979
Gentianella campestris,9.643724,62.60109
Gentianella campestris,9.549563,62.712434
Gentianella campestris,9.653927,62.533632
Gentianella campestris,8.916933,62.467467
Gentianella campestris,14.13765,63.35808
Gentianella campestris,15.90308,62.8534
Gentianella campestris,15.68899,62.11966
Gentianella campestris,14.53357,63.18509
Gentianella campestris,14.31727,63.28981
Gentianella campestris,18.40702,62.87233
Gentianella campestris,18.26539,62.84795
Gentianella campestris,15.67664,57.04027
Gentianella campestris,14.379,57.13729
Gentianella campestris,12.71208,56.46911
Gentianella campestris,14.37601,59.05267
Gentianella campestris,15.33054,60.72396
Gentianella campestris,15.11061,58.11516
Gentianella campestris,15.07002,58.31498
Gentianella campestris,15.38855,58.18507
Gentianella campestris,14.8864,58.13308
Gentianella campestris,15.36041,57.91135
Gentianella campestris,15.24213,58.09221
Gentianella campestris,15.51346,58.83181
Gentianella campestris,15.06709,58.57515
Gentianella campestris,18.06316,59.69497
Gentianella campestris,12.3468,59.6343
Gentianella campestris,12.60826,59.99909
Gentianella campestris,16.89216,58.9552
Gentianella campestris,16.84032,59.0283
Gentianella campestris,11.26633,58.56763
Gentianella campestris,11.31906,58.37732
Gentianella campestris,11.25283,58.40141
Gentianella campestris,11.53563,57.97332
Gentianella campestris,11.76217,58.05007
Gentianella campestris,11.96975,58.03617
Gentianella campestris,11.83712,57.79149
Gentianella campestris,14.25278,57.432
Gentianella campestris,15.32999,57.62159
Gentianella campestris,18.0733,59.68825
Gentianella campestris,18.75731,59.27223
Gentianella campestris,18.75151,59.26005
Gentianella campestris,8.508832,59.874171
Gentianella campestris,8.295469,59.828303
Gentianella campestris,12.75848,59.91504
Gentianella campestris,9.543189,62.482045
Gentianella campestris,8.922423,62.474104
Gentianella campestris,9.68205,62.616079
Gentianella campestris,8.903029,62.474092
Gentianella campestris,9.058648,62.711074
Gentianella campestris,8.883634,62.474077
Gentianella campestris,9.681926,62.610694
Gentianella campestris,16.78622,59.32232
Gentianella campestris,17.29289,60.59007
Gentianella campestris,16.41525,61.11431
Gentianella campestris,14.88772,62.98572
Gentianella campestris,15.345875,67.380227
Gentianella campestris,9.624451,59.534009
Gentianella campestris,9.11234,61.824402
Gentianella campestris,19.213446,69.744097
Gentianella campestris,9.823599,61.213043
Gentianella campestris,9.102728,61.828851
Gentianella campestris,9.852048,61.009444
Gentianella campestris,13.969584,66.987421
Gentianella campestris,15.063786,67.272415
Gentianella campestris,11.177054,61.016257
Gentianella campestris,9.470767,61.890906
Gentianella campestris,15.202261,67.74053
Gentianella campestris,14.451441,67.171021
Gentianella campestris,15.33046,67.384296
Gentianella campestris,14.577591,67.353501
Gentianella campestris,6.480878,60.347706
Gentianella campestris,13.948923,66.988183
Gentianella campestris,14.126637,66.823874
Gentianella campestris,10.094063,61.300305
Gentianella campestris,13.883355,66.938625
Gentianella campestris,22.239466,70.63823
Gentianella campestris,15.190296,68.015009
Gentianella campestris,13.932807,66.98393
Gentianella campestris,14.575579,67.37026
Gentianella campestris,9.2468,60.036
Gentianella campestris,9.5958,62.5959
Gentianella campestris,9.6051,62.5439
Gentianella campestris,9.5731,62.5986
Gentianella campestris,9.6047,62.5544
Gentianella campestris,9.6244,62.6045
Gentianella campestris,10.0015,62.379
Gentianella campestris,11.4308,62.6676
Gentianella campestris,12.6092,66.3615
Gentianella campestris,14.57359,57.75081
Gentianella campestris,14.57045,57.65917
Gentianella campestris,13.03039,63.55451
Gentianella campestris,15.15791,61.13184
Gentianella campestris,22.1435,70.4889
Gentianella campestris,19.2538,69.7357
Gentianella campestris,22.1741,70.6116
Gentianella campestris,22.0483,70.5981
Gentianella campestris,16.8788,68.4784
Gentianella campestris,9.739918,62.184285
Gentianella campestris,14.132982,66.873116
Gentianella campestris,9.937217,62.153827
Gentianella campestris,9.688445,62.193079
Gentianella campestris,9.901256,62.157746
Gentianella campestris,8.58946,61.819492
Gentianella campestris,8.614761,61.799727
Gentianella campestris,8.579812,61.469353
Gentianella campestris,8.623077,61.817704
Gentianella campestris,8.615024,61.824234
Gentianella campestris,8.912724,61.808049
Gentianella campestris,9.910938,61.22428
Gentianella campestris,9.983636,61.208689
Gentianella campestris,9.876308,61.320224
Gentianella campestris,9.864516,61.235897
Gentianella campestris,9.362387,61.291585
Gentianella campestris,9.675738,61.362659
Gentianella campestris,9.825631,61.259033
Gentianella campestris,9.356715,61.465764
Gentianella campestris,9.364735,61.461613
Gentianella campestris,9.355526,61.410825
Gentianella campestris,9.26273,61.46885
Gentianella campestris,9.294181,61.619873
Gentianella campestris,9.309794,61.615978
Gentianella campestris,9.215019,61.734477
Gentianella campestris,9.632287,61.757517
Gentianella campestris,9.467504,61.758536
Gentianella campestris,9.317666,61.611292
Gentianella campestris,9.468362,61.902165
Gentianella campestris,9.606235,61.762033
Gentianella campestris,9.604104,61.769314
Gentianella campestris,9.030433,61.885453
Gentianella campestris,9.068425,61.862818
Gentianella campestris,9.020735,61.889405
Gentianella campestris,9.128062,61.761158
Gentianella campestris,8.966043,61.804212
Gentianella campestris,14.767802,67.298721
Gentianella campestris,14.629912,67.29631
Gentianella campestris,9.629866,62.590561
Gentianella campestris,9.70613,62.608464
Gentianella campestris,14.81183,63.10815
Gentianella campestris,15.35303,57.05917
Gentianella campestris,12.54134,60.14922
Gentianella campestris,15.60211,57.97946
Gentianella campestris,15.49205,57.82702
Gentianella campestris,15.43107,57.71392
Gentianella campestris,15.15287,58.08797
Gentianella campestris,15.11107,57.96633
Gentianella campestris,17.6967,59.08508
Gentianella campestris,12.70312,60.01565
Gentianella campestris,14.34104,59.89773
Gentianella campestris,14.25307,59.84533
Gentianella campestris,11.19123,58.7493
Gentianella campestris,14.46494,57.78602
Gentianella campestris,14.68856,63.19616
Gentianella campestris,14.30569,63.17109
Gentianella campestris,14.79404,63.09737
Gentianella campestris,18.14038,62.96293
Gentianella campestris,14.65058,63.19285
Gentianella campestris,18.40597,59.70604
Gentianella campestris,8.300172,59.603829
Gentianella campestris,19.1522,69.7433
Gentianella campestris,17.35291,60.59907
Gentianella campestris,17.34055,60.58061
Gentianella campestris,9.056033,61.789826
Gentianella campestris,10.093102,61.119917
Gentianella campestris,8.732685,61.484027
Gentianella campestris,9.0785,61.678202
Gentianella campestris,19.249046,69.704463
Gentianella campestris,15.085471,67.010876
Gentianella campestris,8.413684,59.611973
Gentianella campestris,9.069679,61.701195
Gentianella campestris,12.340633,66.371036
Gentianella campestris,10.086293,61.099158
Gentianella campestris,11.12515,63.357305
Gentianella campestris,8.612463,59.570773
Gentianella campestris,14.201089,66.78586
Gentianella campestris,14.423305,67.091982
Gentianella campestris,12.881051,66.401223
Gentianella campestris,10.284623,61.126112
Gentianella campestris,8.955997,61.824525
Gentianella campestris,10.106963,61.090465
Gentianella campestris,9.05889,61.70119
Gentianella campestris,14.090902,66.789068
Gentianella campestris,12.171346,66.544538
Gentianella campestris,12.160108,66.524556
Gentianella campestris,8.755358,61.473364
Gentianella campestris,9.668154,62.771265
Gentianella campestris,9.028769,61.813579
Gentianella campestris,16.334768,68.005006
Gentianella campestris,15.596505,67.475396
Gentianella campestris,9.103195,61.676983
Gentianella campestris,12.318211,66.370032
Gentianella campestris,9.062456,61.683861
Gentianella campestris,12.544326,66.378794
Gentianella campestris,9.056132,61.718612
Gentianella campestris,14.432441,67.099953
Gentianella campestris,9.256932,61.69182
Gentianella campestris,9.080755,61.827273
Gentianella campestris,14.393427,67.076126
Gentianella campestris,14.40356,67.304573
Gentianella campestris,11.588,61.1204
Gentianella campestris,9.4847,62.6826
Gentianella campestris,11.3825,62.6985
Gentianella campestris,8.7081,63.6118
Gentianella campestris,10.8733,63.3464
Gentianella campestris,8.7401,63.6172
Gentianella campestris,13.82299,63.7137
Gentianella campestris,13.21846,63.51327
Gentianella campestris,12.74468,63.44672
Gentianella campestris,14.06378,63.31395
Gentianella campestris,13.4987,66.8423
Gentianella campestris,14.3991170475264,67.2999996522372
Gentianella campestris,10.694896,62.897622
Gentianella campestris,12.979351,67.966589
Gentianella campestris,12.992957,68.025872
Gentianella campestris,12.009641,60.200676
Gentianella campestris,9.643364,62.508772
Gentianella campestris,9.131591,61.948527
Gentianella campestris,10.194568,60.539487
Gentianella campestris,9.701668,61.61821
Gentianella campestris,9.4791,61.895126
Gentianella campestris,9.482899,61.882635
Gentianella campestris,9.460437,61.894022
Gentianella campestris,9.511019,61.732437
Gentianella campestris,9.557133,61.749673
Gentianella campestris,9.506955,61.738557
Gentianella campestris,9.279189,61.839481
Gentianella campestris,9.342185,61.834132
Gentianella campestris,9.027254,61.946406
Gentianella campestris,9.329686,61.837305
Gentianella campestris,8.99714,61.961309
Gentianella campestris,9.003434,61.977198
Gentianella campestris,8.959621,61.927282
Gentianella campestris,9.055523,61.875481
Gentianella campestris,9.016568,61.922529
Gentianella campestris,9.288486,61.838475
Gentianella campestris,9.366038,61.827967
Gentianella campestris,8.980958,61.919746
Gentianella campestris,8.985315,61.966336
Gentianella campestris,9.152336,61.881243
Gentianella campestris,9.007428,61.925492
Gentianella campestris,9.289958,61.833534
Gentianella campestris,8.810206,61.479744
Gentianella campestris,9.038131,61.957355
Gentianella campestris,8.951807,61.930242
Gentianella campestris,8.968952,61.928811
Gentianella campestris,8.99218,61.970465
Gentianella campestris,8.925882,61.93795
Gentianella campestris,9.029984,61.620275
Gentianella campestris,8.936188,61.929697
Gentianella campestris,8.984758,61.936443
Gentianella campestris,8.991812,61.919658
Gentianella campestris,8.935304,61.536417
Gentianella campestris,8.936935,61.936789
Gentianella campestris,9.024717,61.636884
Gentianella campestris,8.988756,61.943266
Gentianella campestris,8.983603,61.957628
Gentianella campestris,9.243268,61.836318
Gentianella campestris,8.967755,61.618659
Gentianella campestris,8.990216,61.551334
Gentianella campestris,9.050903,61.726557
Gentianella campestris,8.927474,61.587493
Gentianella campestris,8.967954,61.607887
Gentianella campestris,9.148433,61.860601
Gentianella campestris,9.061505,61.729156
Gentianella campestris,8.903124,61.844309
Gentianella campestris,8.98473,61.609236
Gentianella campestris,9.239324,61.84198
Gentianella campestris,9.208885,61.834848
Gentianella campestris,9.163435,61.858339
Gentianella campestris,9.048836,61.855376
Gentianella campestris,8.937125,61.844329
Gentianella campestris,9.181371,61.870525
Gentianella campestris,9.153114,61.846592
Gentianella campestris,9.173341,61.862546
Gentianella campestris,9.064801,61.857165
Gentianella campestris,14.75621,67.29691
Gentianella campestris,9.551655,62.651614
Gentianella campestris,8.911114,62.448569
Gentianella campestris,14.3174,63.32192
Gentianella campestris,14.8065,63.12126
Gentianella campestris,18.2598,62.84256
Gentianella campestris,18.42885,62.87462
Gentianella campestris,18.31182,62.88573
Gentianella campestris,14.75386,60.17756
Gentianella campestris,14.81495,60.22192
Gentianella campestris,18.31571,59.88992
Gentianella campestris,17.97258,59.7456
Gentianella campestris,15.66625,58.93226
Gentianella campestris,15.55821,57.8173
Gentianella campestris,15.06098,58.57073
Gentianella campestris,14.05546,59.41481
Gentianella campestris,16.07486,59.80197
Gentianella campestris,12.65326,60.0231
Gentianella campestris,16.51535,59.05697
Gentianella campestris,16.73724,59.33166
Gentianella campestris,11.25643,58.55245
Gentianella campestris,11.55861,58.04181
Gentianella campestris,11.13298,58.88441
Gentianella campestris,17.83489,60.16324
Gentianella campestris,17.3077,60.04224
Gentianella campestris,12.84096,60.05703
Gentianella campestris,18.81806,60.10649
Gentianella campestris,14.88656,59.2792
Gentianella campestris,16.72678,59.36968
Gentianella campestris,15.28226,60.21121
Gentianella campestris,15.13816,58.92926
Gentianella campestris,8.414303,59.571522
Gentianella campestris,6.639893,58.067857
Gentianella campestris,14.5696,57.66803
Gentianella campestris,17.2935,60.8732
Gentianella campestris,7.055979,60.616092
Gentianella campestris,16.99556,60.94217
Gentianella campestris,16.97511,60.89314
Gentianella campestris,8.821678,61.512544
Gentianella campestris,7.235184,60.379424
Gentianella campestris,12.049777,65.75178
Gentianella campestris,17.53637,62.87166
Gentianella campestris,14.141773,66.78825
Gentianella campestris,9.72455,61.455826
Gentianella campestris,9.892652,62.36396
Gentianella campestris,15.708992,68.170833
Gentianella campestris,9.209025,61.64629
Gentianella campestris,9.61245,60.889033
Gentianella campestris,9.578646,61.52789
Gentianella campestris,10.051268,59.717549
Gentianella campestris,14.338495,66.825737
Gentianella campestris,9.732105,61.377402
Gentianella campestris,14.331848,66.835411
Gentianella campestris,8.822831,61.555427
Gentianella campestris,9.591474,62.309078
Gentianella campestris,8.683592,60.958934
Gentianella campestris,10.351583,61.105448
Gentianella campestris,9.712827,61.410279
Gentianella campestris,9.577415,60.8988
Gentianella campestris,14.865187,67.21994
Gentianella campestris,12.333842,66.362152
Gentianella campestris,5.575115,58.645275
Gentianella campestris,5.802326,58.513409
Gentianella campestris,7.162007,59.861443
Gentianella campestris,8.906661,61.550562
Gentianella campestris,9.495399,61.437362
Gentianella campestris,6.776432,60.289229
Gentianella campestris,9.020684,61.655965
Gentianella campestris,10.098007,61.093105
Gentianella campestris,9.718379,61.448223
Gentianella campestris,9.553305,63.592099
Gentianella campestris,10.365202,61.206506
Gentianella campestris,9.599891,62.059108
Gentianella campestris,9.648778,62.301455
Gentianella campestris,9.627263,62.295475
Gentianella campestris,10.396356,61.062521
Gentianella campestris,6.767683,60.30354
Gentianella campestris,9.606359,60.899568
Gentianella campestris,9.615693,60.898262
Gentianella campestris,9.172608,61.681083
Gentianella campestris,14.60322,67.351771
Gentianella campestris,9.467776,61.783179
Gentianella campestris,15.49787,67.205407
Gentianella campestris,14.308734,66.828254
Gentianella campestris,10.033993,62.427878
Gentianella campestris,9.554571,60.898537
Gentianella campestris,14.210216,66.781161
Gentianella campestris,9.035794,61.665653
Gentianella campestris,15.515971,67.251279
Gentianella campestris,7.164738,59.807965
Gentianella campestris,9.724119,61.533568
Gentianella campestris,18.035287,69.600824
Gentianella campestris,10.059299,59.736709
Gentianella campestris,9.548633,60.917009
Gentianella campestris,11.450933,63.629032
Gentianella campestris,9.034833,61.660536
Gentianella campestris,16.5541,68.528841
Gentianella campestris,11.761112,62.68717
Gentianella campestris,14.203263,66.772309
Gentianella campestris,10.078478,61.103999
Gentianella campestris,16.457585,68.541684
Gentianella campestris,16.689081,68.365427
Gentianella campestris,14.6987,58.17049
Gentianella campestris,14.28757,66.779018
Gentianella campestris,14.02289,67.041587
Gentianella campestris,14.579235,67.034967
Gentianella campestris,14.779433,67.208184
Gentianella campestris,14.036832,66.802719
Gentianella campestris,14.051762,66.787467
Gentianella campestris,15.80555,57.88016
Gentianella campestris,9.2151,61.5575
Gentianella campestris,8.5733,60.9818
Gentianella campestris,8.4821,60.7095
Gentianella campestris,8.569,60.8878
Gentianella campestris,14.93967,57.84832
Gentianella campestris,14.56289,57.6642
Gentianella campestris,14.52188,63.17208
Gentianella campestris,15.4321,59.3444
Gentianella campestris,17.8581,69.1641
Gentianella campestris,19.8703,70.0079
Gentianella campestris,20.9454,69.4501
Gentianella campestris,17.1417,69.2929
Gentianella campestris,20.5693,69.4198
Gentianella campestris,18.3609,69.4207
Gentianella campestris,17.8036,69.2454
Gentianella campestris,15.4403,67.2358
Gentianella campestris,14.508066,67.078674
Gentianella campestris,14.512597,67.083343
Gentianella campestris,14.718642,66.898464
Gentianella campestris,14.809214,66.908421
Gentianella campestris,7.519354,60.613688
Gentianella campestris,7.477952,60.611356
Gentianella campestris,7.515185,60.628477
Gentianella campestris,9.279346,60.053668
Gentianella campestris,9.048048,62.503379
Gentianella campestris,7.965862,61.074264
Gentianella campestris,8.002063,61.095905
Gentianella campestris,16.654377,68.462594
Gentianella campestris,16.812591,68.467372
Gentianella campestris,16.871048,68.469583
Gentianella campestris,16.725434,68.457221
Gentianella campestris,17.268983,68.473749
Gentianella campestris,17.060098,68.475334
Gentianella campestris,16.750293,68.509403
Gentianella campestris,16.688695,68.455567
Gentianella campestris,10.073242,59.72298
Gentianella campestris,9.206468,61.616263
Gentianella campestris,9.190907,61.66135
Gentianella campestris,9.209556,61.794003
Gentianella campestris,9.691984,62.078876
Gentianella campestris,9.44332,61.762925
Gentianella campestris,9.205842,61.607197
Gentianella campestris,9.16633,61.726196
Gentianella campestris,9.211572,61.562841
Gentianella campestris,9.550389,61.679499
Gentianella campestris,9.61572,61.791077
Gentianella campestris,9.329829,61.762168
Gentianella campestris,9.407951,61.724434
Gentianella campestris,9.690874,61.810649
Gentianella campestris,9.449857,61.769457
Gentianella campestris,9.221531,61.797754
Gentianella campestris,9.458874,61.776878
Gentianella campestris,9.342176,61.7651
Gentianella campestris,9.365602,61.759384
Gentianella campestris,9.587716,61.724769
Gentianella campestris,9.381444,61.738424
Gentianella campestris,9.504987,61.768637
Gentianella campestris,9.401963,61.729568
Gentianella campestris,9.36817,61.752375
Gentianella campestris,9.464326,61.69849
Gentianella campestris,9.36617,61.743403
Gentianella campestris,9.406869,61.828929
Gentianella campestris,9.383665,61.840845
Gentianella campestris,9.16183,61.647357
Gentianella campestris,9.231937,61.751587
Gentianella campestris,9.187986,61.802113
Gentianella campestris,9.28641,61.79916
Gentianella campestris,9.162008,61.551597
Gentianella campestris,9.18954,61.808036
Gentianella campestris,9.197076,61.799766
Gentianella campestris,9.278347,61.809411
Gentianella campestris,9.17477,61.779688
Gentianella campestris,9.151172,61.799286
Gentianella campestris,9.123745,61.818165
Gentianella campestris,9.049086,61.773956
Gentianella campestris,9.076987,61.79064
Gentianella campestris,9.146492,61.812397
Gentianella campestris,9.182603,61.790002
Gentianella campestris,8.983631,61.906192
Gentianella campestris,9.20402,61.559441
Gentianella campestris,9.056272,61.765784
Gentianella campestris,9.154156,61.789229
Gentianella campestris,9.06795,61.734001
Gentianella campestris,9.066752,61.880503
Gentianella campestris,9.172612,61.800517
Gentianella campestris,9.176672,61.794076
Gentianella campestris,9.077208,61.878972
Gentianella campestris,9.115907,61.893972
Gentianella campestris,9.007042,61.905385
Gentianella campestris,9.092418,61.814509
Gentianella campestris,9.020174,61.903319
Gentianella campestris,9.01294,61.900357
Gentianella campestris,9.110184,61.900314
Gentianella campestris,8.903231,61.930755
Gentianella campestris,9.199304,61.792312
Gentianella campestris,8.998477,61.91104
Gentianella campestris,9.049693,61.797834
Gentianella campestris,9.028162,61.897931
Gentianella campestris,9.859443,62.732423
Gentianella campestris,9.712685,62.617766
Gentianella campestris,9.435629,62.69701
Gentianella campestris,9.484418,62.677677
Gentianella campestris,9.494225,62.663892
Gentianella campestris,9.494811,62.674428
Gentianella campestris,5.080594,60.041361
Gentianella campestris,9.424107,62.698858
Gentianella campestris,9.452838,62.688976
Gentianella campestris,9.510663,62.653888
Gentianella campestris,8.896393,62.429772
Gentianella campestris,8.934289,62.475043
Gentianella campestris,16.65769,59.34747
Gentianella campestris,17.95335,60.57972
Gentianella campestris,15.22291,58.06638
Gentianella campestris,16.47816,62.66414
Gentianella campestris,17.79703,62.54391
Gentianella campestris,15.16706,57.22801
Gentianella campestris,18.25493,60.2358
Gentianella campestris,18.36498,59.91097
Gentianella campestris,15.86407,58.14852
Gentianella campestris,15.48143,57.83214
Gentianella campestris,15.67131,57.96108
Gentianella campestris,15.54339,57.86732
Gentianella campestris,15.39492,57.74837
Gentianella campestris,15.30665,58.38909
Gentianella campestris,18.66832,60.13133
Gentianella campestris,18.95576,59.81358
Gentianella campestris,15.0551,58.74256
Gentianella campestris,14.84129,59.95777
Gentianella campestris,14.84881,59.9605
Gentianella campestris,14.62039,58.04778
Gentianella campestris,14.79436,58.07469
Gentianella campestris,14.97053,57.91856
Gentianella campestris,15.36062,57.43928
Gentianella campestris,14.69858,58.09383
Gentianella campestris,14.40771,57.49668
Gentianella campestris,16.14934,57.10256
Gentianella campestris,18.44531,59.99007
Gentianella campestris,18.36272,59.90606
Gentianella campestris,17.93712,60.42257
Gentianella campestris,17.41497,59.50655
Gentianella campestris,17.92815,60.41824
Gentianella campestris,17.98611,60.33305
Gentianella campestris,16.10292,59.33021
Gentianella campestris,18.19971,59.99859
Gentianella campestris,16.38869,56.53363
Gentianella campestris,15.41625,58.07706
Gentianella campestris,12.26482,62.56464
Gentianella campestris,12.14234,62.61499
Gentianella campestris,15.26417,60.19986
Gentianella campestris,17.72013,62.61142
Gentianella campestris,9.738825,60.988147
Gentianella campestris,9.046439,61.721936
Gentianella campestris,8.859293,61.52159
Gentianella campestris,14.542835,67.162784
Gentianella campestris,9.060633,61.72283
Gentianella campestris,9.015007,61.804154
Gentianella campestris,9.007452,61.637202
Gentianella campestris,8.442655,61.798555
Gentianella campestris,10.208608,61.039284
Gentianella campestris,9.610914,60.994916
Gentianella campestris,8.98689,61.62607
Gentianella campestris,9.053536,61.55191
Gentianella campestris,14.080355,67.153306
Gentianella campestris,9.0444,61.879836
Gentianella campestris,8.051824,61.641008
Gentianella campestris,9.647816,61.018673
Gentianella campestris,6.099255,60.398789
Gentianella campestris,9.651571,61.064733
Gentianella campestris,8.955584,61.617625
Gentianella campestris,9.014827,61.646721
Gentianella campestris,8.451009,61.787091
Gentianella campestris,9.059671,61.708646
Gentianella campestris,15.82359,68.159513
Gentianella campestris,15.382077,67.174646
Gentianella campestris,9.005557,61.566465
Gentianella campestris,8.980278,61.622032
Gentianella campestris,9.020631,61.008329
Gentianella campestris,8.865294,61.528245
Gentianella campestris,16.38828,68.072971
Gentianella campestris,16.388307,68.113338
Gentianella campestris,9.704195,61.010411
Gentianella campestris,16.295996,68.087938
Gentianella campestris,8.984141,61.827239
Gentianella campestris,14.711629,67.238979
Gentianella campestris,8.855143,61.526524
Gentianella campestris,9.594717,61.022603
Gentianella campestris,10.09674,61.102371
Gentianella campestris,9.326561,62.743204
Gentianella campestris,6.155741,60.419925
Gentianella campestris,20.423674,70.173107
Gentianella campestris,10.766497,60.065566
Gentianella campestris,9.601086,61.014185
Gentianella campestris,15.539929,67.35202
Gentianella campestris,8.944678,61.602535
Gentianella campestris,9.117164,61.859773
Gentianella campestris,14.547336,67.169077
Gentianella campestris,10.76665,60.058739
Gentianella campestris,9.022041,61.716828
Gentianella campestris,5.882168,58.777441
Gentianella campestris,8.948451,61.606845
Gentianella campestris,17.54038,60.63181
Gentianella campestris,14.261007,66.98209
Gentianella campestris,16.400228,68.074078
Gentianella campestris,16.380222,68.103173
Gentianella campestris,17.245686,68.798228
Gentianella campestris,15.028222,68.99448
Gentianella campestris,7.175608,60.832755
Gentianella campestris,9.71943,61.353183
Gentianella campestris,5.7882,58.5188
Gentianella campestris,9.5301,58.8938
Gentianella campestris,10.6489,62.7467
Gentianella campestris,9.601,62.3021
Gentianella campestris,5.5179,58.7367
Gentianella campestris,10.2306,62.1729
Gentianella campestris,14.73792,57.88794
Gentianella campestris,12.09854,64.01273
Gentianella campestris,9.18364,60.98633
Gentianella campestris,9.41231,61.10437
Gentianella campestris,9.40193,61.06306
Gentianella campestris,10.67727,60.70727
Gentianella campestris,10.60811,60.66048
Gentianella campestris,10.67534,60.69357
Gentianella campestris,14.73277,63.39858
Gentianella campestris,14.4582,63.24227
Gentianella campestris,20.8581,69.4839
Gentianella campestris,22.9783,70.0622
Gentianella campestris,12.4942,65.7306
Gentianella campestris,19.0012,69.718
Gentianella campestris,10.0897,62.8029
Gentianella campestris,17.836871,68.847801
Gentianella campestris,8.650077,60.137115
Gentianella campestris,7.90329,59.471015
Gentianella campestris,8.066303,61.667143
Gentianella campestris,8.468672,59.492217
Gentianella campestris,10.311329,60.740469
Gentianella campestris,11.438492,61.16068
Gentianella campestris,8.411151,59.484473
Gentianella campestris,12.378561,65.651431
Gentianella campestris,12.372024,65.646605
Gentianella campestris,12.354204,65.628564
Gentianella campestris,12.419532,65.68781
Gentianella campestris,9.838531,61.362515
Gentianella campestris,9.965192,61.29504
Gentianella campestris,10.090427,61.349865
Gentianella campestris,10.058494,61.316126
Gentianella campestris,10.214656,61.138442
Gentianella campestris,9.552915,61.418875
Gentianella campestris,9.572587,61.407562
Gentianella campestris,9.765834,61.351982
Gentianella campestris,10.062535,61.348874
Gentianella campestris,9.867371,61.373288
Gentianella campestris,9.607167,61.392321
Gentianella campestris,8.939738,62.119158
Gentianella campestris,8.155368,62.239487
Gentianella campestris,8.903967,62.181469
Gentianella campestris,8.268169,62.239095
Gentianella campestris,8.602232,62.184217
Gentianella campestris,9.371245,61.497864
Gentianella campestris,9.378719,61.506919
Gentianella campestris,9.642511,61.539876
Gentianella campestris,9.379967,61.499905
Gentianella campestris,9.36336,61.506252
Gentianella campestris,9.810656,61.593377
